,tweet,clean_tweet,hastags,attherate,urls,emojis,label
588,@satya_AmitSingh Make the world as it was....Corona Free !! 🙏🙏,world wascorona free ,[],['@satya_AmitSingh'],[],"['🙏', '🙏']",0
601,"After fighting with corona she is fighting deadly Black Fungus, all the savings of the family is exhausted, help this family and Sheela. Please help as their only means of income is a small domestic shop.  Read more -  https://t.co/1eRZFTODCA",fight corona fight deadli black fungu save famili exhaust help famili sheela help mean incom small domest shop read ,[],[],['https://t.co/1eRZFTODCA'],[],0
606,@TwitterIndia hame kuch madad kijiye please hum middle class hai Saree bechte ghum ghum ke .but corona karan sab band .jo tha sab kharch ho gya .150 around family rehte hau but no help without ration . belong to gujrat but lives in Odisha please help us .,hame kuch madad kijiy hum middl class hai sare becht ghum ghum corona karan sab band tha sab kharch gya famili reht hau help ration belong gujrat life odisha help ,[],['@TwitterIndia'],[],[],0
608,"@INCIndia should feel ashamed in blaming the #Govt during these difficult times of #pandemic, having neglected health sector being in power for a very long time, in spite of sincere efforts as #IndiaFightsCorona #Corona #COVIDSecondWaveInIndia @BJP4India @BJP4Karnataka @PMOIndia",feel asham blame difficult time neglect health sector power long time spite sincer effort ,"['#Govt', '#pandemic,', '#IndiaFightsCorona', '#Corona', '#COVIDSecondWaveInIndia']","['@INCIndia', '@BJP4India', '@BJP4Karnataka', '@PMOIndia']",[],[],0
610,"@drjhavn1 @CNNnews18 @maryashakil @BBC @narendramodi @SwetaSinghAT @sambitswaraj @Sanjaym04686314 @RNTata2000 @mukeshambani641 @of_ind @CJI_SC @Swamy39 @UN @fholande @BBCIndia @VladimirPutin24 @AmitShah @10DowningStreet @abhi_saxena28 @rashtrapatibhvn @EUparliament @KapilMishra_IND @myogiadityanath @realDonaldTrump @netanyahu @ScienceNelson @GilbertLiz @NDMOxford @JennerInstitute @BillGates @Queen_Europe @sandeep_news24 @PMOIndia @NitishKumar @JustinTrudeau @JoeBiden @VP @ShivrajSinghMP @MohanBhagwat_ @Dev_Fadnavis @ZeeNews It's blind truth,how corona unleashed shamelessly on to innocent population as biological weapon to fulfill dreams of supremacy.If culprit goes unpunished it will be great failure of global leaders to save innocent Population,uphold justice&amp;push future generations to bleak future",blind truthhow corona unleash shamelessli innoc popul biolog weapon fulfil dream supremacyif culprit unpunish great failur global leader save innoc populationuphold justiceamppush futur gener bleak futur ,[],"['@drjhavn1', '@CNNnews18', '@maryashakil', '@BBC', '@narendramodi', '@SwetaSinghAT', '@sambitswaraj', '@Sanjaym04686314', '@RNTata2000', '@mukeshambani641', '@of_ind', '@CJI_SC', '@Swamy39', '@UN', '@fholande', '@BBCIndia', '@VladimirPutin24', '@AmitShah', '@10DowningStreet', '@abhi_saxena28', '@rashtrapatibhvn', '@EUparliament', '@KapilMishra_IND', '@myogiadityanath', '@realDonaldTrump', '@netanyahu', '@ScienceNelson', '@GilbertLiz', '@NDMOxford', '@JennerInstitute', '@BillGates', '@Queen_Europe', '@sandeep_news24', '@PMOIndia', '@NitishKumar', '@JustinTrudeau', '@JoeBiden', '@VP', '@ShivrajSinghMP', '@MohanBhagwat_', '@Dev_Fadnavis', '@ZeeNews']",[],[],0
611,Low price of water melon in Jharkhand is hurting us. Next seven days are critical. Water melon is a immunity booster. Hospital and Corona Care centers may be asked to buy in lot paying Farmers Rs.10.00 a KG. @HemantSorenJMM @JharkhandCMO @Badal_Patralekh @BannaGupta76 @roysaryu  https://t.co/jMc1IaFDYS,low price water melon jharkhand hurt seven day critic water melon immun booster hospit corona care center ask buy pay farmer ,[],"['@HemantSorenJMM', '@JharkhandCMO', '@Badal_Patralekh', '@BannaGupta76', '@roysaryu']",['https://t.co/jMc1IaFDYS'],[],0
612,Tired   helpless  never happened in life where day and out bjp Bengal election after 2nd may Corona   india is 135 crs populations country where 60 crs do not listens to no one so if there is 4000 death daily not a great surprise it is 15 lacs in one year closd  karnataka first,tire helpless happen life day bjp bengal elect corona india popul countri listen death daili great surpris lac year closd karnataka ,[],[],[],[],0
614,@induhansda1 hume pata hai humara haq covid se lad k corona warrior bane hai to salary lene k liye fighter v banage,hume pata hai humara haq covid lad corona warrior bane hai salari lene liy fighter banag ,[],['@induhansda1'],[],[],0
629,Is it true? Please chek fact  @PIBFactCheck  @IMAIndiaOrg   ‘Corona ending due to Jesus’: IMA President Jayalal wants to make hospitals a weapon of Christian conversion  https://t.co/lRkIFhM3a5 via @Nation World News,true chek fact corona end jesu ima presid jayal hospit weapon christian convers world news ,[],"['@PIBFactCheck', '@IMAIndiaOrg', '@Nation']",['https://t.co/lRkIFhM3a5'],[],0
633,@donatekart Great ! Gesture of Humanity long last! Long live humanity #Norafateahi There are thousands of film fraternity in India; waiting to what? Corona has brought opportunity to set things right humanely ! So hurry up #कूछअच्छाकियाजाए ! @Swamy39 @republic @PMOIndia @ndtv @ANI @TimesNow,great gestur human long long live human thousand film fratern india wait corona brought opportun set thing human hurri ,"['#Norafateahi', '#कूछअच्छाकियाजाए']","['@donatekart', '@Swamy39', '@republic', '@PMOIndia', '@ndtv', '@ANI', '@TimesNow']",[],[],0
639,My 27 year old wife has been in the intensive care unit for the past 45 days due to severe infection (no corona) brain dysfunction. She has been struggling to make a living.  Your 1 rupee help will also give her the recognition of living on this earth. #saveher,year old wife intens care unit past day sever infect corona brain dysfunct struggl live rupe help recognit live earth ,['#saveher'],[],[],[],0
645,"ICU patient, Age 56 Hrct scr-20/25, Spo2-70%, she was given Corona Cavach Lepa &amp; Ayurvedic Medicines at night &amp; was instantly recovered nxt morng wit Spo2 above 95% &amp; was feeling lightness in chest &amp; free 2 breath.  YASHWANT hosp &amp; Panchakarma Centre Tembhurni 7507277782 #COVID19",icu patient age hrct scr spo give corona cavach lepa ayurved medicin night instantli recov nxt morng wit spo feel light chest free breath yashwant hosp panchakarma centr tembhurni ,['#COVID19'],[],[],[],0
652,Prime Minister of India: Declare “Martyr” status for Corona-warrior Doctors - they laid their life serving humanity - Sign the Petition!  https://t.co/mBCmQmcx6X via @ChangeOrg_India,prime minist india declar martyr statu coronawarrior doctor laid life serv human sign petit ,[],['@ChangeOrg_India'],['https://t.co/mBCmQmcx6X'],[],0
666,@pratheepkumar_p @ptrmadurai @MauvinGodinho @EPSTamilNadu Really ur question is making me surprise. If this was the governmemt after first wave of corona i am damn sure.  By knowing about second wave and oxygen crisis they wont sit idle with only 230 metric ton oxygen stock for tamilnadu  Now Within a week it increase to 650 metric ton.,question surpris governmemt wave corona damn sure second wave oxygen crisi wont sit idl metric ton oxygen stock tamilnadu week increas metric ton ,[],"['@pratheepkumar_p', '@ptrmadurai', '@MauvinGodinho', '@EPSTamilNadu']",[],[],0
672,Petrol and diesel touching new height so the Corona caller tune has been changed Listen to the new caller tune  https://t.co/4GUEKeg45M,petrol diesel touch new height corona caller tune chang listen new caller tune ,[],[],['https://t.co/4GUEKeg45M'],[],0
681,"@BBCWorld He is newly elected beloved leader Honourable Tamilnadu Cheif Minister Mr.Stalin  he took charge just less then a month he is doing miracles in our states ,He is first CM visited Corona Patients in India ..why don't you guys write or talk about him Pls  https://t.co/gNBNriFSsM",newli elect belov leader honour tamilnadu cheif minist mrstalin charg month miracl state visit corona patient india dont guy write talk ,[],['@BBCWorld'],['https://t.co/gNBNriFSsM'],[],0
692,"KMC Hon'ble Mayor @FirhadHakim sir,Inaugurated #Covid Unit At Islamia Hospital.  He started 110 beds in this unit for the treatment of #Corona infected people there.  We are appreciated to u r really great advance work bobby da. #COVID19 #KolkataCovidCare  https://t.co/8ebQH7hRlQ",kmc honbl mayor sirinaugur unit islamia hospit start bed unit treatment infect peopl appreci great advanc work bobbi ,"['#Covid', '#Corona', '#COVID19', '#KolkataCovidCare']",['@FirhadHakim'],['https://t.co/8ebQH7hRlQ'],[],0
694,"Corona :Third Wave Session ! Today we had arranged this special programme on completion of 7 years of Modi Ji's Government.Session was all about how to ensure children's safety in Covid Pandemic organised by me, delivered by Dr.Vedanti Mahadik. Thank you so much! @narendramodi  https://t.co/rX5bqVFLF9",corona third wave session today arrang special programm complet year modi governmentsess ensur children safeti covid pandem organis deliv drvedanti mahadik ,[],['@narendramodi'],['https://t.co/rX5bqVFLF9'],[],0
695,@AlwaysRamCharan @AlluSirish Sir iam from kerala doing auto driving after corona we are in trobule now here lock down  no trips no cash mother father lotary selling now no work so many loans in banks including private no cash in my hand pls help me can you give something for me sir plss my gpay num9497091196,iam kerala auto drive corona trobul lock trip cash mother father lotari sell work loan bank includ privat cash hand help plss gpay num ,[],"['@AlwaysRamCharan', '@AlluSirish']",[],[],0
696,"Plasma Could Be The Key Ingredient tyo Help Others Recover From #COVID19.  if You, Or Someone You Know, Have Fully Recovered From #COVID19, You May Be Able To Help Others By Donating Plasma...!!  #BeSafe #FightAgainstCOVID19  5:23 AM",plasma key ingredi tyo help recov fulli recov abl help donat plasma ,"['#COVID19.', '#COVID19,', '#BeSafe', '#FightAgainstCOVID19']",[],[],[],0
698,Covid 19 Pandemic Second Wave  https://t.co/NmS6a88eub,covid pandem second wave ,[],[],['https://t.co/NmS6a88eub'],[],0
699,"India hits new grim record with 3,689 COVID-19 deaths in one day. #KindAttnPMNarendraMod #COVID19 #CovidIndia #COVID19Vaccine #didi_o_didi  https://t.co/MrF8jcLKTs",india hit new grim record covid death day ,"['#KindAttnPMNarendraMod', '#COVID19', '#CovidIndia', '#COVID19Vaccine', '#didi_o_didi']",[],['https://t.co/MrF8jcLKTs'],[],0
700,"@ndtv Only positive news of Covid-19 is it did a justice to a criminal. Indian judiciary did not gave him death sentence for his crimes, some how Covid-19 had to step in. I wish Covid-19 to intervene in same manner with criminal politicians of India   https://t.co/NBFZ7NvyJ9",posit news covid justic crimin indian judiciari give death sentenc crime covid step wish covid interven manner crimin politician india ,[],['@ndtv'],['https://t.co/NBFZ7NvyJ9'],[],0
701,Then:  https://t.co/tuBn5NPmUc  Vs now:  https://t.co/Oq6y8Dg65Y  #Pakistan #COVID19  @gulf_news  @BBCWorld,then now ,"['#Pakistan', '#COVID19']","['@gulf_news', '@BBCWorld']","['https://t.co/tuBn5NPmUc', 'https://t.co/Oq6y8Dg65Y']",[],0
702,No ICU facility available at Associated Hospital GMC Baramulla as 13 ventilators are eating dust and dirt in stores. All 60 beds for Covid-19 patients are occupied so where will other Covid-19 patients go  @OfficeOfLGJandK  @DCBaramulla  @kansalrohit69  https://t.co/p79cnYCFvy,icu facil avail associ hospit gmc baramulla ventil eat dust dirt store bed covid patient occupi covid patient ,[],"['@OfficeOfLGJandK', '@DCBaramulla', '@kansalrohit69']",['https://t.co/p79cnYCFvy'],[],0
703,"""Just now my lovable(Mosi) expired due to Pulmonary Cardiac Arrest &amp; Multiple Organ Failer"".due to covid 19 .and  her husband has already been expired few years ago. May Allah rest her departed soul in peace n provide highest place in Jannah...😭aameen @naveednazirshah  https://t.co/1KeeFe28Jt",lovablemosi expir pulmonari cardiac arrest multipl organ failerdu covid husband expir year ago allah rest depart soul peac provid highest place jannahaameen ,[],['@naveednazirshah'],['https://t.co/1KeeFe28Jt'],['😭'],0
704,@IFTVofficial @Inter @Inter_en Covid19 guys...,covid guy ,[],"['@IFTVofficial', '@Inter', '@Inter_en']",[],[],0
705,"*FLASH*  &gt;&gt;&gt;      India reports nearly 3,70,000 fresh cases of COVID19 and 3,421 new deaths.",flash gtgtgt india report nearli fresh case covid new death ,[],[],[],[],0
706,HPM #SheikhHasina inaugurates cash support disbursement among 3.6 million families hit hard by the second wave of #COVID19 pandemic in Bangladesh. Read more  https://t.co/0xQ124kZIh #BangladeshFightsCoronavirus #PartyOfthePeople  https://t.co/gSCLEur9UP,hpm inaugur cash support disburs million famili hit hard second wave pandem bangladesh read ,"['#SheikhHasina', '#COVID19', '#BangladeshFightsCoronavirus', '#PartyOfthePeople']",[],"['https://t.co/0xQ124kZIh', 'https://t.co/gSCLEur9UP']",[],0
708,Pray for this Lady. She is really a nice person and she had worked a lot. Since PTI came into power the ruling party came across Covid 19 and the most challanging task was to deal with the very first wave. But this lady worked hard and proved she is a sincere person. 💕💕,pray ladi person work pti power rule parti covid challang task deal wave ladi work hard prove sincer person ,[],[],[],"['💕', '💕']",0
709,"NSG commando dies of Covid-19, precious time lost in arranging New India  https://t.co/2NA5apbVjm  #IsupportModi",nsg commando covid preciou time lose arrang new india ,['#IsupportModi'],[],['https://t.co/2NA5apbVjm'],[],0
710,When someone says “ Kuch bolo yar “ and you reply with “ Kuch “ and think you’ve achieved some high level comedy. #comedy #fun #COVID19,kuch bolo yar kuch youv achiev high level comedi ,"['#comedy', '#fun', '#COVID19']",[],[],[],0
711,With Very Great Personality Syed Iqrar Ul Hassan Brother ❤️❤️. @iqrarulhassan  #IqrarulHassan  #teamsareamrwpsouth  #sareaam  #COVID19  #ARYDigital #ShaneRamzan2021 #ARYNewsUrdu #ARYNews #iqrar @ain_iqrar #ليلة_القدر  https://t.co/h9LLyJ0t4e,great person iqrar hassan brother ,"['#IqrarulHassan', '#teamsareamrwpsouth', '#sareaam', '#COVID19', '#ARYDigital', '#ShaneRamzan2021', '#ARYNewsUrdu', '#ARYNews', '#iqrar', '#ليلة_القدر']","['@iqrarulhassan', '@ain_iqrar']",['https://t.co/h9LLyJ0t4e'],"['❤️', '❤️']",0
712,"In New India NSG commando dies of Covid-19, precious time lost in arranging Icu / ventilator Bed😔 @drharshvardhan @AmitShah @PMOIndia @narendramodi @ArvindKejriwal @NitishKumar @AJEnglish @FoxNews @CNN @CPDelhi @CPMumbaiPolice #BreakingNews   https://t.co/2NA5apbVjm",new india nsg commando covid preciou time lose arrang icu ventil bed ,['#BreakingNews'],"['@drharshvardhan', '@AmitShah', '@PMOIndia', '@narendramodi', '@ArvindKejriwal', '@NitishKumar', '@AJEnglish', '@FoxNews', '@CNN', '@CPDelhi', '@CPMumbaiPolice']",['https://t.co/2NA5apbVjm'],['😔'],0
714,LockDown is Not Same For Everyone 💔 😔   #COVID19 #lockdown  https://t.co/pZ3sDNqcMa,lockdown ,"['#COVID19', '#lockdown']",[],['https://t.co/pZ3sDNqcMa'],"['💔', '😔']",0
715,"@Prateeksom2 People , who are emotionally blackmailed ; some times by religious leaders and some times by political leaders . Sometimes by an amalgamation of the two.   We , people need to grow up !  Need to be caring towards our fellow beings!  #COVID19 #India #IndiaFightsCOVID19 #CovidHelp",peopl emot blackmail time religi leader time polit leader amalgam peopl grow care fellow ,"['#COVID19', '#India', '#IndiaFightsCOVID19', '#CovidHelp']",['@Prateeksom2'],[],[],0
717,@AnuragK_2010 @taapsee Tips for Managing COVID-19  https://t.co/0JdAk0361r,tip manag covid ,[],"['@AnuragK_2010', '@taapsee']",['https://t.co/0JdAk0361r'],[],0
718,Saudi government released real images of Maqam e Ibrahim.  This is the stone that bears the imprint of where the Prophet Ibrahim (A.S) stood while building Khana Kaaba.  #MaqamEIbrahim #COVID19 #Pakistan #BreakingNews #Kashmir #COVIDEmergency2021 #viral  https://t.co/bgHPTbUMuK,saudi govern releas real imag maqam ibrahim stone bear imprint prophet ibrahim stood build khana kaaba ,"['#MaqamEIbrahim', '#COVID19', '#Pakistan', '#BreakingNews', '#Kashmir', '#COVIDEmergency2021', '#viral']",[],['https://t.co/bgHPTbUMuK'],[],0
719,"@elonmusk @elonmusk what you say about climate change, by perceiving this pandemic can we survive in climate change IMO climate change is awful then this COVID-19",climat chang perceiv pandem surviv climat chang imo climat chang covid ,[],"['@elonmusk', '@elonmusk']",[],[],0
720,@kishanreddybjp @bandisanjay_bjp @narendramodi @PiyushGoyal @SCRailwayIndia Overwhelming about the Second Oxygen Express with LMO with Four Tankers for their Arrival at Secunderabad Railway station to supply Oxygen to Patients suffering from Covid 19 in Telagana ❤️🙏 With Regards @ narendar modi  @ Piyush Goyal @ South Central Railway's,overwhelm second oxygen express lmo tanker arriv secunderabad railway station suppli oxygen patient suffer covid telagana regard narendar modi piyush goyal south central railway ,[],"['@kishanreddybjp', '@bandisanjay_bjp', '@narendramodi', '@PiyushGoyal', '@SCRailwayIndia', '@', '@', '@']",[],"['❤️', '🙏']",0
722,@JoeBiden &amp; @BorisJohnson must stand shoulder-to-shoulder to fend off the global learning crisis &amp; ensure education does not lose out to Covid-19 and climate change  @FCDOGovUK @USAIDEducation @FCDOGEC @G7  https://t.co/cff9lvbh6a  https://t.co/cff9lvbh6a,stand shouldertoshould fend global learn crisi ensur educ lose covid climat chang ,[],"['@JoeBiden', '@BorisJohnson', '@FCDOGovUK', '@USAIDEducation', '@FCDOGEC', '@G7']","['https://t.co/cff9lvbh6a', 'https://t.co/cff9lvbh6a']",[],0
723,@SonuSood sir help needed 🙏. Oxygen concentrator in Gwalior. Not available anywhere in Gwalior. Please help. My mother is suffering from Covid19 and has 80% lungs infected.Oxygen level is 78 with high flow support..Help sir🙏Reports attached below sir🙏  https://t.co/ZqNioolE1m,help oxygen concentr gwalior avail gwalior help mother suffer covid lung infectedoxygen level high flow supporthelp sirreport attach ,[],['@SonuSood'],['https://t.co/ZqNioolE1m'],"['🙏', '🙏', '🙏']",0
724,DC visits several COVID wellness centres where he took stock of medicare arrangements in wake of raising COVID-19 concern so as to effectively tackle the pandemic. @NHMJK5 @diprjk  https://t.co/dXdPMbe35k,visit covid well centr stock medicar arrang wake rais covid concern effect tackl pandem ,[],"['@NHMJK5', '@diprjk']",['https://t.co/dXdPMbe35k'],[],0
725,Chief Justice of India: Covid-19 is a virtual death sentence for political prisoners! Release them now! - Sign the Petition!  https://t.co/dWqEvhnfjQ via @ChangeOrg_India,chief justic india covid virtual death sentenc polit prison releas sign petit ,[],['@ChangeOrg_India'],['https://t.co/dWqEvhnfjQ'],[],0
727,Chief Justice of India: Covid-19 is a virtual death sentence for political prisoners! Release them now! - Sign the Petition!  https://t.co/AHHtA9DBlH via @Change,chief justic india covid virtual death sentenc polit prison releas sign petit ,[],['@Change'],['https://t.co/AHHtA9DBlH'],[],0
728,Chief Justice of India: Covid-19 is a virtual death sentence for political prisoners! Release them now! - Sign the Petition!  https://t.co/ngPW4nPyoG via @Change,chief justic india covid virtual death sentenc polit prison releas sign petit ,[],['@Change'],['https://t.co/ngPW4nPyoG'],[],0
729,@PiyushGoyal @PrakashJavdekar I salute to Our Honourable Union Minister for Railways Shri Piyush Goyal Ji for making Oxygen Express for Departed from Durga to Delhi Which will supply Medical Oxygen to Covid 19 Patients 🙏❤️,salut honour union minist railway shri piyush goyal oxygen express depart durga delhi suppli medic oxygen covid patient ,[],"['@PiyushGoyal', '@PrakashJavdekar']",[],"['🙏', '❤️']",0
731,@Dr_YasminRashid Dr. Yasmin Rashid sahiba (Mother of nation)  you are doing great job and fighting against your disease and against covid 19 for nation. Allah subhan bless you and give you long live.,yasmin rashid sahiba mother nation great job fight diseas covid nation allah subhan bless long live ,[],['@Dr_YasminRashid'],[],[],0
732,Absolutely massive boost to fighting Covid19,absolut massiv boost fight covid ,[],[],[],[],0
733,@SufiRoshan82 @ReallySwara Please forward this Tips for Managing COVID-19. Very important. Also I request everyone please do not PANIC.  https://t.co/CGK5ifki4x,forward tip manag covid import request panic ,[],"['@SufiRoshan82', '@ReallySwara']",['https://t.co/CGK5ifki4x'],[],0
734,@DrJitendraSingh @PrakashJavdekar Mr Rahul Gandhi ji please send Panic in citizens Due to Panic many are dying than the Covid19 I request all followers to follow the Ministry of Information and Broadcasting Rahul Gandhi is just biting the mail's and posting his nonsense Tweets.,rahul gandhi send panic citizen panic die covid request follow follow ministri inform broadcast rahul gandhi bite mail post nonsens tweet ,[],"['@DrJitendraSingh', '@PrakashJavdekar']",[],[],0
735,"Enforcement of COVID-19 SOPs in the Town Shopian, especially after many of the Mohallas were declared as Micro Containment Zones. Admin. is committed to provide hassle free essential commodities in the area. People are requested to stay indoors &amp; follow SOPs in letter and spirit.  https://t.co/QnFKOdXGem",enforc covid sop town shopian especi mohalla declar micro contain zone admin commit provid hassl free essenti commod area peopl request stay indoor follow sop letter spirit ,[],[],['https://t.co/QnFKOdXGem'],[],0
736,Chief Justice of India: Covid-19 is a virtual death sentence for political prisoners! Release them now! - Sign the Petition!  https://t.co/r875Ewq6wy via @ChangeOrg_India,chief justic india covid virtual death sentenc polit prison releas sign petit ,[],['@ChangeOrg_India'],['https://t.co/r875Ewq6wy'],[],0
737,Chief Justice of India: Covid-19 is a virtual death sentence for political prisoners! Release them now! - Sign the Petition!  https://t.co/RYYX3EgRvR via @ChangeOrg_India,chief justic india covid virtual death sentenc polit prison releas sign petit ,[],['@ChangeOrg_India'],['https://t.co/RYYX3EgRvR'],[],0
738,PM Modi reviews public health response to Covid-19  https://t.co/1T3HNmwdL3 via NaMo App  https://t.co/icLU6ugUG1,modi review public health respons covid namo app ,[],[],"['https://t.co/1T3HNmwdL3', 'https://t.co/icLU6ugUG1']",[],0
740,@PrakashJavdekar @RahulGandhi I Request @ Rahul Gandhi just bite your nails and watch the efforts by Our GOI is curb up the Covid19 Why are upto and your senseless Tweets misleading the Indians by creating Panic which is the cause of Many deaths than Pandemic situation Try to learn and follow more Uncle.,request rahul gandhi bite nail watch effort goi curb covid upto senseless tweet mislead indian creat panic caus death pandem situat learn follow uncl ,[],"['@PrakashJavdekar', '@RahulGandhi', '@']",[],[],0
741,Barrister ⁦@MNAMohsinRanjha⁩ clearly mentions laws which make #ShafqatMehmoodSharamKaro liable for any child getting infected with #Covid19 due to his decisions #PakistaniLivesMatter  Every #Pakistani child’s life is important Go for assessment grading.  https://t.co/IMKjdpYnXA,barrist clearli mention law liabl child infect decis child life import assess grade ,"['#ShafqatMehmoodSharamKaro', '#Covid19', '#PakistaniLivesMatter', '#Pakistani']",[],['https://t.co/IMKjdpYnXA'],[],0
742, https://t.co/WWfFqXE0yO Covid 19 2nd Wave 🌊 #CovidVaccine #COVID19 #FullyVaccinated,covid wave ,"['#CovidVaccine', '#COVID19', '#FullyVaccinated']",[],['https://t.co/WWfFqXE0yO'],['🌊'],0
743,Chief Justice of India: Covid-19 is a virtual death sentence for political prisoners! Releas...  https://t.co/T8xpkCv5Nq via @ChangeOrg_India,chief justic india covid virtual death sentenc polit prison relea ,[],['@ChangeOrg_India'],['https://t.co/T8xpkCv5Nq'],[],0
744,@Aaliya72 I want to give u some precautions and some suggestion... For speedy recovery... Because i am just recovered with covid 19,precaut suggest speedi recoveri recov covid ,[],['@Aaliya72'],[],[],0
745,Must read in the current COVID-19 pandamic and the fate of of action #INPST #DHPSP,read current covid pandam fate action ,"['#INPST', '#DHPSP']",[],[],[],0
746,@SrBachchan Saw many horror movies but this #COVID19 is scariest of all,saw horror movi scariest ,['#COVID19'],['@SrBachchan'],[],[],0
748,Admin to set up 1300 oxygen supported beds in #Jammu in 5 days  The JK Government on Friday said that consistent efforts are on to ensure oxygen supply as well as manpower and more than 1300 oxygen supported bed are to be set-up in Jammu division to fight the deadly #COVID19. KNO,admin set oxygen support bed day govern friday consist effort ensur oxygen suppli manpow oxygen support bed setup jammu divis fight deadli kno ,"['#Jammu', '#COVID19.']",[],[],[],0
749,"#COVID19: India reports 4,14,000 new cases of COVID19 and a record high 3,919 deaths.",india report new case covid record high death ,['#COVID19:'],[],[],[],0
750,"@rajnathsingh @narendramodi I salute to Our Honourable Defence Minister of India under the guidance and Leadership of Our Honourable PM Modiji for sensing the.emergency situation, The whole Government machinery immediately by mobilising all the possible Resources in Response of Covid19 Surge.🙏❤️",salut honour defenc minist india guidanc leadership honour modiji sens theemerg situat govern machineri immedi mobilis possibl resourc respons covid surg ,[],"['@rajnathsingh', '@narendramodi']",[],"['🙏', '❤️']",0
751,Name : Adikanda Bisoyi First floor MCKG casualty(BED NO: 24) Age : 85 years under oxygen. Needs doctor's intervention.  Crossed 14+ days  from covid-19. SpO2 levels 70-75(without cylinder) 90-95(with cylinder). #PostCovid treatment.   @MedicalMkcg @Vijaykulange ji  @Ganjam_Admin,adikanda bisoyi floor mckg casualtyb age year oxygen doctor intervent cross day covid spo level without cylind with cylind treatment ,['#PostCovid'],"['@MedicalMkcg', '@Vijaykulange', '@Ganjam_Admin']",[],[],0
752,#TwinkleKhanna responds to allegations of #AkshayKumar not doing enough amid #COVID19 pandemic -  https://t.co/LeNebgx9cQ,respond alleg amid pandem ,"['#TwinkleKhanna', '#AkshayKumar', '#COVID19']",[],['https://t.co/LeNebgx9cQ'],[],0
753,7/5/2021 Positive:  4298 Positivity % : 9.58% Deaths : 140 #COVID19 #Pakistan #VaccineForAll #vaccinated  https://t.co/jD91nco8wf,posit posit death ,"['#COVID19', '#Pakistan', '#VaccineForAll', '#vaccinated']",[],['https://t.co/jD91nco8wf'],[],0
754,"Inam foundation handover medical equipment to DHO Hyderabad for 💞🇱🇾💞#Covid_19,  @BBhuttoZardari @AseefaBZ @sharjeelinam @rawalsharjeel @MediaCellPPP  #IamRawalsharjeel #Covid_19 #StayHomeStaySafe  https://t.co/a1hCDXeeJW",inam foundat handov medic equip dho hyderabad ,"['#IamRawalsharjeel', '#Covid_19', '#StayHomeStaySafe']","['@BBhuttoZardari', '@AseefaBZ', '@sharjeelinam', '@rawalsharjeel', '@MediaCellPPP']",['https://t.co/a1hCDXeeJW'],"['💞', '🇱🇾', '💞']",0
756,"@narendramodi I totally agree with Our Honourable PM Modiji for admiring Our Defence Ministry role to curb the prevailing Pandemic situation effectively by Jal , Thal and Nab . Our Armed Forces have left no turn in sttenghting the Fight against Covid 19.🙏❤️",total agre honour modiji admir defenc ministri role curb prevail pandem situat effect jal thal nab arm forc left turn sttenght fight covid ,[],['@narendramodi'],[],"['🙏', '❤️']",0
757,Jumma tul Wida Mubarak to all the Muslims around the world. May ALLAH Bless Us With Countless Blessings and Protect all of Us From the Ongoing Pandemic of COVID-19. “AMEEN”,jumma tul wida mubarak muslim world allah bless countless bless protect ongo pandem covid ameen ,[],[],[],[],0
758,"Under The Guidance Of AIMIM President Barrister @asadowaisiSahab   To Ease The Process of Covid-19 Vaccination Today @aimim_national Shaikpet Corporator @MohdRashedFaraz  Inspected The Arrangements Of Urban Primary Health Centre ( UPHC ) At Kohesar Colony,  Shaikpet Division ...  https://t.co/FUVeUKZau7",guidanc aimim presid barrist eas process covid vaccin today shaikpet corpor inspect arrang urban primari health centr uphc kohesar coloni shaikpet divis ,[],"['@asadowaisiSahab', '@aimim_national', '@MohdRashedFaraz']",['https://t.co/FUVeUKZau7'],[],0
759,@iamZunaira Stay safe you are the real warrior to fight against #COVID19,stay safe real warrior fight ,['#COVID19'],['@iamZunaira'],[],[],0
760,"On the one hand Administration comprising of bureaucrats, advisors and govt officials deliver numerous press conferences claiming  they have all the resources to fight the #COVID19 pandemic. And here patients are not even getting an ICU beds in hospitals. #SOSJK  @manojsinha_",hand administr compris bureaucrat advisor govt offici deliv numer press confer claim resourc fight pandem patient icu bed hospit ,"['#COVID19', '#SOSJK']",['@manojsinha_'],[],[],0
761,"Apple, Google Address COVID-19 Contact Tracing App Privacy Concerns  https://t.co/g1pnK7iDsV",appl googl address covid contact trace app privaci concern ,[],[],['https://t.co/g1pnK7iDsV'],[],0
762,"Covid-19 2nd wave Forecast: Peak expected in coming two to three weeks: Experts  ‘Next 15-20 days very critical, people must restrict their movement’   https://t.co/o9L1HVAYx3",covid wave forecast peak expect week expert next day critic peopl restrict movement ,[],[],['https://t.co/o9L1HVAYx3'],[],0
763,"#BREAKING  &gt;&gt;&gt;      India Reports 4,14,433 New Cases Of COVID19 And a Record High 3,929 Deaths.",gtgtgt india report new case covid record high death ,['#BREAKING'],[],[],[],0
764,"First Covid-19 death reported at level 3 Covid hospital in Bandipora. The patient was supposed to be admitted in Srinagar but due to unavailability of ICU beds there, he was admitted in DH Bandipora (Now Covid designated hospital) and died during night hours.",covid death report level covid hospit bandipora patient suppos admit srinagar unavail icu bed admit bandipora now covid design hospit die night hour ,[],[],[],[],0
