,Unnamed: 0,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet
276,276,"If you can't arrange sufficient oxygen and vaccines, why do you not resign? @HansrajMeena #ResignHarshvardhan  https://t.co/Qby8DFbsnX",en,['#ResignHarshvardhan'],['@HansrajMeena'],['https://t.co/Qby8DFbsnX'],"['If', 'you', 'ca', ""n't"", 'arrange', 'sufficient', 'oxygen', 'and', 'vaccines', 'why', 'do', 'you', 'not', 'resign', 'HansrajMeena', 'ResignHarshvardhan', 'https', 't.co/Qby8DFbsnX']","['HansrajMeena', 'vaccines', ""n't"", 'ca', 't.co/Qby8DFbsnX', 'If', 'https', 'resign', 'oxygen', 'arrange', 'sufficient', 'ResignHarshvardhan']",If you cant arrange sufficient oxygen and vaccines why do you not resign 
277,277,@rado_gold I did kho vaccine infection prevent na kai  Rapid positive sho nu quarantine kai charta and you cant go home,en,[],['@rado_gold'],[],"['rado_gold', 'I', 'did', 'kho', 'vaccine', 'infection', 'prevent', 'na', 'kai', 'Rapid', 'positive', 'sho', 'nu', 'quarantine', 'kai', 'charta', 'and', 'you', 'cant', 'go', 'home']","['kho', 'cant', 'prevent', 'home', 'na', 'kai', 'charta', 'Rapid', 'rado_gold', 'vaccine', 'nu', 'positive', 'I', 'quarantine', 'infection', 'sho', 'go']", I did kho vaccine infection prevent na kai Rapid positive sho nu quarantine kai charta and you cant go home
278,278,"the vaccine will already start building immunity in you.  Just as vaccines have some side effects, so do remedies. Side effects that are avoided by vaccination out of fear,  More side effects than that are remedesivir.  So give preference to vaccines. It's not too late yet. (1/2)",en,[],[],[],"['the', 'vaccine', 'will', 'already', 'start', 'building', 'immunity', 'in', 'you', 'Just', 'as', 'vaccines', 'have', 'some', 'side', 'effects', 'so', 'do', 'remedies', 'Side', 'effects', 'that', 'are', 'avoided', 'by', 'vaccination', 'out', 'of', 'fear', 'More', 'side', 'effects', 'than', 'that', 'are', 'remedesivir', 'So', 'give', 'preference', 'to', 'vaccines', 'It', ""'s"", 'not', 'too', 'late', 'yet', '1/2']","['1/2', 'already', 'start', 'vaccination', 'vaccines', 'immunity', 'late', 'yet', 'avoided', 'building', 'More', 'It', 'Side', 'fear', 'give', 'remedies', 'remedesivir', 'vaccine', ""'s"", 'Just', 'effects', 'So', 'preference', 'side']",the vaccine will already start building immunity in you Just as vaccines have some side effects so do remedies Side effects that are avoided by vaccination out of fear More side effects than that are remedesivir So give preference to vaccines Its not too late yet (1/2)
279,279,But you got millions of views and some dollars also from YT for propaganda video against vaccine.  Shame on you. @SyedAliHaider13 must be arrested asap.  https://t.co/ablp9LEp4H,en,[],['@SyedAliHaider13'],['https://t.co/ablp9LEp4H'],"['But', 'you', 'got', 'millions', 'of', 'views', 'and', 'some', 'dollars', 'also', 'from', 'YT', 'for', 'propaganda', 'video', 'against', 'vaccine', 'Shame', 'on', 'you', 'SyedAliHaider13', 'must', 'be', 'arrested', 'asap', 'https', 't.co/ablp9LEp4H']","['But', 'Shame', 'propaganda', 't.co/ablp9LEp4H', 'got', 'also', 'millions', 'asap', 'arrested', 'views', 'https', 'vaccine', 'must', 'YT', 'video', 'dollars', 'SyedAliHaider13']",But you got millions of views and some dollars also from YT for propaganda video against vaccine Shame on you must be arrested asap 
280,280,"In the first wave , It was Chinese Virus, Why No one is saying that Chinese  have modified the vIrus and Sent it to its strongest competitor India, There is definately a foul play, if It's Lab made Virus #CoronaPandemic #ChineseVirus #CoronaSecondWave #vaccine",en,"['#CoronaPandemic', '#ChineseVirus', '#CoronaSecondWave', '#vaccine']",[],[],"['In', 'the', 'first', 'wave', 'It', 'was', 'Chinese', 'Virus', 'Why', 'No', 'one', 'is', 'saying', 'that', 'Chinese', 'have', 'modified', 'the', 'vIrus', 'and', 'Sent', 'it', 'to', 'its', 'strongest', 'competitor', 'India', 'There', 'is', 'definately', 'a', 'foul', 'play', 'if', 'It', ""'s"", 'Lab', 'made', 'Virus', 'CoronaPandemic', 'ChineseVirus', 'CoronaSecondWave', 'vaccine']","['Chinese', 'ChineseVirus', 'wave', 'Virus', 'In', 'definately', 'vIrus', 'competitor', 'strongest', 'foul', 'It', 'modified', 'first', 'CoronaSecondWave', 'There', 'vaccine', 'No', 'one', 'Sent', ""'s"", 'Lab', 'saying', 'India', 'made', 'play', 'Why', 'CoronaPandemic']",In the first wave  It was Chinese Virus Why No one is saying that Chinese have modified the vIrus and Sent it to its strongest competitor India There is definately a foul play if Its Lab made Virus 
281,281,"@Sweet_Ranoshah If you don't want to take the vaccine, it’s up to you but don’t encourage people not to ...",en,[],['@Sweet_Ranoshah'],[],"['Sweet_Ranoshah', 'If', 'you', 'do', ""n't"", 'want', 'to', 'take', 'the', 'vaccine', 'it', '’', 's', 'up', 'to', 'you', 'but', 'don', '’', 't', 'encourage', 'people', 'not', 'to']","[""n't"", 'want', 'Sweet_Ranoshah', 'If', 'vaccine', 'encourage', '’', 'take', 'people']", If you dont want to take the vaccine it’s up to you but don’t encourage people not to 
282,282,@DrPramodPSawant  Would kindly request if you could initiate Vaccine Drive once again @ panchayat level in each district same way as done earlier in month of April to make the vaccination process easier &amp; reach out more goan citizens to avoid rush &amp; risk @ primary health centers.,en,[],"['@DrPramodPSawant', '@', '@']",[],"['DrPramodPSawant', 'Would', 'kindly', 'request', 'if', 'you', 'could', 'initiate', 'Vaccine', 'Drive', 'once', 'again', 'panchayat', 'level', 'in', 'each', 'district', 'same', 'way', 'as', 'done', 'earlier', 'in', 'month', 'of', 'April', 'to', 'make', 'the', 'vaccination', 'process', 'easier', 'amp', 'reach', 'out', 'more', 'goan', 'citizens', 'to', 'avoid', 'rush', 'amp', 'risk', 'primary', 'health', 'centers']","['amp', 'panchayat', 'reach', 'goan', 'vaccination', 'request', 'DrPramodPSawant', 'kindly', 'avoid', 'risk', 'earlier', 'Would', 'centers', 'citizens', 'could', 'initiate', 'make', 'April', 'process', 'health', 'primary', 'easier', 'rush', 'month', 'done', 'Drive', 'district', 'way', 'Vaccine', 'level']", Would kindly request if you could initiate Vaccine Drive once again @ panchayat level in each district same way as done earlier in month of April to make the vaccination process easier amp reach out more goan citizens to avoid rush amp risk @ primary health centers
283,283,@AbrahamRoseNor now 12 - 15yo eligible for vaccine.   https://t.co/wDV2viIknD,en,[],['@AbrahamRoseNor'],['https://t.co/wDV2viIknD'],"['AbrahamRoseNor', 'now', '12', '15yo', 'eligible', 'for', 'vaccine', 'https', 't.co/wDV2viIknD']","['eligible', '15yo', 'https', 'vaccine', 't.co/wDV2viIknD', '12', 'AbrahamRoseNor']", now 12  15yo eligible for vaccine 
284,284,@eddydaud now 12 - 15 yo eligible for vaccine.    https://t.co/wDV2viIknD,en,[],['@eddydaud'],['https://t.co/wDV2viIknD'],"['eddydaud', 'now', '12', '15', 'yo', 'eligible', 'for', 'vaccine', 'https', 't.co/wDV2viIknD']","['eligible', '15', 'https', 'vaccine', 'yo', 't.co/wDV2viIknD', 'eddydaud', '12']", now 12  15 yo eligible for vaccine 
285,285,"Ask @tariqtramboo , he will better explain about the vaccine. Don't pay heed to rumours. If you want to sustain in this pandemic go for vaccination.",en,[],['@tariqtramboo'],[],"['Ask', 'tariqtramboo', 'he', 'will', 'better', 'explain', 'about', 'the', 'vaccine', 'Do', ""n't"", 'pay', 'heed', 'to', 'rumours', 'If', 'you', 'want', 'to', 'sustain', 'in', 'this', 'pandemic', 'go', 'for', 'vaccination']","['explain', 'pandemic', 'want', ""n't"", 'Ask', 'If', 'Do', 'vaccine', 'vaccination', 'better', 'pay', 'sustain', 'heed', 'tariqtramboo', 'rumours', 'go']",Ask  he will better explain about the vaccine Dont pay heed to rumours If you want to sustain in this pandemic go for vaccination
286,286,Good morning guys! Happy Tuesday! Today’s my first dosage of covid vaccine! Wish ko lang di ako himatayin! @RX931 #RxGreets,en,['#RxGreets'],['@RX931'],[],"['Good', 'morning', 'guys', 'Happy', 'Tuesday', 'Today', '’', 's', 'my', 'first', 'dosage', 'of', 'covid', 'vaccine', 'Wish', 'ko', 'lang', 'di', 'ako', 'himatayin', 'RX931', 'RxGreets']","['guys', 'himatayin', 'Today', 'Happy', 'morning', '’', 'Good', 'di', 'ko', 'ako', 'covid', 'first', 'RX931', 'lang', 'vaccine', 'dosage', 'Wish', 'Tuesday', 'RxGreets']",Good morning guys Happy Tuesday Today’s my first dosage of covid vaccine Wish ko lang di ako himatayin 
287,287,Bill Gates you could not even safe your shadi :p How will u safe World with vaccines lol 😂- Pakistani Logic :D,en,[],[],[],"['Bill', 'Gates', 'you', 'could', 'not', 'even', 'safe', 'your', 'shadi', 'p', 'How', 'will', 'u', 'safe', 'World', 'with', 'vaccines', 'lol', '😂', 'Pakistani', 'Logic', 'D']","['even', 'vaccines', 'u', 'lol', 'Pakistani', 'D', 'Logic', 'How', '😂', 'shadi', 'Bill', 'World', 'Gates', 'safe', 'could', 'p']",Bill Gates you could not even safe your shadi :p How will u safe World with vaccines lol 😂 Pakistani Logic :D
288,288,"Alhamdulillah, I’m eligible for the vaccine. Counting days ☺️",en,[],[],[],"['Alhamdulillah', 'I', '’', 'm', 'eligible', 'for', 'the', 'vaccine', 'Counting', 'days', '☺️']","['☺️', 'eligible', 'Counting', 'Alhamdulillah', 'days', 'vaccine', '’', 'I']",Alhamdulillah I’m eligible for the vaccine Counting days ☺️
289,289,"@pasyraf @Khairykj U can download from MySJ, under vaccine info.. #mogabermanfaat",en,['#mogabermanfaat'],"['@pasyraf', '@Khairykj']",[],"['pasyraf', 'Khairykj', 'U', 'can', 'download', 'from', 'MySJ', 'under', 'vaccine', 'info', 'mogabermanfaat']","['MySJ', 'download', 'info', 'vaccine', 'pasyraf', 'U', 'mogabermanfaat', 'Khairykj']", U can download from MySJ under vaccine info 
290,290,"@JillaShakthi @Khairykj Stock vaccine sampai berperingkat.  Now dah 80 percent usage of current stock, according to KJ",en,[],"['@JillaShakthi', '@Khairykj']",[],"['JillaShakthi', 'Khairykj', 'Stock', 'vaccine', 'sampai', 'berperingkat', 'Now', 'dah', '80', 'percent', 'usage', 'of', 'current', 'stock', 'according', 'to', 'KJ']","['sampai', 'dah', 'Stock', 'percent', 'according', 'JillaShakthi', '80', 'Now', 'stock', 'vaccine', 'usage', 'Khairykj', 'KJ', 'berperingkat', 'current']", Stock vaccine sampai berperingkat Now dah 80 percent usage of current stock according to KJ
291,291,Thanks for the vaccine. We will surely defeat corona very soon. Stay strong INDIA #prayagraj #uttarpradesh  #VACCINATED    @narendramodi   @myogiadityanath  https://t.co/3gB8CelULl,en,"['#prayagraj', '#uttarpradesh', '#VACCINATED']","['@narendramodi', '@myogiadityanath']",['https://t.co/3gB8CelULl'],"['Thanks', 'for', 'the', 'vaccine', 'We', 'will', 'surely', 'defeat', 'corona', 'very', 'soon', 'Stay', 'strong', 'INDIA', 'prayagraj', 'uttarpradesh', 'VACCINATED', 'narendramodi', 'myogiadityanath', 'https', 't.co/3gB8CelULl']","['INDIA', 'strong', 'prayagraj', 'corona', 'surely', 'uttarpradesh', 'VACCINATED', 'defeat', 'We', 'myogiadityanath', 'Stay', 'https', 'vaccine', 'Thanks', 'soon', 'narendramodi', 't.co/3gB8CelULl']",Thanks for the vaccine We will surely defeat corona very soon Stay strong INDIA 
292,292,"After taking the vaccine, post your picture on social media so that those people who are afraid of it will get motivation. #vaccination #motivation",en,"['#vaccination', '#motivation']",[],[],"['After', 'taking', 'the', 'vaccine', 'post', 'your', 'picture', 'on', 'social', 'media', 'so', 'that', 'those', 'people', 'who', 'are', 'afraid', 'of', 'it', 'will', 'get', 'motivation', 'vaccination', 'motivation']","['get', 'post', 'afraid', 'taking', 'social', 'picture', 'vaccine', 'vaccination', 'media', 'After', 'motivation', 'people']",After taking the vaccine post your picture on social media so that those people who are afraid of it will get motivation 
293,293,Moderna announces emergency use listing granted by the World Health Organization for its COVID-19 vaccine  https://t.co/qaOX1LsJBm #Nifty #sipgrab,en,"['#Nifty', '#sipgrab']",[],['https://t.co/qaOX1LsJBm'],"['Moderna', 'announces', 'emergency', 'use', 'listing', 'granted', 'by', 'the', 'World', 'Health', 'Organization', 'for', 'its', 'COVID-19', 'vaccine', 'https', 't.co/qaOX1LsJBm', 'Nifty', 'sipgrab']","['use', 'listing', 'granted', 'Health', 'Nifty', 'Moderna', 'Organization', 'https', 'vaccine', 'sipgrab', 'World', 'emergency', 'announces', 't.co/qaOX1LsJBm', 'COVID-19']",Moderna announces emergency use listing granted by the World Health Organization for its COVID19 vaccine  
294,294,BBC News - Covax: How will Covid vaccines be shared around the world?  https://t.co/bgLVVeduMN,en,[],[],['https://t.co/bgLVVeduMN'],"['BBC', 'News', 'Covax', 'How', 'will', 'Covid', 'vaccines', 'be', 'shared', 'around', 'the', 'world', 'https', 't.co/bgLVVeduMN']","['vaccines', 'Covid', 'world', 't.co/bgLVVeduMN', 'around', 'https', 'Covax', 'How', 'BBC', 'News', 'shared']",BBC News  Covax: How will Covid vaccines be shared around the world 
295,295,Dr.Menaka Pai is a specialist in blood clots. She addresses: ▪️People's fears of #AstraZeneca vaccine ▪️Vaccine shopping ▪️Likelihood of getting a blood clot ▪️Signs of a clot ▪️Window of time to watch for symptoms ▪️What to do if you get one #CovidVaccine  https://t.co/Dk01HYUrZO,en,"['#AstraZeneca', '#CovidVaccine']",[],['https://t.co/Dk01HYUrZO'],"['Dr.Menaka', 'Pai', 'is', 'a', 'specialist', 'in', 'blood', 'clots', 'She', 'addresses', '▪️People', ""'s"", 'fears', 'of', 'AstraZeneca', 'vaccine', '▪️Vaccine', 'shopping', '▪️Likelihood', 'of', 'getting', 'a', 'blood', 'clot', '▪️Signs', 'of', 'a', 'clot', '▪️Window', 'of', 'time', 'to', 'watch', 'for', 'symptoms', '▪️What', 'to', 'do', 'if', 'you', 'get', 'one', 'CovidVaccine', 'https', 't.co/Dk01HYUrZO']","['blood', '▪️What', 'https', '▪️Likelihood', 'shopping', 'get', 'time', 'watch', 'clots', 'fears', 'CovidVaccine', '▪️Signs', 'symptoms', 'Pai', 'AstraZeneca', 'vaccine', '▪️People', 'one', 'addresses', ""'s"", 't.co/Dk01HYUrZO', 'specialist', 'getting', 'She', 'clot', '▪️Window', 'Dr.Menaka', '▪️Vaccine']",DrMenaka Pai is a specialist in blood clots She addresses: ▪️Peoples fears of vaccine ▪️Vaccine shopping ▪️Likelihood of getting a blood clot ▪️Signs of a clot ▪️Window of time to watch for symptoms ▪️What to do if you get one 
296,296,"Beg to differ. These Experts never asked for differential pricing for State Govt, Central Govt, Pvt Hosp. These experts didn't stop govt from procuring vaccines from outside early on. These experts didn't stop govt from supporting manufacturers early on.  Agree with No Lockdown",en,[],[],[],"['Beg', 'to', 'differ', 'These', 'Experts', 'never', 'asked', 'for', 'differential', 'pricing', 'for', 'State', 'Govt', 'Central', 'Govt', 'Pvt', 'Hosp', 'These', 'experts', 'did', ""n't"", 'stop', 'govt', 'from', 'procuring', 'vaccines', 'from', 'outside', 'early', 'on', 'These', 'experts', 'did', ""n't"", 'stop', 'govt', 'from', 'supporting', 'manufacturers', 'early', 'on', 'Agree', 'with', 'No', 'Lockdown']","['Lockdown', 'Pvt', 'Experts', 'never', 'pricing', 'experts', 'outside', 'vaccines', ""n't"", 'govt', 'Beg', 'differential', 'procuring', 'State', 'asked', 'early', 'Govt', 'Agree', 'stop', 'Hosp', 'No', 'manufacturers', 'supporting', 'differ', 'These', 'Central']",Beg to differ These Experts never asked for differential pricing for State Govt Central Govt Pvt Hosp These experts didnt stop govt from procuring vaccines from outside early on These experts didnt stop govt from supporting manufacturers early on Agree with No Lockdown
297,297,Can i ask why there is maximum slots available for vaccine in Jammu for 18+ ? Why maximum slots available in srinagar ? Don't we need vaccines ? Why this discrimination ? @manojsinha_ @OfficeOfLGJandK  @dcjammuofficial @drharshvardhan @DrJitendraSingh #PoochtahaiJammu #COVID19,en,"['#PoochtahaiJammu', '#COVID19']","['@manojsinha_', '@OfficeOfLGJandK', '@dcjammuofficial', '@drharshvardhan', '@DrJitendraSingh']",[],"['Can', 'i', 'ask', 'why', 'there', 'is', 'maximum', 'slots', 'available', 'for', 'vaccine', 'in', 'Jammu', 'for', '18', 'Why', 'maximum', 'slots', 'available', 'in', 'srinagar', 'Do', ""n't"", 'we', 'need', 'vaccines', 'Why', 'this', 'discrimination', 'manojsinha', 'OfficeOfLGJandK', 'dcjammuofficial', 'drharshvardhan', 'DrJitendraSingh', 'PoochtahaiJammu', 'COVID19']","['need', 'Do', 'srinagar', 'dcjammuofficial', 'slots', 'Can', 'drharshvardhan', 'available', 'vaccines', ""n't"", 'ask', 'manojsinha', 'OfficeOfLGJandK', 'PoochtahaiJammu', 'Jammu', '18', 'vaccine', 'maximum', 'DrJitendraSingh', 'COVID19', 'Why', 'discrimination']",Can i ask why there is maximum slots available for vaccine in Jammu for 18+  Why maximum slots available in srinagar  Dont we need vaccines  Why this discrimination  
298,298,"@MoHFW_INDIA @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @mygovindia @ICMRDELHI @COVIDNewsByMIB @CovidIndiaSeva @DDNewslive @airnewsalerts Sir please don't use the word free for vaccines, it is our money with which it has been purchased. Health is a social responsibility of the society.",en,[],"['@MoHFW_INDIA', '@PMOIndia', '@drharshvardhan', '@AshwiniKChoubey', '@PIB_India', '@mygovindia', '@ICMRDELHI', '@COVIDNewsByMIB', '@CovidIndiaSeva', '@DDNewslive', '@airnewsalerts']",[],"['MoHFW_INDIA', 'PMOIndia', 'drharshvardhan', 'AshwiniKChoubey', 'PIB_India', 'mygovindia', 'ICMRDELHI', 'COVIDNewsByMIB', 'CovidIndiaSeva', 'DDNewslive', 'airnewsalerts', 'Sir', 'please', 'do', ""n't"", 'use', 'the', 'word', 'free', 'for', 'vaccines', 'it', 'is', 'our', 'money', 'with', 'which', 'it', 'has', 'been', 'purchased', 'Health', 'is', 'a', 'social', 'responsibility', 'of', 'the', 'society']","['please', 'Health', 'responsibility', 'purchased', 'society', 'mygovindia', 'PMOIndia', 'drharshvardhan', 'vaccines', ""n't"", 'DDNewslive', 'PIB_India', 'airnewsalerts', 'word', 'use', 'free', 'social', 'ICMRDELHI', 'MoHFW_INDIA', 'Sir', 'COVIDNewsByMIB', 'CovidIndiaSeva', 'money', 'AshwiniKChoubey']", Sir please dont use the word free for vaccines it is our money with which it has been purchased Health is a social responsibility of the society
299,299,Pfizer says it told India there no safety concern with its COVID-19 vaccine  https://t.co/HTaiqFHZK7,en,[],[],['https://t.co/HTaiqFHZK7'],"['Pfizer', 'says', 'it', 'told', 'India', 'there', 'no', 'safety', 'concern', 'with', 'its', 'COVID-19', 'vaccine', 'https', 't.co/HTaiqFHZK7']","['Pfizer', 'safety', 'concern', 't.co/HTaiqFHZK7', 'told', 'India', 'says', 'https', 'vaccine', 'COVID-19']",Pfizer says it told India there no safety concern with its COVID19 vaccine 
300,300,"@narendramodi @PMOIndia  Sir why cant we nationalise vaccine manufacturing units in our nation? This is the need of the hour, going forward this area is a must for a nation.",en,[],"['@narendramodi', '@PMOIndia']",[],"['narendramodi', 'PMOIndia', 'Sir', 'why', 'cant', 'we', 'nationalise', 'vaccine', 'manufacturing', 'units', 'in', 'our', 'nation', 'This', 'is', 'the', 'need', 'of', 'the', 'hour', 'going', 'forward', 'this', 'area', 'is', 'a', 'must', 'for', 'a', 'nation']","['cant', 'This', 'manufacturing', 'forward', 'need', 'units', 'going', 'Sir', 'vaccine', 'must', 'area', 'nationalise', 'nation', 'narendramodi', 'PMOIndia', 'hour']", Sir why cant we nationalise vaccine manufacturing units in our nation This is the need of the hour going forward this area is a must for a nation
301,301,@Wx_Dyck Did get your Vaccine or its slow process over there?,en,[],['@Wx_Dyck'],[],"['Wx_Dyck', 'Did', 'get', 'your', 'Vaccine', 'or', 'its', 'slow', 'process', 'over', 'there']","['get', 'Did', 'process', 'slow', 'Vaccine', 'Wx_Dyck']", Did get your Vaccine or its slow process over there
302,302,both parents have now gotten their first doses of the covid vaccine &amp; I can finally breathe.. 🙏🏻🧿❤️,en,[],[],[],"['both', 'parents', 'have', 'now', 'gotten', 'their', 'first', 'doses', 'of', 'the', 'covid', 'vaccine', 'amp', 'I', 'can', 'finally', 'breathe', '🙏🏻🧿❤️']","['🙏🏻🧿❤️', 'amp', 'finally', 'covid', 'first', 'doses', 'parents', 'gotten', 'vaccine', 'breathe', 'I']",both parents have now gotten their first doses of the covid vaccine amp I can finally breathe 🙏🏻🧿❤️
303,303,@Ms_Aflatoon Even the best medicines/ vaccines will have adverse reactions in a few people. Sad your uncle was one of those handful people. May his soul rest in peace.,en,[],['@Ms_Aflatoon'],[],"['Ms_Aflatoon', 'Even', 'the', 'best', 'medicines', 'vaccines', 'will', 'have', 'adverse', 'reactions', 'in', 'a', 'few', 'people', 'Sad', 'your', 'uncle', 'was', 'one', 'of', 'those', 'handful', 'people', 'May', 'his', 'soul', 'rest', 'in', 'peace']","['soul', 'May', 'vaccines', 'Ms_Aflatoon', 'Even', 'Sad', 'uncle', 'adverse', 'rest', 'best', 'reactions', 'handful', 'peace', 'one', 'medicines', 'people']", Even the best medicines/ vaccines will have adverse reactions in a few people Sad your uncle was one of those handful people May his soul rest in peace
304,304,18+ Go on #vaccine 💉 Date 🏥 instead Coffee☕ date.  #COVID19 #coronavirus #VaccineFor18Plus #vaccination #COVIDEmergency  https://t.co/QG8tCTIVNC,en,"['#vaccine', '#COVID19', '#coronavirus', '#VaccineFor18Plus', '#vaccination', '#COVIDEmergency']",[],['https://t.co/QG8tCTIVNC'],"['18', 'Go', 'on', 'vaccine', '💉', 'Date', '🏥', 'instead', 'Coffee☕', 'date', 'COVID19', 'coronavirus', 'VaccineFor18Plus', 'vaccination', 'COVIDEmergency', 'https', 't.co/QG8tCTIVNC']","['🏥', 'COVIDEmergency', 'instead', '18', 'date', '💉', 'Go', 'COVID19', 'coronavirus', 'Coffee☕', 'https', 'vaccine', 'VaccineFor18Plus', 'vaccination', 'Date', 't.co/QG8tCTIVNC']",18+ Go on 💉 Date 🏥 instead Coffee☕ date 
305,305,New Jersey to give free beer to Covid vaccine recipients  https://t.co/mxJsP2YpXP #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/mxJsP2YpXP'],"['New', 'Jersey', 'to', 'give', 'free', 'beer', 'to', 'Covid', 'vaccine', 'recipients', 'https', 't.co/mxJsP2YpXP', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']","['Covid', 'give', 'free', 'beer', 'Nifty', 'Jersey', 'recipients', 'https', 'vaccine', 't.co/mxJsP2YpXP', 'Sipgrab', 'UnitingPeopleWithThePossibilities', 'New']",New Jersey to give free beer to Covid vaccine recipients  
306,306,@SrBachchan sir is it safe to take corona vaccine for a Hepatitis B patient??  @SerumInstIndia,en,[],"['@SrBachchan', '@SerumInstIndia']",[],"['SrBachchan', 'sir', 'is', 'it', 'safe', 'to', 'take', 'corona', 'vaccine', 'for', 'a', 'Hepatitis', 'B', 'patient', 'SerumInstIndia']","['SrBachchan', 'corona', 'B', 'vaccine', 'Hepatitis', 'SerumInstIndia', 'sir', 'safe', 'take', 'patient']", sir is it safe to take corona vaccine for a Hepatitis B patient 
307,307,@malthnks Covid - center is equal to blame here it appears..center also became relaxed and atopp d post Sep. working towards 2nd wave! Exporting vaccine resulted in shortage in India! States like Delhi/ Maharashtra/UP/Gujarat has become mess! Kumbh mela/ farmer protests still allowed,en,[],['@malthnks'],[],"['malthnks', 'Covid', 'center', 'is', 'equal', 'to', 'blame', 'here', 'it', 'appears', 'center', 'also', 'became', 'relaxed', 'and', 'atopp', 'd', 'post', 'Sep', 'working', 'towards', '2nd', 'wave', 'Exporting', 'vaccine', 'resulted', 'in', 'shortage', 'in', 'India', 'States', 'like', 'Delhi', 'Maharashtra/UP/Gujarat', 'has', 'become', 'mess', 'Kumbh', 'mela', 'farmer', 'protests', 'still', 'allowed']","['become', 'shortage', 'wave', 'still', 'relaxed', 'Maharashtra/UP/Gujarat', 'appears', 'post', 'towards', 'Kumbh', 'Sep', 'atopp', 'Exporting', 'mess', 'center', 'malthnks', 'Covid', 'equal', 'resulted', 'vaccine', 'mela', 'like', 'became', '2nd', 'Delhi', 'farmer', 'States', 'working', 'also', 'protests', 'India', 'blame', 'allowed']", Covid  center is equal to blame here it appearscenter also became relaxed and atopp d post Sep working towards 2nd wave Exporting vaccine resulted in shortage in India States like Delhi/ Maharashtra/UP/Gujarat has become mess Kumbh mela/ farmer protests still allowed
308,308,"@mybmc my friends are medical students and they are not able to book a slot for second dose of vaccine,plz help",en,[],['@mybmc'],[],"['mybmc', 'my', 'friends', 'are', 'medical', 'students', 'and', 'they', 'are', 'not', 'able', 'to', 'book', 'a', 'slot', 'for', 'second', 'dose', 'of', 'vaccine', 'plz', 'help']","['plz', 'help', 'friends', 'book', 'dose', 'students', 'able', 'slot', 'second', 'vaccine', 'medical', 'mybmc']", my friends are medical students and they are not able to book a slot for second dose of vaccineplz help
309,309,"@PMOIndia Corporate Social Responsibility has been followed by Corporate entities since 2013. Over eight years sizable resources mobilised by Corporate entities could be applied to purchase oxygen plants, ventilators, vaccine manufacturing plants etc. to control this pandemic.",en,[],['@PMOIndia'],[],"['PMOIndia', 'Corporate', 'Social', 'Responsibility', 'has', 'been', 'followed', 'by', 'Corporate', 'entities', 'since', '2013', 'Over', 'eight', 'years', 'sizable', 'resources', 'mobilised', 'by', 'Corporate', 'entities', 'could', 'be', 'applied', 'to', 'purchase', 'oxygen', 'plants', 'ventilators', 'vaccine', 'manufacturing', 'plants', 'etc', 'to', 'control', 'this', 'pandemic']","['eight', 'mobilised', 'manufacturing', 'followed', 'ventilators', 'PMOIndia', 'years', 'sizable', 'applied', 'plants', 'Over', 'Responsibility', 'Social', 'pandemic', 'could', 'etc', 'entities', 'vaccine', 'control', 'resources', 'Corporate', 'since', 'purchase', '2013', 'oxygen']", Corporate Social Responsibility has been followed by Corporate entities since 2013 Over eight years sizable resources mobilised by Corporate entities could be applied to purchase oxygen plants ventilators vaccine manufacturing plants etc to control this pandemic
310,310,"7. @SonuSood, the man who has been trying everything in his power was seen crying in an interview for his inability to help everyone and our politicians are no where to be seen 8. Vaccines are being used for bargaining (as BJP offered free vaccination if they win Bengal) Contd.",en,[],"['@SonuSood,']",[],"['7', 'SonuSood', 'the', 'man', 'who', 'has', 'been', 'trying', 'everything', 'in', 'his', 'power', 'was', 'seen', 'crying', 'in', 'an', 'interview', 'for', 'his', 'inability', 'to', 'help', 'everyone', 'and', 'our', 'politicians', 'are', 'no', 'where', 'to', 'be', 'seen', '8', 'Vaccines', 'are', 'being', 'used', 'for', 'bargaining', 'as', 'BJP', 'offered', 'free', 'vaccination', 'if', 'they', 'win', 'Bengal', 'Contd']","['BJP', 'help', 'offered', '7', 'vaccination', '8', 'bargaining', 'SonuSood', 'everything', 'inability', 'politicians', 'Vaccines', 'man', 'free', 'everyone', 'used', 'interview', 'Contd', 'seen', 'power', 'crying', 'win', 'Bengal', 'trying']",7 the man who has been trying everything in his power was seen crying in an interview for his inability to help everyone and our politicians are no where to be seen 8 Vaccines are being used for bargaining (as BJP offered free vaccination if they win Bengal) Contd
