,tweet,clean_tweet,hastags,attherate,urls,emojis
463,@ShankaranJyothi @baxirahul @HaryaxPathak Good News Discharged-More Infected-Less Beat Corona Beat Follow Expert‘s Advice Awake #lucknow #UttarPradesh Awake हमारा-संकल्प मधुमेह-हृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP &amp; Sugar Camp In Your Park-After Corona-2 Control  https://t.co/DcqYbU2oeI  https://t.co/uYMzPdKxPn, Good News DischargedMore InfectedLess Beat Corona Beat Follow Expert‘s Advice Awake Awake हमारासंकल्प मधुमेहहृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP amp Sugar Camp In Your ParkAfter Corona2 Control  ,"['#lucknow', '#UttarPradesh']","['@ShankaranJyothi', '@baxirahul', '@HaryaxPathak']","['https://t.co/DcqYbU2oeI', 'https://t.co/uYMzPdKxPn']",[]
464,@djohn1976 @DrSoumyadeepB @netshrink @iphindia @MoHFW_INDIA Good News Discharged-More Infected-Less Beat Corona Beat Follow Expert‘s Advice Awake #lucknow #UttarPradesh Awake हमारा-संकल्प मधुमेह-हृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP &amp; Sugar Camp In Your Park-After Corona-2 Control  https://t.co/DcqYbU2oeI  https://t.co/uYMzPdKxPn, Good News DischargedMore InfectedLess Beat Corona Beat Follow Expert‘s Advice Awake Awake हमारासंकल्प मधुमेहहृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP amp Sugar Camp In Your ParkAfter Corona2 Control  ,"['#lucknow', '#UttarPradesh']","['@djohn1976', '@DrSoumyadeepB', '@netshrink', '@iphindia', '@MoHFW_INDIA']","['https://t.co/DcqYbU2oeI', 'https://t.co/uYMzPdKxPn']",[]
465,@Cell_Metabolism Good News Discharged-More Infected-Less Beat Corona Beat Follow Expert‘s Advice Awake #lucknow #UttarPradesh Awake हमारा-संकल्प मधुमेह-हृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP &amp; Sugar Camp In Your Park-After Corona-2 Control  https://t.co/DcqYbU2oeI  https://t.co/uYMzPdKxPn, Good News DischargedMore InfectedLess Beat Corona Beat Follow Expert‘s Advice Awake Awake हमारासंकल्प मधुमेहहृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP amp Sugar Camp In Your ParkAfter Corona2 Control  ,"['#lucknow', '#UttarPradesh']",['@Cell_Metabolism'],"['https://t.co/DcqYbU2oeI', 'https://t.co/uYMzPdKxPn']",[]
466,@karthik2k2 Good News Discharged-More Infected-Less Beat Corona Beat Follow Expert‘s Advice Awake #lucknow #UttarPradesh Awake हमारा-संकल्प मधुमेह-हृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP &amp; Sugar Camp In Your Park-After Corona-2 Control  https://t.co/DcqYbU2oeI  https://t.co/uYMzPdKxPn, Good News DischargedMore InfectedLess Beat Corona Beat Follow Expert‘s Advice Awake Awake हमारासंकल्प मधुमेहहृदय रोग(NCDs) मुक्त लखनऊ नगर Free BP amp Sugar Camp In Your ParkAfter Corona2 Control  ,"['#lucknow', '#UttarPradesh']",['@karthik2k2'],"['https://t.co/DcqYbU2oeI', 'https://t.co/uYMzPdKxPn']",[]
467,"Praise be to God, at this time and the spread of our Corona virus, we do good in the blessed month of Ramadan I would like to send food to your home Jazak alllah khair 😇  https://t.co/CyGW0gGPr9",Praise be to God at this time and the spread of our Corona virus we do good in the blessed month of Ramadan I would like to send food to your home Jazak alllah khair  ,[],[],['https://t.co/CyGW0gGPr9'],['😇']
468,"PLZZZZ FOLLOW THIS RULES AND SAFE OUR INDIA FROM THIS BLOODY CORONA @ Bangalore, India  https://t.co/XrZgJVkAyq",PLZZZZ FOLLOW THIS RULES AND SAFE OUR INDIA FROM THIS BLOODY CORONA @ Bangalore India ,[],['@'],['https://t.co/XrZgJVkAyq'],[]
469,@PIBChandigarh @FCI_India Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek, Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND All Experts Advising No Medicine Yog Diet amp Boost Immunity Net Yog Diet amp Boost Immunity Except Emergency Mask Distancing Washing Vaccination  ,[],"['@PIBChandigarh', '@FCI_India']","['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[]
470,Folks in #Bangalore/#Bengaluru. This is exactly have I went through -  Please read this ordeal a friend of mine Rahul Tadimalla has explained in detail.  #COVIDSecondWave #COVID19 #COVID19India #Corona #CoronaPandemic #CoronavirusIndia #bangalorecovid #SOSBangalore #ICUBed  https://t.co/QFex1dT18W,Folks in This is exactly have I went through  Please read this ordeal a friend of mine Rahul Tadimalla has explained in detail ,"['#Bangalore/#Bengaluru.', '#COVIDSecondWave', '#COVID19', '#COVID19India', '#Corona', '#CoronaPandemic', '#CoronavirusIndia', '#bangalorecovid', '#SOSBangalore', '#ICUBed']",[],['https://t.co/QFex1dT18W'],[]
471,Note #DressCode #CoronaVaccine #CoronaWarriors  While Going To Take the Covid Vaccine at Center  Man -Wear TSHIRT OR SHORT Sleeves SHIRT   Girls/Woman -Wear Short Sleeves / Sleeves Less With Dupata /T-Shirt   To Save Time of Yours &amp; Corona Warriors  &amp; Others Standing in Queue,Note While Going To Take the Covid Vaccine at Center Man Wear TSHIRT OR SHORT Sleeves SHIRT Girls/Woman Wear Short Sleeves / Sleeves Less With Dupata /TShirt To Save Time of Yours amp Corona Warriors amp Others Standing in Queue,"['#DressCode', '#CoronaVaccine', '#CoronaWarriors']",[],[],[]
472,Online yoga is best sefty and health both in corona time  https://t.co/NFes5Gdz1t,Online yoga is best sefty and health both in corona time ,[],[],['https://t.co/NFes5Gdz1t'],[]
473,"@PrakashJavdekar I salute to Our Honourable Health Minister Shri Dr Harshvardhan ji for.installation of 2 High' Capacity Oxygen Plants ( Funded by# PM Cards) completed at AIMMS, New Delhi 🙏 # India Fights Corona 🙏", I salute to Our Honourable Health Minister Shri Dr Harshvardhan ji forinstallation of 2 High Capacity Oxygen Plants ( Funded by# PM Cards) completed at AIMMS New Delhi  # India Fights Corona ,['#'],['@PrakashJavdekar'],[],"['🙏', '🙏']"
474,@WHO @DrTedros Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek, Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND All Experts Advising No Medicine Yog Diet amp Boost Immunity Net Yog Diet amp Boost Immunity Except Emergency Mask Distancing Washing Vaccination  ,[],"['@WHO', '@DrTedros']","['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[]
475,@Nidhi_Pandey07 Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek, Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND All Experts Advising No Medicine Yog Diet amp Boost Immunity Net Yog Diet amp Boost Immunity Except Emergency Mask Distancing Washing Vaccination  ,[],['@Nidhi_Pandey07'],"['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[]
476,@MikkelsenBente_ @angepratt @naokoy21 @RMinghui @drvarghesec @mennovanhilten @DrTomFrieden @ResolveTSL Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek, Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND All Experts Advising No Medicine Yog Diet amp Boost Immunity Net Yog Diet amp Boost Immunity Except Emergency Mask Distancing Washing Vaccination  ,[],"['@MikkelsenBente_', '@angepratt', '@naokoy21', '@RMinghui', '@drvarghesec', '@mennovanhilten', '@DrTomFrieden', '@ResolveTSL']","['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[]
477,@Sarkaridoctor12 @CentralMARD_MH Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek, Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND All Experts Advising No Medicine Yog Diet amp Boost Immunity Net Yog Diet amp Boost Immunity Except Emergency Mask Distancing Washing Vaccination  ,[],"['@Sarkaridoctor12', '@CentralMARD_MH']","['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[]
478,@srcastic_kiara Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek, Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND All Experts Advising No Medicine Yog Diet amp Boost Immunity Net Yog Diet amp Boost Immunity Except Emergency Mask Distancing Washing Vaccination  ,[],['@srcastic_kiara'],"['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[]
479,@princycasm Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek, Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND All Experts Advising No Medicine Yog Diet amp Boost Immunity Net Yog Diet amp Boost Immunity Except Emergency Mask Distancing Washing Vaccination  ,[],['@princycasm'],"['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[]
480,@iamEnayat_ @plasmid329 Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek, Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND All Experts Advising No Medicine Yog Diet amp Boost Immunity Net Yog Diet amp Boost Immunity Except Emergency Mask Distancing Washing Vaccination  ,[],"['@iamEnayat_', '@plasmid329']","['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[]
481,@DrAnuragGuptaa Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek, Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND All Experts Advising No Medicine Yog Diet amp Boost Immunity Net Yog Diet amp Boost Immunity Except Emergency Mask Distancing Washing Vaccination  ,[],['@DrAnuragGuptaa'],"['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[]
482,@headingley_135 Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND  All Experts Advising No Medicine Yog Diet &amp; Boost Immunity  Net- Yog Diet &amp; Boost Immunity Except Emergency Mask Distancing Washing Vaccination  https://t.co/DcqYbU2oeI  https://t.co/qANm2sQ1Ek, Beat Corona Beat Mixopathy MBBS MD DM PhD BAMS BHMS BUMS ND All Experts Advising No Medicine Yog Diet amp Boost Immunity Net Yog Diet amp Boost Immunity Except Emergency Mask Distancing Washing Vaccination  ,[],['@headingley_135'],"['https://t.co/DcqYbU2oeI', 'https://t.co/qANm2sQ1Ek']",[]
483,"@PrakashJavdekar Overhelmed to know about Our Oxygen Express with 22 Tankers on the run with more than 400 MT of Liquid Oxygen which Respected to arrive in MP , Haryana, Rajasthan and Dekhi.,,🙏❤️ # India Fights Corona ❤️🙏", Overhelmed to know about Our Oxygen Express with 22 Tankers on the run with more than 400 MT of Liquid Oxygen which Respected to arrive in MP  Haryana Rajasthan and Dekhi # India Fights Corona ,['#'],['@PrakashJavdekar'],[],"['🙏', '❤️', '❤️', '🙏']"
484,"@MamataOfficial The farmer has been sitting on Delhi for 160 days today but Modi government is not visible Even the farmers who were standing in the Corona period, do not see Modi government One should have played over the BJP with respect to the farmer Get a chance hit six", The farmer has been sitting on Delhi for 160 days today but Modi government is not visible Even the farmers who were standing in the Corona period do not see Modi government One should have played over the BJP with respect to the farmer Get a chance hit six,[],['@MamataOfficial'],[],[]
485,"The best gift you can give someone is your Dua🤲 Plz pray this #Friday for the Peace,happiness&amp;brotherhood in This world &amp;for corona free world.  Intact each other in your duas,Include those who r suffering around the India Have a #BlessedFriday  #Jummahtulwida  #JummaMubarak  https://t.co/pPMbswEfpj",The best gift you can give someone is your Dua Plz pray this for the Peacehappinessampbrotherhood in This world ampfor corona free world Intact each other in your duasInclude those who r suffering around the India Have a ,"['#Friday', '#BlessedFriday', '#Jummahtulwida', '#JummaMubarak']",[],['https://t.co/pPMbswEfpj'],['🤲']
486,Corona Warriors; White Army  @NeelAka66674134  https://t.co/ndD2zYbgwA,Corona Warriors White Army ,[],['@NeelAka66674134'],['https://t.co/ndD2zYbgwA'],[]
487,"Who is Tejesve suryae ,RSS dirty mind ,can't do anything for the people who voted him ,Muslims who were doing best to save life of our country in all means ,he is a dangerous vires than Corona , people of Bangalore is to think about this vires to finish first ,if not you suffer .",Who is Tejesve suryae RSS dirty mind cant do anything for the people who voted him Muslims who were doing best to save life of our country in all means he is a dangerous vires than Corona  people of Bangalore is to think about this vires to finish first if not you suffer ,[],[],[],[]
488,Day 14 On 06-05-2021 #AtaulSocialWorker &amp; Team Steps Out To Help Again During This Second Wave Of Corona Pandemic...!!!   Distribution Of Meals On-The-GoTo To Passengers That Are Leaving Mumbai At LTT (Lokmaniya Tilk Terminus) Mumbai In Association With Akshaya Patra Foundation.  https://t.co/Y2RQSgxGKB,Day 14 On 06052021 amp Team Steps Out To Help Again During This Second Wave Of Corona Pandemic Distribution Of Meals OnTheGoTo To Passengers That Are Leaving Mumbai At LTT (Lokmaniya Tilk Terminus) Mumbai In Association With Akshaya Patra Foundation ,['#AtaulSocialWorker'],[],['https://t.co/Y2RQSgxGKB'],[]
489,In this nonsense situation and in ruling of nonsense education ministers students have one way which is pray from Allah to save our life from corona as well as from these nonsense rulers  #ShafqatMahmood  #cancelboardexams2021  #CancelExamsSaveStudents  #JummaMubarak  https://t.co/Hh4VpcSZ2z,In this nonsense situation and in ruling of nonsense education ministers students have one way which is pray from Allah to save our life from corona as well as from these nonsense rulers ,"['#ShafqatMahmood', '#cancelboardexams2021', '#CancelExamsSaveStudents', '#JummaMubarak']",[],['https://t.co/Hh4VpcSZ2z'],[]
490,My family's 6 VOTE wasted after watching this @Sanjeev_aap @aajtak @Republic_Bharat @ABPNews @ArvindKejriwal @CMODelhi are fighting with Corona without providing handwash facility in Hospital's washroom. This is the condition of newly constructed hospital in Burari. #COVID19India  https://t.co/VQjSmDpF24,My familys 6 VOTE wasted after watching this are fighting with Corona without providing handwash facility in Hospitals washroom This is the condition of newly constructed hospital in Burari ,['#COVID19India'],"['@Sanjeev_aap', '@aajtak', '@Republic_Bharat', '@ABPNews', '@ArvindKejriwal', '@CMODelhi']",['https://t.co/VQjSmDpF24'],[]
491,My sister husband &amp; her  only youth son died due to corona. not able attend. 😭,My sister husband amp her only youth son died due to corona not able attend ,[],[],[],['😭']
492,@ANI @nitin_gadkari Fantastic!!! We must keep the ball rolling until the corona chain is broken., Fantastic We must keep the ball rolling until the corona chain is broken,[],"['@ANI', '@nitin_gadkari']",[],[]
493,"@rogueonomist Pre covid perhaps, now a days terms / brands like “hotspot” and “corona” hold different meaning 😉!!!", Pre covid perhaps now a days terms / brands like “hotspot” and “corona” hold different meaning ,[],['@rogueonomist'],[],['😉']
494,@ansar___shah @Shafqat_Mahmood Then what to do in this critical situation? Ek to tayari ni fail hona h Matric m 90+ percentage or fsc m fail hona  papers dy k corona sy mury gy Ya result ay ga to society k pressure sy  Achaa ni h k khud hi mur jao, Then what to do in this critical situation Ek to tayari ni fail hona h Matric m 90+ percentage or fsc m fail hona papers dy k corona sy mury gy Ya result ay ga to society k pressure sy Achaa ni h k khud hi mur jao,[],"['@ansar___shah', '@Shafqat_Mahmood']",[],[]
495,@Marco_Acortes Mother fucker what happened who you know that corona virus it's coming and fuck off, Mother fucker what happened who you know that corona virus its coming and fuck off,[],['@Marco_Acortes'],[],[]
496,Alike corona testing political contestants too must be Scrutinized.Ban Diabolicals.,Alike corona testing political contestants too must be ScrutinizedBan Diabolicals,[],[],[],[]
497,Hats off to the Corona Servers.,Hats off to the Corona Servers,[],[],[],[]
498,#You can also help during Covid 19.Third Gender &amp; (TG) help during our Corona period with your support at our National Brihanla Foundation (NBF).  Covid patients will be treated in other hospitals including Dhaka Medical Hospital in collaboration with the third gender.  https://t.co/J00oph8iwP, can also help during Covid 19Third Gender amp (TG) help during our Corona period with your support at our National Brihanla Foundation (NBF) Covid patients will be treated in other hospitals including Dhaka Medical Hospital in collaboration with the third gender ,['#You'],[],['https://t.co/J00oph8iwP'],[]
499,In Pakistan all shopping malls remains open their lots of people gathered in huge amount there is no corona.  But @ImranKhanPTI you always said that overseas pakistanis are more important to us. I want to go pakistan in this Eid to celebrate with my family but 1/2,In Pakistan all shopping malls remains open their lots of people gathered in huge amount there is no corona But you always said that overseas pakistanis are more important to us I want to go pakistan in this Eid to celebrate with my family but 1/2,[],['@ImranKhanPTI'],[],[]
500,"If we Chief minister's with 👇 mentality, no wonder, we are on top of Corona charts worldwide. Shame on #Jharkhand CM for making fun of PM's call to know about Covid situation in the state.",If we Chief ministers with  mentality no wonder we are on top of Corona charts worldwide Shame on CM for making fun of PMs call to know about Covid situation in the state,['#Jharkhand'],[],[],['👇']
501, https://t.co/W9n1OK7yT4 Supari Packets ofRs.5 The shopkeepers selling in  https://t.co/yyRCpYj73E Corona Season Every one is Looting in Karachi.This is very Sad News where in Hole World Thousands person's are dying daily and we being a Muslim in this Ramzan Holy Month.Looting.,  Supari Packets ofRs5 The shopkeepers selling in  Corona Season Every one is Looting in KarachiThis is very Sad News where in Hole World Thousands persons are dying daily and we being a Muslim in this Ramzan Holy MonthLooting,[],[],"['https://t.co/W9n1OK7yT4', 'https://t.co/yyRCpYj73E']",[]
502,Humanity and Immunity both are important to fight against Corona.  #Beinghuman  #COVIDEmergency2021,Humanity and Immunity both are important to fight against Corona ,"['#Beinghuman', '#COVIDEmergency2021']",[],[],[]
503,Sir you nailed it... Zero relief from this government to public since CORONA has started. Please raise this issue more. Your strong voice may help many,Sir you nailed it Zero relief from this government to public since CORONA has started Please raise this issue more Your strong voice may help many,[],[],[],[]
504,May Allah destroy Israel before corona end. Aaaameeen #Israel #Palestine #PalestiniansLivesMatter #PalestinianLivesMatter #AlQudsDay #PalestineWillBeFree #Palestinians,May Allah destroy Israel before corona end Aaaameeen ,"['#Israel', '#Palestine', '#PalestiniansLivesMatter', '#PalestinianLivesMatter', '#AlQudsDay', '#PalestineWillBeFree', '#Palestinians']",[],[],[]
505,"@monil2403  V well said  Here in #kharghar, there are atleast 2-3 thousands who come out daily for morning walk n jogging near #centralpark  health is on priority but its like a zombie thing, death is here on roads  The more you expose yourself, more chances of getting #corona", V well said Here in there are atleast 23 thousands who come out daily for morning walk n jogging near health is on priority but its like a zombie thing death is here on roads The more you expose yourself more chances of getting ,"['#kharghar,', '#centralpark', '#corona']",['@monil2403'],[],[]
506,God! Help our awam please. Corona is real Stop the spread Use mask,God Help our awam please Corona is real Stop the spread Use mask,[],[],[],[]
507,"People are giving knowledge that plates and lightning candles Corona will not end or disappear. And they are protesting ""Rape"" by lightning Candles. Telling them How ""Rape"" Stops when candle are lit , Please inform.@CMOfficeAssam #justiceForDeepshikha #JusticeforSumilaRonghangpi  https://t.co/cdTZCcijhq",People are giving knowledge that plates and lightning candles Corona will not end or disappear And they are protesting Rape by lightning Candles Telling them How Rape Stops when candle are lit  Please inform ,"['#justiceForDeepshikha', '#JusticeforSumilaRonghangpi']",[],['https://t.co/cdTZCcijhq'],[]
508,Can the world controll covid with in 3-5 years?? Will it possible?  #COVID #Covid_19 #CoronaPandemic #Corona #COVIDSecondWave #COVID19 #COVID19India #Newsfile #NewsUpdate #RETWEEETME #IndiaFightsBack #CCPVirus #COVID19LK #CoronaRiskInPrisons #PeoplesVaccine #Pfizer,Can the world controll covid with in 35 years Will it possible ,"['#COVID', '#Covid_19', '#CoronaPandemic', '#Corona', '#COVIDSecondWave', '#COVID19', '#COVID19India', '#Newsfile', '#NewsUpdate', '#RETWEEETME', '#IndiaFightsBack', '#CCPVirus', '#COVID19LK', '#CoronaRiskInPrisons', '#PeoplesVaccine', '#Pfizer']",[],[],[]
509,We in #India are facing the wrath of Corona but still praying for Palestine.   #BoycottIsrael #FreePalestine,We in are facing the wrath of Corona but still praying for Palestine ,"['#India', '#BoycottIsrael', '#FreePalestine']",[],[],[]
510,"@AshramKolkata ▪️Two people - one is minister, one is Hindu Saint ▪️Accused under same POCSO Act ▪️Both contracted Corona  Minister was given bail. But 85 yr old saint is still suffering in jail.  And they say - ""Law is equal for all..."" SHAMEFUL !!  #ReleaseAsharamBapu  https://t.co/FekDLvTC7z", Two people  one is minister one is Hindu Saint Accused under same POCSO Act Both contracted Corona Minister was given bail But 85 yr old saint is still suffering in jail And they say  Law is equal for all SHAMEFUL  ,['#ReleaseAsharamBapu'],['@AshramKolkata'],['https://t.co/FekDLvTC7z'],"['▪️', '▪️', '▪️']"
511,Spread of Corona viruses in #Balochistan is serious issue. People should stay at home during Eid vacations.,Spread of Corona viruses in is serious issue People should stay at home during Eid vacations,['#Balochistan'],[],[],[]
512,@nsitharaman @ANI @PIB_India @PIBKolkata Reducing SCGT &amp; CGst to 1% for Corona vaccine &amp; all medications will reduce cost to consumers, Reducing SCGT amp CGst to 1% for Corona vaccine amp all medications will reduce cost to consumers,[],"['@nsitharaman', '@ANI', '@PIB_India', '@PIBKolkata']",[],[]
513,Its a known fact jab tak “ishq” or “corona” ho nahi jata log mantay he nahi k woh exist kerta 😃😃😃,Its a known fact jab tak “ishq” or “corona” ho nahi jata log mantay he nahi k woh exist kerta ,[],[],[],"['😃', '😃', '😃']"
514,@eternaljjoy @peacewithsamir @nature4ver @nicefiddler @SwapnaUdayana @IknIhcas0 @nitesamurai @Rita_Banerji @c400_t @PahariPiyali @ngsukhlecha @Scimitar_SS @kiranmartis9 @kmrmanish20 @NimeshVirat @SoumyaranjanD18 @larryhert_10 @JayantBhandari5 @vijayavignesh @YonSolitary @DeeEternalOpt @freedoomer @Nehanotknown @ScrewedbyState @vimuktaatma @robinmonotti2 Agree about the face but look at data. Both Graph of infection and death went up in is straight line. There can’t be any plausible reason such deep viral load. Corona is super antigen with ADE properties., Agree about the face but look at data Both Graph of infection and death went up in is straight line There can’t be any plausible reason such deep viral load Corona is super antigen with ADE properties,[],"['@eternaljjoy', '@peacewithsamir', '@nature4ver', '@nicefiddler', '@SwapnaUdayana', '@IknIhcas0', '@nitesamurai', '@Rita_Banerji', '@c400_t', '@PahariPiyali', '@ngsukhlecha', '@Scimitar_SS', '@kiranmartis9', '@kmrmanish20', '@NimeshVirat', '@SoumyaranjanD18', '@larryhert_10', '@JayantBhandari5', '@vijayavignesh', '@YonSolitary', '@DeeEternalOpt', '@freedoomer', '@Nehanotknown', '@ScrewedbyState', '@vimuktaatma', '@robinmonotti2']",[],[]
515,"▪️| Disaster of corona war and climate war will surely intensify . ,  Imam Mahdi Nasser Mohammad Al-Yemeni 21 - Ramadan - 1442 AH 03 - 05 - 2021 AD 12:35 pm ⤵️   https://t.co/yja6rzlPel  #CoronaAndClimateWarTragedy #AlAqsaMosque",| Disaster of corona war and climate war will surely intensify   Imam Mahdi Nasser Mohammad AlYemeni 21  Ramadan  1442 AH 03  05  2021 AD 12:35 pm   ,"['#CoronaAndClimateWarTragedy', '#AlAqsaMosque']",[],['https://t.co/yja6rzlPel'],"['▪️', '⤵️']"
516,How to Register for corona Vaccines.  Awareness Campaign started by our doctor . Initiative by Yuwa Ki Aawaz Sanstha @voiceofyouthngo  #coronadebat #coronavirus #CoronaSecondWave #CoronavirusPandemic  https://t.co/YaL7ys07YA,How to Register for corona Vaccines Awareness Campaign started by our doctor  Initiative by Yuwa Ki Aawaz Sanstha ,"['#coronadebat', '#coronavirus', '#CoronaSecondWave', '#CoronavirusPandemic']",['@voiceofyouthngo'],['https://t.co/YaL7ys07YA'],[]
517,"@msisodia Every possible work to control corona and for development of Delhi people @DelhiGovernment is working best, why not in uttrakhand.  #wakeuptirath", Every possible work to control corona and for development of Delhi people is working best why not in uttrakhand ,['#wakeuptirath'],"['@msisodia', '@DelhiGovernment']",[],[]
518,"@24kGoldn  I am from India Basically I am artists here is very critical time facing corona virus. Many people dieing with corona virus so big problem is here oxygen cylinder V/S #InTenYears  I want to work for Humanity and  environment,Greenery,pollution @robinhoodapp", I am from India Basically I am artists here is very critical time facing corona virus Many people dieing with corona virus so big problem is here oxygen cylinder V/S I want to work for Humanity and environmentGreenerypollution ,['#InTenYears'],"['@24kGoldn', '@robinhoodapp']",[],[]
519,"We support this campaign whole heartedly. https://t.co/89Ctsz7yOY Rana launches ‘TEEKA LAGAO, CORONA BHAGAO’ campaign",We support this campaign whole heartedly  Rana launches ‘TEEKA LAGAO CORONA BHAGAO’ campaign,[],[],['https://t.co/89Ctsz7yOY'],[]
520,@arstechnica Today there was a business transaction worth $130 B content mammoth Warner bros + Discovery. AT&amp;T failed acquisition due to Corona 19(00) virus 🦠. Avengers: End game like 2023 renewal aspirations to media contents., Today there was a business transaction worth $130 B content mammoth Warner bros + Discovery ATampT failed acquisition due to Corona 19(00) virus  Avengers: End game like 2023 renewal aspirations to media contents,[],['@arstechnica'],[],['🦠']
521,"@ENercessian @Dhiimmmm Have you heard of tiny, small things that are a more powerful then superpowers?  U dont need to be a big to make a difference! think of Corona Virus!", Have you heard of tiny small things that are a more powerful then superpowers U dont need to be a big to make a difference think of Corona Virus,[],"['@ENercessian', '@Dhiimmmm']",[],[]
522,@karthickselvaa Yesterday I saw the corona Q&amp;A it's really useful both of the seniors explained very well it's informative. Kindly re telecast this program sir., Yesterday I saw the corona QampA its really useful both of the seniors explained very well its informative Kindly re telecast this program sir,[],['@karthickselvaa'],[],[]
523,@PrakashJavdekar Overhelmed to know 24 Hour Recoveries out number Daily News Covid Cases for the fourth Time in Last Five days 🙏 Cummulative Number of Covid 19 Vaccine Doses Administered in the Country has exceeded 18 Cr. # Together we will overcome # Unite to fight Corona 🙏, Overhelmed to know 24 Hour Recoveries out number Daily News Covid Cases for the fourth Time in Last Five days  Cummulative Number of Covid 19 Vaccine Doses Administered in the Country has exceeded 18 Cr # Together we will overcome # Unite to fight Corona ,"['#', '#']",['@PrakashJavdekar'],[],"['🙏', '🙏']"
