,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken,clean_tweet
645,645,645,645,A human and being~human! are two different things Covid19 has enabled hoi~polloi to see the true colors of others.,en,[],[],[],"['A', 'human', 'and', 'being~human', 'are', 'two', 'different', 'things', 'Covid19', 'has', 'enabled', 'hoi~polloi', 'to', 'see', 'the', 'true', 'colors', 'of', 'others']","['others', 'different', 'being~human', 'two', 'true', 'colors', 'enabled', 'A', 'hoi~polloi', 'Covid19', 'things', 'see', 'human']",A human and being~human are two different things Covid19 has enabled hoi~polloi to see the true colors of others
646,646,646,646,"Chipko movement activist Sunderlal Bahuguna dies of Covid-19 at AIIMS Rishikesh, Uttarakhand,, ||ಓಂ ಶಾಂತಿ|| @itsmevijuindian #SundarlalBahuguna #Environmentalist  https://t.co/O0nfdijE9x",en,"['#SundarlalBahuguna', '#Environmentalist']",['@itsmevijuindian'],['https://t.co/O0nfdijE9x'],"['Chipko', 'movement', 'activist', 'Sunderlal', 'Bahuguna', 'dies', 'of', 'Covid-19', 'at', 'AIIMS', 'Rishikesh', 'Uttarakhand', 'ಓಂ', 'ಶಾಂತಿ', 'itsmevijuindian', 'SundarlalBahuguna', 'Environmentalist', 'https', 't.co/O0nfdijE9x']","['Chipko', 'dies', 'activist', 'movement', 'ಓಂ', 'Rishikesh', 'Sunderlal', 'Environmentalist', 'SundarlalBahuguna', 'https', 'Covid-19', 'Bahuguna', 't.co/O0nfdijE9x', 'itsmevijuindian', 'Uttarakhand', 'ಶಾಂತಿ', 'AIIMS']",Chipko movement activist Sunderlal Bahuguna dies of Covid19 at AIIMS Rishikesh Uttarakhand ||ಓಂ ಶಾಂತಿ|| 
647,647,647,647,"Can someone please make the godforsaken announcement before every phone call stop?  ""The new year brings a fresh ray of hope.."" NO. JUST NO. #COVID19",en,['#COVID19'],[],[],"['Can', 'someone', 'please', 'make', 'the', 'godforsaken', 'announcement', 'before', 'every', 'phone', 'call', 'stop', 'The', 'new', 'year', 'brings', 'a', 'fresh', 'ray', 'of', 'hope', 'NO', 'JUST', 'NO', 'COVID19']","['The', 'please', 'stop', 'ray', 'NO', 'COVID19', 'someone', 'JUST', 'godforsaken', 'new', 'Can', 'call', 'year', 'announcement', 'hope', 'make', 'every', 'fresh', 'phone', 'brings']",Can someone please make the godforsaken announcement before every phone call stop The new year brings a fresh ray of hope NO JUST NO 
648,648,648,648,Part 3  💚Women trying to become pregnant do not need to avoid pregnancy after vaccination and there is no evidence to suggest that COVID-19 vaccines will affect #fertility.   https://t.co/uLX3zNH57Y,en,['#fertility.'],[],['https://t.co/uLX3zNH57Y'],"['Part', '3', '💚Women', 'trying', 'to', 'become', 'pregnant', 'do', 'not', 'need', 'to', 'avoid', 'pregnancy', 'after', 'vaccination', 'and', 'there', 'is', 'no', 'evidence', 'to', 'suggest', 'that', 'COVID-19', 'vaccines', 'will', 'affect', 'fertility', 'https', 't.co/uLX3zNH57Y']","['pregnancy', '💚Women', 'evidence', 'become', 'vaccination', '3', 't.co/uLX3zNH57Y', 'Part', 'fertility', 'pregnant', 'COVID-19', 'affect', 'https', 'suggest', 'trying', 'avoid', 'need', 'vaccines']",Part 3 💚Women trying to become pregnant do not need to avoid pregnancy after vaccination and there is no evidence to suggest that COVID19 vaccines will affect 
649,649,649,649,Part 2 💚Women should discuss the benefits and risks of having the vaccine with their healthcare professional and reach a joint decision based on individual circumstances. 💚You should not stop #breastfeeding in order to be vaccinated against COVID-19,en,['#breastfeeding'],[],[],"['Part', '2', '💚Women', 'should', 'discuss', 'the', 'benefits', 'and', 'risks', 'of', 'having', 'the', 'vaccine', 'with', 'their', 'healthcare', 'professional', 'and', 'reach', 'a', 'joint', 'decision', 'based', 'on', 'individual', 'circumstances', '💚You', 'should', 'not', 'stop', 'breastfeeding', 'in', 'order', 'to', 'be', 'vaccinated', 'against', 'COVID-19']","['vaccinated', '💚You', 'benefits', 'stop', 'based', '💚Women', 'reach', 'Part', 'COVID-19', 'healthcare', 'decision', '2', 'circumstances', 'individual', 'joint', 'risks', 'order', 'breastfeeding', 'professional', 'vaccine', 'discuss']",Part 2 💚Women should discuss the benefits and risks of having the vaccine with their healthcare professional and reach a joint decision based on individual circumstances 💚You should not stop in order to be vaccinated against COVID19
650,650,650,650,"COVID_19 vaccines, #pregnancy and #breastfeeding updated 23 April 2021  ♦️Key messages latest advice from the Joint Committee on Vaccination and Immunisation (JCVI) 💚COVID-19 vaccines should be offered to pregnant women at the same time as the rest of the population Part 1",en,"['#pregnancy', '#breastfeeding']",[],[],"['COVID_19', 'vaccines', 'pregnancy', 'and', 'breastfeeding', 'updated', '23', 'April', '2021', '♦️Key', 'messages', 'latest', 'advice', 'from', 'the', 'Joint', 'Committee', 'on', 'Vaccination', 'and', 'Immunisation', 'JCVI', '💚COVID-19', 'vaccines', 'should', 'be', 'offered', 'to', 'pregnant', 'women', 'at', 'the', 'same', 'time', 'as', 'the', 'rest', 'of', 'the', 'population', 'Part', '1']","['advice', '23', 'Vaccination', '♦️Key', 'JCVI', 'time', '💚COVID-19', 'Immunisation', 'Part', '2021', 'COVID_19', 'population', 'April', 'pregnancy', 'rest', 'Committee', '1', 'updated', 'messages', 'vaccines', 'women', 'breastfeeding', 'pregnant', 'offered', 'latest', 'Joint']",COVID19 vaccines and updated 23 April 2021 ♦️Key messages latest advice from the Joint Committee on Vaccination and Immunisation (JCVI) 💚COVID19 vaccines should be offered to pregnant women at the same time as the rest of the population Part 1
651,651,651,651,"Post covid-19 lockdown plan your vacation for Enchanting Tamil Nadu which offers you a tour of Spiritual cities like Madurai,Rameshwaram with Dhanuskodi which is 25kms from Rameshwaram city, Kanyakumari tour. Book your Tamil Nadu tour package from #GhumIndiaghum  https://t.co/ydWJQ4uGGK",en,['#GhumIndiaghum'],[],['https://t.co/ydWJQ4uGGK'],"['Post', 'covid-19', 'lockdown', 'plan', 'your', 'vacation', 'for', 'Enchanting', 'Tamil', 'Nadu', 'which', 'offers', 'you', 'a', 'tour', 'of', 'Spiritual', 'cities', 'like', 'Madurai', 'Rameshwaram', 'with', 'Dhanuskodi', 'which', 'is', '25kms', 'from', 'Rameshwaram', 'city', 'Kanyakumari', 'tour', 'Book', 'your', 'Tamil', 'Nadu', 'tour', 'package', 'from', 'GhumIndiaghum', 'https', 't.co/ydWJQ4uGGK']","['city', 'Kanyakumari', '25kms', 'plan', 'lockdown', 'Tamil', 'Post', 'tour', 'Rameshwaram', 'Dhanuskodi', 'offers', 'Spiritual', 'vacation', 'Enchanting', 'Madurai', 'Book', 'GhumIndiaghum', 'package', 'cities', 'https', 'Nadu', 'like', 't.co/ydWJQ4uGGK', 'covid-19']",Post covid19 lockdown plan your vacation for Enchanting Tamil Nadu which offers you a tour of Spiritual cities like MaduraiRameshwaram with Dhanuskodi which is 25kms from Rameshwaram city Kanyakumari tour Book your Tamil Nadu tour package from 
652,652,652,652,Thanks to  @Shailesh_reader @prafful_13 @iAvinashJoshi    Helped the needy on my request and became a part of our #Covid19 #helpdesk  Hope your support always with us.,en,"['#Covid19', '#helpdesk']","['@Shailesh_reader', '@prafful_13', '@iAvinashJoshi']",[],"['Thanks', 'to', 'Shailesh_reader', 'prafful_13', 'iAvinashJoshi', 'Helped', 'the', 'needy', 'on', 'my', 'request', 'and', 'became', 'a', 'part', 'of', 'our', 'Covid19', 'helpdesk', 'Hope', 'your', 'support', 'always', 'with', 'us']","['always', 'support', 'Hope', 'prafful_13', 'request', 'Thanks', 'needy', 'helpdesk', 'part', 'became', 'Helped', 'Covid19', 'us', 'Shailesh_reader', 'iAvinashJoshi']",Thanks to Helped the needy on my request and became a part of our Hope your support always with us
653,653,653,653,Good Decision sir i think your 1st priority is University Teacher's. Let's start we are waiting for Teacher's  Covid-19 Vaccine before Exam,en,[],[],[],"['Good', 'Decision', 'sir', 'i', 'think', 'your', '1st', 'priority', 'is', 'University', 'Teacher', ""'s"", 'Let', ""'s"", 'start', 'we', 'are', 'waiting', 'for', 'Teacher', ""'s"", 'Covid-19', 'Vaccine', 'before', 'Exam']","['Exam', 'think', 'Let', 'sir', '1st', 'Covid-19', 'start', 'priority', 'Teacher', 'waiting', 'Vaccine', 'University', 'Good', 'Decision', ""'s""]",Good Decision sir i think your 1st priority is University Teachers Lets start we are waiting for Teachers Covid19 Vaccine before Exam
654,654,654,654,"@umc_covid19 Hello sir, I have complained regarding power cutoff of our street lights from last 3-4 but no action has been taken from regarding authorities also in our ward all yellow light are being replaced by white light except this 3-4 poles. Plz sir take some action ASAP..  https://t.co/QbHNaq21Dw",en,[],['@umc_covid19'],['https://t.co/QbHNaq21Dw'],"['umc_covid19', 'Hello', 'sir', 'I', 'have', 'complained', 'regarding', 'power', 'cutoff', 'of', 'our', 'street', 'lights', 'from', 'last', '3-4', 'but', 'no', 'action', 'has', 'been', 'taken', 'from', 'regarding', 'authorities', 'also', 'in', 'our', 'ward', 'all', 'yellow', 'light', 'are', 'being', 'replaced', 'by', 'white', 'light', 'except', 'this', '3-4', 'poles', 'Plz', 'sir', 'take', 'some', 'action', 'ASAP', 'https', 't.co/QbHNaq21Dw']","['complained', 'yellow', 'Hello', '3-4', 'action', 'also', 'white', 'except', 'ASAP', 'Plz', 'street', 'power', 'poles', 'replaced', 'cutoff', 'taken', 'I', 'take', 'ward', 'authorities', 'umc_covid19', 'sir', 'light', 'https', 'lights', 'regarding', 'last', 't.co/QbHNaq21Dw']", Hello sir I have complained regarding power cutoff of our street lights from last 34 but no action has been taken from regarding authorities also in our ward all yellow light are being replaced by white light except this 34 poles Plz sir take some action ASAP 
655,655,655,655,"Nigeria has inducted JF-17 Thunder aircraft from Pakistan. It is pertinent to note that PAC Kamra delivered the aircraft to NAF as per the scheduled timelines earlier this year in March, despite the impediments of COVID-19 pandemic.  https://t.co/1CusziTsGn",en,[],[],['https://t.co/1CusziTsGn'],"['Nigeria', 'has', 'inducted', 'JF-17', 'Thunder', 'aircraft', 'from', 'Pakistan', 'It', 'is', 'pertinent', 'to', 'note', 'that', 'PAC', 'Kamra', 'delivered', 'the', 'aircraft', 'to', 'NAF', 'as', 'per', 'the', 'scheduled', 'timelines', 'earlier', 'this', 'year', 'in', 'March', 'despite', 'the', 'impediments', 'of', 'COVID-19', 'pandemic', 'https', 't.co/1CusziTsGn']","['PAC', 'Kamra', 'NAF', 'Nigeria', 'aircraft', 'Thunder', 't.co/1CusziTsGn', 'COVID-19', 'inducted', 'timelines', 'pertinent', 'despite', 'March', 'It', 'pandemic', 'delivered', 'impediments', 'year', 'JF-17', 'per', 'Pakistan', 'note', 'scheduled', 'https', 'earlier']",Nigeria has inducted JF17 Thunder aircraft from Pakistan It is pertinent to note that PAC Kamra delivered the aircraft to NAF as per the scheduled timelines earlier this year in March despite the impediments of COVID19 pandemic 
656,656,656,656,@ItalyinIndia Do us a favour on India please 🙏🙏 take ur Italian citizen Sonia Antonio Maino she has spoiled our land enough. If possible take her son @RahulGandhi too take them permanently &amp; Indians will be saved forever they are worse than COVID-19 which is affecting India!🙏,en,[],"['@ItalyinIndia', '@RahulGandhi']",[],"['ItalyinIndia', 'Do', 'us', 'a', 'favour', 'on', 'India', 'please', '🙏🙏', 'take', 'ur', 'Italian', 'citizen', 'Sonia', 'Antonio', 'Maino', 'she', 'has', 'spoiled', 'our', 'land', 'enough', 'If', 'possible', 'take', 'her', 'son', 'RahulGandhi', 'too', 'take', 'them', 'permanently', 'amp', 'Indians', 'will', 'be', 'saved', 'forever', 'they', 'are', 'worse', 'than', 'COVID-19', 'which', 'is', 'affecting', 'India', '🙏']","['possible', 'please', 'land', 'amp', 'saved', 'ur', 'Sonia', 'spoiled', 'Italian', 'worse', 'son', 'Do', 'Antonio', 'If', 'COVID-19', 'affecting', 'RahulGandhi', 'citizen', 'enough', 'Maino', 'us', 'permanently', 'forever', 'India', 'take', '🙏🙏', 'favour', 'Indians', '🙏', 'ItalyinIndia']", Do us a favour on India please 🙏🙏 take ur Italian citizen Sonia Antonio Maino she has spoiled our land enough If possible take her son too take them permanently amp Indians will be saved forever they are worse than COVID19 which is affecting India🙏
657,657,657,657,Worker who assisted COVID-19-infected family from South Asia could be ‘source’ of 43 cases at Changi Airport    https://t.co/J6mntJ7zMs,en,[],[],['https://t.co/J6mntJ7zMs'],"['Worker', 'who', 'assisted', 'COVID-19-infected', 'family', 'from', 'South', 'Asia', 'could', 'be', '‘', 'source', '’', 'of', '43', 'cases', 'at', 'Changi', 'Airport', 'https', 't.co/J6mntJ7zMs']","['Changi', 't.co/J6mntJ7zMs', 'source', 'Worker', 'could', 'COVID-19-infected', 'https', 'family', 'Asia', 'Airport', '’', 'cases', '43', 'assisted', 'South', '‘']",Worker who assisted COVID19infected family from South Asia could be ‘source’ of 43 cases at Changi Airport 
658,658,658,658,"@pbhushan1 @Meghana78527536 Covid-19: No Excuses for Criminal Neglect, Health Minister Harsh Vardhan Should Resign  https://t.co/lDbh6KvQsU  The story of the O2 catastrophe is being repeated across the nation. Even worse is the flourishing black mkt for O2 with one cylinder of 48 kgs being sold for a lakh.",en,[],"['@pbhushan1', '@Meghana78527536']",['https://t.co/lDbh6KvQsU'],"['pbhushan1', 'Meghana78527536', 'Covid-19', 'No', 'Excuses', 'for', 'Criminal', 'Neglect', 'Health', 'Minister', 'Harsh', 'Vardhan', 'Should', 'Resign', 'https', 't.co/lDbh6KvQsU', 'The', 'story', 'of', 'the', 'O2', 'catastrophe', 'is', 'being', 'repeated', 'across', 'the', 'nation', 'Even', 'worse', 'is', 'the', 'flourishing', 'black', 'mkt', 'for', 'O2', 'with', 'one', 'cylinder', 'of', '48', 'kgs', 'being', 'sold', 'for', 'a', 'lakh']","['The', 'flourishing', 'black', 'across', 'one', 'nation', 'worse', 'Criminal', 'lakh', 'repeated', 'catastrophe', 'cylinder', 't.co/lDbh6KvQsU', 'Minister', 'pbhushan1', 'Meghana78527536', 'Neglect', 'sold', 'kgs', 'Health', 'Resign', 'No', 'Harsh', 'Even', 'Should', 'https', 'Covid-19', 'mkt', '48', 'Excuses', 'story', 'O2', 'Vardhan']", Covid19: No Excuses for Criminal Neglect Health Minister Harsh Vardhan Should Resign  The story of the O2 catastrophe is being repeated across the nation Even worse is the flourishing black mkt for O2 with one cylinder of 48 kgs being sold for a lakh
659,659,659,659,Stay home stay safe.....😷 #StayHome #staysafe #MaskUpIndia #Covid_19  https://t.co/hxCuP6PKnr,en,"['#StayHome', '#staysafe', '#MaskUpIndia', '#Covid_19']",[],['https://t.co/hxCuP6PKnr'],"['Stay', 'home', 'stay', 'safe', '😷', 'StayHome', 'staysafe', 'MaskUpIndia', 'Covid_19', 'https', 't.co/hxCuP6PKnr']","['Covid_19', 'stay', 'staysafe', 'https', 'safe', 't.co/hxCuP6PKnr', 'MaskUpIndia', '😷', 'Stay', 'StayHome', 'home']",Stay home stay safe😷 
660,660,660,660,Today rajiv ghandi divas distribution for covid19 kit and food cold drinks kalva mumbra from me n my team youth congress mumbra vidhansahba  https://t.co/kllaRUmYDk,en,[],[],['https://t.co/kllaRUmYDk'],"['Today', 'rajiv', 'ghandi', 'divas', 'distribution', 'for', 'covid19', 'kit', 'and', 'food', 'cold', 'drinks', 'kalva', 'mumbra', 'from', 'me', 'n', 'my', 'team', 'youth', 'congress', 'mumbra', 'vidhansahba', 'https', 't.co/kllaRUmYDk']","['mumbra', 'food', 'distribution', 'kit', 'congress', 'vidhansahba', 'cold', 't.co/kllaRUmYDk', 'drinks', 'rajiv', 'ghandi', 'n', 'team', 'youth', 'covid19', 'https', 'Today', 'divas', 'kalva']",Today rajiv ghandi divas distribution for covid19 kit and food cold drinks kalva mumbra from me n my team youth congress mumbra vidhansahba 
661,661,661,661,Many families that were already struggling to make ends meet are now sleeping with empty stomachs. It's time to extend a helping hand and donate to help provide food aid to those families afflicted by COVID-19.  https://t.co/cUJ7raXVxv,en,[],[],['https://t.co/cUJ7raXVxv'],"['Many', 'families', 'that', 'were', 'already', 'struggling', 'to', 'make', 'ends', 'meet', 'are', 'now', 'sleeping', 'with', 'empty', 'stomachs', 'It', ""'s"", 'time', 'to', 'extend', 'a', 'helping', 'hand', 'and', 'donate', 'to', 'help', 'provide', 'food', 'aid', 'to', 'those', 'families', 'afflicted', 'by', 'COVID-19', 'https', 't.co/cUJ7raXVxv']","['hand', 'Many', 'time', 'helping', 'ends', 'meet', 'afflicted', 'donate', 'food', 'extend', 'COVID-19', 'empty', 'already', 'It', ""'s"", 'families', 'aid', 'stomachs', 'make', 't.co/cUJ7raXVxv', 'struggling', 'https', 'help', 'provide', 'sleeping']",Many families that were already struggling to make ends meet are now sleeping with empty stomachs Its time to extend a helping hand and donate to help provide food aid to those families afflicted by COVID19 
662,662,662,662,China should get punishment of the act against humanity that they did in the form of COVID19,en,[],[],[],"['China', 'should', 'get', 'punishment', 'of', 'the', 'act', 'against', 'humanity', 'that', 'they', 'did', 'in', 'the', 'form', 'of', 'COVID19']","['China', 'humanity', 'form', 'punishment', 'act', 'COVID19', 'get']",China should get punishment of the act against humanity that they did in the form of COVID19
663,663,663,663,"""And above all, our failure to speak truth to power""! ~ @realkaypius . . #Covid_19 #speakuptosavelives",en,"['#Covid_19', '#speakuptosavelives']",['@realkaypius'],[],"['And', 'above', 'all', 'our', 'failure', 'to', 'speak', 'truth', 'to', 'power', 'realkaypius', 'Covid_19', 'speakuptosavelives']","['Covid_19', 'And', 'failure', 'speak', 'power', 'realkaypius', 'speakuptosavelives', 'truth']",And above all our failure to speak truth to power ~   
664,664,664,664,@DrMuradPTI I am not agree how if the students and teachers will die with swear corona covid-19 every one must follow the health care programs and prevention precautions don’t allow the students to go to the schools please pakistani peoples try to understand,en,[],['@DrMuradPTI'],[],"['DrMuradPTI', 'I', 'am', 'not', 'agree', 'how', 'if', 'the', 'students', 'and', 'teachers', 'will', 'die', 'with', 'swear', 'corona', 'covid-19', 'every', 'one', 'must', 'follow', 'the', 'health', 'care', 'programs', 'and', 'prevention', 'precautions', 'don', '’', 't', 'allow', 'the', 'students', 'to', 'go', 'to', 'the', 'schools', 'please', 'pakistani', 'peoples', 'try', 'to', 'understand']","['DrMuradPTI', 'health', 'please', 'allow', 'one', 'prevention', 'must', 'swear', 'go', 'programs', 'peoples', 'pakistani', 'understand', 'schools', 'students', 'every', 'I', 'die', 'corona', 'care', 'precautions', 'try', 'teachers', '’', 'agree', 'covid-19', 'follow']", I am not agree how if the students and teachers will die with swear corona covid19 every one must follow the health care programs and prevention precautions don’t allow the students to go to the schools please pakistani peoples try to understand
665,665,665,665,OhMyGod. Journalist who warned of Bhopal gas tragedy dies of post COVID-19 complications   https://t.co/K42cTcgs33,en,[],[],['https://t.co/K42cTcgs33'],"['OhMyGod', 'Journalist', 'who', 'warned', 'of', 'Bhopal', 'gas', 'tragedy', 'dies', 'of', 'post', 'COVID-19', 'complications', 'https', 't.co/K42cTcgs33']","['dies', 'Bhopal', 'complications', 'Journalist', 'warned', 'OhMyGod', 'post', 'COVID-19', 'tragedy', 'https', 'gas', 't.co/K42cTcgs33']",OhMyGod Journalist who warned of Bhopal gas tragedy dies of post COVID19 complications 
666,666,666,666,"মানুষের পাশে তৃণমূল: Debasish Kumar or Deba Da (as he is popularly known), @AITCofficial MLA from Rashbehari assembly constituency, has opened several safe houses for the #COVID19 patients. He is also giving food to the poor people on a daily basis.  #BengalFightsCorona  https://t.co/0Vj9qUjIdN",en,"['#COVID19', '#BengalFightsCorona']",['@AITCofficial'],['https://t.co/0Vj9qUjIdN'],"['মানুষের', 'পাশে', 'তৃণমূল', 'Debasish', 'Kumar', 'or', 'Deba', 'Da', 'as', 'he', 'is', 'popularly', 'known', 'AITCofficial', 'MLA', 'from', 'Rashbehari', 'assembly', 'constituency', 'has', 'opened', 'several', 'safe', 'houses', 'for', 'the', 'COVID19', 'patients', 'He', 'is', 'also', 'giving', 'food', 'to', 'the', 'poor', 'people', 'on', 'a', 'daily', 'basis', 'BengalFightsCorona', 'https', 't.co/0Vj9qUjIdN']","['t.co/0Vj9qUjIdN', 'opened', 'several', 'মানুষের', 'AITCofficial', 'assembly', 'basis', 'food', 'Kumar', 'houses', 'known', 'Deba', 'COVID19', 'BengalFightsCorona', 'also', 'safe', 'MLA', 'Rashbehari', 'Da', 'Debasish', 'people', 'giving', 'poor', 'daily', 'popularly', 'constituency', 'https', 'He', 'পাশে', 'patients', 'তৃণমূল']",মানুষের পাশে তৃণমূল: Debasish Kumar or Deba Da (as he is popularly known) MLA from Rashbehari assembly constituency has opened several safe houses for the patients He is also giving food to the poor people on a daily basis 
667,667,667,667,#China has announced that it will send six lakh #COVID19 #vaccine doses to #Bangladesh as a gift. The announcement came during a phone conversation between #Chinese State Councillor and Foreign Minister #WangYi with #Bangladesh Foreign Minister #AKAbdulMomen today evening.  https://t.co/9NCUefQgXb,en,"['#China', '#COVID19', '#vaccine', '#Bangladesh', '#Chinese', '#WangYi', '#Bangladesh', '#AKAbdulMomen']",[],['https://t.co/9NCUefQgXb'],"['China', 'has', 'announced', 'that', 'it', 'will', 'send', 'six', 'lakh', 'COVID19', 'vaccine', 'doses', 'to', 'Bangladesh', 'as', 'a', 'gift', 'The', 'announcement', 'came', 'during', 'a', 'phone', 'conversation', 'between', 'Chinese', 'State', 'Councillor', 'and', 'Foreign', 'Minister', 'WangYi', 'with', 'Bangladesh', 'Foreign', 'Minister', 'AKAbdulMomen', 'today', 'evening', 'https', 't.co/9NCUefQgXb']","['The', 'China', 'gift', 'send', 'lakh', 'Councillor', 'doses', 'came', 'COVID19', 'announced', 'today', 'evening', 'conversation', 't.co/9NCUefQgXb', 'Foreign', 'Minister', 'six', 'announcement', 'AKAbdulMomen', 'State', 'Chinese', 'vaccine', 'WangYi', 'Bangladesh', 'https', 'phone']", has announced that it will send six lakh doses to as a gift The announcement came during a phone conversation between State Councillor and Foreign Minister with Foreign Minister today evening 
668,668,668,668,Emerging story :China Virus / Covid-19  https://t.co/reDzAy5kJB @Arzookazmi30 @China_Amb_India @HuXijin_GT #WuhanVirus #ChineseVirus,en,"['#WuhanVirus', '#ChineseVirus']","['@Arzookazmi30', '@China_Amb_India', '@HuXijin_GT']",['https://t.co/reDzAy5kJB'],"['Emerging', 'story', 'China', 'Virus', 'Covid-19', 'https', 't.co/reDzAy5kJB', 'Arzookazmi30', 'China_Amb_India', 'HuXijin_GT', 'WuhanVirus', 'ChineseVirus']","['China', 'Virus', 'Emerging', 'Arzookazmi30', 'https', 'Covid-19', 'HuXijin_GT', 't.co/reDzAy5kJB', 'story', 'ChineseVirus', 'WuhanVirus', 'China_Amb_India']",Emerging story :China Virus / Covid19  
669,669,669,669,Yoga Asanas to Boost Immunity  Full blog:  https://t.co/RgoQTeGJ9c  #allaboutlifestyle #unitednations #beauty #blogs #yogasanas #yogaposes #amazon  #yogaforimmunity #healthyliving #healthiswealth #covid19 #etushtii,en,"['#allaboutlifestyle', '#unitednations', '#beauty', '#blogs', '#yogasanas', '#yogaposes', '#amazon', '#yogaforimmunity', '#healthyliving', '#healthiswealth', '#covid19', '#etushtii']",[],['https://t.co/RgoQTeGJ9c'],"['Yoga', 'Asanas', 'to', 'Boost', 'Immunity', 'Full', 'blog', 'https', 't.co/RgoQTeGJ9c', 'allaboutlifestyle', 'unitednations', 'beauty', 'blogs', 'yogasanas', 'yogaposes', 'amazon', 'yogaforimmunity', 'healthyliving', 'healthiswealth', 'covid19', 'etushtii']","['healthiswealth', 'allaboutlifestyle', 'yogasanas', 'healthyliving', 'Full', 'blog', 'Yoga', 'yogaforimmunity', 'Boost', 'beauty', 'unitednations', 'Asanas', 'amazon', 'yogaposes', 'Immunity', 'covid19', 't.co/RgoQTeGJ9c', 'https', 'etushtii', 'blogs']",Yoga Asanas to Boost Immunity Full blog:  
670,670,670,670,Frightening! Hope the @cmo_uttarakhand is doing its best to tackle the situation as opposed to being in denial. Sadly they r complicit in this catastrophic. @thewire_in #Covid_19 #Uttarakhand,en,"['#Covid_19', '#Uttarakhand']","['@cmo_uttarakhand', '@thewire_in']",[],"['Frightening', 'Hope', 'the', 'cmo_uttarakhand', 'is', 'doing', 'its', 'best', 'to', 'tackle', 'the', 'situation', 'as', 'opposed', 'to', 'being', 'in', 'denial', 'Sadly', 'they', 'r', 'complicit', 'in', 'this', 'catastrophic', 'thewire_in', 'Covid_19', 'Uttarakhand']","['thewire_in', 'Covid_19', 'r', 'Hope', 'catastrophic', 'opposed', 'best', 'situation', 'tackle', 'cmo_uttarakhand', 'complicit', 'denial', 'Frightening', 'Uttarakhand', 'Sadly']",Frightening Hope the is doing its best to tackle the situation as opposed to being in denial Sadly they r complicit in this catastrophic 
671,671,671,671,The IMF unveiled a $50bn proposal to end the #Covid_19 pandemic by vaccinating at least 40 percent of the population in all countries by the end of 2021 and at least 60 percent by the first half of 2022. @IMFNews @KGeorgieva @GitaGopinath  https://t.co/0nDxX82RMD,en,['#Covid_19'],"['@IMFNews', '@KGeorgieva', '@GitaGopinath']",['https://t.co/0nDxX82RMD'],"['The', 'IMF', 'unveiled', 'a', '50bn', 'proposal', 'to', 'end', 'the', 'Covid_19', 'pandemic', 'by', 'vaccinating', 'at', 'least', '40', 'percent', 'of', 'the', 'population', 'in', 'all', 'countries', 'by', 'the', 'end', 'of', '2021', 'and', 'at', 'least', '60', 'percent', 'by', 'the', 'first', 'half', 'of', '2022', 'IMFNews', 'KGeorgieva', 'GitaGopinath', 'https', 't.co/0nDxX82RMD']","['The', 'half', '50bn', 'first', 'vaccinating', '40', 'unveiled', 'percent', 'Covid_19', 't.co/0nDxX82RMD', '2021', '2022', 'end', '60', 'pandemic', 'population', 'KGeorgieva', 'GitaGopinath', 'IMF', 'countries', 'proposal', 'https', 'least', 'IMFNews']",The IMF unveiled a $50bn proposal to end the pandemic by vaccinating at least 40 percent of the population in all countries by the end of 2021 and at least 60 percent by the first half of 2022 
672,672,672,672,@Betaji_says @SonuSood @SonuSoodTRFC @SonuSoodArmy @SoodFoundation @bhumu @aliaa08 @zeeshan_iyc @COVID19_INDIA @covid19help_ @navyacovidalt @COVIDHelpNet @ziyaan679 @archiwomaniya Thank You!!,en,[],"['@Betaji_says', '@SonuSood', '@SonuSoodTRFC', '@SonuSoodArmy', '@SoodFoundation', '@bhumu', '@aliaa08', '@zeeshan_iyc', '@COVID19_INDIA', '@covid19help_', '@navyacovidalt', '@COVIDHelpNet', '@ziyaan679', '@archiwomaniya']",[],"['Betaji_says', 'SonuSood', 'SonuSoodTRFC', 'SonuSoodArmy', 'SoodFoundation', 'bhumu', 'aliaa08', 'zeeshan_iyc', 'COVID19_INDIA', 'covid19help', 'navyacovidalt', 'COVIDHelpNet', 'ziyaan679', 'archiwomaniya', 'Thank', 'You']","['SonuSoodArmy', 'covid19help', 'COVID19_INDIA', 'aliaa08', 'COVIDHelpNet', 'SonuSoodTRFC', 'ziyaan679', 'SonuSood', 'Betaji_says', 'navyacovidalt', 'bhumu', 'archiwomaniya', 'You', 'SoodFoundation', 'zeeshan_iyc', 'Thank']", Thank You
