,tweet,clean_tweet,hastags,attherate,urls,emojis
296,@BiharHealthDept New Report in corona positive ces, New Report in corona positive ces,[],['@BiharHealthDept'],[],[]
297,@DXBMediaOffice @Dubai_DED My shop in gold souq gold shop my ahop car penter work complete full but opening pending for corona problem and flight close and everyday my fisical mony short business looss plz me my shop rent discount plz ?any help me plz, My shop in gold souq gold shop my ahop car penter work complete full but opening pending for corona problem and flight close and everyday my fisical mony short business looss plz me my shop rent discount plz any help me plz,[],"['@DXBMediaOffice', '@Dubai_DED']",[],[]
298,1st match corona 2nd match rain 3rd match Pakistan and 4th again Rain 🌧 #PakvWI,1st match corona 2nd match rain 3rd match Pakistan and 4th again Rain  ,['#PakvWI'],[],[],['🌧']
299,Also the Kerala model of defeating Corona !!,Also the Kerala model of defeating Corona ,[],[],[],[]
300,"The number of deaths in corona in the state is zero today. The total sample test today was 7978. Total of 222 people have been affected by corona today, of the positivity rate of 2.78% and  529 people have recovered today. #Tripura  https://t.co/WLbRFI0Esb",The number of deaths in corona in the state is zero today The total sample test today was 7978 Total of 222 people have been affected by corona today of the positivity rate of 278% and 529 people have recovered today ,['#Tripura'],[],['https://t.co/WLbRFI0Esb'],[]
301,"#Jodhpur #Corona Stats 01-Aug-21 20:43 TODAY Tests: 1,567 +ve: 1 (.1%) Deaths: 0 CUMMULATIVE Tests: 10,49,690 +ve: 1,12,371 Inf: 10.7% TOTAL Actv: 14 (.01%) Rcvrd: 1,11,254 (99.%) Deaths: 1103 (.98%) 5 Day Actv Grwth: -6.7% 5 Day Dbling Days: -10.5 Last 7-Day Inf: .1%  https://t.co/u9ehv1xVS1", Stats 01Aug21 20:43 TODAY Tests: 1567 +ve: 1 (1%) Deaths: 0 CUMMULATIVE Tests: 1049690 +ve: 112371 Inf: 107% TOTAL Actv: 14 (01%) Rcvrd: 111254 (99%) Deaths: 1103 (98%) 5 Day Actv Grwth: 67% 5 Day Dbling Days: 105 Last 7Day Inf: 1% ,"['#Jodhpur', '#Corona']",[],['https://t.co/u9ehv1xVS1'],[]
302,#Maharashtra Cabinet Minister at a gym opening...  No Mask No Social Distancing  #corona is gone  Wasn’t there a rule for all this ? No crowding ? @MumbaiPolice   @mybmc @CMOMaharashtra  https://t.co/bYf2ywE6jO, Cabinet Minister at a gym opening No Mask No Social Distancing is gone Wasn’t there a rule for all this  No crowding  ,"['#Maharashtra', '#corona']","['@MumbaiPolice', '@mybmc', '@CMOMaharashtra']",['https://t.co/bYf2ywE6jO'],[]
303,"District wise #Corona active cases in Maharashtra. As on August 1,  2021.  #MaharashtraFightsCorona #WarAgainstVirus #IAmResponsible #BreakTheChain  https://t.co/BXcx95BcHc  https://t.co/j0BUq1Ugyr",District wise active cases in Maharashtra As on August 1 2021  ,"['#Corona', '#MaharashtraFightsCorona', '#WarAgainstVirus', '#IAmResponsible', '#BreakTheChain']",[],"['https://t.co/BXcx95BcHc', 'https://t.co/j0BUq1Ugyr']",[]
304,"🦠even after this outbreak of the Corona virus, I'm about to keep continuing, to wear facial mask😷to prevent any diseases, those have been hidden.🦠",even after this outbreak of the Corona virus Im about to keep continuing to wear facial maskto prevent any diseases those have been hidden,[],[],[],"['🦠', '😷', '🦠']"
305,@iAjay_Banyal Corona pure world mein tha, Corona pure world mein tha,[],['@iAjay_Banyal'],[],[]
306,Market Thailand @William67335893   https://t.co/ADpVdYwhNT #Thailand #ThailandNews #Thai #streetphotography #streetphoto #Bangkok #Covid_19 #CovidIsNotOver #COVID #COVIDー19 #Corona #coronavirus #pandemic #pandemiclife #DeltaVariant #SocialDistance #StaySafe #StayHealthy #lockdown,Market Thailand  ,"['#Thailand', '#ThailandNews', '#Thai', '#streetphotography', '#streetphoto', '#Bangkok', '#Covid_19', '#CovidIsNotOver', '#COVID', '#COVIDー19', '#Corona', '#coronavirus', '#pandemic', '#pandemiclife', '#DeltaVariant', '#SocialDistance', '#StaySafe', '#StayHealthy', '#lockdown']",['@William67335893'],['https://t.co/ADpVdYwhNT'],[]
307,"@JoeBiden @TheDemocrats All the best  Joe Biden for "" Donate for Democrates"" to build impregnable  USA  from corona like enemies in feature leadership of the mother Eart as elder brother.", All the best Joe Biden for  Donate for Democrates to build impregnable USA from corona like enemies in feature leadership of the mother Eart as elder brother,[],"['@JoeBiden', '@TheDemocrats']",[],[]
308,"01 August 2021 : Bulletin on Novel Corona Virus ( #COVID19 ) #Jammu and #Kashmir reports 145 new positive cases, 316017 recovered so far  https://t.co/YyzoFUvyFN",01 August 2021 : Bulletin on Novel Corona Virus ( ) and reports 145 new positive cases 316017 recovered so far ,"['#COVID19', '#Jammu', '#Kashmir']",[],['https://t.co/YyzoFUvyFN'],[]
309,Corona ??? Social distancing #macdonald  at food court pune mumbai  https://t.co/bZst2JyN3M,Corona  Social distancing at food court pune mumbai ,['#macdonald'],[],['https://t.co/bZst2JyN3M'],[]
310,@AlyssaMariee2x I GAVE NO CORONA INFECTION .I HOPE I NEVER BECAME THIS., I GAVE NO CORONA INFECTION I HOPE I NEVER BECAME THIS,[],['@AlyssaMariee2x'],[],[]
311,the Covid 19 timeline in Thailand  @William67335893   https://t.co/CbAd0pGais #thailand #ThailandNews #Thai #Bangkok #Editorial #streetphotography #streetphoto #CovidIsNotOver #Covid_19 #COVID19 #COVID #Corona #coronavirus #pandemic #pandemia #pandemiclife #lockdown #staysafe,the Covid 19 timeline in Thailand  ,"['#thailand', '#ThailandNews', '#Thai', '#Bangkok', '#Editorial', '#streetphotography', '#streetphoto', '#CovidIsNotOver', '#Covid_19', '#COVID19', '#COVID', '#Corona', '#coronavirus', '#pandemic', '#pandemia', '#pandemiclife', '#lockdown', '#staysafe']",['@William67335893'],['https://t.co/CbAd0pGais'],[]
312,"Corona ? Mask ? Wtf , life is here just normal. #COVID19 #Bihar #Arrah  https://t.co/vCXOOJWuAR",Corona  Mask  Wtf  life is here just normal ,"['#COVID19', '#Bihar', '#Arrah']",[],['https://t.co/vCXOOJWuAR'],[]
313,He is Plastic ka Aneel Kapoor. The main reason of increasing Corona cases in Karachi and whole sindh is Garbage. No one take responsibility for all services.  #KaptanSySekhoMurad,He is Plastic ka Aneel Kapoor The main reason of increasing Corona cases in Karachi and whole sindh is Garbage No one take responsibility for all services ,['#KaptanSySekhoMurad'],[],[],[]
314,Corona my foot 😹 watching #Thimmarusu with @Kiran_Svs  https://t.co/6oTg01GrIs,Corona my foot  watching with ,['#Thimmarusu'],['@Kiran_Svs'],['https://t.co/6oTg01GrIs'],['😹']
315,"Cruelty of Kim Jong Un, President of North Korea binds no Limit. He has decided to Kill by Firing of those Peoples in North Korea - will  be contaminated by Covit-19 Corona. Is He a Human?",Cruelty of Kim Jong Un President of North Korea binds no Limit He has decided to Kill by Firing of those Peoples in North Korea  will be contaminated by Covit19 Corona Is He a Human,[],[],[],[]
316,Types of Pakistani😉  1.Proud Pakistani (Both vaccines)  2.Worried Pakistani (One vaccine)  3.Helpless Pakistani (No vaccine)  4.Confused Pakistani (Which vaccine)  5.Arrogant Pakistani (There is nothing like Corona)  6.Suicidal Pakistani (Keep visiting the market without mask),Types of Pakistani 1Proud Pakistani (Both vaccines) 2Worried Pakistani (One vaccine) 3Helpless Pakistani (No vaccine) 4Confused Pakistani (Which vaccine) 5Arrogant Pakistani (There is nothing like Corona) 6Suicidal Pakistani (Keep visiting the market without mask),[],[],[],['😉']
317,@ManMundra सर घुटने खराब हो जाएंगे। One hour walking is more than sufficient. I'm just fan of all the work you did during Corona., सर घुटने खराब हो जाएंगे। One hour walking is more than sufficient Im just fan of all the work you did during Corona,[],['@ManMundra'],[],[]
318,@arsched @MaryamNSharif It’s not corona. She is just taking test after miserable defeat. Don’t want to face journalist, It’s not corona She is just taking test after miserable defeat Don’t want to face journalist,[],"['@arsched', '@MaryamNSharif']",[],[]
319,Market in Thailand  @William67335893    https://t.co/Xm56IQTp7X #Thailand #ThailandNews #Thai #Editorial #Bangkok #lockdown #COVID19 #CovidIsNotOver #COVIDー19 #covid #Corona #coronavirus #DeltaVariant #pandemiclife #pandemic #SocialDistance #StaySafe #StayHealthy #streetphoto,Market in Thailand  ,"['#Thailand', '#ThailandNews', '#Thai', '#Editorial', '#Bangkok', '#lockdown', '#COVID19', '#CovidIsNotOver', '#COVIDー19', '#covid', '#Corona', '#coronavirus', '#DeltaVariant', '#pandemiclife', '#pandemic', '#SocialDistance', '#StaySafe', '#StayHealthy', '#streetphoto']",['@William67335893'],['https://t.co/Xm56IQTp7X'],[]
320,"Viruses in any form  never dies. This Will be very much present in the world Among us. As like Chicken Pox, Dengu Malaria, Typhoid, Swine Flu, and many Other diseases, Corona will be there. Important things are that, We have Vaccines. We have Mask. We have Sanitizers. @PMOIndia",Viruses in any form never dies This Will be very much present in the world Among us As like Chicken Pox Dengu Malaria Typhoid Swine Flu and many Other diseases Corona will be there Important things are that We have Vaccines We have Mask We have Sanitizers ,[],['@PMOIndia'],[],[]
321,@TVMohandasPai @capt_amarinder @sherryontopp @INCIndia Highly Shameful Act by Kisan Netas and state Govt... When people need employment due to tough time of 2019-21 due to Corona they made people unemployed.  Seriously that's why people rightly said INC headed by Pappu.😡😡, Highly Shameful Act by Kisan Netas and state Govt When people need employment due to tough time of 201921 due to Corona they made people unemployed Seriously thats why people rightly said INC headed by Pappu,[],"['@TVMohandasPai', '@capt_amarinder', '@sherryontopp', '@INCIndia']",[],"['😡', '😡']"
322,Corona birthday boy 🤣🎁  https://t.co/jVFyCa39kZ,Corona birthday boy  ,[],[],['https://t.co/jVFyCa39kZ'],"['🤣', '🎁']"
323,"@geonews_urdu  Turkey is forcefully imposing quarantine to pak pessengers even who are vaccinated, 2000 euros for 10 days, after 7 days corona test will be taken but they are taking fee for 10 days.This is cruelty and unjust,how students will pay this huge amount? @AajKamranKhan  https://t.co/TTEgm5SFnz", Turkey is forcefully imposing quarantine to pak pessengers even who are vaccinated 2000 euros for 10 days after 7 days corona test will be taken but they are taking fee for 10 daysThis is cruelty and unjusthow students will pay this huge amount ,[],"['@geonews_urdu', '@AajKamranKhan']",['https://t.co/TTEgm5SFnz'],[]
324,"@NChozhan From china it was Corona, now from India, it is Modiji...", From china it was Corona now from India it is Modiji,[],['@NChozhan'],[],[]
325,"#Washyourhands  Corona Awareness WeekDay -3 Corona 3rd wave awareness program at Ettayapuram Bustand , Ettayapuram GH, Ettayapuram Market  Hand wash demonstration. Mask distribution to public. Pamphlet issued to public in bus. Sanitizer issued to public.  https://t.co/1XxusJ1dUA", Corona Awareness WeekDay 3 Corona 3rd wave awareness program at Ettayapuram Bustand  Ettayapuram GH Ettayapuram Market Hand wash demonstration Mask distribution to public Pamphlet issued to public in bus Sanitizer issued to public ,['#Washyourhands'],[],['https://t.co/1XxusJ1dUA'],[]
326,"Once we are through CORONA...the govt..should go for another vaccine...the AC vaccine...i.e., Anti-corruption vaccine...this is second to corona infection across the GLOBE..",Once we are through CORONAthe govtshould go for another vaccinethe AC vaccineie Anticorruption vaccinethis is second to corona infection across the GLOBE,[],[],[],[]
327,Kerala's Eid celebrations  in opposition to intervention of  @SupremeCourtFan now are cause for respreading of Corona 3rd wave. India is now in danger of Corona 3rd wave spreading. Now there is demand to allow Muharram celebrations! Where we're heading? @asadowaisi @khanumarfa  https://t.co/4ct4BgI5S5,Keralas Eid celebrations in opposition to intervention of now are cause for respreading of Corona 3rd wave India is now in danger of Corona 3rd wave spreading Now there is demand to allow Muharram celebrations Where were heading ,[],"['@SupremeCourtFan', '@asadowaisi', '@khanumarfa']",['https://t.co/4ct4BgI5S5'],[]
328,"BMC eases #lockdown restrictions in #Mumbai, allows all shops to stay open till 10: 00 pm, dining in restaurants allowed till 4:00 pm. All indoor &amp; outdoor games allowed, except swimming pool &amp; other games where social distancing not possible. #COVID19 #Corona #Covid #coronavirus  https://t.co/UqJe0tIkNb",BMC eases restrictions in allows all shops to stay open till 10: 00 pm dining in restaurants allowed till 4:00 pm All indoor amp outdoor games allowed except swimming pool amp other games where social distancing not possible ,"['#lockdown', '#Mumbai,', '#COVID19', '#Corona', '#Covid', '#coronavirus']",[],['https://t.co/UqJe0tIkNb'],[]
329,"246 new deaths and 15,989 new #corona positive cases. #Bangladesh",246 new deaths and 15989 new positive cases ,"['#corona', '#Bangladesh']",[],[],[]
330,@SandeepNews_ Highest Taxes on Petrol and Diesal and Liquor and Highest Unemployment. 230 Million Countrymen pushed below Poverty Line. And Highest Deaths from Corona and Lack of Oxygen in India., Highest Taxes on Petrol and Diesal and Liquor and Highest Unemployment 230 Million Countrymen pushed below Poverty Line And Highest Deaths from Corona and Lack of Oxygen in India,[],['@SandeepNews_'],[],[]
331,"#Jodhpur #Corona Stats 02-Aug-21 20:50 TODAY Tests: 745 +ve: 3 (.4%) Deaths: 0 CUMMULATIVE Tests: 10,50,435 +ve: 1,12,374 Inf: 10.7% TOTAL Actv: 17 (.02%) Rcvrd: 1,11,254 (99.%) Deaths: 1103 (.98%) 5 Day Actv Grwth: 21.4% 5 Day Dbling Days: 3.27 Last 7-Day Inf: .1%  https://t.co/5oZ0tZh6zw", Stats 02Aug21 20:50 TODAY Tests: 745 +ve: 3 (4%) Deaths: 0 CUMMULATIVE Tests: 1050435 +ve: 112374 Inf: 107% TOTAL Actv: 17 (02%) Rcvrd: 111254 (99%) Deaths: 1103 (98%) 5 Day Actv Grwth: 214% 5 Day Dbling Days: 327 Last 7Day Inf: 1% ,"['#Jodhpur', '#Corona']",[],['https://t.co/5oZ0tZh6zw'],[]
332,"Corona cases in India: After 11 weeks of decline, Covid cases see 7.5% surge | India News - Times of India  https://t.co/WBdMog6pM5",Corona cases in India: After 11 weeks of decline Covid cases see 75% surge | India News  Times of India ,[],[],['https://t.co/WBdMog6pM5'],[]
333,@ABPNews @awasthis #Corona #MaskUpIndia #IndiaChahtaHai  Be safe always. Mom-daughter duo  https://t.co/kqeg2saOgS, Be safe always Momdaughter duo ,"['#Corona', '#MaskUpIndia', '#IndiaChahtaHai']","['@ABPNews', '@awasthis']",['https://t.co/kqeg2saOgS'],[]
334,@saranaidinecox I survived Corona, I survived Corona,[],['@saranaidinecox'],[],[]
335,Look I found Corona patient Zero #SingaporeZoo @ Singapore Zoo  https://t.co/IJ6fmn8SwF,Look I found Corona patient Zero @ Singapore Zoo ,['#SingaporeZoo'],['@'],['https://t.co/IJ6fmn8SwF'],[]
336,"#Maharashtra eases #lockdown restrictions in all but 11 districts, shops and malls can remain open till 8PM, Govt &amp; Pvt offices can operate at full capacity. Places of worship, cinema theatres &amp; multiplexes to remain closed. #COVID19 #COVID #coronavirus #Corona  https://t.co/ba5ges4AN3", eases restrictions in all but 11 districts shops and malls can remain open till 8PM Govt amp Pvt offices can operate at full capacity Places of worship cinema theatres amp multiplexes to remain closed ,"['#Maharashtra', '#lockdown', '#COVID19', '#COVID', '#coronavirus', '#Corona']",[],['https://t.co/ba5ges4AN3'],[]
337,"@rashtrapatibhvn @arivalayam Sir, you travelling is a great inconvenience to general public and must consider such addressing to be made over remote video.  Not only will it save a lot of tax payers time and money but also reduce the risk of you getting infected with corona virus.  @tnpoliceoffl @cctpolice", Sir you travelling is a great inconvenience to general public and must consider such addressing to be made over remote video Not only will it save a lot of tax payers time and money but also reduce the risk of you getting infected with corona virus ,[],"['@rashtrapatibhvn', '@arivalayam', '@tnpoliceoffl', '@cctpolice']",[],[]
338,Prevent the 3rd wave. Thank you citizen volunteers for spreading the awareness on Mask up and vaccinations with BBMP Marshals. #CovidVaccine #coronavirus #GetVaccinated #GetVaccinatedNow #Corona #LargestVaccinationDrive #BengaluruFightsCorona #Unite2FightCorona #Prevent3rdwave  https://t.co/n9CpqO2Fik,Prevent the 3rd wave Thank you citizen volunteers for spreading the awareness on Mask up and vaccinations with BBMP Marshals ,"['#CovidVaccine', '#coronavirus', '#GetVaccinated', '#GetVaccinatedNow', '#Corona', '#LargestVaccinationDrive', '#BengaluruFightsCorona', '#Unite2FightCorona', '#Prevent3rdwave']",[],['https://t.co/n9CpqO2Fik'],[]
339,"Prayers for my friend and legendary actor Mustafa Qureshi and his wife who have contracted corona virus in Karachi. He might be villain in films but in real life he’s my hero. Yet to meet such cultured, humble and gracious person in our film industry.  https://t.co/zu70uXV5O3",Prayers for my friend and legendary actor Mustafa Qureshi and his wife who have contracted corona virus in Karachi He might be villain in films but in real life he’s my hero Yet to meet such cultured humble and gracious person in our film industry ,[],[],['https://t.co/zu70uXV5O3'],[]
340,You won't believe finally for the first time I trust my self that corona virus cannot make me feel afraid anymore I have been tested negetive for constructively for 5 times and many more to go,You wont believe finally for the first time I trust my self that corona virus cannot make me feel afraid anymore I have been tested negetive for constructively for 5 times and many more to go,[],[],[],[]
341,"@CollectorErode  BHAVANI DAILY MARKET There are more than 7 corona infections in the daily market in Bhavani. The number of people is increasing day by day. Daily Market peoples overcrowd time earlier 3.00AM-6.00AM Therefore, we request the District Collector to take appropriat", BHAVANI DAILY MARKET There are more than 7 corona infections in the daily market in Bhavani The number of people is increasing day by day Daily Market peoples overcrowd time earlier 300AM600AM Therefore we request the District Collector to take appropriat,[],['@CollectorErode'],[],[]
342,"In a bid to strengthen India's fight against Corona, Modi government has already released 15% of the COVID-19 Emergency Response &amp; Health System Preparedness Package to states.  The total allocation is worth Rs 12,185.30 crore, and Rs 1,827.80 crore has been disbursed so far.  https://t.co/OtyeUwCs0S",In a bid to strengthen Indias fight against Corona Modi government has already released 15% of the COVID19 Emergency Response amp Health System Preparedness Package to states The total allocation is worth Rs 1218530 crore and Rs 182780 crore has been disbursed so far ,[],[],['https://t.co/OtyeUwCs0S'],[]
343,India leading the fight against Corona with the world's largest and fastest vaccination drive.  48.52 crore vaccine doses administered across the country.  #IndiaFightsCorona  https://t.co/uHsVRyQfAQ,India leading the fight against Corona with the worlds largest and fastest vaccination drive 4852 crore vaccine doses administered across the country ,['#IndiaFightsCorona'],[],['https://t.co/uHsVRyQfAQ'],[]
344,India leading the fight against Corona with the world's largest and fastest vaccination drive.  48.52 crore vaccine doses administered across the country.  #IndiaFightsCorona  https://t.co/NpgEbVKVKL,India leading the fight against Corona with the worlds largest and fastest vaccination drive 4852 crore vaccine doses administered across the country ,['#IndiaFightsCorona'],[],['https://t.co/NpgEbVKVKL'],[]
345,Honorable PM Sir when I get vaccine. Three month age I fill a form for vaccine till now I am not vaccinated.         K ma corona positive bhaye paxi matra vaccine pauxu. Malai ta lagadae chha ki aab Malai vaccine paun KO lagi pani ghum dinu parax. Shameless,Honorable PM Sir when I get vaccine Three month age I fill a form for vaccine till now I am not vaccinated K ma corona positive bhaye paxi matra vaccine pauxu Malai ta lagadae chha ki aab Malai vaccine paun KO lagi pani ghum dinu parax Shameless,[],[],[],[]
346,Corona Ho Ga To Bach Jaye Ge.... Vaccine Lagwaye Ge To Mar Jaye Ge!!!! Pakistani Awam #COVID19 #CovidVaccine #vaccinated          M@ɴᴏ Wʀɪᴛᴇs,Corona Ho Ga To Bach Jaye Ge Vaccine Lagwaye Ge To Mar Jaye Ge Pakistani Awam M Wʀɪᴛᴇs,"['#COVID19', '#CovidVaccine', '#vaccinated']",[],[],[]
347,@RaboRamblings Basically one of the many reasons why I try not to step out of the house altogether. Even pre Corona, Basically one of the many reasons why I try not to step out of the house altogether Even pre Corona,[],['@RaboRamblings'],[],[]
348,"Not a problem with plus 2 level students but our country treats bachelor's level students like shit, All students are the same!! We all breathe same polluted air  Not canceling bachelors exam,Why? Higher the level of study lower chance of Corona?? Whats the logic? #CancelTUExams",Not a problem with plus 2 level students but our country treats bachelors level students like shit All students are the same We all breathe same polluted air Not canceling bachelors examWhy Higher the level of study lower chance of Corona Whats the logic ,['#CancelTUExams'],[],[],[]
349,Coming up next Month: Happiness maybe a corona symptom. #COVID19,Coming up next Month: Happiness maybe a corona symptom ,['#COVID19'],[],[],[]
350,"Now corona virus is under control in India @KingSalman  So, this  is the right time to open Saudi flights from India please open Flights We need your support sir @MOISaudiArabia @GACACare @ksagaca @FaisalbinFarhan @NationalDastak @drausaf @IndianEmbRiyadh  #OpenFlightsIND_KSA  https://t.co/L59eFGqefR",Now corona virus is under control in India So this is the right time to open Saudi flights from India please open Flights We need your support sir ,['#OpenFlightsIND_KSA'],"['@KingSalman', '@MOISaudiArabia', '@GACACare', '@ksagaca', '@FaisalbinFarhan', '@NationalDastak', '@drausaf', '@IndianEmbRiyadh']",['https://t.co/L59eFGqefR'],[]
351,"@SidharthBoraste This person has yesterday forced a women and a man to change his statement. He said to a lady doctor that i will remove your clothes and i will beat you.  Sadly, the curropted media changed the news. And the women doctor who served many corona patients resigned. @TV9Marathi", This person has yesterday forced a women and a man to change his statement He said to a lady doctor that i will remove your clothes and i will beat you Sadly the curropted media changed the news And the women doctor who served many corona patients resigned ,[],"['@SidharthBoraste', '@TV9Marathi']",[],[]
352,@AJIOLife @AJIOLife corona virus outbreak is not oy your problem. Its worldwide problem. Juat giving that reason and delayed pickup and delivery is not good. My pick up not done yet. 5th time i contact customer care executive. No use  https://t.co/sK9243bN2T, corona virus outbreak is not oy your problem Its worldwide problem Juat giving that reason and delayed pickup and delivery is not good My pick up not done yet 5th time i contact customer care executive No use ,[],"['@AJIOLife', '@AJIOLife']",['https://t.co/sK9243bN2T'],[]
353,It seems that Corona Virus has informed Mr Kejriwal that there will be no third wave of Covid in Delhi .😄 So schools will be opening and he will not blame Modi ji for non availability of vaccine for children''s.    https://t.co/6EJC7zTnCo via @timesofindia,It seems that Corona Virus has informed Mr Kejriwal that there will be no third wave of Covid in Delhi  So schools will be opening and he will not blame Modi ji for non availability of vaccine for childrens  via ,[],['@timesofindia'],['https://t.co/6EJC7zTnCo'],['😄']
354,"@UPGovt @PMOIndia @uptourismgov @tourismgoi  I purchased club mahindra membership on 12.3.2020,I  cancelled it on 20.3.2020.Till now they didn't refund my  https://t.co/2onJ3xK5dr corona time they withdraw money from my account after cancellation.Please order them to refund money", I purchased club mahindra membership on 1232020I cancelled it on 2032020Till now they didnt refund my  corona time they withdraw money from my account after cancellationPlease order them to refund money,[],"['@UPGovt', '@PMOIndia', '@uptourismgov', '@tourismgoi']",['https://t.co/2onJ3xK5dr'],[]
355,"Now, foreigners living in India can get #COVID19 vaccine in 3 easy steps.  💻 Register on CoWin portal using passport 🗓️ Book a slot for vaccine 💉 Go to the booked centre with documents &amp; get the vaccine  Towards ensuring corona-safety for all.",Now foreigners living in India can get vaccine in 3 easy steps  Register on CoWin portal using passport  Book a slot for vaccine  Go to the booked centre with documents amp get the vaccine Towards ensuring coronasafety for all,['#COVID19'],[],[],"['💻', '🗓️', '💉']"
356,"Well, of course! All thanks to you! Actually, we are indebted to you! #COVID19 #Corona #CoronaVirus #China #ShiZhengli  https://t.co/37MpR1gSGi",Well of course All thanks to you Actually we are indebted to you ,"['#COVID19', '#Corona', '#CoronaVirus', '#China', '#ShiZhengli']",[],['https://t.co/37MpR1gSGi'],[]
357,@amazonIN  #AmazonpaylaterQuiz Please I have not had a job since many days this pandemic corona situation please give me one chance to win  https://t.co/PrX0YWlIE5, Please I have not had a job since many days this pandemic corona situation please give me one chance to win ,['#AmazonpaylaterQuiz'],['@amazonIN'],['https://t.co/PrX0YWlIE5'],[]
358,Savings - Dark Times 2020😷  Corona has been a major setback since the beginning of the pandemic people have spent their most of the savings in the pandemic and yet fighting for it and setting things from the scratch.  #CovidIsNotOver #Covid_19 #coronavirus #Corona #art  https://t.co/kVGYyy8pIN,Savings  Dark Times 2020 Corona has been a major setback since the beginning of the pandemic people have spent their most of the savings in the pandemic and yet fighting for it and setting things from the scratch ,"['#CovidIsNotOver', '#Covid_19', '#coronavirus', '#Corona', '#art']",[],['https://t.co/kVGYyy8pIN'],['😷']
359,Someone name Corona messed up our meeting this year but nothing’s going to stop me from greeting you a blessed birthday! I love you @khaeleen1501  https://t.co/6AUA4qTPpw,Someone name Corona messed up our meeting this year but nothing’s going to stop me from greeting you a blessed birthday I love you ,[],['@khaeleen1501'],['https://t.co/6AUA4qTPpw'],[]
360,"Corona 4th wave in #USA increasing day by day. Health department said, most of the children's are getting affected.",Corona 4th wave in increasing day by day Health department said most of the childrens are getting affected,['#USA'],[],[],[]
361,"CORONA VIRUS! Every time a generation rejects THE LORD, and then finally the hour comes for THE LORD to come and make a move,   It will be a unbelievable. It will be the judgement of THE LORD coming to them. REPENTANCE YE NATIONS and  #EmbraceHoliness  https://t.co/VhLcoiQ0dn",CORONA VIRUS Every time a generation rejects THE LORD and then finally the hour comes for THE LORD to come and make a move It will be a unbelievable It will be the judgement of THE LORD coming to them REPENTANCE YE NATIONS and ,['#EmbraceHoliness'],[],['https://t.co/VhLcoiQ0dn'],[]
362,"This is Satish Kumar from Laksar , who has helped many people during the Corona period and will now honor him with the DGP. Uttarakhand Award.#Uttarakhand @SanjayV893  https://t.co/KBuUyEMrAv",This is Satish Kumar from Laksar  who has helped many people during the Corona period and will now honor him with the DGP Uttarakhand Award ,[],['@SanjayV893'],['https://t.co/KBuUyEMrAv'],[]
363,@ExpressNewsPK Why cricketers r going to India which become hub of Corona-19. Those who in the lustrous of money taking risk for their  https://t.co/nABxMg8iaf not safe even to travel to India., Why cricketers r going to India which become hub of Corona19 Those who in the lustrous of money taking risk for their  not safe even to travel to India,[],['@ExpressNewsPK'],['https://t.co/nABxMg8iaf'],[]
364,"11 August 2021 : Bulletin on Novel Corona Virus ( #COVID19 ) #Jammu and #Kashmir reports 114 new positive cases, 317195 recovered so far  https://t.co/VBjtakE6sI",11 August 2021 : Bulletin on Novel Corona Virus ( ) and reports 114 new positive cases 317195 recovered so far ,"['#COVID19', '#Jammu', '#Kashmir']",[],['https://t.co/VBjtakE6sI'],[]
365,"Gym, parlour, restaurant are open but cinema halls are remain closed.. .. Mtlab cinema se hi corona virus🦠😷 failta hai jisme aapko seat pe baith kar screen ke taraf dekhna hai or kuch touch v nhi karna..joker CM of all time...",Gym parlour restaurant are open but cinema halls are remain closed  Mtlab cinema se hi corona virus failta hai jisme aapko seat pe baith kar screen ke taraf dekhna hai or kuch touch v nhi karnajoker CM of all time,[],[],[],"['🦠', '😷']"
366,Business is War But I Want To Be Part Of This. BEWARE Of Corona Virus Covid-19 🔲💚🔲 Keep Distance🔳 Use Mask &amp; Sanitizer.®️  https://t.co/YKoWudr8eh,Business is War But I Want To Be Part Of This BEWARE Of Corona Virus Covid19  Keep Distance Use Mask amp Sanitizer ,[],[],['https://t.co/YKoWudr8eh'],"['🔲', '💚', '🔲', '🔳', '®️']"
367,"Only the local trains in #Kolkata have corona left.Less train, but same number of daily passenger. Can you imagine the daily struggle of us? And each and every day new rules of subways. Why? If only one subway is opened, then administration could control COVID-19 #IndianRailways",Only the local trains in have corona leftLess train but same number of daily passenger Can you imagine the daily struggle of us And each and every day new rules of subways Why If only one subway is opened then administration could control COVID19 ,"['#Kolkata', '#IndianRailways']",[],[],[]
368,"Got 1st dose vaccine of #Covaxin  Thank you scientists, doctors, central government , State government and corona warrior. @BiharHealthDept @officecmbihar @MoHFW_INDIA @PMOIndia  https://t.co/WIXkuLrSBJ",Got 1st dose vaccine of Thank you scientists doctors central government  State government and corona warrior ,['#Covaxin'],"['@BiharHealthDept', '@officecmbihar', '@MoHFW_INDIA', '@PMOIndia']",['https://t.co/WIXkuLrSBJ'],[]
369,"@PiyushGoyal Sir, I need job.. hotel professional..no job got since 2020..I was Jaipur Rajasthan..but now in home due to Corona lockdown.. lost..", Sir I need job hotel professionalno job got since 2020I was Jaipur Rajasthanbut now in home due to Corona lockdown lost,[],['@PiyushGoyal'],[],[]
