,username,created_at,replies_count,retweets_count,likes_count,tweet,language
273,ranjeet02864997,2021-06-13 23:48:39 India Standard Time,0.0,0.0,1,@narendramodi I am really surprised and disappointed to see that all the private hospital has the covid vaccine on a very high cost but none of the government free vaccine centre has the vaccine. Is vaccine available for rich people only. When a common man has the rights in India,en
274,ranjeet02864997,2021-06-13 23:48:21 India Standard Time,0.0,0.0,1,@PMOIndia I am really surprised and disappointed to see that all the private hospital has the covid vaccine on a very high cost but none of the government free vaccine centre has the vaccine. Is vaccine available for rich people only. When a common man has the rights in India.,en
275,ranjeet02864997,2021-06-13 23:47:58 India Standard Time,0.0,0.0,0,@drharshvardhan I am really surprised and disappointed to see that all the private hospital has the covid vaccine on a very high cost but none of the government free vaccine centre has the vaccine. Is vaccine available for rich people only. When a common man has the rights in Ind,en
279,komaragirirk,2021-06-18 05:07:00 India Standard Time,0.0,0.0,0,"@suchetadalal @nsitharaman Sucheta and her dear husband are back to disturb the flow, when Government is already under tremendous pressure for Covid. Last time, the mist effective government was effectively broughtdown by her, probably paid, now she is up in the arms again to disturb the texture",en
280,wadhawan2011,2021-06-18 05:01:36 India Standard Time,1.0,0.0,3,"@ShivAroor I beg to differ with you looking at fast pace of vaccinations plus those who were affected by COVID , almost 30% of Adults in Delhi were affected in various extents - mild , moderate , severe , therefore they have anti bodies in them",en
281,sa7arfarooq,2021-06-18 04:57:44 India Standard Time,0.0,0.0,2,I’m so over Covid tonight it’s a joke!!,en
282,anjalisachdeva9,2021-06-18 03:48:44 India Standard Time,0.0,0.0,3,@noidapolice @coprajaneesh @Uppolice @CP_Noida Well done.. enforcement of protocol for covid-19 is key to avoid wave 3. Thanks @noidapolice  for walking the talk..  And @coprajaneesh  for leading the show...,en
283,balgovindpasi2,2021-06-18 03:32:54 India Standard Time,0.0,0.0,0,PM-CARES fundis strengthening India’sfight against COVID.  - AllocatesRs41.62 crore for2 make-shift hospitals   - 250 bedded COVID Hospitals to be developed by DRDO at Murshidabad and Kalyani in West Bengal  #IndiaFightsCorona @kpmaurya1 @bpsarojmp @BJPVinodSonkar @sureshpasiBJP  https://t.co/KyvrmiwnOk,en
284,mohamedjinahali,2021-06-18 03:26:08 India Standard Time,0.0,0.0,0,"#MUFC have come out of COVID-19 better than expected, honestly. 🙂",en
286,kentegious,2021-06-18 03:13:53 India Standard Time,0.0,0.0,0,Repost from @therealchrisspencer • Me in 2020: I’m about to take everything to the next level!!! #newyear  COVID-19: Really?!#kentegiouskomedy #sityoassdown #nottoday #ouch #damn @ Worldwide  https://t.co/fAx6khraJH,en
287,javidxray1973,2021-06-18 03:05:04 India Standard Time,0.0,0.0,0,@BaseerUlHaqIAS Need of hour otherwise we all will involves in COVID-19🦠😷,en
288,sipgrab,2021-06-18 02:59:34 India Standard Time,0.0,0.0,0,COVID-19 vaccines pre-prepared in syringes can be safely transported  https://t.co/hBTDhTlCJo #Nifty #sipgrab,en
289,ahmedk391,2021-06-18 02:51:58 India Standard Time,0.0,0.0,0,@AljawazatKSA How a person already in Kingdom on visit visa can take covid-19 vaccine ?,en
290,dirilisshakib,2021-06-18 02:42:54 India Standard Time,1.0,0.0,0,@DrAnjaliTai Madam there comes a village in your area whose name is Londa Here every year there is a power failure in the rain. There is no electricity here since last 3 days Covid patients are also here whose life is now just passing on oxygen concentrator If there is no ele,en
291,kap20in,2021-06-18 02:40:04 India Standard Time,0.0,0.0,0,Only hope that covid will end and business will grow dosent work. Only frustration. And now the 3 rd wave coming now what to do. Already in loss. Who will pay the emi. No one will help. Common person will suffer.,en
292,kap20in,2021-06-18 02:40:04 India Standard Time,1.0,0.0,0,"@narendramodi @PMOIndia @RBI in the 1 covid wave at least the people who pay tax got some facility like monetorium and many more. But in second wave no help.  How to do business. Shops close pay rent, pay bills, pay emi, pay salary, pay gst, how a person should survive.",en
293,sdijaved,2021-06-18 02:31:19 India Standard Time,0.0,3.0,5,Communicating with  #Saleem_Sarang Honoured being an active member for  formation of QURBANI CO-ORDINATION COMMITTEE (QCC) at Haj House in mumbai. Discussed the ways of carrying out Eid celebration peacefully with senior leaders whilst abiding by Covid  govt guidelines. #Bakrid  https://t.co/eoXuup1aK5,en
294,majidbajokana,2021-06-18 02:30:18 India Standard Time,0.0,0.0,0,Covid 19 vaccination card UAE  https://t.co/e4hXr7T0F6,en
295,wajahat1968,2021-06-18 02:30:04 India Standard Time,0.0,0.0,0,"@sundarpichai Sir, 🙏, please make sure your valuable Contribution millions of US Dollars reaches the deserving poor people of India, impacted by COVID-19, and NOT into the pockets of Corrupt Government’s",en
297,ukg432,2021-06-23 05:13:39 India Standard Time,1.0,0.0,1,"@taslimanasreen @DaEternalRebel Similarly HT news states that due to growing Covid mutations, Vaccine is likely to lose its potency. We should be cautious to see the agenda of such headlines, which are based on apprehension and possibilities, instead of concrete facts.",en
298,sarcasticlibra9,2021-06-23 04:53:01 India Standard Time,0.0,0.0,4,Looks like I’ll be making the 18 hour flight from SG — CA in September to cover the Primetime Emmy’s. Is it safe to say life after Covid has returned??? You could say I’m a tad EXCITED 🤩… there’s a few pics I MUST try to get. MH and CM for one!  https://t.co/vzqEulySmm,en
299,balgovindpasi2,2021-06-23 04:52:35 India Standard Time,0.0,0.0,0,"Reforms by Conviction and Incentives...my @LinkedIn  post on innovative policy making in the time of COVID-19, powered by the spirit of Centre-State Bhagidari.   https://t.co/OI3T7lMSs8 @kpmaurya1 @bpsarojmp @BJPVinodSonkar @sureshpasiBJP @BJPKashiKshetra @bjpgangapar  https://t.co/98wNjRuKZp",en
300,nuraizat_,2021-06-23 04:31:03 India Standard Time,22.0,0.0,3,Guys. I done my swab test yesterday and i got positive for covid.   Please pray for me and my family safety.,en
301,vishnoisays,2021-06-23 03:38:03 India Standard Time,0.0,0.0,0,India Minister of External Affairs on Life After Covid  https://t.co/RPtNVHkh0u,en
302,saroos23,2021-06-23 03:34:27 India Standard Time,0.0,0.0,2,It’s heartbreaking to see people are largely lined up in the pawning center to mortgage their hard earned valuables because of this #covid crisis 😔  This country badly need an economic recovery plan.,en
303,surobh,2021-06-23 03:18:55 India Standard Time,0.0,0.0,0,Even the covid helpline couldn’t provide an ambulance. We all tested positive but no one from government bothered to check. My reality it is a banana country and during that time we were of a mercy of no one,en
304,surobh,2021-06-23 03:17:37 India Standard Time,0.0,0.0,0,@Gen_VKSingh @dm_ghaziabad Sir whr the hell were u. I had tweeted and requested help for my father and even to mr @CMOfficeUP nd who not. Even the covid help line was useless and asked me to arrange things on my own and I lost my father so aap fuck off ho jaye,en
305,mayur48740529,2021-06-23 03:03:17 India Standard Time,0.0,1.0,2,"Willpower is the key to success. Successful people strive no matter what they feel by applying their will to overcome apathy, doubt or fear. . . . . #motivation #business #covid_19 #lifestyle #development #entrepreneur #jobvsbusiness #networkmarketing #affiliatemarketing #stock  https://t.co/Uwhg5eLrsx",en
306,_rodahidup,2021-06-23 02:49:27 India Standard Time,0.0,0.0,0,COVID-19 in Asia: 7-day moving average  https://t.co/FdMrOb6ls4,en
307,mayur_katheriya,2021-06-23 02:26:10 India Standard Time,0.0,1.0,2,"Willpower is the key to success. Successful people strive no matter what they feel by applying their will to overcome apathy, doubt or fear. . . . . #motivation #business #covid_19 #lifestyle #development #entrepreneur #jobvsbusiness #networkmarketing #affiliatemarketing #stockma  https://t.co/wi8dn0o2ZO",en
310,itsmeprkhar,2021-06-23 02:02:11 India Standard Time,1.0,0.0,2,Hw u porpose fr such ppl to give exms tking risk fr demslvs awa fr patient. There r still risks of being reinfectd wid covid or othr bacterial awa viral infections. Pls also cnsult wid gud docs b4 making sch policies. #icaiexams #caexam #SupremeCourt #Exams #Covid_19,en
311,lioneljoel13,2021-06-23 01:57:52 India Standard Time,0.0,0.0,0,Put me in room full of COVID. I don’t mind or care,en
312,itsmeprkhar,2021-06-23 01:56:18 India Standard Time,1.0,0.0,0,"U verify all u want, but dnt tell me u seriously belv dat only covid+ve r sufrng.. don't be dat inconsiderate &amp; inhuman.. @JambusariaNihar @atulguptagst I hv a fmly membr at home who is cvd -ve aftr beng in ICU fr 48 days. Still at risk, still on oxygen, still critical",en
313,itsmeprkhar,2021-06-23 01:49:40 India Standard Time,1.0,0.0,2,"Dear @theicai, the optout option given by you is worthless. Not only being covid +ve is a prblm, there are many post covid complications which are affecting people. y is it necessary to be covid positive after the notifcatin.. is dis all a joke to you.? #ICAI #ICAI_DENIES_JUSTICE",en
314,its_me_j2,2021-06-23 01:29:37 India Standard Time,0.0,0.0,2,Myanmar Junta Officials on Bangladesh Border Test COVID-19 Positive  https://t.co/FNNqwJfyQU,en
315,sec_thoddoo,2021-06-23 01:12:02 India Standard Time,0.0,0.0,0,✳️ COVID-19 Live Updates: 22/06/2021  @thoddoo_hc  https://t.co/oAR3a9NMvK,en
317,drjamalul,2021-06-25 05:26:17 India Standard Time,0.0,0.0,0,Singapore Outlines Roadmap To Living With Endemic Covid-19  https://t.co/a5B3FieaMd,en
319,virdikuldeep,2021-06-25 04:56:13 India Standard Time,0.0,0.0,0,Hats off to @kunalkamra88 . 'Modi Caused a 'Covid Massacre'  https://t.co/5gfCstrLM8,en
321,zaimhq,2021-06-25 04:24:55 India Standard Time,0.0,0.0,0,"To think that the Covid 19 virus cannot survive for more than 10 days without a new host body. But never mind, we can keep on doing the same thing but changing the name and hope it works out differently.  https://t.co/N1A5DpPXj6",en
324,shubhamdutta01,2021-06-25 04:04:05 India Standard Time,0.0,0.0,1,#StaySafeStayHealthy   If  you all  have any questions related to COVID-19 or Covid Vaccinetion go to  https://t.co/lOm3Z9Lk15 You can alo mail at technicalquery.covid19@gov.in Or if You are belonging form Jharkhand and using Twitter then tweet @jharkhand181  #ExpertsKiSuno,en
326,cscandroth_kara,2021-06-25 03:03:36 India Standard Time,0.0,0.0,0,Covid details on 24.06.2021,en
328,jayanta13998620,2021-06-25 02:46:27 India Standard Time,0.0,0.0,0,"United Airlines, union agree against mandatory COVID-19 vaccinations for pilots  https://t.co/0xxW52fgh9",en
329,jayanta13998620,2021-06-25 02:46:11 India Standard Time,0.0,0.0,0,"Biden, Jill and Fauci hit road to combat COVID vaccine hesitancy  https://t.co/mh4N98moST via @MailOnline",en
330,jayanta13998620,2021-06-25 02:30:43 India Standard Time,0.0,0.0,0,Russia's south to demand tourists get vaccine amid COVID-19 surge  https://t.co/z79a12YEew,en
332,mishranikhil09,2021-06-25 01:56:16 India Standard Time,0.0,0.0,0,"Sir, just for info ...anyone who is meeting PM physically is required to go for rtpcr covid test a day before and negative report is mandatory to meet him. This protocol was followed and meeting happened today ...",en
335,nandishkumarpa1,2021-06-25 01:40:39 India Standard Time,0.0,0.0,0,Covid Vaccine First Does Complete 💉  https://t.co/wZZeTpo1kn,en
336,nicholas_gomez,2021-06-27 05:26:53 India Standard Time,1.0,6.0,14,"@MITImalaysia please don't #BLOCK me. I am a taxpaying Malaysian citizen highlighting an important matter regarding a struck off cosmetic doc Faizal Anwar taken on as @MARiiMalaysia covid ""Medical Advisor"". @AzminAli @limbanhong please help. The rakyat need answers not #BLOCKING.  https://t.co/zxIb0lKRdg",en
337,bhatiaglobal,2021-06-27 05:10:31 India Standard Time,0.0,0.0,1,"Walk in vaccination   Vaccination provides protection against Covid-19 hospitalisations. Covishield vaccination is available for all the adults above 18 years of age at Bhatia Global Hospital &amp; Endosurgery Institute,Ambika Vihar780/- 9.00am-5.00pm Carry your Aadhar/PAN card.",en
343,travelingcrypto,2021-06-27 04:32:43 India Standard Time,7.0,2.0,69,It was an honor to meet everyone at our first international meetup in Dubai. Unfortunately due to Covid rules we couldn’t have more than 10 people but I appreciate it nonetheless 🙏 Next one coming soon!  https://t.co/Hk56DosDEH,en
344,jamesmk93,2021-06-27 04:29:56 India Standard Time,1.0,0.0,1,getting covid vaccine soon and im pretty drunk. gunna drink more so i dont remember i got it,en
345,vishnoisays,2021-06-27 03:45:34 India Standard Time,0.0,0.0,0,Taiwan Confirms First Local Covid Cases of Delta Variant  https://t.co/lDIghJdIts,en
346,avijit_patnaik,2021-06-27 03:30:57 India Standard Time,0.0,0.0,1,@closeappindia Happy to help to beat third wave!  #TheCoronasaurusStories #Covid19 #Coronavirus #stories #books #bookreview #bookstagram #booklover #kindlebooks #amazonbook #covidindia #covid_19 #CoronaCheck #CovidVaccine #book #BookReview #readingcommunity #romance #pandemic #Corona  https://t.co/YXo67zetwF,en
347,hathodapost,2021-06-27 02:54:30 India Standard Time,1.0,0.0,2,"For spreading covid 19 varient, just now we stopped this both discos late night , there were more than 500 youths violating covid pandemic rules. Why should we suffer more lockdowns due to this violations, kindly stop immediatly all suchactivities. @CMOMaharashtra @Dwalsepatil",en
348,t_rishabrawat,2021-06-27 01:33:30 India Standard Time,0.0,0.0,0,"Chadwick Falls #chadwickfalls #forest #shimla #lucknow #uttarpradesh #uttarakhand #google #instagram #facebook #covid #covid_19 #indiranagar #newpost #viralpost #first #sundayfunday @ Chadwick Falls, Shimla  https://t.co/cm7Nsfv1lU",en
350,leenacricket,2021-06-27 01:13:54 India Standard Time,1.0,0.0,2,She’s absolutely brilliant ! And it is a direct failure of FO Pak when UAE allows Indians to enter and we’re not allowed inspite of being at a better position vis-à-vis COVID ! IK should stop talking abt women’s clothes and concentrate elsewhere!,en
355,am1996x,2021-06-27 01:06:35 India Standard Time,1.0,2.0,5,"Just had the worst on call since I started in Covid wards, this wave is unlike anything we’ve experienced the past year, please get vaccinated...   والله نصيحة من قلب",en
1,pironbhuiyan,2021-06-05 19:18:36 India Standard Time,2.0,2.0,1,"Dear all  We Green Corporation from Bangladesh, we are able to supply Amphotericin B liposomal injection and Remdesivir 100mg from Bangladesh,  Interested person can buy individual or commercial as their needs.  WhatsApp +8801711985508 #liposomalamphotericinb #Remdesivir #COVID19  https://t.co/Ts106vQw3O",en
10,loadof1,2021-06-04 05:18:39 India Standard Time,0.0,0.0,0,This not medical attention this is hunger games and the Remdesivir medication being given to any person below the 65year old age. Fuck all you all🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿,en
12,sheetalmadan2,2021-06-03 23:40:13 India Standard Time,0.0,0.0,0,"Why was it not made public initially? When WHO has removed Remedesevir inj from treatment protocol, why is it adminstered ? Visakhapatnam: Drug control officer says DCGI gave permission to extend Remdesivir injections expiry date upto 12 months  https://t.co/Kd73ZjzCLi",en
13,obaiahprof,2021-06-03 18:35:00 India Standard Time,0.0,1.0,0,"@drashwathcn @BSYBJP @BJP4Karnataka @PMOIndia @narendramodi @PIBBengaluru @ddchandanabng @airnews_bang @OfficeofAshwath @DVSadanandGowda Nice @drashwathcn in taking stock of drugs procurement and distribution with the authorities, specially #Remdesivir and black fungus status, and @drashwathcn Opined to be ready for any eventualities due to 3rd wave in anticipation.All the best @drashwathcn Sir.",en
14,jaideepstoi,2021-06-03 17:45:12 India Standard Time,0.0,1.0,0,"#remdesivir @DHFWKA instructs all pharma distributors to procure Remdesivir 💉 directly from pharma companies as per rules, stops it's procurement through KPME portal, hospitals/people to buy it from distributors as per price control rate. @mla_sudhakar @KarnatakaVarthe @PTI_News  https://t.co/iuCbJKk0cQ",en
15,sujay365,2021-06-03 15:40:32 India Standard Time,0.0,0.0,0,Hmm sad ...  Ps - who was that guy from Mumbai who got ready supplies for remdesivir &amp; who was that from Delhi who had all drugs + oxygen cylinders ... My memory is little poor na - am a common man na.,en
16,manojtjha,2021-06-03 15:23:10 India Standard Time,0.0,1.0,0,@rajeshtope11 Sir why not proceed against @BJP4Maharashtra leaders @Dev_Fadnavis for similar offence he was committing in arranging  #remdesivir from Gujarat firm? @OfficeofUT @Dwalsepatil @AslamShaikh_MLA  https://t.co/xA2FxyikNq,en
23,nitinsi16996363,2021-06-01 17:27:17 India Standard Time,0.0,0.0,0,@drharshvardhan sir plz we need to ur help Remdesivir injection in Haridwar Ramakrishna mission sewashrama Mr sukhdev singh plz help sir 🙏,en
25,mukeshpatani,2021-06-01 15:19:01 India Standard Time,0.0,0.0,0,@ArvindKejriwal @msisodia @RahulGandhi @AmitShah @drharshvardhan @yogrishiramdev @ZeeNews @republic #remdesivir demand is finished! WHO has removed it from the list of medicines for treatment of corona! अब ये लोग कहा जाके छाती कूटेंगे?,en
26,mohitgupta1962,2021-06-01 10:51:25 India Standard Time,0.0,0.0,0,"10 days on . Eight days in hospital . A course of remdesivir, steroids and constant insulin doses , Savita Sharma is back home. God is great . Showing victory sign on discharge.  https://t.co/XODMYcJA5E",en
27,keethu1696,2021-06-01 10:14:06 India Standard Time,0.0,0.0,0,Remdesivir is not a miracle DRUG 🦠🧫  All Drugs are not made in HEAVEN 😎  Drugs are made from the HERBS 🌱🌵🪴🌿🌴 @ Kadiyam  https://t.co/fMA5Ls4exL,en
28,raahat25236487,2021-06-01 06:51:46 India Standard Time,1.0,0.0,0,@nitin_gadkari @PiyushGoyal this will b a relief to be used in future years in small portions.But big mental relief. Also party leaders seen in remdesivir n vaccine sales but not in help. The party chief saying ukaad phekenge. The Dhankar sitting to disturb.,en
29,askdrak,2021-06-09 11:08:31 India Standard Time,0.0,0.0,0,"#Remdesivir should be provided by Hospitals and patients relatives/attendants cannot be asked to procure the same, will bring relief to many. To be used selectively in moderate to severe cases only within 7-10 days of illness. As per advisory issued by @MoHFW_INDIA dt 07/06/21.",en
30,ankitmishra097,2021-06-09 10:23:29 India Standard Time,0.0,0.0,0,"Kenya didn't had Remdesivir, medical oxygen, injections..all it had was food grains so it sent that to register itself in history as a significant friend  This is story of Kenya..a tribal country  @IndiainKenya @DrSJaishankar  https://t.co/sGMmNWdlVX",en
31,scientists360,2021-06-07 20:52:19 India Standard Time,0.0,0.0,4,"Mucormycosis - The Post Covid-19 Infection : The most common form of mucormycosis in COVID 19 patients is pulmonary mucormycosis, closely followed by Rhinocerebral mucormycosis. Glucocorticoids and Remdesivir are some of the only drugs that have been beneficial in COVID 19.  https://t.co/Pgn7aZ3K9U",en
33,drsaimakhan3,2021-06-07 09:50:16 India Standard Time,3.0,0.0,3,"Advised to exercise extreme caution when ordering Remdesivir—“as this is only an experimental drug and has a potential to harm.” Romance with remdesivir is over. This is unbelievable! Full page on steroid and anti-coagulants.Sensible, straightforward advice on steroid: (6/n)",en
34,drsaimakhan3,2021-06-07 09:47:56 India Standard Time,1.0,0.0,2,“Exercise extreme caution when ordering an HRCT.” Full page on HRCT. When HRCT is needed; 4 bullet points on why routine HRCT shouldn’t be done and 4 bullet points on when HRCT should not be ordered!Full page on Remdesivir and Tocilizumab.(5/n),en
36,pankajyotee,2021-06-06 14:15:34 India Standard Time,0.0,0.0,0,"@ZeeNewsEnglish @ArvindKejriwal @msisodia  because black marketing of pitza is not possible as it was case of oxyzen cilinder, remdesivir, oxyzen concentrators in your regime and by your goons . Sorry, your plans for black marketing of ration is failed. Better luck next time..!!!",en
43,jehlamtimes,2021-06-12 16:21:25 India Standard Time,0.0,0.0,4,"GST Council cuts tax on Covid meds, equipment's  NEW DELHI: The GST Council on Saturday slashed the tax rate on COVID-19 medicines such as Remdesivir and equipment like oxygen concentrators and medical grade oxygen.  https://t.co/MB3PWJUM2Z",en
46,shetty_kc,2021-06-10 10:43:26 India Standard Time,0.0,1.0,1,This is how Karnataka BJP are cheating in State  ★ cheating on drought relief ★ Cheating on GST ★ Cheating at PM Cares ★ Cheating on Remdesivir ★ Fraud in Oxygen ★ Cheating on Amputation ★  cheating on vaccines  The state's 25 MP'S are Hiding at home.  #BJPFailedKarnataka,en
47,sudh_wdn,2021-06-17 09:56:25 India Standard Time,0.0,0.0,0,Bombay High Court has Ordered Investigation against Actor Sonu Sood and Congress MLA Zeeshan Siddiqui on Criminal Complaint of Alleged Remdesivir Black Marketing during Pandemic.,en
48,station_vu2ikk,2021-06-16 23:37:24 India Standard Time,0.0,0.0,0,@IndiaToday @sardesairajdeep Already ICMR Withdrew Several Drugs Remdesivir to Zinc Supplements.Corporates Minting Millions.Govts Uncertainty On Drugs &amp; Vaccines Playing With Precious Lives Leading Controversial RTI.Obviously Evident D Natural Immune Mechanism Saving Lives Beyond Unclear Medical Procedures  https://t.co/BUcGeiJf88,en
50,tezpurbuzz,2021-06-16 21:41:13 India Standard Time,0.0,0.0,6,Bombay HC asks state government to find how Sonu Sood and Zeeshan Siddiqui procured Remdesivir  https://t.co/2DXZUvOW3Q,en
52,aamirkh34790860,2021-06-16 13:09:40 India Standard Time,0.0,0.0,0,Those who want #Remdesivir inj contact me on this 7700028143 We have 2 vials  https://t.co/S7SYNqKxbN,en
54,narsibenwal,2021-06-16 11:55:08 India Standard Time,1.0,7.0,2,"Troubles for @SonuSood &amp; @zeeshan_iyc as #BombayHC asks @CMOMaharashtra to 'seriously check their incriminating roles' in providing #Remdesivir to people through social media.  Criminal case lodged against a Trust through which Zeeshan supplied the drug, HC Told  @fpjindia",en
55,lancelot_pinto,2021-06-16 11:17:34 India Standard Time,1.0,1.0,3,"And by extension, there may be a role for antiviral drugs such as Remdesivir when used in this phenotype of hospitalized individuals who for some reason, haven’t mounted an immune response n/n @cspramesh @spkalantri @rkmjs1 @riteshpgi @ArvinderSoin @Parvaizkoul @DrJoyeeta",en
76,mohankumarl19,2021-06-25 13:29:38 India Standard Time,0.0,0.0,0,"@ThanthiTV Remdesivir,ventilator,oxygen,ICU bed,ambulance, burial, river burial, vaccine, vaccine queue, token, ...? How many do you have? What? Tokens or tricks?",en
77,ashish_ramola,2021-06-24 21:01:04 India Standard Time,0.0,1.0,5,March - Remdesivir - Sold out April - oxygen cylinder - sold out May - hospital bed - sold out  June - shimla/kasauli - sold out July - mussoorie/nainitaal - sold out Aug - goa - sold out  #justsayin  #COVID19India,en
78,tusharsy,2021-06-24 19:08:37 India Standard Time,0.0,0.0,1,"March , April , May   Remdesivir - not available  Oxygen cylinders - not available  Hospital Beds - not available   June / July   Shimla - Sold out ! Mussoorie- Sold out ! Manali - Sold out !  SPIRIT OF INDIA 🙂😛😍🙂😍😛",en
81,arunprasadsinha,2021-06-24 12:55:15 India Standard Time,0.0,0.0,0,"Instead of managing Covid tactfully , BJP leaders and PM got involved with various scams related to covid relief !   PM care fund scam ventilator scam Remdesivir scam PPE scam oxygen cylinder scam ambulance scam Vaccination scam 4 lakh compensation scam  #4LakhJumlaTha",en
84,imwadhwa,2021-06-23 20:47:18 India Standard Time,0.0,0.0,0,"March, April , May   Remdesivir - not available  Oxygen Cylinders - not available  Hospital Beds - not available   June /July   Shimla - Sold out ! Mussoorie- Sold out ! Manali - Sold out ! Goa- Sold out !  SPIRIT OF INDIA Racing towards 3rd Wave !",en
90,karthikpgsbabu,2021-06-18 09:01:15 India Standard Time,0.0,0.0,0,"@RAKRI1 From S. Karthikeyan. Sir, Like in Remdesivir if there is black market sales of Amphorecin B, here also same action by goondas act may be taken,Sir.  https://t.co/5awHaBhvbM",en
