,created_at,username,tweet,language,replies_count,retweets_count,likes_count,Userhandle
14,2021-03-01 21:15:41 India Standard Time,just_shutup_yrr,Fawad Ahmed a Pakistani Australian cricketer playing for Islamabad United in PSL6 tested positive for Corona today...!! May he Get well Soon...!!🌸 #IUvQG #QGvIU  https://t.co/Ljj5p2u6jQ,en,0.0,1.0,5.0,
15,2021-03-01 21:14:35 India Standard Time,jandegr17028628,"@umarebru Ik heb ook op face book de vraag gesteld, of mensen zich willen melden die Corona hebben of hebben gehad, maar ook daar heb ik nog nooit antwoord op gekregen.",nl,0.0,0.0,0.0,
16,2021-03-01 21:13:54 India Standard Time,nilimas15,corona update: अकोला: सावधान: आज दिवसभरात ४६३ पॉझिटिव्ह रुग्ण   अधिक माहितीसाठी खालील लिंकवर क्लिक करा👇🏼  https://t.co/V605YcN3ld,mr,0.0,0.0,1.0,
17,2021-03-01 21:13:45 India Standard Time,arsalanhzx,"@cutieepieee252 Nope  Postpone hogia h kal tak,  Fawad Ahmad ka corona test positive agia h is lye😭",in,1.0,0.0,1.0,
18,2021-03-01 21:11:32 India Standard Time,ravi1225,@sudhirchaudhary Sirjee do a show on Petrol hike and cylinder price hike...We know our @PMOIndia Modi saab he can  do anything as he did for corona injection.,en,0.0,0.0,0.0,
19,2021-03-01 21:09:51 India Standard Time,me_wajahat_hoon,One Corona Positive Case In Team Of Islamabad United  Ly Others:-  https://t.co/q2bJs8XGsy,en,0.0,1.0,1.0,
20,2021-03-02 04:48:05 India Standard Time,vramankumar,@narendramodi I salute to Our Honourable PM Modiji for leading from the front and getting our own Vaccine innoculated is  truly inspiring Person Myths about Vaccine.are totally vanished from our country I salute to you Sir for your dedication and commitment to make our India free From Corona,en,1.0,0.0,0.0,
21,2021-03-02 04:34:57 India Standard Time,alharer999,@tasi_corona الاسماك الاسماك الاسماك الاسماك الاسماك الاسماك الله يرحم والديك ماهو الحل متعللللللللللللللق فيها وكل اسهمي وراس مالي فيها,ar,0.0,0.0,0.0,
22,2021-03-02 04:12:53 India Standard Time,dikasauruss,"Selamat Ulang Tahun Wabah Corona,mari mengocok dalgona sekaligus nimbun masker di rumah",in,0.0,0.0,0.0,
23,2021-03-02 01:46:48 India Standard Time,shivaroy,"The deadlier virus than corona virus is the human moron virus. You find them lurking around social media, infecting people with potent doses of misinformation! Symptoms: 0 facts, no data &amp; evidence, no sources, only biases &amp; misplaced nationalism. Oops missed verbal diarrhoea!",en,0.0,0.0,0.0,
24,2021-03-02 00:58:13 India Standard Time,aksheedhaider,@onslaughtiscool They already know that corona is gonna happen so they are wearing a face mask for beauty and safety 😂,en,0.0,0.0,2.0,
25,2021-03-02 00:22:00 India Standard Time,mlk_amg,le corona il existe vraiment pas ici,fr,1.0,0.0,15.0,
26,2021-03-01 23:56:08 India Standard Time,muhaiskandar,@infoPontianak lebih sadis kebanding corona. nyata engapnya🥲,in,0.0,0.0,0.0,
27,2021-03-01 23:39:24 India Standard Time,bardoliguide,Corona Vaccine taken by Top Indian Politicians today .  #indianpolitician #india #corona #covi̇d19 #coronaupdates #coronapositive #coronavirus #coronavaccine  https://t.co/uJnGgiPRGT,en,0.0,0.0,0.0,
28,2021-03-01 23:17:12 India Standard Time,birajkarjee,Corona Virus is less Dangerous than Modi Virus.  Now Covid 19 Virus penetrating into Another Virus. Which will become more  Dangerous for the Country.  Why he is not wearing Mask ??.,en,0.0,0.0,0.0,
29,2021-03-01 22:32:00 India Standard Time,androngg,Happy anniversary 1 year corona 🎉🎉🎉🎉  https://t.co/l8X00Wy7vz,en,0.0,0.0,0.0,
30,2021-03-01 21:49:39 India Standard Time,arsalanhzx,"@psycho_pathan Nope  Postpone hogia h kal tak,  Fawad Ahmad ka corona test positive agia h is lye😭",in,1.0,0.0,1.0,
31,2021-03-01 21:49:14 India Standard Time,dainiksaranjana,उत्तर प्रदेश ब्रेकिंग  आज मिले 87 कोरोनावायरस के मरीज वही गौतम बुध नगर में केवल 4 कोरोनावायरस के मरीज मिले #APMC_एक्ट_मजबूत_करो  #कोरोना_वैक्सीन  #किसान_एकता_जिंदाबाद  #Corona  https://t.co/KITvrnhoBS,hi,0.0,1.0,1.0,
32,2021-03-01 21:43:28 India Standard Time,lal_kameshwar,@narendramodi Congratulations sir .Hope our country is Corona free soon.,en,0.0,0.0,0.0,
33,2021-03-01 21:31:09 India Standard Time,drsreeramappa,"@PMOIndia  The concerned authorities of department of atomic energy &amp; NPCIL trying kill me like Rohit vemula and Dr.Payaldadvi by creating severe mental agony, that too Corona virus period, I am being medical officer",en,0.0,0.0,0.0,
34,2021-03-01 21:15:41 India Standard Time,just_shutup_yrr,Fawad Ahmed a Pakistani Australian cricketer playing for Islamabad United in PSL6 tested positive for Corona today...!! May he Get well Soon...!!🌸 #IUvQG #QGvIU  https://t.co/Ljj5p2u6jQ,en,0.0,1.0,5.0,
35,2021-03-01 21:14:35 India Standard Time,jandegr17028628,"@umarebru Ik heb ook op face book de vraag gesteld, of mensen zich willen melden die Corona hebben of hebben gehad, maar ook daar heb ik nog nooit antwoord op gekregen.",nl,0.0,0.0,0.0,
36,2021-03-01 21:13:54 India Standard Time,nilimas15,corona update: अकोला: सावधान: आज दिवसभरात ४६३ पॉझिटिव्ह रुग्ण   अधिक माहितीसाठी खालील लिंकवर क्लिक करा👇🏼  https://t.co/V605YcN3ld,mr,0.0,0.0,1.0,
37,2021-03-01 21:13:45 India Standard Time,arsalanhzx,"@cutieepieee252 Nope  Postpone hogia h kal tak,  Fawad Ahmad ka corona test positive agia h is lye😭",in,1.0,0.0,1.0,
38,2021-03-01 21:11:32 India Standard Time,ravi1225,@sudhirchaudhary Sirjee do a show on Petrol hike and cylinder price hike...We know our @PMOIndia Modi saab he can  do anything as he did for corona injection.,en,0.0,0.0,0.0,
39,2021-03-01 21:09:51 India Standard Time,me_wajahat_hoon,One Corona Positive Case In Team Of Islamabad United  Ly Others:-  https://t.co/q2bJs8XGsy,en,0.0,1.0,1.0,
40,2021-03-03 01:43:46 India Standard Time,akale1221,Share this to everyone and tell them to wear mask and make social distancing #ボス恋 #MaharashtraGovernment #MaharashtraFightsCorona #COVID19Vaccination #MaharashtraAssembly #MaharashtraCoronaVirusUpdates #Corona @MumbaiPolice @shirditourism @OfficeofUT @CMOMaharashtra,en,0.0,0.0,0.0,
41,2021-03-03 01:26:32 India Standard Time,rebealanees,"@KTRTRS garu @trsharish garu,   THESE CONTRACT HAS BEEN GIVEN BY  COMMISSION PERSON SHESHIDHAR, BUT ON AUGUST 22ND 2019 STEAL AS GONE FOR REPLACEMENT BCZ IT WAS RUSTED  AND THESE PEOPLE KEPT US UNDER DARK SAYING  STEAL IS UNDER PROCESS TO WAIT, AFTER CORONA LOCKDOWN IN YEAR 2020",en,0.0,0.0,1.0,
42,2021-03-03 01:14:50 India Standard Time,aurgho_,"While the cab crossed park Street, I didn't see the outlet. Huh? They shut shop? When? How? Corona? Another one?   Questions swerved my mind as the intense summer heat just battered the city.",en,1.0,0.0,1.0,
43,2021-03-03 01:02:41 India Standard Time,singhvikram04,"Donate Sanitary Napkins to underprivileged women.  It is estimated that over 80% of all women in India do not have access to sanitary products and they struggle a lot during their menstruation.Due to Corona and Lockdown, even feeding becomes a question for underprivileged women",en,1.0,0.0,2.0,
44,2021-03-03 00:52:57 India Standard Time,purshottamwagh4,@Adani_Elec_Mum That half part of money rs:19080 +balance security  deposit (cash)= rs:1380 you taking from me is totally opposite to the  rule of Corona period  but how does the money comes from you don't no ..... I taken a loan to pay this electricity bill.........🙏🙏 because it's my parpas..  https://t.co/dbLVoSloMJ,en,1.0,0.0,0.0,
45,2021-03-03 00:24:58 India Standard Time,drvikaspadha,Please motivate elders in our homes to take #COVID19 vaccine. This single step is going to save many precious lives . Please don't pay attention to rumours being spread about #COVID19 vaccines . Lets convert this fight against Corona into a grand victory! #COVID19Vaccination 🇮🇳,en,2.0,5.0,31.0,
46,2021-03-02 23:30:31 India Standard Time,shuklarajinc,@sanjaynirupam Video dekh ke Ab Corona nhi hai,hi,0.0,0.0,0.0,
47,2021-03-02 23:18:48 India Standard Time,__namansharma,Traders flout Covid-19 guidelines; claim the disease is a myth   Check out my story on Thesoftcopy @iijnmbangalore    https://t.co/RaJH7Ukain    #corona #heath #bangalore,en,0.0,1.0,2.0,
48,2021-03-02 23:16:08 India Standard Time,bhartiy17837817,"@anandmahindra Anandji if I had given a chance to build a mobilehome,my almost four year research &amp; experience would present a wonderful product that I designed with love you'll never regret.During corona lockdown I enquired from your Hyderabad dealership but none were interested",en,0.0,0.0,0.0,
49,2021-03-02 23:14:08 India Standard Time,pugalia_madan,"#malaikaarora Mumbai tatha Maharashtra ko Kisi ka nazar lag gaya hai,  Yeh Corona jald hi dafa ho jayegaa,  GANPATI BAPPA jald hi aapne aashirvaad se sab sankat door kar denge, sirf sabdhanta ki jaroorat hai,  GOOD NIGHT.",hi,0.0,0.0,0.0,
50,2021-03-02 23:11:19 India Standard Time,rahmanatikur030,Fir se corona ka drama start kr diya godi media ne Kyun ki kisan pichhe nhi hat rhe h .,in,0.0,0.0,1.0,
51,2021-03-02 23:04:03 India Standard Time,challa_gk,@narendramodi May his soul rest in peace.Have knowledge of Corona prevention as mark of respect for this great leader of India,en,0.0,0.0,0.0,
52,2021-03-02 22:44:11 India Standard Time,varunvgarg,इससे अच्छा तो corona हो जाए,hi,0.0,0.0,0.0,
53,2021-03-02 22:30:02 India Standard Time,journo_aman,Corona Vaccine will be available 29 private hospital too.. So don't rush ..Vaccine is not the window seat in the local train..everyone will get it ..  #Mumbai,en,0.0,0.0,1.0,
54,2021-03-02 22:10:28 India Standard Time,arunchadha6,"Respected Pope Francis plans to visit Iraq later this week. He has been warned of the rising 'Corona Virus' infections &amp; the fragile health care system.Iraq is the birth place of Abraham. His visit is also perceived as 'Veticans', relations bridging efforts with the muslim world.",en,0.0,0.0,0.0,
55,2021-03-02 22:02:45 India Standard Time,rjpinky935,Corona Virus se bhi khatarnaak Virus... Tony Virus 🙆😂  #oksorry 😂,hi,0.0,0.0,4.0,
56,2021-03-02 21:57:58 India Standard Time,anujmrr,"""CORONA Mukt Bharat"" ke liye we got our 1st  shot 💉 of COVAXIN. Thanks &amp; respect to our  @PMOIndia , GoI,Scientists, Doctors, 🏥 Hospitals &amp; all staffs 🙏 #Covaxin #COVID19Vaccine #IndiaFightsCorona  #COVID19India  https://t.co/3lpUOsCTPn",en,0.0,2.0,2.0,
57,2021-03-02 21:54:49 India Standard Time,drashokcshah1,"RESP . PM ,THE BEST  PM AFTER INDEPENDENCE...I SALUTE YOU FOR RESPECTING OUR SCIENTISTS BY CORONA VACCINATION DEVELOPED BY OUR SCIENTISTS....THANK YOU SIR.",en,0.0,0.0,0.0,
58,2021-03-02 21:47:50 India Standard Time,huber2017walter,Twitter will Falschinformationen über Corona-Impfungen kennzeichnen - Aktie schwächer   https://t.co/mNOspL77sd  https://t.co/k1AoSQbUyA,de,0.0,0.0,0.0,
59,2021-03-02 21:33:10 India Standard Time,rajiv2907,"@shanthak71 The elite can party cos they are all vaccinated and corona free,",en,0.0,0.0,1.0,
60,2021-03-04 03:04:00 India Standard Time,nehasomani5,@KDMCOfficial  I am unable to find center records available for Corona vaccination-Phase 2 for the pincode 421102 under KDMC Block in cowin portal.  Please guide further to avail this facility of Vaccination at the earliest.,en,0.0,1.0,0.0,
61,2021-03-04 01:30:44 India Standard Time,maryamhome,I was at that concert... I couldn't belive my eyes that Pablo was right there... I can't wait until this corona nightmare is over so we could all celebrate o ce again... #2yearsago,en,0.0,0.0,1.0,
62,2021-03-04 01:20:12 India Standard Time,vkhoraskar,Only if you got in deep trouble know corona pandemic  https://t.co/gtLtSuMglm,en,0.0,0.0,0.0,
63,2021-03-04 00:49:44 India Standard Time,mahendrsinh896,Today corona vaccine (covishield) 2nd dose completed thanks to Gov. of Gujarat and Gov. of India. Thank you narendra modi🙏🙏🇮🇳🇮🇳🇮🇳  https://t.co/6SPTH8HrHH,en,0.0,0.0,1.0,
64,2021-03-04 00:33:41 India Standard Time,gallinews,"Is #Mumbai Free from #Corona ? @AnilDeshmukhNCP  For marriage Not More than 50 people, Didn't @OfficeofUT ask common people Lockdown lagana hai ki nahi? @OfficeofUT #uddhavthackeray  Who Gve Film Shooting Permission? @CPMumbaiPolice @MumbaiPolice  @Dev_Fadnavis @KiritSomaiya  https://t.co/cFGnSdmI0J",en,1.0,2.0,11.0,
65,2021-03-04 00:02:02 India Standard Time,pranavsurana1,@DhoniGallery @ImShreya21 @msdhoni Isn't it dangerous as still corona isnkot completely over and also @msdhoni  will be joining camp. Please we don't wanr any bad news like previous year from @ChennaiIPL  camp,en,0.0,0.0,0.0,
66,2021-03-03 23:57:45 India Standard Time,anijust4ol,@CMCCuttack Not done in ward no 17 after corona so please kindly do such operation in ward no 17. Buxi Bazar Police lane regiment Block back of Hanuman Mandir near club n club. Kindly mam @AnanyaDasIAS &amp; @CMCCuttack a humble request.,en,0.0,0.0,0.0,
67,2021-03-03 23:16:35 India Standard Time,mohithdas05,"Arnab Goswami, latha didi, kangana, Sachin.. hope Aghadi keeps Maharashtra police as caged parrot. Only achievement Corona number 1 in India.",in,0.0,0.0,1.0,
68,2021-03-03 23:15:15 India Standard Time,bardoliguide,Today's Corona Updates of Bardoli Nagar-Taluka ..  #bardoli #covid19 #coronavirus #coronavaccine #coronaupdate #bardolicorona #stayhomestaysafe #bardoliguide  https://t.co/iERTQAU13Q,en,0.0,0.0,0.0,
69,2021-03-03 23:13:16 India Standard Time,deepak22217100,Aisa hai bharat garibo ko corona me paise celebrity ne diya par garibo ko nhi bata kha gye kha gye  or ap bhi loot rhe hai kha se humre india me garib kaam hoghi,hi,0.0,0.0,0.0,
70,2021-03-03 21:49:35 India Standard Time,psomase83778770,@AudimulapSuresh Kindly take a favourable decision towards our 98 dsc unemployed sir. During corona lock down many of us lost their private jobs sir. Those who are working are also not drawing their actual salaries sir. We are qualified teachers sir. Please  dont do like sri CBNsir please save us  https://t.co/jzOnTPWUN1,en,0.0,0.0,1.0,
71,2021-03-03 21:45:25 India Standard Time,jempollll,Liburan perdana selama Corona. Nah skrg saatnya kembali ke rutinitas.  https://t.co/LQHVEGWtWs,in,0.0,0.0,0.0,
72,2021-03-03 21:30:11 India Standard Time,polsek_badau,#infopolsekbadau @poldababel • • • • • • Pemerintah menggalakkan vaksinasi COVID-19 agar Indonesia bisa segera bebas dari Virus Corona. Seluruh masyarakat akan mendapatkan vaksinasi gratis secara bertahap.   #VaksinasiAnggotaPolri Terbentuknya Herd Immunity  https://t.co/OUinUrCmc2,in,0.0,0.0,1.0,
73,2021-03-03 20:43:40 India Standard Time,akashsa50060935,"@oyorooms I was also in oyo ,I worked in corona time also even when no one was ready to work at tht time. After that when things were getting normal at that time company asked for Resignation. yes this was reward for my loyalty 🙏 Now plz don't post thing like this , it hurts @riteshagar",en,0.0,0.0,0.0,
74,2021-03-03 20:18:10 India Standard Time,neel_misra_,"Just when I  thought the number no of cases of corona deaths are dropping, my friend of last 13 years, lost the battle to covid. no words",en,2.0,0.0,0.0,
75,2021-03-03 20:15:41 India Standard Time,kamrankhail,@rayan_khanppp @BBhuttoZardari @KasimGillani corona pakistan mai nai hai turkey mai hai 😂😜,it,0.0,0.0,0.0,
76,2021-03-03 20:13:47 India Standard Time,ranashujarehman,"@MIshaqDar50 Ap bhi ghar wapis aein.  Foran, bahir Corona hy.",in,0.0,0.0,0.0,
77,2021-03-03 20:01:30 India Standard Time,garima90,@satishacharya Got my signed copy of *Go Corona Go* today!! Looovvedd it 💕 Keep up the Awesome Work !! 👍  https://t.co/jC4eYYWRL8,en,0.0,0.0,0.0,
78,2021-03-03 19:35:36 India Standard Time,nilimas15,corona update: Akola: आज दिवसभरात ४३१ पॉझिटिव्ह रुग्ण;१ मयत  अधिक माहितीसाठी खालील लिंकवर क्लिक करा👇🏼   https://t.co/3tXBQ840zM,mr,0.0,0.0,1.0,
79,2021-03-03 19:06:02 India Standard Time,vizaglocalwire,Rise in COVID cases.  #COVID19 #AndhraPradesh #Visakhapatnam #Vizag #LocalwireApp #Localwire #Corona #Covid #WearMask #SocialDistance  https://t.co/zWw3YRxOYK,en,1.0,3.0,5.0,
80,2021-03-05 03:37:18 India Standard Time,arshadyousafzy,الحَمْدُ ِلله کرونا سے نجات مل گیا۔ There is one consolation in being sick; and that is the possibility that you may recover to a better state than you were ever in before #covid #coronavirus #corona #staysafe #stayathome #lockdown #Recvered #quarantine #SocialDistance  #healthy  https://t.co/OVSZcGe0Lr,en,0.0,0.0,0.0,
81,2021-03-05 01:58:24 India Standard Time,rohitdilipyada1,As per the guidelines of @CMOMaharashtra masks were being distributed on the backdrop of rising corona in the city and areas nearby to aware the people under the guidance of mla @iYogeshRKadam.  https://t.co/7r2ltSkxuT,en,0.0,0.0,0.0,
82,2021-03-05 01:00:29 India Standard Time,khanluqman14,"@TOIDelhi @LambaAlka There is no corona in Hindutan, all is politics now",en,0.0,0.0,0.0,
83,2021-03-05 00:22:04 India Standard Time,55659754bhaskar,@The_veenaD @MrsGandhi NM ...man of destroyer.... Corona . ..game changer of NM régime....,fr,0.0,0.0,1.0,
84,2021-03-05 00:12:45 India Standard Time,shubham9588,@Mehak_Sareen Third cog - political rallies! Their ain’t no corona when this is happening!,en,1.0,0.0,0.0,
85,2021-03-04 23:53:58 India Standard Time,raviambedkar13,"तूम उसे छू लो और वो तुम्हारा  हो जाए,*   इतनी वफ़ा तो सिर्फ Corona के पास है !  😂😂😀",hi,0.0,0.0,1.0,
86,2021-03-04 23:40:22 India Standard Time,mimi_adel,Can’t remember the last time I’ve been to a proper restaurant. #corona😾,en,0.0,0.0,0.0,
87,2021-03-04 23:24:43 India Standard Time,shanu_alok,"@aanganwadiawwup @bjpswatisingh @UPGovt @smritiirani @myogiadityanath @PMOIndia @narendramodi @anandibenpatel govt paying 150rs/day to @DelhiIcds worker in UP. Is this justifiable❓  They have #jangadna , #polio , #corona_survey, #election_duty and many more.   @icds_up  are you doing justis with Anganwadi worker  @WHO @WorldBank @WorldBankIndia @CMOfficeUP @UPGovt",en,0.0,1.0,2.0,
88,2021-03-04 23:22:44 India Standard Time,shanu_alok,"@PinkiTy70939894 @AnganwadiKanpur @narendramodi @anandibenpatel govt paying 150rs/day to @DelhiIcds worker in UP. Is this justifiable❓  They have #jangadna , #polio , #corona_survey, #election_duty and many more.   @icds_up  are you doing justis with Anganwadi worker  @WHO @WHO_Europe @WorldBank @WorldBankIndia",en,0.0,0.0,1.0,
89,2021-03-04 23:21:27 India Standard Time,shanu_alok,"@VinayVe76008647 @AnganwadiKanpur @anandibenpatel govt paying 150rs/day to @DelhiIcds worker in UP. Is this justifiable❓  They have #jangadna , #polio , #corona_survey, #election_duty and many more.   @icds_up  are you doing justis with Anganwadi worker",en,0.0,0.0,0.0,
90,2021-03-04 23:21:14 India Standard Time,shanu_alok,"@aanganwadiawwup @AnganwadiKanpur @myogiadityanath @bjpswatisingh @anandibenpatel govt paying 150rs/day to @DelhiIcds worker in UP. Is this justifiable❓  They have #jangadna , #polio , #corona_survey, #election_duty and many more.   @icds_up  are you doing justis with Anganwadi worker",en,0.0,1.0,4.0,
91,2021-03-04 23:21:03 India Standard Time,shanu_alok,"@VinayVe76008647 @AnganwadiKanpur @narendramodi @bjpswatisingh @myogiadityanath @smritiirani @anandibenpatel govt paying 150rs/day to @DelhiIcds worker in UP. Is this justifiable❓  They have #jangadna , #polio , #corona_survey, #election_duty and many more.   @icds_up  are you doing justis with Anganwadi worker",en,1.0,2.0,6.0,
92,2021-03-04 22:59:30 India Standard Time,rashiddoula,Corona virus update  04.03.2021  https://t.co/SGcZe48Gns,en,0.0,0.0,0.0,
93,2021-03-04 22:58:40 India Standard Time,mq_hamza,Corona k shikar hona wali 1 family ki kahani wear mask guys may Allah protect us,tl,0.0,0.0,0.0,
94,2021-03-04 22:47:28 India Standard Time,sanat9496,"Wah modi ji wah students ke pepar lene ke liye corona h aur chunav ke liye corona nhi h ,  https://t.co/kehlVYqHiM",hi,0.0,0.0,2.0,
95,2021-03-04 22:46:17 India Standard Time,aviralpathak11,कोरोना काल में सराहनीय योगदान देने ले लिए जिलाधिकारी महोदय द्वारा प्रशस्ति पत्र प्रदान किया गया है। #I_Am_a_corona_worrier  #thankusomuch  @Vikasayodhya1 @dmayodhya  https://t.co/4nZnVzTHFB,hi,0.0,0.0,3.0,
96,2021-03-04 22:43:50 India Standard Time,fahadj97,"اسوي مسحه للمره الثالثه على التوالي 🦠🧪 go Corona ,Corona go  https://t.co/z1zvqaLmDO",ar,0.0,0.0,0.0,
97,2021-03-04 22:26:14 India Standard Time,newsdyle,@dckoderma @JharkhandCMO @MoHFW_INDIA @ManishHardwork1 @prdjharkhand @IprdKoderma Hope door to door person should be corona vacationed..,en,0.0,0.0,1.0,
98,2021-03-04 22:19:17 India Standard Time,ranjanv97069787,@PiyushGoyal भारत के माननीय रेल मंत्री श्री पियूष गोयल जी नमस्कार 22 मार्च 2020 corona काल में बन्द पड़े राजधानी एवं शताब्दी के बेस किचेन को खोलने का अनुमति दे। बहुत सारे स्टाफ बेरोजगारी के कगार पर आ गए हैं।,hi,0.0,0.0,1.0,
99,2021-03-04 21:51:04 India Standard Time,m__dutt,"@gabeenaa @76Shadabkhan 😀 ise nazar nahin, corona kahte hain.",hi,0.0,1.0,2.0,
100,2021-03-04 21:21:15 India Standard Time,rajboni,@koulrohit2016 @kunalkamra88 And they will come back again next month to give Rs 250 more for the next shot of  Corona Vaccine Shot...,en,0.0,0.0,0.0,
101,2021-03-04 21:11:16 India Standard Time,dprosirmaur,"*Sirmaur Corona Sample Details*   RTPCR pending 20, positive 4  RTPCR New 531, positive 0, Inprocess 48  Trunat 0  Sai hospital TNC 1, positive 0  Sai hospital RAT 0, Positive 0  RAT 147, positive 4  Total sample 679, Positive 8  Recovered 6  Active 38  #COVID19 #7pmmediabulletin  https://t.co/mXJPOraTk3",en,0.0,0.0,2.0,
102,2021-03-04 20:36:54 India Standard Time,fotedarnimmi,It's a request to u sir pls shut down all institutions for some time as the Corona cases r rising day by day now in schools today 1 case has been found in Jodhamal school Jammu ....one case in bishnah school and many teachers positive in Srinagar school @manojsinha,en,0.0,1.0,3.0,
103,2021-03-04 20:22:16 India Standard Time,ajitkumarkhan4,"কোভিশিল্ড vs. কোভ্যাক্সিন: কোন ভ্যাক্সিনে কী পার্শ্বপ্রতিক্রিয়ার সম্ভাবনা? - Covaxin Vs. Covishield : What side effects to expect from these anti-corona Vaccines?, Bangla News  https://t.co/6RRjBWLX19",und,0.0,1.0,0.0,
104,2021-03-04 20:15:50 India Standard Time,usmanazeeez,@Aatifa__a Corona is over 😁,en,1.0,0.0,1.0,
105,2021-03-04 20:09:53 India Standard Time,drashokcshah1,CONGRATES TO INDIAN SCIENTISTS FOR EFFECTIVE VACCINE AGAINST CORONA...TRUE INDIANS SALUTE THEM WITH RESPECT.,en,0.0,0.0,0.0,
106,2021-03-04 20:08:41 India Standard Time,sattamaljezani,Let's get the vaccine! (@ al-faisaliah corona examination center in Riyadh)  https://t.co/lyAKM6OVNq,en,0.0,0.0,0.0,
107,2021-03-04 20:05:41 India Standard Time,r_dhariwal,"@jitengajaria FB live se Corona Thik nahi hota..... Live FeedBack se hota hai....  Jo.apne ghar se bahar nikalne se darte hai, wo kya Corona ko Pradesh se bahar nikalenge....",hi,0.0,0.0,1.0,
108,2021-03-04 19:58:14 India Standard Time,imakshayshah,ભારતે કેનેડા ને corona vaccine આપી તેનો આભાર પ્રગટ કરવા બંન્ને દેશ ના ધ્વજ સાથે કેનેડા માં indian Canadians દ્વારા રેલી કાઢી.🇮🇳🇨🇦🇮🇳🇨🇦. @vijayrupanibjp @narendramodi @PMOIndia  https://t.co/LT5ByopNUM,gu,0.0,0.0,0.0,
109,2021-03-04 19:51:47 India Standard Time,ijaz_engr,@Emmad81 with more breaches and corona cases.,en,0.0,0.0,0.0,
110,2021-03-04 19:46:49 India Standard Time,pratiko65249496,Hats off to Central Govt and Govt of Gujarat in handling the corona crisis . The testing for covid and vaccination program needs to be appreciated. It’s not easy to do it on such a large scale.,en,1.0,0.0,2.0,
111,2021-03-04 19:36:19 India Standard Time,aliraja66722440,बंगाल से तो Corona गायब हो गया@Aajtaak,hi,0.0,0.0,0.0,
112,2021-03-04 19:34:23 India Standard Time,jaiminadhyaru,Got 2nd Dose of Corona Vaccine.Thanks for the certificate and would like to thanks our scientists and all the people who has made this possible.Thanks to @PMOIndia #ModiHaiToMumkinHai #COVIDVaccination #Covishield #CoronaVaccine  https://t.co/WAxNFdrhpI,en,0.0,0.0,1.0,
113,2021-03-04 19:16:39 India Standard Time,sachin_ruparel,"Indo - Canada Diaspora convey  their gratitude to India for their support by supplying corona vaccine, showcasing solidarity of both the countries through #TirangaRally both the flags of India and Canada.  @hirshah1 @Mayor_Bowman @narendramodi @JustinTrudeau  https://t.co/H3T6OZ5FDz",en,0.0,0.0,3.0,
114,2021-03-04 19:13:27 India Standard Time,svichare_30,@Pandey_kisshan @DeepakVerma6302 Go corona go 😂😂,es,1.0,0.0,1.0,
115,2021-03-04 18:28:27 India Standard Time,albaedan,◦اللي يستغرب ويسأل ليش الحالات زادت بالتزامن مع تطعيم كورونا؟  #كورونا #corona  https://t.co/dtpoyGoKbQ,ar,0.0,1.0,0.0,
116,2021-03-04 18:24:02 India Standard Time,frankahmad13,@TheSun COVID ANAL** --SWAB. ..  MADE IN RED- CHINA  Who to Believe Now .. SOURCE of *CORONA VIRUS BATS  DOGs. RATS in CHINA  President TRUMP'..Said China  WHO. ..Said Puzzle ?  I am DR.Frank Ahmad MD exSpecialist FamiLy GP AUSTRALIA  SHARE FRIENDs  Do NOT Like*.,en,0.0,1.0,2.0,
117,2021-03-04 18:22:27 India Standard Time,hrithikchauras3,@cmohry Sir pahle students ke bare me soche collage me koi Corona test Nahi ho Raha hai Nahi senetijection bhi Nahi ho Raha hai or exam bhi offline ho Raha hai Iska jimewar aap honge @cmohry @Hsbte_org,et,0.0,0.0,1.0,
118,2021-03-04 18:19:10 India Standard Time,hrithikchauras3,Please all students take care of themselves😳😱#karnalnews #indiatv  #Corona #AajTakNo1 #allinonenews #hrithikchaurasia #cmoharyana #hsbte  https://t.co/5tNnoJg36H,en,0.0,3.0,2.0,
119,2021-03-04 18:08:36 India Standard Time,_sakshi_yadav_,Today's Date 4/3/21 Just as this day has come  4321 should also take corona away.,en,1.0,0.0,2.0,
120,2021-03-05 03:37:18 India Standard Time,arshadyousafzy,الحَمْدُ ِلله کرونا سے نجات مل گیا۔ There is one consolation in being sick; and that is the possibility that you may recover to a better state than you were ever in before #covid #coronavirus #corona #staysafe #stayathome #lockdown #Recvered #quarantine #SocialDistance  #healthy  https://t.co/OVSZcGe0Lr,en,0.0,0.0,0.0,
121,2021-03-05 01:58:24 India Standard Time,rohitdilipyada1,As per the guidelines of @CMOMaharashtra masks were being distributed on the backdrop of rising corona in the city and areas nearby to aware the people under the guidance of mla @iYogeshRKadam.  https://t.co/7r2ltSkxuT,en,0.0,0.0,0.0,
122,2021-03-05 01:17:24 India Standard Time,sangita38052093,Sirf ek tarika new corona se bachne ka | thing can save you from corona ...  https://t.co/8Sao8r4uTX via @YouTube,en,0.0,0.0,0.0,
123,2021-03-05 01:00:29 India Standard Time,khanluqman14,"@TOIDelhi @LambaAlka There is no corona in Hindutan, all is politics now",en,0.0,0.0,0.0,
124,2021-03-05 00:22:04 India Standard Time,55659754bhaskar,@The_veenaD @MrsGandhi NM ...man of destroyer.... Corona . ..game changer of NM régime....,fr,0.0,0.0,1.0,
125,2021-03-05 00:12:45 India Standard Time,shubham9588,@Mehak_Sareen Third cog - political rallies! Their ain’t no corona when this is happening!,en,1.0,0.0,0.0,
