,tweet,clean_tweet,label
683,"Sant Shri Asharamji Bapu is suffering from a deadly disease called the Demyelinating polyneuropathy, yet not granting bail in Corona crisis is a violation of his fundamental rights.  #WeWantJustice asap in view of his deteriorating health.  https://t.co/a6BciFy8MW",sant shri asharamji bapu suffer deadli diseas call demyelin polyneuropathi grant bail corona crisi violat fundament asap view deterior health ,0
684,"Sant Shri Asharamji Bapu is suffering from a deadly disease called the Demyelinating polyneuropathy, yet not granting bail in Corona crisis is a violation of his fundamental rights.  #WeWantJustice asap in view of his deteriorating health.  https://t.co/a6BciFy8MW",sant shri asharamji bapu suffer deadli diseas call demyelin polyneuropathi grant bail corona crisi violat fundament asap view deterior health ,0
685,Attended the ‘grains filling’ of the Kalasam at the top of temple towers of ‘Veer Hanuman Temple’ at village Sarla of Bargarh and had Prasad there organised by the villagers. Prayed Veer Bajrangbali to bless the Mankind with a Corona free Society.  https://t.co/bxMneoR69n,attend grain fill kalasam templ tower veer hanuman templ villag sarla bargarh prasad organis villag pray veer bajrangbali bless mankind corona free societi ,0
686,"@RamlalUmoni Sant Shri Asharamji Bapu is suffering from a deadly disease called the Demyelinating polyneuropathy, yet not granting bail in Corona crisis is a violation of his fundamental rights. #Bail_बापूजीका_अधिकार  https://t.co/eUnzNCbWuA",sant shri asharamji bapu suffer deadli diseas call demyelin polyneuropathi grant bail corona crisi violat fundament ,0
687,I Ask Onething to Everyone I Have One Doubt We Were Wearing The Corona Mask Only Covered 👃 Only But Not Cover Ear.  Ear Too Having Two Holes Is There Why Corona Virus Not Going Through Ear.  Let's Think About 🤔 it,ask oneth doubt wear corona mask cover cover ear ear hole corona viru ear ,0
688,In Auto If you have more then 2 seats corona will attacks you...  https://t.co/z40bCxlj5s,auto seat corona attack ,0
689,"Honourable Greg Abbot at Texas lifts all Corona Virus' restrictions today rescinding state stipulations as well for the Texan economy to function smoothly that includes commercial establishments, institutions and offices.",honour greg abbot texa lift corona viru restrict today rescind state stipul texan economi function smoothli includ commerci establish institut offic ,0
690,A candle march to pay tribute  to Shubhendu Shubham  2k16 NMCH who went for  heavenly abode while his fight  against the Corona Virus. #COVID19 #nmch #Bihar #CovidVaccine #Covaxin #coronavirus #CovishieldVaccine #mbbs  https://t.co/SB9vQuQEW3  https://t.co/eyZfnY6XHF,candl march pay tribut shubhendu shubham nmch heavenli abod fight corona viru ,0
691,Protect your self from Corona &amp; fraudy ..dono ek hi nasal ke hn barbaad krke hi rahenge 🤣🤣  https://t.co/pgdUQ3nWoR,protect self corona fraudi dono nasal barbaad krke raheng ,0
692,"Most #Dangerous_Viruses in the #World: #AIDS found in #Congo #Nipahvirus found in #Malaysia #Corona found in #China #Ebola found in #Africa #Dengue found in #Hongkong In India, found #Secularism  which is #SpecialVirus which makes fool to people.Mainly Observed in #Hindus",found found found found found india found fool peoplemainli observ ,0
693,"Sant Shri Asharamji Bapu is suffering from a deadly disease called the Demyelinating polyneuropathy, yet not granting bail in Corona crisis is a violation of his fundamental rights.  #WeWantJustice asap in view of his deteriorating health.  https://t.co/a6BciFy8MW",sant shri asharamji bapu suffer deadli diseas call demyelin polyneuropathi grant bail corona crisi violat fundament asap view deterior health ,0
694,"Sant Shri Asharamji Bapu is suffering from a deadly disease called the Demyelinating polyneuropathy, yet not granting bail in Corona crisis is a violation of his fundamental rights.  #WeWantJustice asap in view of his deteriorating health.  https://t.co/a6BciFy8MW",sant shri asharamji bapu suffer deadli diseas call demyelin polyneuropathi grant bail corona crisi violat fundament asap view deterior health ,0
695,Attended the ‘grains filling’ of the Kalasam at the top of temple towers of ‘Veer Hanuman Temple’ at village Sarla of Bargarh and had Prasad there organised by the villagers. Prayed Veer Bajrangbali to bless the Mankind with a Corona free Society.  https://t.co/bxMneoR69n,attend grain fill kalasam templ tower veer hanuman templ villag sarla bargarh prasad organis villag pray veer bajrangbali bless mankind corona free societi ,0
696,"@RamlalUmoni Sant Shri Asharamji Bapu is suffering from a deadly disease called the Demyelinating polyneuropathy, yet not granting bail in Corona crisis is a violation of his fundamental rights. #Bail_बापूजीका_अधिकार  https://t.co/eUnzNCbWuA",sant shri asharamji bapu suffer deadli diseas call demyelin polyneuropathi grant bail corona crisi violat fundament ,0
697,Modis Corona lockdown curfew is totally useless if Ramdevs coronil is effective.. Fake medicine PROPAGENDA made a road side bus stand RLY station Jadibuty salesman a renowned doctor.. It means MODIS Corona virus pandemic is not a very dangerous disease.. 🤑🤪🥳,modi corona lockdown curfew total useless ramdev coronil effect fake medicin propagenda road stand rli station jadibuti salesman renown doctor mean modi corona viru pandem danger diseas ,0
698,Just posted a photo @ Corona Warriors  https://t.co/Io5KenIMLf,post photo corona warrior ,0
699,The Honourable leader Dalai Lama gets himself vaccinated and assures everyone in the hill community that we all stand benefited by getting vaccinated to combat the 'Corona Virus'.,honour leader dalai lama vaccin assur hill commun stand benefit vaccin combat corona viru ,0
700,"Myself and my wife Mrs.Jayshree Dongre has taken Covishield Vaccination on 06.03.2021(1236 Hrs.) at Dr. Vasantrao Pawar Medical College &amp; Hospital, Nashik.  I request all Senior Citizen to take Corona Vaccination. It is safe.",wife mrsjayshre dongr covishield vaccin vasantrao pawar medic colleg hospit nashik request senior citizen corona vaccin safe ,0
701,CONTROLLING   CORONA  &amp; KEEPING HEALTH AND WELTH,control corona keep health welth ,0
702,Lots of crowd in juhu beach in Corona time no Social distancing no mask. Beat officer not taking any action. Seating arrangement of stall owner in beach area. Request you good office please shut the beach. @CPMumbaiPolice @MumbaiPolice  @mybmc @AmeetSatam @GajananKirtikar  https://t.co/kOr0kQ0AwO,crowd juhu beach corona time social distanc mask beat offic action seat arrang stall owner beach area request offic shut beach ,0
703,"A total of 8,50,000 cases of corona patients i n TAMIL-NADU  have had their they cancel their board exam  I'm Marathi and I'm telling that in our MAHARASHTRA their are 21,13,000 corona casses in our state and Board Exam is Not Cancel WHY?? We Are All Right To Ask Our Goverment",total case corona patient tamilnadu cancel board exam marathi tell maharashtra corona state board exam cancel ask gover ,0
704,PM Modi says we are giving corona vaccine to the world and in return we are getting confidence towards India  https://t.co/bKS7R7CLEd  via NaMo App  https://t.co/HSE97mR3oI,modi give corona vaccin world return confid india namo app ,0
705,@Aakar__Patel Hahaha! Look at the negativity in their body! We can judge the @PMOIndia after seeing how well he has handled the corona pandemic and compare them to the non-bjp ruled states ! Still because of the hate he wants to curse and spread lies among Indians !,hahaha look neg bodi judg handl corona pandem compar nonbjp rule state hate curs spread lie indian ,0
706,"Corona :- I am Back students don't take tension , just wait and watch  Students :- Where were you from so many days..?  Corona :- I was waiting for the Time-Table",corona student dont tension wait watch student day corona wait timet ,0
707,@anubha1812 @PMOIndia @EduMinOfIndia I have tested corona positive.Approximately 15 days i will not able to study. My preparation for the board is 20%. A humble request to all please see to the situation and postponed the examination.Corona is increasing #postponeboards  #Justice4Students #SupportMaharashtraStudents,test corona positiveapproxim day abl studi prepar board humbl request situat postpon examinationcorona increas ,0
708,@dinesh_sir @VarshaEGaikwad @anubha1812 I have tested corona positive.Approximately 15 days i will not able to study. My preparation for the board is 20%. A humble request to all please see to the situation and postponed the examination.Corona is increasing #postponeboards  #Justice4Students #SupportMaharashtraStudents,test corona positiveapproxim day abl studi prepar board humbl request situat postpon examinationcorona increas ,0
709,I have tested corona positive. Approximately 15 days i will not able to study. My preparation for the board is 20%. A humble request to all please see to the situation and postponed the examination.Corona is increasing #postponeboards  @VarshaEGaikwad #SupportMaharashtraStudents,test corona posit approxim day abl studi prepar board humbl request situat postpon examinationcorona increas ,0
710,"*Sirmaur Corona Sample Details*   RTPCR pending 18, positive 6  RTPCR New 236, positive 1, Inprocess 0  Trunat 0  Sai hospital TNC 0, positive 0  Sai hospital RAT 0, Positive 0  RAT 128, positive 0  Total sample 364, Positive 7  Recovered 2  Active 65  #COVID19 #7pmbulletin  https://t.co/mbHEapnz9U",sirmaur corona sampl detail rtpcr pend posit rtpcr new posit inprocess trunat sai hospit tnc posit sai hospit rat posit rat posit total sampl posit recov activ ,0
711,Corona update Saudi Arabia today 😭😭 https://t.co/VvmQCbPcgr,corona updat saudi arabia today ,0
712,PM Modi says we are giving corona vaccine to the world and in return we are getting confidence towards India  https://t.co/5M2vwYarHN  via NaMo App  https://t.co/50hIDbYvj5,modi give corona vaccin world return confid india namo app ,0
713,Light for the virus? Ur tellin me miss corona actually baik?,light viru tellin miss corona actual baik ,0
714,"How is situation now,everything is stop tomorrow again 5pm to 5am,curfew again Kuwait,people suffering too much problem,Allah help us please,Corona Corona Corona,when he lift in world don't know anyone 😭",situat noweveryth stop tomorrow amcurfew kuwaitpeopl suffer problemallah help pleasecorona corona coronawhen lift world dont ,0
715,Corona ki 3rd Wave 😑,corona wave ,0
716,@Memeghnad Health Minister whose job was to manage COVID is not in the list. What's the point? Smriti Irani or Babul Supriyo ne kya karna tha Corona mein?,health minist job manag covid list what point smriti irani babul supriyo kya karna tha corona mein ,0
717,"Today SDRF team at Har ki Pauri, through the Nukkad Natak, encouraged devotees to wear masks and use sanitizers to protect themselves from corona. #KUMBH #KumbhMela2021 #haridwarmahakumbh2021  https://t.co/cjzUWOmB3z",today sdrf team har pauri nukkad natak encourag devote wear mask sanit protect corona ,0
718,Congratulations Mr. PM @ImranKhanPTI. You are the only hope for the goodwill of our nation. Keep busy in serving the nation. Very many people don’t realise the impacts of corona on economy and gets emotional. The economy indicators are positive &amp; soon community gets benefits,congratul hope goodwil nation busi serv nation peopl dont realis impact corona economi emot economi indic posit soon commun benefit ,0
719,"Corona has taught the real meaning of nurturing mother nature. It's a signal to human take care of nature else mother nature won't take care of you. So called development is not development, it's leading towards destruction. Save nature's resources before it's too late.",corona taught real mean nurtur mother natur signal human care natur mother natur wont care call develop develop lead destruct save natur resourc late ,0
720,Corona is not over yet!! We r frequently sensitizing our passengers through FIDS boards &amp; social media handles to follow 3 golden rules while travelling all d time ▶Always Wear Mask ▶Wash Hands Frequently ▶Maintain 𝐒𝐨𝐜𝐢𝐚𝐥 𝐃𝐢𝐬𝐭𝐚𝐧𝐜𝐢𝐧𝐠 #Unite2FightCorona  #FlySafe  https://t.co/izvsvu4OUh,corona frequent sensit passeng fid board social medium handl follow golden rule travel time wear mask wash hand frequent maintain ,0
721,PM Modi says we are giving corona vaccine to the world and in return we are getting confidence towards India  https://t.co/TRXrevjdYt  via NaMo App  https://t.co/QuAPHFC4i5,modi give corona vaccin world return confid india namo app ,0
722,Modis Corona lockdown curfew is totally useless if Ramdevs coronil is effective.. Fake medicine PROPAGENDA made a road side bus stand RLY station Jadibuty salesman a renowned doctor.. It means MODIS Corona virus pandemic is not a very dangerous disease.. 🤑🤪🥳,modi corona lockdown curfew total useless ramdev coronil effect fake medicin propagenda road stand rli station jadibuti salesman renown doctor mean modi corona viru pandem danger diseas ,0
723,Just posted a photo @ Corona Warriors  https://t.co/Io5KenIMLf,post photo corona warrior ,0
724,The Honourable leader Dalai Lama gets himself vaccinated and assures everyone in the hill community that we all stand benefited by getting vaccinated to combat the 'Corona Virus'.,honour leader dalai lama vaccin assur hill commun stand benefit vaccin combat corona viru ,0
725,"Myself and my wife Mrs.Jayshree Dongre has taken Covishield Vaccination on 06.03.2021(1236 Hrs.) at Dr. Vasantrao Pawar Medical College &amp; Hospital, Nashik.  I request all Senior Citizen to take Corona Vaccination. It is safe.",wife mrsjayshre dongr covishield vaccin vasantrao pawar medic colleg hospit nashik request senior citizen corona vaccin safe ,0
726,CONTROLLING   CORONA  &amp; KEEPING HEALTH AND WELTH,control corona keep health welth ,0
727,Lots of crowd in juhu beach in Corona time no Social distancing no mask. Beat officer not taking any action. Seating arrangement of stall owner in beach area. Request you good office please shut the beach. @CPMumbaiPolice @MumbaiPolice  @mybmc @AmeetSatam @GajananKirtikar  https://t.co/kOr0kQ0AwO,crowd juhu beach corona time social distanc mask beat offic action seat arrang stall owner beach area request offic shut beach ,0
728,"A total of 8,50,000 cases of corona patients i n TAMIL-NADU  have had their they cancel their board exam  I'm Marathi and I'm telling that in our MAHARASHTRA their are 21,13,000 corona casses in our state and Board Exam is Not Cancel WHY?? We Are All Right To Ask Our Goverment",total case corona patient tamilnadu cancel board exam marathi tell maharashtra corona state board exam cancel ask gover ,0
729,PM Modi says we are giving corona vaccine to the world and in return we are getting confidence towards India  https://t.co/bKS7R7CLEd  via NaMo App  https://t.co/HSE97mR3oI,modi give corona vaccin world return confid india namo app ,0
730,@Aakar__Patel Hahaha! Look at the negativity in their body! We can judge the @PMOIndia after seeing how well he has handled the corona pandemic and compare them to the non-bjp ruled states ! Still because of the hate he wants to curse and spread lies among Indians !,hahaha look neg bodi judg handl corona pandem compar nonbjp rule state hate curs spread lie indian ,0
731,"Corona :- I am Back students don't take tension , just wait and watch  Students :- Where were you from so many days..?  Corona :- I was waiting for the Time-Table",corona student dont tension wait watch student day corona wait timet ,0
732,@anubha1812 @PMOIndia @EduMinOfIndia I have tested corona positive.Approximately 15 days i will not able to study. My preparation for the board is 20%. A humble request to all please see to the situation and postponed the examination.Corona is increasing #postponeboards  #Justice4Students #SupportMaharashtraStudents,test corona positiveapproxim day abl studi prepar board humbl request situat postpon examinationcorona increas ,0
733,@dinesh_sir @VarshaEGaikwad @anubha1812 I have tested corona positive.Approximately 15 days i will not able to study. My preparation for the board is 20%. A humble request to all please see to the situation and postponed the examination.Corona is increasing #postponeboards  #Justice4Students #SupportMaharashtraStudents,test corona positiveapproxim day abl studi prepar board humbl request situat postpon examinationcorona increas ,0
734,I have tested corona positive. Approximately 15 days i will not able to study. My preparation for the board is 20%. A humble request to all please see to the situation and postponed the examination.Corona is increasing #postponeboards  @VarshaEGaikwad #SupportMaharashtraStudents,test corona posit approxim day abl studi prepar board humbl request situat postpon examinationcorona increas ,0
735,Two Revered religious authorities yesterday reaffirmed that vaccines are religiously sanctioned. #COVID19 #Corona #Vaccines #COVID19vaccines  https://t.co/LvEfDjcHec,rever religi author yesterday reaffirm vaccin religi sanction ,0
736,"@MumRail Thanks @TMCaTweetAway for not taking any action and showing your support to Ilegal hawkers , it will shows your seriousness about the Corona safety about Commuters We will start the protest if Kalwa East Hawkers will not removed ASAP @rpfcr @RailMinIndia @drmmumbaicr @OfficeofUT",action show support ileg hawker show serious corona safeti commut start protest kalwa east hawker remov asap ,0
737,Corona or No Corona  Staying away from people is always a good idea 💡  #lonelyplanet,corona corona stay away peopl idea ,0
738,"@IndiaToday @iindrojit This is only dialogue ,This suits in cinema not in reality !! Where he was in corona time , where was his manusyaniti !!! This is the 2nd source of income for them nothing else . People will answer you in right time !!!",dialogu suit cinema realiti corona time manusyan sourc incom peopl answer time ,0
739,@GautamGambhir @narendramodi Now where corona has gone??👍👍👍,corona ,0
740,See How a common man’s life matters 😞 where is corona?,common man life matter corona ,0
741,Sanitization of Building no. 18 in Tilak Nagar has been done by Team #AwasthiFoundation for the 4th Time. We are committed to work till we get control over Corona. Contact us to get Free Sanitization of your Building. हर स्थिति में आपका साथी Ganesh Awasthi  https://t.co/IP3bnGpUZm,sanit build tilak nagar team time commit work till control corona contact free sanit build ganesh awasthi ,0
742,Collapsed @CareemPAK services in Faisalabad Multiple reminders through twitter direct calls emails Post corona march 2020 1 vehicle not available 2 if available 20 mins delay 3 captains asking for private rides Issue has been highlighted time and again No solution All in vain  https://t.co/5v4yqtOxxj,collaps servic faisalabad multipl remind twitter direct call email post corona march vehicl avail avail min delay captain ask privat ride issu highlight time solut vain ,0
743,It’s such a pleasure to hear Kannada from neighbouring tables in Bengaluru pubs ... Tons of Thanks to Corona !!! Karnatakadalli kannadiganey saarvabouma!!!!  #bengalurupubs #Kannada #covid,pleasur hear kannada neighbour tabl bengaluru pub ton corona karnatakad kannadiganey saarvabouma ,0
744,Roj 10 thousand se bhi jada case araha hai(Maharashtra) phir bhi koi serious decision nahi hai.Reduce sybllus and change the paper pattern or cancel boards.Baki states to itne me kya se kya kar dati.Aur ajj to 11 thousands se bhi jada.Source of corona cases count: tv9 Marathi  https://t.co/2dQaN3B8Vp,roj thousand bhi jada case araha haimaharashtra phir bhi koi decis nahi haireduc sybllu chang paper pattern cancel boardsbaki state itn kya kya kar datiaur ajj thousand bhi jadasourc corona case count marathi ,0
745,Two Revered religious authorities yesterday reaffirmed that vaccines are religiously sanctioned. #COVID19 #Corona #Vaccines #COVID19vaccines  https://t.co/LvEfDjcHec,rever religi author yesterday reaffirm vaccin religi sanction ,0
746,"@MumRail Thanks @TMCaTweetAway for not taking any action and showing your support to Ilegal hawkers , it will shows your seriousness about the Corona safety about Commuters We will start the protest if Kalwa East Hawkers will not removed ASAP @rpfcr @RailMinIndia @drmmumbaicr @OfficeofUT",action show support ileg hawker show serious corona safeti commut start protest kalwa east hawker remov asap ,0
747,Corona or No Corona  Staying away from people is always a good idea 💡  #lonelyplanet,corona corona stay away peopl idea ,0
748,"@IndiaToday @iindrojit This is only dialogue ,This suits in cinema not in reality !! Where he was in corona time , where was his manusyaniti !!! This is the 2nd source of income for them nothing else . People will answer you in right time !!!",dialogu suit cinema realiti corona time manusyan sourc incom peopl answer time ,0
749,@GautamGambhir @narendramodi Now where corona has gone??👍👍👍,corona ,0
750,See How a common man’s life matters 😞 where is corona?,common man life matter corona ,0
751,Sanitization of Building no. 18 in Tilak Nagar has been done by Team #AwasthiFoundation for the 4th Time. We are committed to work till we get control over Corona. Contact us to get Free Sanitization of your Building. हर स्थिति में आपका साथी Ganesh Awasthi  https://t.co/IP3bnGpUZm,sanit build tilak nagar team time commit work till control corona contact free sanit build ganesh awasthi ,0
752,Collapsed @CareemPAK services in Faisalabad Multiple reminders through twitter direct calls emails Post corona march 2020 1 vehicle not available 2 if available 20 mins delay 3 captains asking for private rides Issue has been highlighted time and again No solution All in vain  https://t.co/5v4yqtOxxj,collaps servic faisalabad multipl remind twitter direct call email post corona march vehicl avail avail min delay captain ask privat ride issu highlight time solut vain ,0
753,It’s such a pleasure to hear Kannada from neighbouring tables in Bengaluru pubs ... Tons of Thanks to Corona !!! Karnatakadalli kannadiganey saarvabouma!!!!  #bengalurupubs #Kannada #covid,pleasur hear kannada neighbour tabl bengaluru pub ton corona karnatakad kannadiganey saarvabouma ,0
754,Roj 10 thousand se bhi jada case araha hai(Maharashtra) phir bhi koi serious decision nahi hai.Reduce sybllus and change the paper pattern or cancel boards.Baki states to itne me kya se kya kar dati.Aur ajj to 11 thousands se bhi jada.Source of corona cases count: tv9 Marathi  https://t.co/2dQaN3B8Vp,roj thousand bhi jada case araha haimaharashtra phir bhi koi decis nahi haireduc sybllu chang paper pattern cancel boardsbaki state itn kya kya kar datiaur ajj thousand bhi jadasourc corona case count marathi ,0
755,"@BeingSalmanKhan @Sooraj9pancholi @Lizelle1238 @rajpalofficial @Iamwaluscha @remodsouza @TSeries Assalam o Alaikum Bhai. I started a start-up Food on Wheel to create maximum self employment for weaker section of youth, women, physically challenged people but due to corona we got financial blow. Need your support to revive this project and help the weaker section of youth.  https://t.co/7fuItA95TX",assalam alaikum bhai start startup food wheel creat maximum self employ weaker section youth woman physic challeng peopl corona financi blow support reviv project help weaker section youth ,0
756,"While return to hometown from abroad is always priceless, looking for vacation #stupid#corona",return hometown abroad priceless look vacat ,0
757,"The Samaja, 8.3.2021 Sambalpur District has the highest number of Corona active cases in the state. Government and District Administration should take steps to control this. @CMO_Odisha  https://t.co/1ViDAT5Wif",samaja sambalpur district highest number corona activ case state govern district administr step control ,0
758,Where are masks? Social Distancing?Or is it happening at some different planet? All Corona protocol are only for common people and street business people rest seem to be immunized already!,mask social distancingor happen differ planet corona protocol common peopl street busi peopl rest immun ,0
759,Time to pack your bags Corona  https://t.co/Va13oFzC8a,time pack bag corona ,0
760,don’t be the “cool kids” who leave their house after the corona curfew.,dont cool kid leav hous corona curfew ,0
761,"Yevarra 2021 lo babu ni screen paina chullem anindi....  “Corona may delay his movie, but not his unmatchable craze”  #ThankYouTheMovie #SarkaruVaariPaata  https://t.co/mShMLMIkj3",yevarra babu screen paina chullem anindi corona delay movi unmatch craze ,0
762,Joining Tomorrow ✊✊✊✊ @OfficialPU Reopen University for all students. Corona is just a stupid excuse. #puchd  #studentsunity #panjabuniversity #pu_chandigarh #reopenpu #reopenuniversities  https://t.co/oaZgsGTZIk,join tomorrow reopen univers student corona stupid excus ,0
763,"*Sirmaur Corona Sample Details*   RTPCR pending 0, positive 0  RTPCR New 76, positive 0, Inprocess 0  Trunat 0  Sai hospital TNC 16, positive 0  Sai hospital RAT 0, Positive 0  RAT 168, positive 2  Total sample 260, Positive 2  Recovered 4  Active 82  #COVID19 #7PMbulletin  https://t.co/SDn7XBLXGx",sirmaur corona sampl detail rtpcr pend posit rtpcr new posit inprocess trunat sai hospit tnc posit sai hospit rat posit rat posit total sampl posit recov activ ,0
764,@NewsNationTV @DChaurasia2312 @manoj_gairola @TarekFatah @IfraJan_ Yes corona prevented by such act.,corona prevent act ,0
765,Corona has changed the way interviews are conducted.  Connect with me on Instagram:  https://t.co/qfiYt3Efwu Youtube link -  https://t.co/nLCPvfPc9D  Join the community -  https://t.co/BFnPP851NY  #anjujindal #fearlesscommunicator #fearlesscommunicatorseries  https://t.co/SxDYp0ZBr1,corona chang way interview conduct connect instagram youtub link join commun ,0
766,"@PMOIndia, @narendramodi, @TMCaTweetAway  Irresponsible BJP ladies spreading corona in Thane..no masks😡😡  https://t.co/b2gNYOumMZ",irrespons bjp ladi spread corona thaneno mask ,0
767,Protests in group ( No fear of Corona)  but want exams online ( fear of Corona) 🤣,protest group fear corona exam onlin fear corona ,0
768,@capt_amarinder budhepa pension scheme should b for very old men and women very poor due  to corona are to b given these pension..,budhepa pension scheme old men woman poor corona give pension ,0
769,"Today I have take Covid-19 Corona Vaccine 1st doss from Vhadorgonj Govt Hospital, Shariatpur.  Thanks a lot  to Our pride The greatest  Leader &amp; Prime  Minister,  The Daughter  of BongoBondu Sheikh  Mujibor Rahman(Father of The Nation) - Sheikh  Hasina  https://t.co/KmNnasSJk2",today covid corona vaccin vhadorgonj govt hospit shariatpur pride greatest leader prime minist daughter bongobondu sheikh mujibor rahmanfath nation sheikh hasina ,0
770,I do have a female colleague who used to drop me halfway to home before the Corona times. I have never seen women as any less than men. Kudos @CEATtyres  for #UthaoSawalBadloKhayal  https://t.co/3aPem9uGp4,femal colleagu drop halfway home corona time woman men kudo ,0
771,@VarshaEGaikwad @CMOMaharashtra  @PMOIndia  @CMOTamiINadu HSC board exam should be postponed otherwise take #HSC board #exam #online #government of #Maharashtra learn something from #government of Tamil nadu Government of Tamil nadu cancelled 12th board exam due to #corona,hsc board exam postpon board learn tamil nadu govern tamil nadu cancel board exam ,0
772,@ANI Captain will keep crying. why? He knows the  consequences of unjustified Kisan Andolan and vandalising of JIO towers in Punjab. U just cannot go on abusing businessmen and then expect economic and sports activities in ur state. Forget. It is not linked to Corona.,captain cri consequ unjustifi kisan andolan vandalis jio tower punjab abus businessmen expect econom sport activ state forget link corona ,0
773,What people don’t notice: *America owe us debt of 15lakh crore. *India making and providing corona vaccines to various countries . *India producing wepons on its own and selling it to around 80 countries. *Becomes the 2 nd largest country to produce PPE kits.,peopl dont notic america owe debt lakh crore india provid corona vaccin countri india produc wepon sell countri becom largest countri produc ppe kit ,0
774,@KamiAkmal23 @WahabViki @PeshawarZalmi @darensammy88 @amlahash @ImamUlHaq12 Thats how corona was spread in PSL,that corona spread psl ,0
775,Corona is not a pandemic only. It's a big scam in barricades of the pandemic.,corona pandem big scam barricad pandem ,0
776,"@punj_bhanu_22 No, no, in a very short time, 80 to 90 percent of the people in the world of Corona would have died. 😂😂🤣 I hope come back corona 😜😜",short time percent peopl world corona die hope corona ,0
777,"To Our Financial Minister శ్రీ @trsharish గారు,Sir I requesting u to introduce the new type of loan in our banks that is #Movieloan because Of Corona Pandamemic We faced a lot about money so,On summer there are many of films were releasing so Please Make sure This request sir.🙏  https://t.co/uDLAAylQkg",financi minist sir request introduc new type loan bank corona pandamem face money soon summer film releas sure request sir ,0
778,@mybmc @CMOMaharashtra @AslamShaikh_MLA @AUThackeray @mayor_mumbai @PIBMumbai I appreciate and Congratulate to BMC and all water supply departments in india  they never fail nor stop thier work in a hard time when people's were suffering from Corona virus  Thanks to all BMC department @mybmc @MCGM_BMC @mybmcWardRS @mayor_mumbai @CMOMaharashtra Jai Hind,appreci congratul bmc water suppli depart india fail stop thier work hard time peopl suffer corona viru bmc depart jai hind ,0
779,"And we are here for the #Covaxin.  Life became a full circle today. When I was born, it was my uncle who took me to get my first vaccine. Today, I took him to get his Corona vaccine because he was quite reluctant. #VaccinationDrive  https://t.co/vpWsHqykJ9",life circl today born uncl vaccin today corona vaccin reluct ,0
780,"@BeingSalmanKhan @Sooraj9pancholi @Lizelle1238 @rajpalofficial @Iamwaluscha @remodsouza @TSeries Assalam o Alaikum Bhai. I started a start-up Food on Wheel to create maximum self employment for weaker section of youth, women, physically challenged people but due to corona we got financial blow. Need your support to revive this project and help the weaker section of youth.  https://t.co/7fuItA95TX",assalam alaikum bhai start startup food wheel creat maximum self employ weaker section youth woman physic challeng peopl corona financi blow support reviv project help weaker section youth ,0
781,"While return to hometown from abroad is always priceless, looking for vacation #stupid#corona",return hometown abroad priceless look vacat ,0
782,"The Samaja, 8.3.2021 Sambalpur District has the highest number of Corona active cases in the state. Government and District Administration should take steps to control this. @CMO_Odisha  https://t.co/1ViDAT5Wif",samaja sambalpur district highest number corona activ case state govern district administr step control ,0
783,Where are masks? Social Distancing?Or is it happening at some different planet? All Corona protocol are only for common people and street business people rest seem to be immunized already!,mask social distancingor happen differ planet corona protocol common peopl street busi peopl rest immun ,0
784,Time to pack your bags Corona  https://t.co/Va13oFzC8a,time pack bag corona ,0
785,don’t be the “cool kids” who leave their house after the corona curfew.,dont cool kid leav hous corona curfew ,0
786,"Yevarra 2021 lo babu ni screen paina chullem anindi....  “Corona may delay his movie, but not his unmatchable craze”  #ThankYouTheMovie #SarkaruVaariPaata  https://t.co/mShMLMIkj3",yevarra babu screen paina chullem anindi corona delay movi unmatch craze ,0
787,Joining Tomorrow ✊✊✊✊ @OfficialPU Reopen University for all students. Corona is just a stupid excuse. #puchd  #studentsunity #panjabuniversity #pu_chandigarh #reopenpu #reopenuniversities  https://t.co/oaZgsGTZIk,join tomorrow reopen univers student corona stupid excus ,0
788,"*Sirmaur Corona Sample Details*   RTPCR pending 0, positive 0  RTPCR New 76, positive 0, Inprocess 0  Trunat 0  Sai hospital TNC 16, positive 0  Sai hospital RAT 0, Positive 0  RAT 168, positive 2  Total sample 260, Positive 2  Recovered 4  Active 82  #COVID19 #7PMbulletin  https://t.co/SDn7XBLXGx",sirmaur corona sampl detail rtpcr pend posit rtpcr new posit inprocess trunat sai hospit tnc posit sai hospit rat posit rat posit total sampl posit recov activ ,0
789,@NewsNationTV @DChaurasia2312 @manoj_gairola @TarekFatah @IfraJan_ Yes corona prevented by such act.,corona prevent act ,0
790,Corona has changed the way interviews are conducted.  Connect with me on Instagram:  https://t.co/qfiYt3Efwu Youtube link -  https://t.co/nLCPvfPc9D  Join the community -  https://t.co/BFnPP851NY  #anjujindal #fearlesscommunicator #fearlesscommunicatorseries  https://t.co/SxDYp0ZBr1,corona chang way interview conduct connect instagram youtub link join commun ,0
791,"@PMOIndia, @narendramodi, @TMCaTweetAway  Irresponsible BJP ladies spreading corona in Thane..no masks😡😡  https://t.co/b2gNYOumMZ",irrespons bjp ladi spread corona thaneno mask ,0
792,Protests in group ( No fear of Corona)  but want exams online ( fear of Corona) 🤣,protest group fear corona exam onlin fear corona ,0
793,@capt_amarinder budhepa pension scheme should b for very old men and women very poor due  to corona are to b given these pension..,budhepa pension scheme old men woman poor corona give pension ,0
