tweet,clean_tweet,hastags,attherate,urls,emojis,tokenized_Tweet,filteredToken,label
"Universities need to be smart and thoughtful about encouraging their students, staff, and faculty to get Covid-19 vaccines. It’s the only way they can come forward and deliver a strong message to their respective Govt.  @michelledonelan @chrishipkins @AlanTudgeMP @teachcardona",univers smart thought encourag student staff faculti covid vaccin way forward deliv strong messag respect govt ,[],"['@michelledonelan', '@chrishipkins', '@AlanTudgeMP', '@teachcardona']",[],[],"['universities', 'to', 'smart', 'and', 'thoughtful', 'about', 'encouraging', 'their', 'students', 'staff', 'and', 'faculty', 'to', 'covid', 'vaccines', 'it', '’', 's', 'only', 'way', 'they', 'can', 'forward', 'and', 'deliver', 'a', 'strong', 'message', 'to', 'their', 'respective', 'govt']","['university', 'smart', 'thoughtful', 'encouraging', 'student', 'staff', 'faculty', 'covid', 'vaccine', 'it’s', 'way', 'forward', 'deliver', 'strong', 'message', 'respective', 'govt']",0
"@iloveqatar Nope.  Sorry.  First of all fomite transmission is negligible for covid, many fitness centres don't allow shared equipment and social distancing is orders of magnitude more effective outdoors than in.  Indoors is where covid happens.  Almost exclusively.  It is a terrible call",nope sorri fomit transmiss neglig covid fit centr dont allow share equip social distanc order magnitud effect outdoor indoor covid happen exclus terribl ,[],['@iloveqatar'],[],[],"['nope', 'sorry', 'first', 'of', 'all', 'fomite', 'transmission', 'is', 'negligible', 'for', 'covid', 'fitness', 'centres', 'dont', 'allow', 'shared', 'equipment', 'and', 'social', 'distancing', 'is', 'orders', 'of', 'magnitude', 'more', 'effective', 'outdoors', 'than', 'in', 'indoors', 'is', 'where', 'covid', 'happens', 'almost', 'exclusively', 'it', 'is', 'a', 'terrible', 'call']","['nope', 'sorry', 'first', 'fomite', 'transmission', 'negligible', 'covid', 'fitness', 'centre', 'dont', 'allow', 'shared', 'equipment', 'social', 'distancing', 'order', 'magnitude', 'effective', 'outdoors', 'indoors', 'covid', 'happens', 'almost', 'exclusively', 'terrible', 'call']",0
@zachsang The hype even after 15 years is not something anyone can do! Please tell Miley to release atleast one single as Hannah. 2021 will be blessed and streets are saying it's the only cute for Covid-19,hype year tell miley releas atleast singl hannah bless street cute covid ,[],['@zachsang'],[],[],"['hype', 'after', 'years', 'is', 'something', 'anyone', 'can', 'please', 'tell', 'miley', 'to', 'release', 'atleast', 'one', 'single', 'as', 'hannah', 'will', 'blessed', 'and', 'streets', 'are', 'saying', 'its', 'only', 'cute', 'for', 'covid']","['hype', 'year', 'something', 'anyone', 'please', 'tell', 'miley', 'release', 'atleast', 'one', 'single', 'hannah', 'blessed', 'street', 'saying', 'cute', 'covid']",0
"@shams_z In my case, I instantly gave up smoking during covid without switching to any nicotine substitute. Had a series of autoimmune disorders.   Doing ok for now.  But intense fatigue and that brain fog!",case instantli give smoke covid switch nicotin substitut seri autoimmun disord intens fatigu brain fog ,[],['@shams_z'],[],[],"['in', 'my', 'case', 'i', 'instantly', 'gave', 'up', 'smoking', 'during', 'covid', 'without', 'switching', 'to', 'any', 'nicotine', 'substitute', 'had', 'a', 'series', 'of', 'autoimmune', 'disorders', 'doing', 'ok', 'for', 'now', 'but', 'intense', 'fatigue', 'and', 'that', 'brain', 'fog']","['case', 'instantly', 'gave', 'smoking', 'covid', 'without', 'switching', 'nicotine', 'substitute', 'series', 'autoimmune', 'disorder', 'ok', 'intense', 'fatigue', 'brain', 'fog']",0
@moaryan @MPintoBarbosaCo I’m so excited too! We included elements of traditional Bahraini architecture inside. Happy to take you for a mini tour when Covid numbers go down!,excit includ element tradit bahraini architectur insid happi mini tour covid number ,[],"['@moaryan', '@MPintoBarbosaCo']",[],[],"['i', '’', 'm', 'so', 'excited', 'too', 'we', 'included', 'elements', 'of', 'traditional', 'bahraini', 'architecture', 'inside', 'happy', 'to', 'you', 'for', 'a', 'mini', 'tour', 'when', 'covid', 'numbers', 'down']","['i’m', 'excited', 'included', 'element', 'traditional', 'bahraini', 'architecture', 'inside', 'happy', 'mini', 'tour', 'covid', 'number']",0
@HuntingEnglish 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣   Is that your next book Alex “Closing the Covid gap”? Although to be fair I would buy it &amp; it would be brilliant!,book alex close covid gap fair buy brilliant ,[],['@HuntingEnglish'],[],"['🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣', '🤣']","['is', 'that', 'your', 'next', 'book', 'alex', '“', 'closing', 'covid', 'gap', '”', 'although', 'to', 'fair', 'i', 'buy', 'it', 'it', 'brilliant']","['next', 'book', 'alex', '“closing', 'covid', 'gap”', 'although', 'fair', 'buy', 'brilliant']",0
"Even as we battle COVID-19, we must not ease up the fight against tuberculosis, which remains the 🌎🌍🌏’s deadliest infectious killer. Let's end TB!  https://t.co/t7HNWxQ3GK",battl covid eas fight tuberculosi remain deadliest infecti killer end ,[],[],['https://t.co/t7HNWxQ3GK'],"['🌎', '🌍', '🌏']","['as', 'we', 'battle', 'covid', 'we', 'must', 'ease', 'up', 'fight', 'against', 'tuberculosis', 'which', 'remains', '’', 's', 'deadliest', 'infectious', 'killer', 'lets', 'end', 'tb']","['battle', 'covid', 'must', 'ease', 'fight', 'tuberculosis', 'remains', '’s', 'deadliest', 'infectious', 'killer', 'let', 'end', 'tb']",0
"Is Health only important in educational institutions? What about Bazar, Political Jalsa, Musical Concerts? Are Covid not spreading there? #ShafqatMahmood @Shafqat_Mahmood   #شفقت_انکل_ہمیں_پڑھنے_دو  https://t.co/DgubA3VDK8",health import educ institut bazar polit jalsa music concert covid spread ,"['#ShafqatMahmood', '#شفقت_انکل_ہمیں_پڑھنے_دو']",['@Shafqat_Mahmood'],['https://t.co/DgubA3VDK8'],[],"['is', 'health', 'only', 'important', 'in', 'educational', 'institutions', 'what', 'about', 'bazar', 'political', 'jalsa', 'musical', 'concerts', 'are', 'covid', 'spreading', 'there']","['health', 'important', 'educational', 'institution', 'bazar', 'political', 'jalsa', 'musical', 'concert', 'covid', 'spreading']",0
@Lets_Colive  you guys charged 12k for  only 14 days and  then you have the audacity to send me legal notice for bloody Rs 914. You should be aware during covid there shouldn't be any notice period for vacating rooms.  Horrendous and fraud services . Period,guy charg day audac send legal notic bloodi awar covid shouldnt notic period vacat room horrend fraud servic period ,[],['@Lets_Colive'],[],[],"['you', 'guys', 'charged', 'k', 'for', 'only', 'days', 'and', 'then', 'you', 'have', 'audacity', 'to', 'send', 'me', 'legal', 'notice', 'for', 'bloody', 'rs', 'you', 'should', 'aware', 'during', 'covid', 'there', 'shouldnt', 'any', 'notice', 'period', 'for', 'vacating', 'rooms', 'horrendous', 'and', 'fraud', 'services', 'period']","['guy', 'charged', 'k', 'day', 'audacity', 'send', 'legal', 'notice', 'bloody', 'r', 'aware', 'covid', 'shouldnt', 'notice', 'period', 'vacating', 'room', 'horrendous', 'fraud', 'service', 'period']",0
@sambitswaraj @narendramodi All covid precautions gone for a toss,covid precaut toss ,[],"['@sambitswaraj', '@narendramodi']",[],[],"['all', 'covid', 'precautions', 'gone', 'for', 'a', 'toss']","['covid', 'precaution', 'gone', 'toss']",0
"#MedBros healthcare services, has decided to #restrict entry of #relatives in the College of Engineering, #Pune (#CoEP) jumbo unit premises following a serious #Breach of the Covid-19 safety #protocols by relatives.",healthcar servic decid entri colleg engin jumbo unit premis follow covid safeti rel ,"['#MedBros', '#restrict', '#relatives', '#Pune', '#Breach', '#protocols']",[],[],[],"['healthcare', 'services', 'has', 'decided', 'to', 'entry', 'of', 'in', 'college', 'of', 'engineering', 'jumbo', 'unit', 'premises', 'following', 'a', 'serious', 'of', 'covid', 'safety', 'by', 'relatives']","['healthcare', 'service', 'decided', 'entry', 'college', 'engineering', 'jumbo', 'unit', 'premise', 'following', 'serious', 'covid', 'safety', 'relative']",0
#Aurangabad district #collector #SunilChavan told ToI that monthly #salaries of #frontlineworkers not taking the #vaccine against Covid-19 would soon be #withheld,district told toi monthli covid soon ,"['#Aurangabad', '#collector', '#SunilChavan', '#salaries', '#frontlineworkers', '#vaccine', '#withheld']",[],[],[],"['district', 'told', 'toi', 'that', 'monthly', 'of', 'taking', 'against', 'covid', 'soon']","['district', 'told', 'toi', 'monthly', 'taking', 'covid', 'soon']",0
"Because of Covid, my piece never ran. I have thought about it with regret over the past year. That trip, those books, they evoke a lost innocence.",covid piec ran thought regret past year trip book evok lose innoc ,[],[],[],[],"['because', 'of', 'covid', 'my', 'piece', 'never', 'ran', 'i', 'have', 'thought', 'about', 'it', 'with', 'regret', 'over', 'past', 'year', 'that', 'trip', 'those', 'books', 'they', 'evoke', 'a', 'lost', 'innocence']","['covid', 'piece', 'never', 'ran', 'thought', 'regret', 'past', 'year', 'trip', 'book', 'evoke', 'lost', 'innocence']",0
"Train No. 06012, PNR NO. 2646684018, Special Fare Trains are started so that COvid can be avoided and public can be charged extra fare. There is no temperature check, there is no sanitisation facilities available at the station, mosquitoes in the train @PiyushGoyal @RailMinIndia",train pnr special fare train start covid avoid public charg extra fare temperatur check sanitis facil avail station mosquito train ,[],"['@PiyushGoyal', '@RailMinIndia']",[],[],"['train', 'no', 'pnr', 'no', 'special', 'fare', 'trains', 'are', 'started', 'so', 'that', 'covid', 'can', 'avoided', 'and', 'public', 'can', 'charged', 'extra', 'fare', 'there', 'is', 'no', 'temperature', 'check', 'there', 'is', 'no', 'sanitisation', 'facilities', 'available', 'at', 'station', 'mosquitoes', 'in', 'train']","['train', 'pnr', 'special', 'fare', 'train', 'started', 'covid', 'avoided', 'public', 'charged', 'extra', 'fare', 'temperature', 'check', 'sanitisation', 'facility', 'available', 'station', 'mosquito', 'train']",0
@monadoctor @VermaDaksha2000 @INCIndia @RahulGandhi @sanjaynirupam @INCMumbai @BhaiJagtap1 6 years he  passed in roaming the world and one year he was forced stick at one place ie  lndia because of Covid-19. Now being tired here he is going to Bangladesh or may be for a day or 2 to Burma also.,year pass roam world year forc stick place lndia covid tire bangladesh day burma ,[],"['@monadoctor', '@VermaDaksha2000', '@INCIndia', '@RahulGandhi', '@sanjaynirupam', '@INCMumbai', '@BhaiJagtap1']",[],[],"['years', 'he', 'passed', 'in', 'roaming', 'world', 'and', 'one', 'year', 'he', 'was', 'forced', 'stick', 'at', 'one', 'place', 'ie', 'lndia', 'because', 'of', 'covid', 'now', 'being', 'tired', 'here', 'he', 'is', 'going', 'to', 'bangladesh', 'or', 'for', 'a', 'day', 'or', 'to', 'burma']","['year', 'passed', 'roaming', 'world', 'one', 'year', 'forced', 'stick', 'one', 'place', 'ie', 'lndia', 'covid', 'tired', 'going', 'bangladesh', 'day', 'burma']",0
"Maybe the world see you like kitten. As mentioned, that not change who you are, because it depends on how you look at yourself. ADNAN MEZHER #Covid_19 #aoukw #aouthoughts #kuwait  https://t.co/YYUBRgKZyz",mayb world like kitten mention chang depend look adnan mezher ,"['#Covid_19', '#aoukw', '#aouthoughts', '#kuwait']",[],['https://t.co/YYUBRgKZyz'],[],"['maybe', 'world', 'you', 'like', 'kitten', 'as', 'mentioned', 'that', 'change', 'who', 'you', 'are', 'because', 'it', 'depends', 'on', 'how', 'you', 'look', 'at', 'yourself', 'adnan', 'mezher']","['maybe', 'world', 'like', 'kitten', 'mentioned', 'change', 'depends', 'look', 'adnan', 'mezher']",0
"Fifteen months ago I went on to Portland, OR to write a travel piece retracing Beverly Cleary’s footsteps. I  brought my family with me. I didn’t know it then but it was my last reporting trip before Covid.",month ago portland write travel piec retrac beverli cleari footstep brought famili didnt report trip covid ,[],[],[],[],"['fifteen', 'months', 'ago', 'i', 'went', 'on', 'to', 'portland', 'or', 'to', 'write', 'a', 'travel', 'piece', 'retracing', 'beverly', 'cleary', '’', 's', 'footsteps', 'i', 'brought', 'my', 'family', 'with', 'me', 'i', 'didn', '’', 't', 'it', 'then', 'but', 'it', 'was', 'my', 'last', 'reporting', 'trip', 'before', 'covid']","['fifteen', 'month', 'ago', 'went', 'portland', 'write', 'travel', 'piece', 'retracing', 'beverly', 'cleary’s', 'footstep', 'brought', 'family', 'didn’t', 'last', 'reporting', 'trip', 'covid']",0
"Only due to the US aggression &amp; blockade, Yemen's cholera outbreak was the worst in history! And now USA is tightening the siege as it never did with hospitals running out of fuel, it wants #Yemen to top the highest COVID-19 record!  #6YearsOfWarOnYemen  https://t.co/kyAJZFriRe",aggress blockad yemen cholera outbreak worst histori usa tighten sieg hospit fuel highest covid record ,"['#Yemen', '#6YearsOfWarOnYemen']",[],['https://t.co/kyAJZFriRe'],[],"['only', 'due', 'to', 'us', 'aggression', 'blockade', 'yemens', 'cholera', 'outbreak', 'was', 'worst', 'in', 'history', 'and', 'now', 'usa', 'is', 'tightening', 'siege', 'as', 'it', 'never', 'did', 'with', 'hospitals', 'running', 'out', 'of', 'fuel', 'it', 'wants', 'to', 'top', 'highest', 'covid', 'record']","['due', 'u', 'aggression', 'blockade', 'yemen', 'cholera', 'outbreak', 'worst', 'history', 'usa', 'tightening', 'siege', 'never', 'hospital', 'running', 'fuel', 'want', 'top', 'highest', 'covid', 'record']",0
"Over heard:   Friend : you know, in my building, if you forget to wear your mask when you leave your house, you get fined !   Other Recovered Friend :  in my building, you get Covid",heard friend build forget wear mask leav hous fin recov friend build covid ,[],[],[],[],"['over', 'heard', 'friend', 'you', 'in', 'my', 'building', 'if', 'you', 'forget', 'to', 'wear', 'your', 'mask', 'when', 'you', 'leave', 'your', 'house', 'you', 'fined', 'other', 'recovered', 'friend', 'in', 'my', 'building', 'you', 'covid']","['heard', 'friend', 'building', 'forget', 'wear', 'mask', 'leave', 'house', 'fined', 'recovered', 'friend', 'building', 'covid']",0
"In the Midst of the judgment of COVID-19 God is using His Miracles by opening 100 year older woman eyes to announce to the church return back to Him, He alone has power to Heal us.  Let's return to Him He will restore us  #FridayAllnightVigil",midst judgment covid god miracl open year older woman eye announc church return power heal return restor ,['#FridayAllnightVigil'],[],[],[],"['in', 'midst', 'of', 'judgment', 'of', 'covid', 'god', 'is', 'using', 'his', 'miracles', 'by', 'opening', 'year', 'older', 'woman', 'eyes', 'to', 'announce', 'to', 'church', 'return', 'back', 'to', 'him', 'he', 'alone', 'has', 'power', 'to', 'heal', 'us', 'lets', 'return', 'to', 'him', 'he', 'will', 'restore', 'us']","['midst', 'judgment', 'covid', 'god', 'using', 'miracle', 'opening', 'year', 'older', 'woman', 'eye', 'announce', 'church', 'return', 'back', 'alone', 'power', 'heal', 'u', 'let', 'return', 'restore', 'u']",0
"Somaliland is facing droughts, unstable economic and more over Covid-19 pandemic yet we preparing for elections how can you spent money in campaigning while there people dying of thirsty and hunger in just KMs away from the capital city #Somaliland #EqualRights @Presidencysl_",somaliland face drought unstabl econom covid pandem prepar elect spent money campaign peopl die thirsti hunger away capit citi ,"['#Somaliland', '#EqualRights']",['@Presidencysl_'],[],[],"['somaliland', 'is', 'facing', 'droughts', 'unstable', 'economic', 'and', 'more', 'over', 'covid', 'pandemic', 'yet', 'we', 'preparing', 'for', 'elections', 'how', 'can', 'you', 'spent', 'money', 'in', 'campaigning', 'while', 'there', 'people', 'dying', 'of', 'thirsty', 'and', 'hunger', 'in', 'just', 'kms', 'away', 'capital', 'city']","['somaliland', 'facing', 'drought', 'unstable', 'economic', 'covid', 'pandemic', 'yet', 'preparing', 'election', 'spent', 'money', 'campaigning', 'people', 'dying', 'thirsty', 'hunger', 'km', 'away', 'capital', 'city']",0
"#breaking Goa government cancels Holi, other festival celebrations amid sudden rise in COVID cases. Through an order issued by the Health Ministry late on Friday, the Goa government also announced a ban on the public celebration of upcoming religious festivals in the state. #Goa  https://t.co/411Zx3XzXx",goa govern cancel holi festiv celebr amid sudden rise covid case order issu health ministri late friday goa govern announc ban public celebr upcom religi festiv state ,"['#breaking', '#Goa']",[],['https://t.co/411Zx3XzXx'],[],"['goa', 'government', 'cancels', 'holi', 'other', 'festival', 'celebrations', 'amid', 'sudden', 'rise', 'in', 'covid', 'cases', 'through', 'an', 'order', 'issued', 'by', 'health', 'ministry', 'late', 'on', 'friday', 'goa', 'government', 'announced', 'a', 'ban', 'on', 'public', 'celebration', 'of', 'upcoming', 'religious', 'festivals', 'in', 'state']","['goa', 'government', 'cancel', 'holi', 'festival', 'celebration', 'amid', 'sudden', 'rise', 'covid', 'case', 'order', 'issued', 'health', 'ministry', 'late', 'friday', 'goa', 'government', 'announced', 'ban', 'public', 'celebration', 'upcoming', 'religious', 'festival', 'state']",0
@SomalilandMoHD @SabaSuleiman3 @musebiihi It is free wllo but if you are going out and you need covid test certificate Somaliland is one of the cheapest right all around the World,free wllo covid test certif somaliland cheapest world ,[],"['@SomalilandMoHD', '@SabaSuleiman3', '@musebiihi']",[],[],"['it', 'is', 'free', 'wllo', 'but', 'if', 'you', 'are', 'going', 'out', 'and', 'you', 'covid', 'test', 'certificate', 'somaliland', 'is', 'one', 'of', 'cheapest', 'all', 'around', 'world']","['free', 'wllo', 'going', 'covid', 'test', 'certificate', 'somaliland', 'one', 'cheapest', 'around', 'world']",0
—Struggled for Bangladesh —Sent pics on email in 1987 —Made tea using naali gas —Entire Political Science —Eradicate Corona in 21 days —20 Lakh Crore Covid package — 2 crore jobs/annum —15 lakh in every account —Chinese didn't capture our land   Modi The Biggest LIAR #LieLikeModi,struggl bangladesh sent pic email tea naali entir polit scienc erad corona day lakh crore covid packag crore jobsannum lakh account chines didnt captur land modi biggest liar ,['#LieLikeModi'],[],[],[],"['—struggled', 'for', 'bangladesh', '—sent', 'pics', 'on', 'email', 'in', '—made', 'tea', 'using', 'naali', 'gas', '—entire', 'political', 'science', '—eradicate', 'corona', 'in', 'days', '—', 'lakh', 'crore', 'covid', 'package', '—', 'crore', 'jobs/annum', '—', 'lakh', 'in', 'every', 'account', '—chinese', 'didnt', 'capture', 'our', 'land', 'modi', 'biggest', 'liar']","['—struggled', 'bangladesh', '—sent', 'pic', 'email', '—made', 'tea', 'using', 'naali', 'gas', '—entire', 'political', 'science', '—eradicate', 'corona', 'day', '—', 'lakh', 'crore', 'covid', 'package', '—', 'crore', 'jobsannum', '—', 'lakh', 'every', 'account', '—chinese', 'didnt', 'capture', 'land', 'modi', 'biggest', 'liar']",0
@SubcollectorG @RayagadaO @DrdaRayagada @CMO_Odisha @SecyChief No one following any covid rules inside the campus please take action against sir🙏🙏🙏  https://t.co/Es0givDR56,follow covid rule insid campu action sir ,[],"['@SubcollectorG', '@RayagadaO', '@DrdaRayagada', '@CMO_Odisha', '@SecyChief']",['https://t.co/Es0givDR56'],"['🙏', '🙏', '🙏']","['no', 'one', 'following', 'any', 'covid', 'rules', 'inside', 'campus', 'please', 'action', 'against', 'sir']","['one', 'following', 'covid', 'rule', 'inside', 'campus', 'please', 'action', 'sir']",0
Need to put such people in COVID VACCINE TESTING.,peopl covid vaccin test ,[],[],[],[],"['to', 'put', 'such', 'people', 'in', 'covid', 'vaccine', 'testing']","['put', 'people', 'covid', 'vaccine', 'testing']",0
Covid 19 SoPs  https://t.co/TVCXe9snLQ,covid sop ,[],[],['https://t.co/TVCXe9snLQ'],[],"['covid', 'sops']","['covid', 'sop']",0
@arshadq35268923 @MumbaiPolice @mtptraffic Ye to illiterate log garv se karte hey if u say them thy will fight with u. Not only spit after having gutka gargle karke pura half litter spit n tht also during this covid time. Feel like banging our head on wall the way they reply I like to spit here only jo karna hey karlo,illiter log garv kart hey thi fight spit gutka gargl kark pura half litter spit tht covid time feel like bang head wall way repli like spit karna hey karlo ,[],"['@arshadq35268923', '@MumbaiPolice', '@mtptraffic']",[],[],"['ye', 'to', 'illiterate', 'log', 'garv', 'se', 'karte', 'hey', 'if', 'u', 'them', 'thy', 'will', 'fight', 'with', 'u', 'only', 'spit', 'after', 'having', 'gutka', 'gargle', 'karke', 'pura', 'half', 'litter', 'spit', 'n', 'tht', 'during', 'this', 'covid', 'time', 'feel', 'like', 'banging', 'our', 'head', 'on', 'wall', 'way', 'they', 'reply', 'i', 'like', 'to', 'spit', 'here', 'only', 'jo', 'karna', 'hey', 'karlo']","['ye', 'illiterate', 'log', 'garv', 'se', 'karte', 'hey', 'u', 'thy', 'fight', 'u', 'spit', 'gutka', 'gargle', 'karke', 'pura', 'half', 'litter', 'spit', 'n', 'tht', 'covid', 'time', 'feel', 'like', 'banging', 'head', 'wall', 'way', 'reply', 'like', 'spit', 'jo', 'karna', 'hey', 'karlo']",0
"@itsanginLA Exactly a week after this day, in the year 2020, my paper tried to alert regarding the loss of smell and taste (link below) to hint COVID-19. As diagnostic kits were rare those days it was a way to know that SARS-CoV-2 has hit.   https://t.co/4lZFoRZI6v",exactli week day year paper alert loss smell tast link below hint covid diagnost kit rare day way sarscov hit ,[],['@itsanginLA'],['https://t.co/4lZFoRZI6v'],[],"['exactly', 'a', 'week', 'after', 'this', 'day', 'in', 'year', 'my', 'paper', 'tried', 'to', 'alert', 'regarding', 'loss', 'of', 'smell', 'and', 'taste', 'link', 'below', 'to', 'hint', 'covid', 'as', 'diagnostic', 'kits', 'were', 'rare', 'those', 'days', 'it', 'was', 'a', 'way', 'to', 'that', 'sarscov', 'has', 'hit']","['exactly', 'week', 'day', 'year', 'paper', 'tried', 'alert', 'regarding', 'loss', 'smell', 'taste', 'link', 'below', 'hint', 'covid', 'diagnostic', 'kit', 'rare', 'day', 'way', 'sarscov', 'hit']",0
Stop being dheet regarding covid,stop dheet covid ,[],[],[],[],"['stop', 'being', 'dheet', 'regarding', 'covid']","['stop', 'dheet', 'regarding', 'covid']",0
"DG remarks and links for COVID-19 press briefing, 26 March, 2021  https://t.co/PSvjl2JZoE",remark link covid press brief march ,[],[],['https://t.co/PSvjl2JZoE'],[],"['dg', 'remarks', 'and', 'links', 'for', 'covid', 'press', 'briefing', 'march']","['dg', 'remark', 'link', 'covid', 'press', 'briefing', 'march']",0
@CovidIndiaSeva please give an active contact number in Bhopal. Need help urgently. There is no team attending covid positive patients.,activ contact number bhopal help urgent team attend covid posit patient ,[],['@CovidIndiaSeva'],[],[],"['please', 'give', 'an', 'active', 'contact', 'number', 'in', 'bhopal', 'help', 'urgently', 'there', 'is', 'no', 'team', 'attending', 'covid', 'positive', 'patients']","['please', 'give', 'active', 'contact', 'number', 'bhopal', 'help', 'urgently', 'team', 'attending', 'covid', 'positive', 'patient']",0
Czech parliament extends government's extra powers as COVID-19 slowly recedes  https://t.co/zrF7W8mR3O #Sipgrab #UnitingPeopleWithThePossibilities,czech parliament extend govern extra power covid slowli reced ,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/zrF7W8mR3O'],[],"['czech', 'parliament', 'extends', 'governments', 'extra', 'powers', 'as', 'covid', 'slowly', 'recedes']","['czech', 'parliament', 'extends', 'government', 'extra', 'power', 'covid', 'slowly', 'recedes']",0
Second wave of COVID in India  The price of letting the guards down  #MaskUp  https://t.co/Z6RxKO7Xdu,second wave covid india price guard ,['#MaskUp'],[],['https://t.co/Z6RxKO7Xdu'],[],"['second', 'wave', 'of', 'covid', 'in', 'india', 'price', 'of', 'letting', 'guards', 'down']","['second', 'wave', 'covid', 'india', 'price', 'letting', 'guard']",0
#airindiarefunddelay Dear sir what is the reason for delay in refund process by Air India This is a serious issue and needs to be investigated. Hard mony of people are block due to chang or cancelled tickets or flights in this Covid era. People money should be refunded in time.,dear sir reason delay refund process air india issu investig hard moni peopl block chang cancel ticket flight covid era peopl money refund time ,['#airindiarefunddelay'],[],[],[],"['dear', 'sir', 'what', 'is', 'reason', 'for', 'delay', 'in', 'refund', 'process', 'by', 'air', 'india', 'this', 'is', 'a', 'serious', 'issue', 'and', 'needs', 'to', 'investigated', 'hard', 'mony', 'of', 'people', 'are', 'block', 'due', 'to', 'chang', 'or', 'cancelled', 'tickets', 'or', 'flights', 'in', 'this', 'covid', 'era', 'people', 'money', 'should', 'refunded', 'in', 'time']","['dear', 'sir', 'reason', 'delay', 'refund', 'process', 'air', 'india', 'serious', 'issue', 'need', 'investigated', 'hard', 'mony', 'people', 'block', 'due', 'chang', 'cancelled', 'ticket', 'flight', 'covid', 'era', 'people', 'money', 'refunded', 'time']",0
—Struggled for Bangladesh —Sent pics on email in 1987 —Made tea using naali gas —Entire Political Science —Eradicate Corona in 21 days —20 Lakh Crore Covid package — 2 crore jobs/annum —15 lakh in every account —Chinese didn't capture our land   Modi The Biggest LIAR #LieLikeModi,struggl bangladesh sent pic email tea naali entir polit scienc erad corona day lakh crore covid packag crore jobsannum lakh account chines didnt captur land modi biggest liar ,['#LieLikeModi'],[],[],[],"['—struggled', 'for', 'bangladesh', '—sent', 'pics', 'on', 'email', 'in', '—made', 'tea', 'using', 'naali', 'gas', '—entire', 'political', 'science', '—eradicate', 'corona', 'in', 'days', '—', 'lakh', 'crore', 'covid', 'package', '—', 'crore', 'jobs/annum', '—', 'lakh', 'in', 'every', 'account', '—chinese', 'didnt', 'capture', 'our', 'land', 'modi', 'biggest', 'liar']","['—struggled', 'bangladesh', '—sent', 'pic', 'email', '—made', 'tea', 'using', 'naali', 'gas', '—entire', 'political', 'science', '—eradicate', 'corona', 'day', '—', 'lakh', 'crore', 'covid', 'package', '—', 'crore', 'jobsannum', '—', 'lakh', 'every', 'account', '—chinese', 'didnt', 'capture', 'land', 'modi', 'biggest', 'liar']",0
Yay ... now corona will not touch human beings from mumbai city ... we r free from covid #nightcurfew,yay corona touch human mumbai citi free covid ,['#nightcurfew'],[],[],[],"['yay', 'now', 'corona', 'will', 'touch', 'human', 'beings', 'mumbai', 'city', 'we', 'r', 'free', 'covid']","['yay', 'corona', 'touch', 'human', 'being', 'mumbai', 'city', 'r', 'free', 'covid']",0
"A well educated couple asked me in my OPD ""A Doctor from suoerspeciality hospital Jammu became Covid positive even after having 2 doses of Covid 19 Vaccine .Then why to get vaccinated ?""  ""To avoid severe Covid 19 infection that could have taken one's life otherwise""was my reply!",educ coupl ask opd doctor suoerspeci hospit jammu covid posit covid vaccin vaccin avoid sever covid infect one life otherwisewa repli ,[],[],[],[],"['a', 'well', 'educated', 'couple', 'asked', 'me', 'in', 'my', 'opd', 'a', 'doctor', 'suoerspeciality', 'hospital', 'jammu', 'became', 'covid', 'positive', 'after', 'having', 'doses', 'of', 'covid', 'vaccine', 'then', 'why', 'to', 'vaccinated', 'to', 'avoid', 'severe', 'covid', 'infection', 'that', 'have', 'taken', 'ones', 'life', 'otherwisewas', 'my', 'reply']","['well', 'educated', 'couple', 'asked', 'opd', 'doctor', 'suoerspeciality', 'hospital', 'jammu', 'became', 'covid', 'positive', 'dos', 'covid', 'vaccine', 'vaccinated', 'avoid', 'severe', 'covid', 'infection', 'taken', 'one', 'life', 'otherwisewas', 'reply']",0
Myanmar maid is Singapore's first COVID-19 community case in 2 weeks; developed symptoms the day she started work  https://t.co/WKB2EG3g2y,myanmar maid singapor covid commun case week develop symptom day start work ,[],[],['https://t.co/WKB2EG3g2y'],[],"['myanmar', 'maid', 'is', 'singapores', 'first', 'covid', 'community', 'case', 'in', 'weeks', 'developed', 'symptoms', 'day', 'she', 'started', 'work']","['myanmar', 'maid', 'singapore', 'first', 'covid', 'community', 'case', 'week', 'developed', 'symptom', 'day', 'started', 'work']",0
