,tweet,clean_tweet,hastags,attherate,urls,emojis
377,Trans nzoia residence raises concern on the imposed curfew  https://t.co/B7jJL5iD7P #home #Local news #Local news  https://t.co/Q9XfPZCyOi,Trans nzoia residence raises concern on the imposed curfew  news news ,"['#home', '#Local', '#Local']",[],"['https://t.co/B7jJL5iD7P', 'https://t.co/Q9XfPZCyOi']",[]
378,"@ysjagan Even when available, implementation needs discipline and commitment to make it happen. Curfew is also retained in the night hopefully upto 3rd wave planning ,again good decision rather than lifting completely.with public coop  the state may be free of covid in a few months .", Even when available implementation needs discipline and commitment to make it happen Curfew is also retained in the night hopefully upto 3rd wave planning again good decision rather than lifting completelywith public coop the state may be free of covid in a few months ,[],['@ysjagan'],[],[]
379,@himantabiswa vaccination drive which starts from 2day ends around 2pm &amp; from 2pm its curfew. how can we go now also.  two days i told my friend to rent a car with 1500 rs to come and go back to Kalain from Silchar. we've requested to get the duty there in kalain gp area...  1, vaccination drive which starts from 2day ends around 2pm amp from 2pm its curfew how can we go now also two days i told my friend to rent a car with 1500 rs to come and go back to Kalain from Silchar weve requested to get the duty there in kalain gp area 1,[],['@himantabiswa'],[],[]
380,. @LtGovDelhi @HMOIndia @ArvindKejriwal @msisodia @SatyendarJain There's no logic in making restaurants close at 10:00 PM. Please get rid of the night curfew &amp; work towards a 24 X 7 city. Longer hours reduce crowding. Cc: @AamAadmiParty @BJP4Delhi @INCDelhi, Theres no logic in making restaurants close at 10:00 PM Please get rid of the night curfew amp work towards a 24 X 7 city Longer hours reduce crowding Cc: ,[],"['@LtGovDelhi', '@HMOIndia', '@ArvindKejriwal', '@msisodia', '@SatyendarJain', '@AamAadmiParty', '@BJP4Delhi', '@INCDelhi']",[],[]
381,@HubliRonad @bellaryvartha @pgpreeti92 @SMVenugopal3 But I think CURFEW has a different meaning in dictionary followed by people who give these orders and gets drafted. 🤔, But I think CURFEW has a different meaning in dictionary followed by people who give these orders and gets drafted ,[],"['@HubliRonad', '@bellaryvartha', '@pgpreeti92', '@SMVenugopal3']",[],['🤔']
382,What a wonderful WEEKEND CURFEW it was in Ballari. Govt. has given permission to essentials shop to open on Saturday and Sunday. But public cannot go out as it's CURFEW. But who cares public is roaming around. @bellaryvartha @HubliRonad @pgpreeti92 @SMVenugopal3 🙏,What a wonderful WEEKEND CURFEW it was in Ballari Govt has given permission to essentials shop to open on Saturday and Sunday But public cannot go out as its CURFEW But who cares public is roaming around ,[],"['@bellaryvartha', '@HubliRonad', '@pgpreeti92', '@SMVenugopal3']",[],['🙏']
383,Tell me there’s an 8pm curfew in Oman without telling me there’s an 8pm curfew in Oman:  https://t.co/O4zQsi8ScW,Tell me there’s an 8pm curfew in Oman without telling me there’s an 8pm curfew in Oman: ,[],[],['https://t.co/O4zQsi8ScW'],[]
384,"While weekend curfew has been withdrawn in Shopian, Ganderbal, Bandipora, Jammu, Samba, Kathua, Reasi and Udhampur, daily night curfew will continue to exist in these districts from 8 pm to 7 am,.",While weekend curfew has been withdrawn in Shopian Ganderbal Bandipora Jammu Samba Kathua Reasi and Udhampur daily night curfew will continue to exist in these districts from 8 pm to 7 am,[],[],[],[]
385,Sir last 2 months we are at home cases have not reduced. Request you to kindly close all shops and put curfew for a week. government need to take strict action @vedavyasbjp @KotasBJP @compolmlr @BJP4Karnataka @BJP4India,Sir last 2 months we are at home cases have not reduced Request you to kindly close all shops and put curfew for a week government need to take strict action ,[],"['@vedavyasbjp', '@KotasBJP', '@compolmlr', '@BJP4Karnataka', '@BJP4India']",[],[]
386,Guidelines in District #Jammu w.e.f. 21/06/2021 1. No Weekend curfew 2. Outdoor shops to remain open from 7AM till 7PM on all days.  3. Night curfew from 8PM To 7AM To continue.  4. All other guidelines to continue as usual.  PS: #CAB violations to be dealt strictly,Guidelines in District wef 21/06/2021 1 No Weekend curfew 2 Outdoor shops to remain open from 7AM till 7PM on all days 3 Night curfew from 8PM To 7AM To continue 4 All other guidelines to continue as usual PS: violations to be dealt strictly,"['#Jammu', '#CAB']",[],[],[]
387,"Govt Withdraws Weekend Curfew In 8 Districts  #JMUKMR: Government on Sunday withdrew weekend curfew in eight districts of J&amp;K, five of them in Jammu division and three in Kashmir Valley.  https://t.co/5oKGzT6j0l",Govt Withdraws Weekend Curfew In 8 Districts Government on Sunday withdrew weekend curfew in eight districts of JampK five of them in Jammu division and three in Kashmir Valley ,['#JMUKMR:'],[],['https://t.co/5oKGzT6j0l'],[]
388,"New guidelines for 8 districts  No weekend curfew in Shopian, Ganderbal, Bandipora, Jammu, Samba, Kathua, Reasi and Udhampur.  Daily night curfew will continue to exist from 8 pm to 7 am.  All outdoor shops and trades are permitted to open on all days, only from 7 am till 7 pm.",New guidelines for 8 districts No weekend curfew in Shopian Ganderbal Bandipora Jammu Samba Kathua Reasi and Udhampur Daily night curfew will continue to exist from 8 pm to 7 am All outdoor shops and trades are permitted to open on all days only from 7 am till 7 pm,[],[],[],[]
389,"No weekend lockdown in Ganderbal, Bandipora, Jammu, samba, kathua, Reasi, Udhampur and shopian, however night curfew will continue to be enforced in these districts from 8 pm to 7 am.",No weekend lockdown in Ganderbal Bandipora Jammu samba kathua Reasi Udhampur and shopian however night curfew will continue to be enforced in these districts from 8 pm to 7 am,[],[],[],[]
390,"No weekend curfew now in 8 districts of J&amp;K including Bandipora, Ganderbal, Shopian, Jammu, Reasi, Udhampur, Samba and Kathua, however, night curfew will continue to remain in force in these districts from 8pm to 7am.",No weekend curfew now in 8 districts of JampK including Bandipora Ganderbal Shopian Jammu Reasi Udhampur Samba and Kathua however night curfew will continue to remain in force in these districts from 8pm to 7am,[],[],[],[]
391,@ShilpaBhartiy Self imposed curfew in town.., Self imposed curfew in town,[],['@ShilpaBhartiy'],[],[]
392,"People r so careless about the condition of the nation🥺With  curfew relaxations,they r going mad again.Unaware of devastating third wave.Wandering without masks . Nobody to check them. And then comes the college exams #cancelhpuexam2021 @jairamthakurbjp sir @govind4betterHP sir  https://t.co/BoYgnbwUpi",People r so careless about the condition of the nationWith curfew relaxationsthey r going mad againUnaware of devastating third waveWandering without masks  Nobody to check them And then comes the college exams sir sir ,['#cancelhpuexam2021'],"['@jairamthakurbjp', '@govind4betterHP']",['https://t.co/BoYgnbwUpi'],['🥺']
393,Curfew notice 😄😄😄  https://t.co/3eaj8FfC30,Curfew notice  ,[],[],['https://t.co/3eaj8FfC30'],"['😄', '😄', '😄']"
394,"@anusha_puppala Yes we r challenging boldly&amp; win over with our guidelines strictly followed. We have time to time guidelines with panel discussions &amp; big minds suggesting measures hypothetical r scaring !At least night curfew till 3rd wave helped us. guidelines,destiny&amp;Almighty save us as usual!", Yes we r challenging boldlyamp win over with our guidelines strictly followed We have time to time guidelines with panel discussions amp big minds suggesting measures hypothetical r scaring At least night curfew till 3rd wave helped us guidelinesdestinyampAlmighty save us as usual,[],['@anusha_puppala'],[],[]
395,"Perhaps we can use the resources which we put into the curfew into enforcing the restrictions instead? Let businesses function but with strong surveillance from @RoyalOmanPolice, @M_Municipality, @DhofarMun, business owners &amp; managers, society &amp; volunteers.",Perhaps we can use the resources which we put into the curfew into enforcing the restrictions instead Let businesses function but with strong surveillance from business owners amp managers society amp volunteers,[],"['@RoyalOmanPolice,', '@M_Municipality,', '@DhofarMun,']",[],[]
396,"@BaidaZ Agreed. They killed the economy a long time ago &amp; the effects haven’t been been studied in detail, we offered to do an in-depth analysis however they decided to go for a student project instead. The resources that go into the curfew should go into enforcing restrictions instead", Agreed They killed the economy a long time ago amp the effects haven’t been been studied in detail we offered to do an indepth analysis however they decided to go for a student project instead The resources that go into the curfew should go into enforcing restrictions instead,[],['@BaidaZ'],[],[]
397,"People are angry about Oman’s Supreme Committee’s curfew. Science shows that curfews have a slight positive impact on covid, however the government has failed to communicate the science behind their decision. Oman needs to rely on data &amp; communication  https://t.co/nH3jbv9TTm",People are angry about Oman’s Supreme Committee’s curfew Science shows that curfews have a slight positive impact on covid however the government has failed to communicate the science behind their decision Oman needs to rely on data amp communication ,[],[],['https://t.co/nH3jbv9TTm'],[]
398,"@DGPAssamPolice @himantabiswa KHALSA CENTRE NORTH EAST, felt that policemen &amp; others on duty have a major problem after the curfew starts they don't get water or tea from anywhere. Since 19th we have started serving them tea &amp; biscuits or cold sweetened water depending on weather  https://t.co/y7MFGfDwPC", KHALSA CENTRE NORTH EAST felt that policemen amp others on duty have a major problem after the curfew starts they dont get water or tea from anywhere Since 19th we have started serving them tea amp biscuits or cold sweetened water depending on weather ,[],"['@DGPAssamPolice', '@himantabiswa']",['https://t.co/y7MFGfDwPC'],[]
399,Did government obtained advice of expert panel on implementing and lifting Lockdown? During first wave a country wide full curfew was in place and managed to have only 1 daddy’s death.,Did government obtained advice of expert panel on implementing and lifting Lockdown During first wave a country wide full curfew was in place and managed to have only 1 daddy’s death,[],[],[],[]
400,"Dear @KTRTRS Sir, People of Telangana are against for complete unlock of lockdown. This kind of decision will be major reason for 3rd wave of Covid-19  If any chance, pls let's go for atlest night curfew  Pls consider it sir. #Hyderabad #TelanganaUnlock",Dear Sir People of Telangana are against for complete unlock of lockdown This kind of decision will be major reason for 3rd wave of Covid19 If any chance pls lets go for atlest night curfew Pls consider it sir ,"['#Hyderabad', '#TelanganaUnlock']",['@KTRTRS'],[],[]
401,@KTRTRS To the Madhapur ACP  Sir backside of Madhapur ps A man selling liquor in open place in front of our church after starting curfew this is happening from long back we informed many times in Madhapur PS but there is no response from them pleas check belo links for videos, To the Madhapur ACP Sir backside of Madhapur ps A man selling liquor in open place in front of our church after starting curfew this is happening from long back we informed many times in Madhapur PS but there is no response from them pleas check belo links for videos,[],['@KTRTRS'],[],[]
402,#Goa Govt extends #Curfew by one more week till 7 am of June 28. #goafightscovid #COVID19 @goacm, Govt extends by one more week till 7 am of June 28 ,"['#Goa', '#Curfew', '#goafightscovid', '#COVID19']",['@goacm'],[],[]
403,#Telangana : Total Lockdown  https://t.co/fd4sTW7X3e Night Curfew Also. @asadowaisi @kingarhansheikh, : Total Lockdown  Night Curfew Also ,['#Telangana'],"['@asadowaisi', '@kingarhansheikh']",['https://t.co/fd4sTW7X3e'],[]
404,Rules applicable in entire State   • Night curfew from 7.00 pm to 5 am  • Weekend curfew from Friday night 7.00 pm to Monday 5.00 am   • Buses can operate with upto  50%  seating  capacity.  #Karnataka #unlock #bengaluru #newguidelines   @WeAreBangalore @WFRising,Rules applicable in entire State • Night curfew from 700 pm to 5 am • Weekend curfew from Friday night 700 pm to Monday 500 am • Buses can operate with upto 50% seating capacity ,"['#Karnataka', '#unlock', '#bengaluru', '#newguidelines']","['@WeAreBangalore', '@WFRising']",[],[]
405,Weekend curfew will continue. Relaxations in force till July 5. CM appeals to all to take care to observe #Covid_19 precautions,Weekend curfew will continue Relaxations in force till July 5 CM appeals to all to take care to observe precautions,['#Covid_19'],[],[],[]
406,Night curfew starts at 8.00 PM and this is at 9.00 PM at Model Town just near Police Station.  @LudhianaDpro @Ludhiana_Police  https://t.co/Lc7pyyKx81,Night curfew starts at 800 PM and this is at 900 PM at Model Town just near Police Station ,[],"['@LudhianaDpro', '@Ludhiana_Police']",['https://t.co/Lc7pyyKx81'],[]
407,"@mywaltair RIP 🙏 But when it comes to restrictions govt of India guidelines are based on stats that states give. Today many bussiness suffering due to curfew. Many going through huge financial issues. Lock down or curfew is based on positivity, I think there are central guidelines", RIP  But when it comes to restrictions govt of India guidelines are based on stats that states give Today many bussiness suffering due to curfew Many going through huge financial issues Lock down or curfew is based on positivity I think there are central guidelines,[],['@mywaltair'],[],['🙏']
408,@CPBlr What about them??? Flower market in Wilson Garden is operating during weekend curfew in violation of Covid rules.  https://t.co/Bu8lWQeKI0, What about them Flower market in Wilson Garden is operating during weekend curfew in violation of Covid rules ,[],['@CPBlr'],['https://t.co/Bu8lWQeKI0'],[]
409,"Is there any Saturday Sunday curfew in Mumbai??  @MumbaiPolice @CPMumbaiPolice   Brass band party at Grinar Tower,Madhav Prabhu chowk Ambewadi Kalachowki mumbai 33",Is there any Saturday Sunday curfew in Mumbai Brass band party at Grinar TowerMadhav Prabhu chowk Ambewadi Kalachowki mumbai 33,[],"['@MumbaiPolice', '@CPMumbaiPolice']",[],[]
410,@CPBlr @KamalPantIPS @DCPCentralBCP @acphalasoorgate @BBMPCOMM @BbmpsplHealth @India_NHRC @JanLokayukta @CMofKarnataka Illegal flower market operating inside residential area of Wilson Garden during weekend curfew in violation of disaster management act 2015. Are they above law?  https://t.co/x4tqdzYo0v, Illegal flower market operating inside residential area of Wilson Garden during weekend curfew in violation of disaster management act 2015 Are they above law ,[],"['@CPBlr', '@KamalPantIPS', '@DCPCentralBCP', '@acphalasoorgate', '@BBMPCOMM', '@BbmpsplHealth', '@India_NHRC', '@JanLokayukta', '@CMofKarnataka']",['https://t.co/x4tqdzYo0v'],[]
411,"I swear curfew is just a joke, this can’t be real. Hospitals can’t take more patients, doctors and their families are paying the price, people are dying and you come suggest a curfew. Unfortunately crisis management is just terrible here",I swear curfew is just a joke this can’t be real Hospitals can’t take more patients doctors and their families are paying the price people are dying and you come suggest a curfew Unfortunately crisis management is just terrible here,[],[],[],[]
412,"#Telangana cabinet has decided to lift the #lockdown completely, with no night curfew as well following drop in #COVID19 cases. Positivity rate also dropped significantly. Officials have been instructed to lift all restrictions that were in place till date: @TelanganaCMO  https://t.co/RA0Aht5VoN", cabinet has decided to lift the completely with no night curfew as well following drop in cases Positivity rate also dropped significantly Officials have been instructed to lift all restrictions that were in place till date: ,"['#Telangana', '#lockdown', '#COVID19']",['@TelanganaCMO'],['https://t.co/RA0Aht5VoN'],[]
413,"The State cabinet which met here on Saturday, has decided to lift the ongoing lockdown completely commencing from 6 AM on Sunday. There will be no night curfew either.  https://t.co/V2LWNZv5AH",The State cabinet which met here on Saturday has decided to lift the ongoing lockdown completely commencing from 6 AM on Sunday There will be no night curfew either ,[],[],['https://t.co/V2LWNZv5AH'],[]
414,#BREAKING : #Telangana State cabinet has decided to lift the ongoing #COVID19 #lockdown completely after examining reports submitted by the Medical &amp; Health dept. There will be no night curfew either. Cabinet has decided to lift the lockdown    https://t.co/fsQL6Qxndo, : State cabinet has decided to lift the ongoing completely after examining reports submitted by the Medical amp Health dept There will be no night curfew either Cabinet has decided to lift the lockdown ,"['#BREAKING', '#Telangana', '#COVID19', '#lockdown']",[],['https://t.co/fsQL6Qxndo'],[]
415,@Vikrchan @prajwalmanipal It's just weakly curfew, Its just weakly curfew,[],"['@Vikrchan', '@prajwalmanipal']",[],[]
416,"Tw // fire Fire broke out at KanGyi Market, Monywa during curfew. Causalities are not reported yet. FREEDOM FROM FEAR #76FlowerStrike #June19Coup #WhatsHappeningInMyanmar  https://t.co/hHdDnkrtyL",Tw // fire Fire broke out at KanGyi Market Monywa during curfew Causalities are not reported yet FREEDOM FROM FEAR ,"['#76FlowerStrike', '#June19Coup', '#WhatsHappeningInMyanmar']",[],['https://t.co/hHdDnkrtyL'],[]
417,Bad luck is when you are on vaccation and there is weekend curfew😔,Bad luck is when you are on vaccation and there is weekend curfew,[],[],[],['😔']
418,@MonaPatelT Sad!! Need to follow Bandipur model where there is night curfew and road humps every 100 meters., Sad Need to follow Bandipur model where there is night curfew and road humps every 100 meters,[],['@MonaPatelT'],[],[]
419,@DCPSouthBCP sir in weekend curfew many persons are playing in hombegwda red field ground in 10 th cross Wilson garden bole 560027 pl see, sir in weekend curfew many persons are playing in hombegwda red field ground in 10 th cross Wilson garden bole 560027 pl see,[],['@DCPSouthBCP'],[],[]
420,"#AndhraPradesh extends #Covid-curfew till June 30, relaxes timings   https://t.co/8hUj2xglNi", extends till June 30 relaxes timings ,"['#AndhraPradesh', '#Covid-curfew']",[],['https://t.co/8hUj2xglNi'],[]
421,@qataharraymond Country where u find a lockdown and curfew inthe same place and at the rght tym, Country where u find a lockdown and curfew inthe same place and at the rght tym,[],['@qataharraymond'],[],[]
422,Curfew to be lifted in France this Sunday  https://t.co/PdLLhhyTMW via @TravelTomorrowX,Curfew to be lifted in France this Sunday  via ,[],['@TravelTomorrowX'],['https://t.co/PdLLhhyTMW'],[]
423,#BanDhoopKiDeewarHow could we allow to telecast such non sense serial when we are witnessing about 2 years of curfew in Kashmir? Writer of this serial as well as whole cast should be ashamed who seems to be supporting brutality of Indian forces in IOK.  #BanDhoopKiDeewar, could we allow to telecast such non sense serial when we are witnessing about 2 years of curfew in Kashmir Writer of this serial as well as whole cast should be ashamed who seems to be supporting brutality of Indian forces in IOK ,"['#BanDhoopKiDeewarHow', '#BanDhoopKiDeewar']",[],[],[]
424,Night curfew situation in dundahera ghaziabad @112UttarPradesh @dm_ghaziabad @ghaziabadpolice @myogiadityanath @AU_GZBNews @aajtak @UPNBT  https://t.co/WdTEI2rbd2,Night curfew situation in dundahera ghaziabad ,[],"['@112UttarPradesh', '@dm_ghaziabad', '@ghaziabadpolice', '@myogiadityanath', '@AU_GZBNews', '@aajtak', '@UPNBT']",['https://t.co/WdTEI2rbd2'],[]
425,"@blrcitytraffic  can I go to purchase office chair Tomorrow? Since there is a curfew, are we not allowed?", can I go to purchase office chair Tomorrow Since there is a curfew are we not allowed,[],['@blrcitytraffic'],[],[]
426,@GotabayaR @SilvaShavendra  This has been open for public while curfew imposed? 🤔  Bellanwila Park Boralesgamuwa  https://t.co/JRaQXzgPcs, This has been open for public while curfew imposed  Bellanwila Park Boralesgamuwa ,[],"['@GotabayaR', '@SilvaShavendra']",['https://t.co/JRaQXzgPcs'],['🤔']
427,These New Covid19 Curfew Timings Will Come Into Effect From June 21st   #Covid19Curfew #andhrapradesh  #Chava✌ @ Vizag - The City Of Destiny  https://t.co/boMqmBiDT8,These New Covid19 Curfew Timings Will Come Into Effect From June 21st @ Vizag  The City Of Destiny ,"['#Covid19Curfew', '#andhrapradesh', '#Chava✌']",['@'],['https://t.co/boMqmBiDT8'],[]
428,Tell me Oman has a curfew without telling me Oman has a curfew... I just ordered 6 water bottles on @Talabat from the @dominos which is below my apartment!,Tell me Oman has a curfew without telling me Oman has a curfew I just ordered 6 water bottles on from the which is below my apartment,[],"['@Talabat', '@dominos']",[],[]
429,Curfew in Siem Reap extended until July 10 following Covid-19 surge  https://t.co/AWu5d3D3ft,Curfew in Siem Reap extended until July 10 following Covid19 surge ,[],[],['https://t.co/AWu5d3D3ft'],[]
430,"@RPOBB @RichardBarrow Until we’re back with curfew and everything non-essential closed, I’d only call it a soft lockdown. We’re still able to go walking around the streets at all hours, and in and out of almost all buildings.", Until we’re back with curfew and everything nonessential closed I’d only call it a soft lockdown We’re still able to go walking around the streets at all hours and in and out of almost all buildings,[],"['@RPOBB', '@RichardBarrow']",[],[]
431," https://t.co/Jd8Si2cVIx   Nainital Sunday curfew 🤨🤨🤨 means what the hell is going on in Uttrakhand n what happened to people. This is really beyond imagination @Anoopnautiyal1 Anup Sir, my words r finished so I wld request u to plz comment something Sir 🙏🏻 @AnupamTrivedi26",  Nainital Sunday curfew  means what the hell is going on in Uttrakhand n what happened to people This is really beyond imagination Anup Sir my words r finished so I wld request u to plz comment something Sir  ,[],"['@Anoopnautiyal1', '@AnupamTrivedi26']",['https://t.co/Jd8Si2cVIx'],"['🤨', '🤨', '🤨', '🙏🏻']"
432,@keshab_mahanta Curfew time “extended” upto 5 PM or “relaxed” 🤔  May be “relaxation” extended upto 5 PM 😊, Curfew time “extended” upto 5 PM or “relaxed”  May be “relaxation” extended upto 5 PM ,[],['@keshab_mahanta'],[],"['🤔', '😊']"
433,Respected @CMOfficeUP @myogiadityanath as the #Covid19 have gone down drastically in our state #UttarPradesh We all shopkeepers request you to kindly please remove the #weekend #curfew. It is of no use as most shops are open on these 2 days waiting for customers #ballia,Respected as the have gone down drastically in our state We all shopkeepers request you to kindly please remove the It is of no use as most shops are open on these 2 days waiting for customers ,"['#Covid19', '#UttarPradesh', '#weekend', '#curfew.', '#ballia']","['@CMOfficeUP', '@myogiadityanath']",[],[]
434,@RaghupathiBhat @AmitShah @narendramodi No corona curfew or masks or social distancing? Is it only for those who follow? It's a sad behaviour...   https://t.co/x0s59m5FsX, No corona curfew or masks or social distancing Is it only for those who follow Its a sad behaviour ,[],"['@RaghupathiBhat', '@AmitShah', '@narendramodi']",['https://t.co/x0s59m5FsX'],[]
435,"Why can’t v keep marine drive,Chowpatty and all public place under strict curfew on Sunday’s if v want 2stop spread of virus. People r out 4just fun &amp; not understanding that their actions is affecting the very livelihood @UdhavThackeray Mr CM sir U should immediately look into it",Why can’t v keep marine driveChowpatty and all public place under strict curfew on Sunday’s if v want 2stop spread of virus People r out 4just fun amp not understanding that their actions is affecting the very livelihood Mr CM sir U should immediately look into it,[],['@UdhavThackeray'],[],[]
436,It’s ridiculous what the government is doing. Making decisions on baseless numbers not backed by science or anything for that matter.   Suddenly covid got a curfew from 6am to 10pm is it?   Everything will be back to normal when we drop below 4k cases is it?   Goons 💆🏻‍♂️,It’s ridiculous what the government is doing Making decisions on baseless numbers not backed by science or anything for that matter Suddenly covid got a curfew from 6am to 10pm is it Everything will be back to normal when we drop below 4k cases is it Goons ,[],[],[],['💆🏻\u200d♂️']
437,@mybmc @UdhavThackeray @AUThackeray this is the state of Versova beach people seeing flouting rules and curfew no wonder we fear a third wave soon  https://t.co/O7UkytNiZG, this is the state of Versova beach people seeing flouting rules and curfew no wonder we fear a third wave soon ,[],"['@mybmc', '@UdhavThackeray', '@AUThackeray']",['https://t.co/O7UkytNiZG'],[]
438,We are delighted to inform you that from today we are going to operate for dine in from 12-3 pm and 7-9 pm with 60% occupancy. Please do call before coming to save your slots @9510688453. #lazeez #lazeezbaroda #curfew  https://t.co/r56RnWmlsj,We are delighted to inform you that from today we are going to operate for dine in from 123 pm and 79 pm with 60% occupancy Please do call before coming to save your slots ,"['#lazeez', '#lazeezbaroda', '#curfew']",['@9510688453.'],['https://t.co/r56RnWmlsj'],[]
439,@srinivasiyc Yes.  enjoying  no riots no terrorist attacks no curfew free vaccine  good infrastructure   Jay ho jay ho...  hope you also enjoy .., Yes enjoying no riots no terrorist attacks no curfew free vaccine good infrastructure Jay ho jay ho hope you also enjoy ,[],['@srinivasiyc'],[],[]
440,Either CM announced lifting the Sunday Curfew in a jiffy or later the State Home Ministry has to the damage control.  Anyway good sense prevailed.  Relaxing Sunday curfew should be the last thing to do only after completely winning over #coronavirus.   https://t.co/gCLOMjn8Yn,Either CM announced lifting the Sunday Curfew in a jiffy or later the State Home Ministry has to the damage control Anyway good sense prevailed Relaxing Sunday curfew should be the last thing to do only after completely winning over ,['#coronavirus.'],[],['https://t.co/gCLOMjn8Yn'],[]
441,100s of people gathered currently at BEML circle on Suranajan Das road in Bengaluru for some ceremony during curfew? Why freedom for such idiots ?  Why dont you open lockdown? @CMofKarnataka @BSYBJP @mla_sudhakar @HMOIndia @AmitShah @BlrCityPolice @CPBlr,100s of people gathered currently at BEML circle on Suranajan Das road in Bengaluru for some ceremony during curfew Why freedom for such idiots  Why dont you open lockdown ,[],"['@CMofKarnataka', '@BSYBJP', '@mla_sudhakar', '@HMOIndia', '@AmitShah', '@BlrCityPolice', '@CPBlr']",[],[]
442,@CMOMaharashtra It's alright for you to take people's freedom in the name of Corona's Variants.   Might be easier for all of us if you focused on medical facilities to tackle situation.  Instead imposed Curfew on people free movement and again locked the shops to earn bread., Its alright for you to take peoples freedom in the name of Coronas Variants Might be easier for all of us if you focused on medical facilities to tackle situation Instead imposed Curfew on people free movement and again locked the shops to earn bread,[],['@CMOMaharashtra'],[],[]
443,"@SriLankaTweet Oya ithin rata wahanna nedha lamayo oya sadda naga kiyanne.  This time curfew pass must be, fully vaccine card.  @RajapaksaNamal await your vaccine digital ID to avoid people printing fake vaccine cards.", Oya ithin rata wahanna nedha lamayo oya sadda naga kiyanne This time curfew pass must be fully vaccine card await your vaccine digital ID to avoid people printing fake vaccine cards,[],"['@SriLankaTweet', '@RajapaksaNamal']",[],[]
444,"Partial curfew extended till July 7, relaxation timings changed.   #vizag #visakhapatnam #andhrapradesh #curfew  https://t.co/GBA3XYMQUu",Partial curfew extended till July 7 relaxation timings changed ,"['#vizag', '#visakhapatnam', '#andhrapradesh', '#curfew']",[],['https://t.co/GBA3XYMQUu'],[]
445,Two of the so called senior &amp; highest paid players in the SL cricket team is out &amp; about having fun during team curfew.  They played horrible cricket &amp; had the guts to break the rules too. Let’s see what discipline action is taken against them. @OfficialSLC,Two of the so called senior amp highest paid players in the SL cricket team is out amp about having fun during team curfew They played horrible cricket amp had the guts to break the rules too Let’s see what discipline action is taken against them ,[],['@OfficialSLC'],[],[]
446,"@Pijush_hazarika Yes it is Sir, but the Police is not letting us go to the vaccination center in the name of night curfew. Whereas Vaccination center, Grocery &amp; medicine shops are open to serve the general public.", Yes it is Sir but the Police is not letting us go to the vaccination center in the name of night curfew Whereas Vaccination center Grocery amp medicine shops are open to serve the general public,[],['@Pijush_hazarika'],[],[]
447,As per the new SOP from 28th of June that is from today the curfew will began at 5pm and shops will be open till 4pm. So I think the police should take necessary actions for the people who are roaming with no reason and thats not a part of essential services.,As per the new SOP from 28th of June that is from today the curfew will began at 5pm and shops will be open till 4pm So I think the police should take necessary actions for the people who are roaming with no reason and thats not a part of essential services,[],[],[],[]
448,@sashiwapang I feel of an extension but no number of extensions will work unless citizens are conscious and administration stricter. Curfew is for every nook and corner but have heard of free movements going on., I feel of an extension but no number of extensions will work unless citizens are conscious and administration stricter Curfew is for every nook and corner but have heard of free movements going on,[],['@sashiwapang'],[],[]
449,@RexClementine @Damith1994 Any idea about the curfew time ??, Any idea about the curfew time ,[],"['@RexClementine', '@Damith1994']",[],[]
450,@ufc  have to fight for the vaccine. Please train me., have to fight for the vaccine Please train me,[],['@ufc'],[],[]
451,"United will require new employees to show proof of Covid vaccine, following Delta  https://t.co/XXymcdN49g #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",United will require new employees to show proof of Covid vaccine following Delta  ,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/XXymcdN49g'],[]
452, https://t.co/PmNGKm4v32 Once infected from covid? Take a single shot of mRNA Vaccine nd get life time of immunity.,  Once infected from covid Take a single shot of mRNA Vaccine nd get life time of immunity,[],[],['https://t.co/PmNGKm4v32'],[]
453,Gavin Newsom's wheel of vaccine fortune   https://t.co/7bIdOeSd4U,Gavin Newsoms wheel of vaccine fortune ,[],[],['https://t.co/7bIdOeSd4U'],[]
454,Penn Study Suggests Those Who Had COVID19 May Only Need One Vaccine Dose  https://t.co/81Uc6zEyeC via @PennMedicine,Penn Study Suggests Those Who Had COVID19 May Only Need One Vaccine Dose  via ,[],['@PennMedicine'],['https://t.co/81Uc6zEyeC'],[]
455,"@ritesh214 @80hrCM @DKMCooper @mybmc @IqbalSinghChah2 @SerumInstIndia @BharatBiotech Produce one statement or news clipping where states demanded to order the vaccines.   And if at all one state has said the same , Is Center duty bound to allow such stupid decision ?   Don’t they have their own brain to accept demand of 2-3 states ?   Onus lies with Center govt.", Produce one statement or news clipping where states demanded to order the vaccines And if at all one state has said the same  Is Center duty bound to allow such stupid decision  Don’t they have their own brain to accept demand of 23 states  Onus lies with Center govt,[],"['@ritesh214', '@80hrCM', '@DKMCooper', '@mybmc', '@IqbalSinghChah2', '@SerumInstIndia', '@BharatBiotech']",[],[]
456,@BertyThomas dude can we make TG channel’s separate for different brand of vaccines. This is getting confusing now., dude can we make TG channel’s separate for different brand of vaccines This is getting confusing now,[],['@BertyThomas'],[],[]
