,Unnamed: 0,created_at,username,tweet,language,replies_count,retweets_count,likes_count
897,130,2021-06-08 00:03:41 India Standard Time,muzzammilaap,Feeling Very Very much Tired. Corona Tou Nahin Ho Gaya ?,en,0.0,0.0,0
898,131,2021-06-08 00:00:52 India Standard Time,amiteshkabira,"@mlkhattar @cmohry respected sir,after losing my job due to covid,I always appreciate your steps to fight Corona even like decades ago how we fought by skip 1 time meal we r ready to do this again nation,in gurgaon landlords even they see our conditions",en,1.0,0.0,0
904,137,2021-06-07 23:26:25 India Standard Time,royalstag_bisht,@20Sonu21 Sir gujrat me hai and tha corona se jayda black fungus ne paresan kiya hai,en,0.0,0.0,0
906,139,2021-06-07 23:20:37 India Standard Time,arjunharish08,@nikhiljoisr From nov’20  to march ‘21 when it seemed like Before corona days,en,0.0,0.0,2
908,141,2021-06-07 23:10:43 India Standard Time,gully_boy808,You must get all the vaccines and drive away corona  https://t.co/J0MJnKQ9kV,en,0.0,0.0,0
910,143,2021-06-07 22:59:22 India Standard Time,therameshs,"Hunger is threating to kill more people then Corona.  Nothing is more dangerous than continued lockdown to poor and daily workers, they are not getting any support from neighborhood like last year. Request TS Govt to support them financially. @KTRTRS @asadowaisi @TelanganaCMO  https://t.co/upl5p1D6ti",en,0.0,0.0,1
911,144,2021-06-07 22:49:49 India Standard Time,shankster46,I think there is War going on between My Antibodies and corona virus inside my body bcoz I'm feeling the heat🤣 #CoronaVaccination #COVID19India,en,0.0,0.0,0
913,146,2021-06-07 22:47:38 India Standard Time,shamim69940869,@sattam_al_saud I'm not economically stable to rebuild my  house again as my father work is also stopped due to corona pendemic hence we are helpless sir I request you to help me  to build my house God will give more blessings to you..please contact me on +918431429248 please sir help  https://t.co/hlMbPtpbMu,en,1.0,1.0,1
918,151,2021-06-07 22:17:11 India Standard Time,vrrajendran8,Today Announced Puducherry LT.GOVERNOR Brandy Shops Shall be Remain Open 9AM to  https://t.co/KP2jPMD75O.During Corona Pandemic Period Shall Make Adverse Results of Vaccines for People. Whether  Medical Authorities Approvig to Open Alhocol Shops! Explanation  Need by People BYVRR!  https://t.co/rZ2VNlUvW8,en,0.0,0.0,0
919,152,2021-06-07 22:16:23 India Standard Time,joshirakesh2016,We have many such dedicated corona worriers and that’s why we can fight against corona pandemic.. Proud of such many more unsung heroes 🙏👏👏👍🙏,en,0.0,1.0,12
921,154,2021-06-07 22:06:29 India Standard Time,353839052d72499,"@abhijitbangar sir thank you for giving permission to operate malls to 10pm atleast now we can freely go to mall,watch movie do shopping where is corona in navi mumbai",en,0.0,0.0,0
922,155,2021-06-07 22:06:14 India Standard Time,bardoliguide,Today's Corona News Statistics of Surat and Bardoli ..  #bardoli #bardolinagar #surat #suratcity #covid_19 #sardarnagribardoli #CoronaVirus #COVID19 #stayhomestaysafe #coronaupdates #coronapositive #bardoliguide  https://t.co/cal5T5eGiE,en,0.0,0.0,3
923,156,2021-06-07 22:05:13 India Standard Time,devarajancm,Unmai.. naan namburathu enana afer corona crisis. @Udhaystalin sir will definitely tour towards west and expand or grow DMK.,en,0.0,0.0,1
924,157,2021-06-07 22:04:43 India Standard Time,pipalkoti,@airnewsalerts @DrJitendraSingh It is true. But so far no natural immunity booster has been discovered against Corona virus.,en,0.0,0.0,0
925,158,2021-06-07 21:57:37 India Standard Time,ajithkumar__atr,"@RAKRI1 In TN, especially in Trichy. Dialysis patients are hard due to corona viruses pandemic. Kindly note with this and advise public &amp;  ""private"" hospital with correct government regulations. !",en,0.0,0.0,0
926,159,2021-06-07 21:56:59 India Standard Time,pannanamasudra,@DY365 Sir @ranujpegu daily case 3500 ar upore barte taker tar moddhe amora ki kore exam dibo. Amra sokoler tho exam ditm vlo results kortm nd vlo college oo admission loitm . Bt ai corona modde exam ta cancel koratai vlo . Student or life niya tho kotha,en,0.0,0.0,0
927,160,2021-06-07 21:55:17 India Standard Time,dhroahotel,"@AamAadmiParty @CMODelhi In a sensitive gesture, CM Shri @vijayrupanibjp decides to waive-off Property Tax as well as Fixed Charge in Electricity Bills of Hotels &amp; Restaurants affected by Corona Pandemic for one year i.e, from April 1, 2021 to March 31, 2022 in the State.",en,1.0,19.0,15
928,161,2021-06-07 21:52:33 India Standard Time,gauravt232014,"Don't think he has declared victory over Corona, he is saying we will win &amp; defeat Corona virus. Leader has to convey optimism. Don't think he declared victory earliest as well, he said we have done well, which was partly true as well. 1)",en,1.0,0.0,0
929,162,2021-06-07 21:52:19 India Standard Time,pannanamasudra,@atanubhuyan Sir ai corona mohamarir smy amora ki kore exam dibo pray all state ar exam cancel bt kno amrar assam or exam cancel oise na @ranujpegu sir plzz assam or exam cancel koro. students ar jibon niya kotha . Student jdi corona a mara jay tar gothi ki oitho. Plz🙏🙏,en,0.0,0.0,0
930,163,2021-06-07 21:50:17 India Standard Time,tapaschattaraj,@timesofindia The Supreme Court's stricture for 15 days invited the explanation on vaccination &amp; other issues of corona tackling Pradhan Sewak gave his version today in media!,en,0.0,0.0,0
932,165,2021-06-07 21:46:45 India Standard Time,atuldizipro,"4. Many families get destroyed due to the Corona second wave; this time, only a strict law with a heavy penalty can save Delhi. @ArvindKejriwal  @ndtv @ABPNews @ZeeNews @TimesNow @htTweets @ANI @aajtak  https://t.co/NZjgO9rPbN",en,1.0,6.0,12
933,166,2021-06-07 21:44:26 India Standard Time,kumarsharma0708,@the_hindu I don't know why this country need to do ties with any countries. They can easily use weapon like Corona.,en,0.0,0.0,1
934,167,2021-06-07 21:42:15 India Standard Time,broadwit,No he hasn't. He is making up stuff as he goes along. He has needlessly experimented with people's lives w.r.t. Corona Vaccine knowing fully well how corrupt non-BJP state governments are. Sorry.,en,0.0,1.0,1
935,168,2021-06-07 21:37:54 India Standard Time,m77sharma,"@CMOMaharashtra @OfficeofUT @AUThackeray @uddhavthackeray @rajeshtope11 @DGPMaharashtra @mybmc R/Sir's , this would like to inform that in Mumbai SVP Road Area Khetwadi, CP Tank , Kumbharwada etc no one stop working after 4 pm and not even following corona appreciate behaviour",en,1.0,0.0,0
936,169,2021-06-07 21:34:17 India Standard Time,pnkj1986,What is this corona kit which we received as a corona kit same on 5T  DHH PATTAMUNDAI  https://t.co/VRce5F5VOh,en,0.0,0.0,0
941,174,2021-06-12 01:55:35 India Standard Time,23031931,Upsc corona attempt...not a lame excuse at all...#UPSCExtraAttempt   @PMOIndia  @AmitShahOffice  @rajnathsingh @dpradhanbjp  @gssjodhpur  @DoPTGoI,en,0.0,7.0,8
942,175,2021-06-12 01:40:59 India Standard Time,ekramulbari44,@dailystarnews Corona is only available in Educational institutions.... 4,en,0.0,0.0,1
943,176,2021-06-12 00:56:51 India Standard Time,presschennai,"Corona test at door steps @ Chennai, India  https://t.co/M6U4FWpeGS",en,0.0,5.0,0
944,177,2021-06-12 00:31:50 India Standard Time,zubairk73667144, https://t.co/78VdZ3rTHB Electronic corona protection helmet 100℅ guaranteed protection.  https://t.co/x3mbSXc0yn,en,0.0,0.0,0
947,180,2021-06-11 23:57:46 India Standard Time,mukku51765205,@cz_binance  If something happend  with you..  Like corona... Its very small..... Then whats going with bnb.... Only safu cant do nothing without you....  Think think think.... Not only tweet ......,en,1.0,0.0,0
950,183,2021-06-11 23:47:08 India Standard Time,sanwarey,Your Works are outstanding  You are doing Hardwork for nation  But Your cabinet Secreatary is lazy he does not Control situation or do his duty Main culprit in corona He is  He should meeting with dm ssp and secreatry or minister but he didn't do You select the wrong person !,en,0.0,0.0,2
952,185,2021-06-11 23:21:28 India Standard Time,jampachakar,@LakhobaLokhande @nitin_gadkari @Dev_Fadnavis @ShivSena @OfficeofUT 1st Place in all Corona Records !  Throughout the 2 years of the Virus!   Ye Bhi Kam Hai Kya?,en,0.0,0.0,1
954,187,2021-06-11 23:13:38 India Standard Time,kazztr_,@explosiveskull_ Corona is positive,en,1.0,0.0,0
955,188,2021-06-11 23:11:41 India Standard Time,choudhurysalona,Situation of Corona prisoners  https://t.co/f5ZvJOiCs3,en,1.0,10.0,9
956,189,2021-06-11 23:07:27 India Standard Time,gang1983,"Dear Donars,  My name is GANGARAJU from Bangalore.  help me to save my family from corona. I paid already Rs.2lakh. I want to pay more Rs.1lakh. Please any donor help me little help like 500, 1000. Please help me to my gpay or phone pay no.9741620590. If not possible,  pls pray",en,0.0,1.0,0
960,193,2021-06-13 03:18:18 India Standard Time,neerog,@rohitku04088786 @Ridhima76263607 Ok contact after corona-2 thanks,en,0.0,0.0,1
961,194,2021-06-13 01:41:32 India Standard Time,princesmorbucks,Corona missed/ruined our-lives y’all  https://t.co/3F3Q1FrQhn,en,0.0,0.0,1
962,195,2021-06-13 01:32:24 India Standard Time,nourianhassan,"@farahnazir1 According to the enactment of national committee for combating Corona viruse, issuance of tourist and pilgrimage visas suspended since last 13 months. Hopefully it will be resumed after decreasing outbreak of Corona viruses in the country.",en,0.0,0.0,0
963,196,2021-06-13 01:05:04 India Standard Time,rishigo00830447,"@washingtonpost These are virtual clouds, in real there is a clear sky. The leaders at G7 are in extreme delusion because of post corona virus economic effect",en,0.0,0.0,1
965,198,2021-06-13 00:48:40 India Standard Time,david_talukdar,COVID-19 Vaccination in India #covid19 #VaccinationDrive #Corona #India  Photo: David Talukdar  https://t.co/xYTcL697RD,en,0.0,0.0,1
968,201,2021-06-13 00:08:31 India Standard Time,fathimaaisha55,"@GotabayaR Mr. President, New Zealand🇳🇿 is such a big country If one intelligent Woman could have prevented the spread of Corona Virus in the country, why have our rulers not been able to control such a small island? Really you are a failure 😡🤦🏼‍♀️ #COVID19SL🦠 #FailManagement  https://t.co/d1RWv99KCU",en,0.0,0.0,2
969,202,2021-06-13 00:01:52 India Standard Time,drshubhamnegi,Spread Wellness #medical #spreadwellness #tooth #newdelhiindia #fitness #drshubhamnegi #exercises #doctors #immunityboost #punjab #covid19 #skull #spreadwellness #healthylifestyle #drshubhamnegi #corona #US #happinessquotes  #world #wellness #dfy #fitnessmotivation #India  https://t.co/7exXpsVRUl,en,0.0,0.0,3
970,203,2021-06-12 23:33:33 India Standard Time,ayus_sing,"Corona is a NEW GOD in India   ‘Corona Mata’ temple comes up under a neem tree at a village in Pratapgarh district, Uttar Pradesh.  Who can save my nation 🧑‍⚖️🔥  #Corona #CoronaMata #coronamatatemple  https://t.co/4zIKZz0Psp",en,0.0,0.0,2
972,205,2021-06-12 23:14:53 India Standard Time,monika_raj1988,@vivekagnihotri “Aajii” in Marathi &amp; recently she passed away due to corona on 2nd June leaving me alone…..life is incomplete without her💔,en,1.0,0.0,1
974,207,2021-06-12 23:05:41 India Standard Time,modimanju1,"From free oxygen delivery to the Door steps &amp; distributing Mask's, food Kits to the needy people @mlshivkummar Anna You are a true Covid Warrior helping the people to fight Corona from last one year take bow &amp; Keep Inspiring #IndiaFightsCorona @blsanthosh @girishalva @KiranKS  https://t.co/ITfLBfYpgQ",en,1.0,4.0,16
977,210,2021-06-12 22:51:03 India Standard Time,krishnaraoukey,This shameless Modi is more dangerous than Corona Cobra and China.,en,0.0,1.0,2
978,211,2021-06-12 22:50:01 India Standard Time,kepikhanal1,"Today marks the first month of the Corona Infections Campaign that we started almost a year ago.Initially,we were serving 70/80infected people continuously,but thing got harder as month passed.We are so thankful for all the donations&amp;help we received from people around the globe*  https://t.co/IxZMA8OOgP",en,1.0,8.0,24
981,214,2021-06-12 22:23:22 India Standard Time,singhprathvi64,@vinay1011 Which means now we can create fresh money in order to recover from post Corona slowdown.,en,0.0,0.0,0
983,216,2021-06-12 22:16:34 India Standard Time,silky66588627,I know it's not related to the tag. But fu*k this corona 🤬🤬🤬 I don't know how many more lives this stupid virus has to play with? How many more families are gonna get destroyed? Plz god bless every single soul on this planet🧿🧿 #IshqMeinMarjawan2,en,0.0,0.0,9
984,217,2021-06-12 22:15:01 India Standard Time,samgudhate,"Corona is a NEW GOD in India   #coronamatatemple comes up under a neem tree at a village in Pratapgarh district, Uttar Pradesh…  #IncredibleIndia  https://t.co/XfLGiOD2ht",en,0.0,0.0,0
987,220,2021-06-12 22:03:27 India Standard Time,bobbygrewalz,@MoHFW_INDIA @PMOIndia @icmr_nie @drharshvardhan sir a question I am a diabetic before corona I was fine if I get corona and I die will this be a death by corona or diabities .I think it should be corona because I was fit and fine before corona .SO SIR PLS GIVE ACTUAL DEATH NOS,en,0.0,0.0,0
988,221,2021-06-12 22:02:09 India Standard Time,ameghanamys,Corona Awareness By Puneeth Rajkumar @PsprkF @PuneethRajkumar #coronavirus #vaccinationinindia #coronaawarenessinKannada  To watch click the link 👇  https://t.co/e9EGt7hqJk,en,0.0,0.0,0
989,222,2021-06-12 21:57:45 India Standard Time,darshit55727142,Donated Today 🌸🌼💕  #donated #donate #paypal #poor #delhi #india #drive #welfare #blessed #happy #CoronaSecondWave #CoronaPandemic #CoronavirusIndia #CoronavirusIndia #Corona #CoronaCurfew #CoronaWarriors #CoronaUpdate #Saturday #SaturdayMotivation #SaturdayMotivation #happy  https://t.co/u72DwkALa8,en,1.0,1.0,3
990,223,2021-06-12 21:49:14 India Standard Time,viratsinghdohre,"Me after seeing this corona mata🥵🙄 ""Corona Mata""   #CoronaMata #coronamatatemple #coronamatamandir  https://t.co/bFQjPWySl0",en,1.0,0.0,2
991,224,2021-06-12 21:46:13 India Standard Time,viratsinghdohre,Amrican  : We have best health infrastructure to fight against COVID 19.  Indian : Le Amerika . We have Corona Mata Mandir.   #coronamatatemple,en,0.0,0.0,4
992,225,2021-06-12 21:42:07 India Standard Time,ghoshkk,"@vinikkohli @Satirical_Dhruv Lol. Corona sounds so feminine! But if you decide to worship or fight Covid, it must be a Mister. He is a pukka male monster.",en,0.0,0.0,1
993,226,2021-06-12 21:37:48 India Standard Time,rajkumar13341,"Today M.P. Sharma's death is due to Corona. Village Loma, PO Rajapaker Near Hajipur. Plz take action so that Corona won't spread in this area.@nityanandraibjp @NitishKumar @dm_vaishali @UditaSi07727860  https://t.co/HnmbGbj5uD",en,0.0,0.0,0
996,229,2021-06-12 21:36:15 India Standard Time,hariom572,"@gyanaom1100 @0c8KPmgaOpOJaxn @deepak_mragwani @AmitSwami2019 @TheDeepak2020In @brand_maratha @PriyankaBabbar5 @mragwani_deepak @RpRamesh10 @saprajapati1 @HariOm_o3 @BrajmohanMalvi1 @AshokPa72976701 @PoojaKhurana_ @7hBIugaUURAh0PP @Arnab_Fanclub_ Below article exposes the terrific situation of Indian jails during Corona time!  In such horrific situation, Prisoner Rights should be ensured.  Atleast the ill, old, &amp; other vulnerable inmates should be released. #Justice_For_Covid_Prisoners  https://t.co/1zZRDE93Gj",en,0.0,5.0,4
997,230,2021-06-12 21:35:03 India Standard Time,srikantortho,@thenitinnotes I heard china now claiming that corona originated from india 😂😂🙊,en,0.0,0.0,0
998,231,2021-06-12 21:34:51 India Standard Time,guruiyappan5,"I really appreciated DMK Government.I searched vaccine for two weeks but our area DMK Chairman #JP PAZHAYAR, #sirkali and her team  Arranged camp today our village with corona vaccine guidelines thank to @mkstalin cm sir @Subramanian_ma  sir &amp;all other helath dept from common man",en,0.0,0.0,0
999,232,2021-06-12 21:34:38 India Standard Time,kashish85827160,@Lina17330 @DDNewsHindi The prisons can not be breeding ground for the corona virus and spread of pandemic among the custodial population of India.   #Justice_For_Covid_Prisoners  Prisoner Rights should be protected.  Raise Voice For COVID Prisoners!  https://t.co/QNpovyreJj,en,0.0,3.0,2
1000,233,2021-06-12 21:32:04 India Standard Time,vrrajendran8,"Some Days back One Lion Was Death in Vanndaloor ZOO by Corona Virus,Authentication Report! SO Corona Virus Spreading  To Animals itself.People always maintain distance with All Animals for Safety of Animals &amp; Human.We Are Controlled by  https://t.co/yy37IReOrY Save Nature! BYVRR  https://t.co/HlnuZeque5",en,0.0,0.0,0
1001,234,2021-06-12 21:30:13 India Standard Time,padamjeetsharma,@LucknowMsk @anvi_rks @Gajendr16916843 @Aparna38408634 @manavparody @hisamuddink51 @ManojJa37766871 @Krishna91228901 @Hisamud47588796 @I_am_deval @Parvesh65632017 @GT93868355 @AnilKum04619533 @ROVEE8 @UPENDRA57815086 @dvs1z @Ey3ivE3pefSpPY0 @SunilMe24609328 @BramhRakshas @budhwardee @Ayaaniqbal17 @Amritpu48045181 @ManojSh97808404 @jainymoney @MRchoudhry4444 @SunilSh74726833 @surajku70003117 @Rameshpatwal @Patel07Paresh @BabySingh99 @AjitSha06184074 @PuneetKhosla8 @divya_drashti @sureshsharma365 @sneha2024 @kishore_hassani @Mdsbbir7 @Sudarsh63169707 @ramesh_bdn @Usha17944190 @Veeru15173 @AshrafiMunawwar @Gravim71 @vg_inc @LakshamiChandra @AK73428200 @PragathShukla @DYOLSINGH @HasmukhSoni17 But for corona followed by lockdown the position could have been different.,en,0.0,1.0,1
1003,236,2021-06-12 21:19:59 India Standard Time,sunilkr_gupta,@Realaamaadmi13 @iamvedprakash_ @itsBhargavK @alok_bhatt @abhijitmajumder Due to corona lockdown fall in gdp growth is common  but forex reserves  https://t.co/JSFuJz2XpF,en,0.0,0.0,3
1005,238,2021-06-12 21:18:49 India Standard Time,jasisingh97,@dtptraffic @ArvindKejriwal @aaprajeshrishi @CMODelhi @msisodia @AAPDelhi @DelhiPolice This is something great so quick action on this I hope Delhi police will look this matter immediately and make sure that it will follow the corona accurate behavior and we can come to normal life ✌🙏,en,0.0,0.0,0
1006,239,2021-06-12 21:14:17 India Standard Time,abhishek_r_h,"There used to be time when they showed weather report with celsius/degree of each cities, now we see corona case number of each cities at the end of news. When will this really end is still a question. 🙄🙄🙄🤔🤔 #CoronaUpdate #Corona #COVID19",en,0.0,0.0,0
1007,240,2021-06-12 21:08:34 India Standard Time,vrrajendran8,PERIAR &amp; KAMARAJ&amp; ANNA Very Against to Alhocol Policy &amp; Prohibited! But Still Alhocol Selling in Puducherry &amp; Tamil Nadu During  Corona Time! Vaccines Purposes  Redicluse if Any Vaccinated Person  Consumes Alhocol! How Can Control Corona is Endless With Death are Numbered by Govt  https://t.co/4ZSyyYdbbI,en,0.0,1.0,0
1008,241,2021-06-12 21:07:45 India Standard Time,ajaz_humanist,@RailMinIndia what is your policy to #coronafight ? Due to corona you are sending COVID-19 Alert:No blanket and linen shall be provided in the  https://t.co/QuwPKy2oMs. travel safely/suitably.Inconvenience regretted. Indian Railway. And you are providing RAC seat. #Coronaspreader,en,1.0,0.0,1
1010,243,2021-06-12 20:46:04 India Standard Time,hindusthanisher,@utkarshs21 Why is the Supreme Court order being ignored❓  Why are prisoners not being released from jail❓  Who will take the responsibility of protecting the prisoners who have got corona and other prisoners❓ #Justice_For_Covid_Prisoners  https://t.co/wdvavs76Bg,en,1.0,1.0,1
1011,244,2021-06-12 20:45:15 India Standard Time,tilludu,Main pilgrimage spot of Corona Mata. From here only mata got spread herself across the world. 🙄🙄  #CoronaMataMandir  https://t.co/4l9ehoaVY6,en,0.0,1.0,5
1012,245,2021-06-12 20:36:34 India Standard Time,durga75494317,Where has #Justice_For_Covid_Prisoners gone? We should preserve Prisoner Rights. We sholud make Voice For COVID Prisoners. Corona has taken Lakhs of lives and affected millions. Is Social distancing possible  and proper treatment available in prisons?  https://t.co/7CNcHJuv95,en,0.0,1.0,1
1014,247,2021-06-12 20:29:28 India Standard Time,dwivedisurbhi,"India is not only facing Corona Virus but also BJPGovt virus which is eating our economy since 2014 &amp; continuously raising prices of Petrol, Diesel, Gas, Edible oil &amp; basic necessity products. We need to raise voice on Modi Tanashi 2gether. #PetrolDieselPriceHike #Petrol100NotOut  https://t.co/J8MsQdqwr5",en,0.0,8.0,27
1015,248,2021-06-12 20:27:40 India Standard Time,hindusherni8085,"@HindusthaniSher Even after recovering from Corona, there are many complications. There is great physical weakness,in such a situation,the life of the prisoners in the jails is not free from danger.Our demand from the gov. is to release the prisoners on bail or parole #Justice_For_Covid_Prisoners  https://t.co/8XxlFukKfA",en,0.0,1.0,1
1016,249,2021-06-12 20:26:24 India Standard Time,hindusherni8085,"@acharybhardwj those prisoners who are above60 years and have been infected with corona,such prisoners should not be kept in jail even for1day.They should be released immediately on bail/parole.Othrwise,the lives of other prisoners and staff are not free from danger #Justice_For_Covid_Prisoners  https://t.co/cLeqlUM08y",en,0.0,0.0,0
1017,250,2021-06-12 20:26:04 India Standard Time,shalinit_6,"‘Corona Mata’ temple comes up under a neem tree at a village in Pratapgarh   ""Villagers collectively decided &amp; set up the temple with belief that praying to the deity would definitely offer respite to people from Coronavirus,""a villager said yesterday.  Do we need vaccine now?  https://t.co/LPjyeNJq4E",en,10.0,6.0,9
1019,252,2021-06-14 04:31:14 India Standard Time,hazanzan2,Total lockdown part II  dari 15 - 28 Jun 2021 #cmco #mco #pkp #Corona #COVID #StayHomeStaySafe,en,0.0,0.0,0
1020,253,2021-06-14 03:50:52 India Standard Time,iamhsandhu,"Heartfelt Condolences 🙏🙏  Flying Sikh Milkha Singh ji wife Nirmal Kaur (former captain of India’s National Women’s Volleyball team) lost battle to Covid19.  🙏 #MilkhaSingh Ji also get infected by Corona &amp; admitted in ICU at PGIMER Chandigarh, We pray for his speedy recovery.  https://t.co/qpuJSmzq0N",en,2.0,0.0,3
1021,254,2021-06-14 02:47:37 India Standard Time,vaibhavmw,Full Video Link Here 😄🙌🏻 Will Be Helpful For You 🤗 If You Like The Video &amp; Subscribe - it would be helpful 🤗  https://t.co/zZ4t62OaRP 🔝🔝🔝🔝🔝 #youtube #homeworkout #corona  #LockDown #Covid_19 #fitathome #exercises #QuarantineLife #workout #ContentCreator  https://t.co/Mj7dUwheu7,en,0.0,0.0,5
1022,255,2021-06-14 02:47:09 India Standard Time,digital_waves68,coffee with corona virus time  https://t.co/ZAM7ujCffu,en,0.0,0.0,0
1023,256,2021-06-14 00:47:51 India Standard Time,raajeevshharma,"#RamMandirScam AAP is completely exposed in corona they were not able to provide anything to dehlites,they want divert the attention from their failure.Kujiwal and his chamcha will give written apologies in this case as in case of Jaitely and Gadkari.",en,1.0,0.0,1
1027,260,2021-06-14 00:07:14 India Standard Time,sipgrab,"IDFC FIRST Bank offers 4x annual CTC, salary continuation for 2 years to corona affected employees#39; families: MD Vaidyanathan  https://t.co/ux9ls9xyma #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,0.0,0.0,0
1029,262,2021-06-13 23:41:25 India Standard Time,amit_kr_tiwary,"Today,corona epidemic has created a furore in field of education,for uplift't of students in this critical time,a platform(@PragyanClasses)has been created by me,on which various and intellectual teachers of India are present,fees are very low as well demo class's are available.  https://t.co/fPVSePIhYW",en,1.0,2.0,3
1030,263,2021-06-13 23:31:18 India Standard Time,arvarunsharma,"Flying sikh just defeated corona, but its sad that corona caught his life partner 😭",en,0.0,0.0,0
1031,264,2021-06-13 23:29:13 India Standard Time,kukyannithesh,Everyone are waiting for this lockdown to open........ Even corona virus waiting for the same.....,en,0.0,0.0,1
1032,265,2021-06-13 23:28:10 India Standard Time,bardoliguide,Today's Corona News Statistics of Surat and Bardoli ..  #bardoli #bardolinagar #surat #suratcity #covid_19 #sardarnagribardoli #CoronaVirus #COVID19 #stayhomestaysafe #coronaupdates #coronapositive #bardoliguide  https://t.co/HviHSHBzBd,en,0.0,0.0,0
1035,268,2021-06-13 23:16:54 India Standard Time,impreetsbakshi,"Heartfelt Condolences 🙏🙏 Flying Sikh Milkha Singh ji wife Nirmal Kaur lost battle to Covid19, May Waheguru ji bless her soul &amp; rest in peace 🙏 #MilkhaSingh Ji also get infected by Corona &amp; admitted in ICU at PGIMER Chandigarh, We pray for his speedy recovery. @JeevMilkhaSingh  https://t.co/ODVsJNIU0w",en,8.0,70.0,329
1036,269,2021-06-13 23:13:17 India Standard Time,snehasi69525904,@CMOfficeUP @myogiadityanath Corona cases is decreaseses day per day . So pls permit to open the coaching institutes with rule . It's request of all the teachers who teaches .,en,0.0,0.0,0
1037,270,2021-06-13 23:10:42 India Standard Time,sajuperumal,"@narendramodi_in @AmitShah (corona virus vaccines should be given to everyone at their home to enable vaccines to reach everyone thru asha workers.if there is a will,there is a way)",en,0.0,1.0,1
1038,271,2021-06-13 23:02:49 India Standard Time,owaizafifa,Diverting to public bcoz central government is completely failure to tackle the Corona pandemic,en,0.0,0.0,0
1039,272,2021-06-13 23:02:22 India Standard Time,56ravinder,"Be waqt toh bas Corona aata hai , Haryana not conducted polls for local bodies and Opposition is silent , they Knows about their defeat",en,0.0,0.0,0
1040,273,2021-06-13 22:59:28 India Standard Time,guruprasadgudi,After taking 6 min corona test,en,0.0,0.0,0
1041,274,2021-06-13 22:54:29 India Standard Time,callmedips98,Old picture  good days Corona free days Durga puja 2019  https://t.co/H97f2yG7SL,en,4.0,0.0,7
1042,275,2021-06-13 22:53:40 India Standard Time,ujjwalpratim,We need more fund to protect the people of assam from flood and corona virus. More over we ask assam government to stop illegal eviction following guwahati high court's order @PMOIndia @CMOfficeAssam,en,0.0,0.0,0
1043,276,2021-06-13 22:44:21 India Standard Time,theyash16,"@Incognito_River We are so lucky ki corona ne hmari family me kisi ko kuch nhi kia,,,, but from the other side i lost my projects and now we are financially so weak!",en,1.0,0.0,0
1045,278,2021-06-13 22:39:16 India Standard Time,mandarnaik999,Our Prime Minister Shri @narendramodi Ji is working day &amp; night to protect lives from the Corona pandemic &amp; to raise INDIA above the world.   #HeroOfTheNationModiJi  https://t.co/yoUvQRyIOK,en,1.0,1.0,1
1046,279,2021-06-13 21:50:04 India Standard Time,helpindia18,"Mausa , tarini slum,Bbsr,due to Lockdown the 2nd wave of corona is facing a lot of problems to lack of food.our Help India rushed to her home and provided her food for 20 days @CMO_Odisha @PMOIndia @bmcbbsr @cpbbsrctc @SSEPD2 @Naveen_Odisha @DMKhordha @HFWOdisha @Naveen_Odisha  https://t.co/WkFX0lIk2u",en,0.0,0.0,2
1047,280,2021-06-13 21:44:57 India Standard Time,prasadch27,What happened Corona time lots of companies and people donated money and bank cheque’s for Covid treatment PM care funds and CM care funds,en,0.0,0.0,0
1048,281,2021-06-13 21:44:31 India Standard Time,helpindia18,"Mausi, tarini slum,Bbsr,due to Lockdown the 2nd wave of corona is facing a lot of problems to lack of food.our Help India rushed to her home and provided her food for 20days @CMO_Odisha @PMOIndia @bmcbbsr @cpbbsrctc @SSEPD2 @Naveen_Odisha @DMKhordha @HFWOdisha  https://t.co/2mJF4n6ifP",en,0.0,0.0,3
1051,284,2021-06-13 21:30:59 India Standard Time,sonu_m_rj17,#8YearsToInfinityWithBTS #BTS8thAnniversary SIDHARTH IN DANCE DEEWANE 3 Bullywood Plotted To Kill SSR #bhuvanbam #EuroOnSonyTen Wales #YouTubers  #bhuvanbam  #ISIS  #SITA  #taimur  #DigvijaySingh  #corona,en,0.0,0.0,0
1052,285,2021-06-13 21:29:45 India Standard Time,daharwalk,#HeroOfTheNationModiJi 🔥Is giving public money to Cronies not in Lacs of Crores..  🔥In Last 4-5Yrs alone he has gifted Crony Industrialist over 7-8LcCrs in form Of Loan Write-Offs.  🔥in returns as dividends @BJP4India got 2000-3000Crs as Donations.  Public got Ghanta &amp;Corona  https://t.co/1cjsf4JlvM,en,1.0,5.0,7
1054,287,2021-06-13 21:28:29 India Standard Time,drshreegovinds2,"It is unbelievable and highly superstitious behaviour of people in rural India to worship Corona virus as goddess.  UP's Corona Mata Temple Demolished After Pics Go Viral, Probe Ordered Regarding its Construction  Photos: UP cops raze 'Corona Mata' temple  https://t.co/yE61l6S9nN",en,0.0,0.0,2
1055,288,2021-06-13 21:26:22 India Standard Time,menakaw9,2319 #COVID19 patients reported today 2021.06.12 at 9.30PM #Corona #CoronaUpdate #SriLanka #SriLankan #LKA,en,0.0,0.0,1
1056,289,2021-06-13 21:21:34 India Standard Time,deepakk52757441,Never stop doing little things for these kids. Bcoz sometimes these little things occupy the biggest part of their life...#nocaptionneeded❤️ #NSSodisha #NSSindia #Corona  #Youth  https://t.co/5fbYrdP97h,en,0.0,0.0,0
