UserName,userhandle,Time,comments,retweets,likes,Tweet
Vickky Vikram Bhattacharjee,@vickkyspeaks,2021-04-24T11:18:08.000Z,1,,,"Officials said that each plant will have a capacity to produce 40 litres of oxygen per minute and 2,400 litres every hour.Principal spokesperson in the defence ministry A Bharat Bhushan Babu said the plants will be deployed in the AFMS hospitals treating Covid-19 patients."
Ishani Duttagupta,@IshaniDg,2021-04-24T10:04:09.000Z,,,3,"Heard from 
@MallikaBasu_
 about different aspects of the F&B sector including home cooking during stressful #covid times. It’s okay that she didn’t want to comment on #BengalElections2021 asked because she’s granddaughter of #jyotibasu"
§ɴᴏᴘɪᴇᴇ⁷ ,@Dimples_of_Hobi,2021-04-24T10:01:17.000Z,,1,1,"For covid oxygen crisis emergency in kolkata(West Bengal, India)  contacts given in picture below .. Share as much as u can 
#COVID19 #CovidIndia #CovidKolkata #COVIDEmergency2021 #COVIDSecondWaveInIndia #CovidResources  #Covid_19 #KolkataCovidCare #Kolkata #KolkataCovid"
Indranil Aditya,@ipaditya,2021-04-24T09:48:09.000Z,,,1,"A health worker checks oxygen level of a Covid-19 patient in a government hospital in Kolkata, India, 23 April, 2021. (Photo by Indranil Aditya/ NurPhoto) 
#CovidIndia #Kolkata"
Rupnarayan Bose,@rnbose,2021-04-24T09:42:11.000Z,,,,"The chowkidar and his henchmen were otherwise engaged in political shenanigans, too busy to attend to covid-19 related issues."
Rajesh,@ePandu,2021-04-24T09:09:50.000Z,,1,12,VERY fuckin proud of everyone on Twitter for coming together and helping people in such tough times. #COVID #COVID19India
Sukanta Singha Roy,@sukantasinghroy,2021-04-24T06:50:07.000Z,,,,"How does COVID - 19 Manifests ?

#COVID19Pandemic #sukantasingharoy #sri4u #stayhomestaysafestayhealthy"
Padmanabhan Jaikumar,@p_jaikumar,2021-04-24T05:25:54.000Z,,,,"Covid-19: If we work as one nation, there will not be any scarcity of resources, says PM Modi
https://timesofindia.indiatimes.com/india/covid-19-if-we-work-as-one-nation-there-will-not-be-any-scarcity-of-resources-says-pm-modi/articleshow/82213725.cms… via NaMo App"
Cricket All Day,@Wriddhaayan,2021-04-24T04:13:12.000Z,,,5,"You know everything is wrong in India when the PM goes to an election rally without a mask but wears one in a video conference. 

Good morning.  #ThugLife 

#MaskUpIndia #Covid_19"
ইন্দ্রজিৎ | INDRAJIT,@iindrojit,2021-04-24T03:54:26.000Z,,,,#Kolkata #Covid resource
Angana Kundu,@anganaakundu,2021-04-24T00:23:59.000Z,2,1,1,"COVID CARD for WEST BENGAL including all info about beds, oxygen, hospitals etc. 
#kolkata #WestBengal
#COVIDEmergency2021
#COVID #COVID19
#IndiaFightsCorona #CovidResources
#CovidHelp #CovidIndiaInfo
#covidcard #Oxygen #Beds

https://covidresourceswestbengal.carrd.co/?fbclid=IwAR144I6oyXOe_moL8eBnWCAjDiQwJIuWw6HVPb5n_wZ7nafwh24kL1pazio…"
Rana | Please #Vaccinate,@bladeit,2021-04-23T17:25:52.000Z,,,1,"Very useful list. 
""COVID-19 SOS: Here's a list of resources"""
Rohan Raj(Amit),@RohanRa85369912,2021-04-23T16:44:06.000Z,,,,"This is high time where Covid-19 spreading widely.Peoples are requested to stay at home. Be safe,stay healthy..... 
For ur entertainment... "
Pooja Mehta,@pooja_news,2021-04-23T16:20:00.000Z,74,673,566,"A friend of mine is hospitalised with Covid-19. Has her 60% lungs infected. Looking for one medicine - Actimera 400. Most Kolkata chemists are out of this medicine. 
Pls help with leads. "
Prosenjit Patra,@Prosenj38693230,2021-04-23T12:50:10.000Z,,,,"In the wake of the second wave of Covid-19, Shri Narendra Modi to address the people of WB virtually on the 23rd of April. #BanglaAcheModiJirSathe"
Susovan Jana,@Susovanjana2021,2021-04-23T12:42:34.000Z,,1,,"In the wake of the second wave of Covid-19, Shri Narendra Modi to address the people of WB virtually on the 23rd of April. #BanglaAcheModiJirSathe"
Dipak Mardanaya,@dipak_mardanaya,2021-04-23T12:37:26.000Z,,3,,"In the wake of the second wave of Covid-19, Shri Narendra Modi to address the people of WB virtually on the 23rd of April. #BanglaAcheModiJirSathe"
sushil mishra,@sandhan147,2021-04-23T09:54:28.000Z,,1,1,"A mass cremation of victims who died due to the coronavirus disease (COVID-19), is seen at a crematorium ground in New Delhi, India, April 22, 2021. Picture taken with a drone. REUTERS/"
Anirban Bhattacharya,@aanirbanbh,2021-04-23T09:45:44.000Z,,1,1,"In last 24 hours 167457 persons have recovered. 

2898257 persons vaccinated. 

1639357 samples tested. 

Oxygen production reaches phenomenal 7K MT.

India is fighting back. 

We Will.

#IndiaFightsCorona #COVID #IndiaNeedsOxygen #vaccine #IndianLivesMatter #CovidIndia"
Richik Sarkar,@Irichiksarkar,2021-04-23T07:54:07.000Z,,,1,"My best wishes to Chairman of Kamarhati Municipality Shri Gopal Saha, for a good health and quick recovery from COVID-19.
 
@TheGopalSaha"
Bideep Banerjee,@bideepbanerjee,2021-04-23T06:03:24.000Z,,,,"India Now The Only Country To Report Over 3 Lakh Covid-19 Cases In A Day https://bloombergquint.com/coronavirus-outbreak/india-now-the-only-country-to-report-over-3-lakh-covid-19-cases-in-a-day… Via 
@Bloombergquint"
Rajesh,@ePandu,2021-04-23T04:12:26.000Z,1,2,2,"Almost 100 people are dying in India every hour due to Covid. And that’s the unofficial figure.

#Covid"
Chirasree Chakraborty,@Chirasree,2021-04-23T04:11:30.000Z,,2,4,"Check out Kolkata Covid-19 Resources 
(
@kolkatacovid19
): https://twitter.com/kolkatacovid19?s=09…
.
#COVIDEmergency2021 #CovidIndia #CovidSOS #CovidResources #Kolkata"
Nilonjit Gain,@NilonjitGain,2021-04-23T03:36:15.000Z,,,,"Replying to 
@PMOIndia
 and 
@narendramodi"
Pawan Bihani,@pawan_bihani,2021-04-23T02:15:53.000Z,,,,"@PMOIndia
 
@narendramodi
 GoI should ban all negative news on COVID 19 which creates panic in the minds of people."
AMIT MAJUMDER,@AMITMAJ42568317,2021-04-23T01:32:03.000Z,,1,1,"“Bhaag Corona Bhaag, Residents of MP Village Run With Torches To Drive Away Covid 19.
#WeCantBreathe"
Biswajit Acharjee,@Biswaji44728586,2021-04-23T00:22:12.000Z,,,,Plz wear a  & help all to reduce the pandemic of covid 19 @ 𝒦𝑜𝓁𝓀𝒶𝓉𝒶 - 𝒯𝒽𝑒 𝒞𝒾𝓉𝓎 𝒪𝒻  𝒥𝑜𝓎
Biswajit Acharjee,@Biswaji44728586,2021-04-23T00:17:55.000Z,,,,Plz wear a  & help all to reduce the pandemic of covid 19 @ 𝒦𝑜𝓁𝓀𝒶𝓉𝒶 - 𝒯𝒽𝑒 𝒞𝒾𝓉𝓎 𝒪𝒻  𝒥𝑜𝓎 https://instagram.com/p/CN_PHwUleNN/?igshid=1akll8d3zbyb4…
Sarthak Das ,@jai_bhavani_IND,2021-04-22T22:08:48.000Z,,,,"Replying to 
@desimojito"
Arnab Dasgupta,@arnabdasgupta89,2021-04-22T20:32:09.000Z,1,,,"Middle class, Lower middle class and BPL are busy fighting covid-19.
Politicians are busy fighting elections.
Previledged ones are busy vacationing, IPL, Movie Shoots.
Need of the hour being to get all together and do whatever help we can
United are we ?? Are we really ??? 
Think"
Kånchân Dås ,@KnchnDs3,2021-04-22T19:24:18.000Z,,14,7,"Here I'm requesting each and every warrior of this Movement to HELP the Needy People as much as you in this Pandemic of COVID-19. 

Plz Don't wait for anyone coz This is the time be a Real Hero in someone's Life.

'Many people waiting for our Help'. 

#SaveLives4Sushant"
KolkataFightsCovid19 - Resources,@kolkatacovid19,2021-04-22T18:52:33.000Z,,1,,"Covid cases in WESTBENGAL Today.
DAILY COVID UPDATE - 22nd April, 2021

WEST BENGAL- পশ্চিমবঙ্গ

NEW CASES: 11,948

একদিনে আক্রান্ত : ১১,৯৪৮

New Deaths : 56

#CovidIndia #WestBengal #COVIDUpdates #covidcase #KolkataCovid #cases #Covid #covid19 #CovidResources #CovidHelp"
Dipankar Guha,@dg_1965,2021-04-22T18:08:42.000Z,,2,,"#OxygenShortage #CoronavirusCrisis 
Any family in need of oxygen in Kolkata can reach 8447390017 12 ltr oxygen @ Rs.400/- only. No profit No loss. Please forward, it can save someone's life.#COVID19 #coronavirus #Covid #familyconcert"
Santanu Sengupta শান্তনু সেনগুপ্ত,@Dips_2809,2021-04-22T17:19:30.000Z,,,,"Replying to 
@virsanghvi
 and 
@gauravcsawant"
Urbasi Bhattacharyya,@Gayatri_INC,2021-04-22T15:54:40.000Z,,1,1,"Covid-19: EC restricts Bengal election campaigning, parties can't hold roadshows | via 
@indiatvnews"
ইন্দ্রজিৎ | INDRAJIT,@iindrojit,2021-04-22T14:30:44.000Z,,4,4,Necessary #Covid info for #Bengal
DR. S.P BHATTACHARYA,@spbwb,2021-04-22T14:13:11.000Z,,1,,"Lancet report says Covid-19 is primarily airborne, safety protocol should change urgently - Coronavirus Outbreak News"
Hiraan,@hiran_chatterji,2021-04-22T13:03:40.000Z,4,48,225,"Wearing Masks, maintaining distance, did a padayatra for the candidate of Ballygunj, Kolkata Shri Loknath Chatterjee 
@BJP4Bengal
 request all of you to take the proper precautions of the covid-19 "
AMIT MAJUMDER,@AMITMAJ42568317,2021-04-22T13:01:00.000Z,2,20,12,"India has just set a new global record for daily COVID-19 infections in a single country: 312,731 in 24 hours.
The Health infrastructure is also collapsed! 
#WeCantBreathe"
Rohan Biswas,@_LyadhkhorBong_,2021-04-22T12:56:57.000Z,,,,"India has just set a new global record for daily COVID-19 infections in a single country: 312,731 in 24 hours.
The Health infrastructure is also collapsed! 
#WeCantBreathe
#ModiGovtSeNaHoPayega #ModiFailsIndia #ModiResignOrRepeal"
AMIT MAJUMDER,@AMITMAJ42568317,2021-04-22T12:02:02.000Z,,3,1,"Today India has recorded more than 3 lakhs cases in a day. While India is running out of VACCINES, Covid-19 patients are dying without oxygen, PM of India is busy in campaigning for State elections.
Whether people live or die, it doesn't matter to PM. 
#WeCantBreathe"
संजय Sanjay ཨནཇཡ,@sanjayuki,2021-04-22T11:33:15.000Z,,,,"Fight #COVID__19: #StaySafe, and #PracticeSocialDistancing. 
Learn #ICT tools by joining us for daily #Webinar on ICTs in Education from 4.00pm to 5.00pm conducted by #CIET - #NCERT
For further information visit, https://ciet.nic.in/pages.php?id=webinar… "
Subhasree Das,@miss__Subhasree,2021-04-22T11:26:03.000Z,,1,,"Procedure for admitting covid patients in government hospitals in Kolkata
.
#COVID 
#CoronavirusPandemic 
#CovidResources 
#COVIDEmergency2021 
#Kolkata 
#KolkataCovidCare 
#covid-19 Kolkata"
Susovan Jana,@Susovanjana2021,2021-04-22T10:45:13.000Z,,3,,"In the wake of the second wave of Covid-19, Shri Amit address the people of WB virtually on the 22nd of April.
#BanglaChayBJPKe"
Urbasi Bhattacharyya,@Gayatri_INC,2021-04-22T10:22:25.000Z,1,,1,"@narendramodi
 Pls don't come to West Bengal . It will affect your health beside it will affect our health. See if you cancel your rally for covid 19 pandemic people will appreciate your gesture . It will be an added advantage. You may get extra votes even for this single step."
AnIsHA,@anisha_dz07,2021-04-22T09:45:54.000Z,5,4,7,"For any guide related to covid 19 resources,can check this link
https://instagram.com/theuncutteam/guide/covid-19-resources-guide/18156211624182096/?igshid=1x0s79gc2vorf…"
Prosenjit Patra,@Prosenj38693230,2021-04-22T07:17:14.000Z,,2,,"In the wake of the second wave of Covid-19, Shri Amit address the people of WB virtually on the 22nd of April.
#BanglaChayBJPKe"
Manshi | My ,@ManshiDS,2021-04-22T05:51:19.000Z,1,31,13,List of PLASMA BANKS in WEST BENGAL for COVID - 19
Ishadrita Lahiri,@ishadrita,2021-04-22T05:20:25.000Z,3,26,86,"TIL- Diarrhoea, gastro problems, and pain/swelling of lower extremities are symptoms of COVID-19. People with these symptoms are most often testing negative. If you have these symptoms and they're persisting, get tested in intervals and stay at home!"
Champa Bhuiya,@bhuiya_champa,2021-04-22T05:01:33.000Z,,1,,"In the wake of the second wave of Covid-19, Shri Amit address the people of WB virtually on the 22nd of April.
#BanglaChayBJPKe"
Rana | Please #Vaccinate,@bladeit,2021-04-22T04:53:14.000Z,1,,,"Why proper schooling is must! Looking at his sentence structuring it seems this garbage is circulating in #WA which he has copy/pasted or else if he is the one who has drafted this, then before #Covid catches us, politics will."
Purba Chowdhury,@PChowdhurh,2021-04-22T04:47:44.000Z,,,,"In the wake of the second wave of Covid-19, Shri Amit address the people of WB virtually on the 22nd of April.
#BanglaChayBJPKe"
Wanderlust,@wanderlust1587,2021-04-22T04:34:57.000Z,,,,"Kindly go through website :
https://friends2support.org/inner/news/donorRegistration.aspx…

All the persons who recovered from covid 19 wants to donate their plasma kindly register on above website as blood & plasma donor.May be you can saves life of someone .Also encourage covid recovered patient to register."
Aha! Biryaani & More,@ahabiryaani,2021-04-22T04:21:21.000Z,,6,6,#ahabiryaani urges all #Indians to follow #covid appropriate behaviour. #Follow the #protocols strictly. #coronavirus #COVID19
prasun goswami,@babu_prasun,2021-04-22T04:06:31.000Z,,,,"Wants to know more about the association between antimicrobial resistance and antibiotics in a pre-COVID-19 scenario? Check out our new article with 50 days free access. 
@SETAC_world
 
@AcademicChatter
 
@WHO
 https://authors.elsevier.com/a/1cxjxAOM9vm-2#.YID0g3M5KZM.twitter…"
SahaNur Max,@MaxSahanur,2021-04-22T04:06:19.000Z,,,,"Replying to 
@narendramodi"
Amit Mukherjee,@AmitMukherji15,2021-04-22T03:31:51.000Z,,,,"COVID-19 deaths in Gujarat far exceed government figures - The Hindu.. 
@drharshvardhan
 
@MoHFW_INDIA"
Debasish hota,@debasishhota0,2021-04-22T03:03:18.000Z,,,1,"INDIA NEEDS #IMS (INDIAN MEDICAL SERVICES)
Others leading all health institutions is root cause of worst health infrastructure in India,~1.28% GDP(LOW) spent on health
INDIAN HEALTH SECTOR IS ALMOST COLLAPSED & WE ON VERGE OF NATIONAL #LOCKDOWN2, NOT BECAUSE OF #COVID"
𝐒𝐀𝐍𝐃𝐄𝐄𝐏,@Sandeep06424827,2021-04-22T02:37:48.000Z,5,107,102,"The Centre for Disease Control and Prevention says there is a higher risk of severe complications from COVID-19 for the elderly. So humble request to government to release elderly Sant Shri Asharamji Bapu as soon as possible.
#CoronaRiskInPrisons"
𝐒𝐀𝐍𝐃𝐄𝐄𝐏,@Sandeep06424827,2021-04-22T02:34:56.000Z,,11,11,"Covid-19 is a pandemic and Corona patients in cities like Jaipur are increasing and the majority of the patients are prisoners. By keeping this in mind, Rajasthan govt must release 85 years old, falsely framed Sant Shri Asharamji Bapu.
#CoronaRiskInPrisons"
𝐒𝐀𝐍𝐃𝐄𝐄𝐏,@Sandeep06424827,2021-04-22T02:31:40.000Z,1,57,58,The incarcerated population is at heightened risk for developing severe complications from COVID-19. So humble request to government to release Sant Shri Asharamji Bapu and Narayan Sai Asap due to #CoronaRiskInPrisons
𝐒𝐀𝐍𝐃𝐄𝐄𝐏,@Sandeep06424827,2021-04-22T02:30:13.000Z,39,329,312,"People in prisons are especially vulnerable to COVID-19 infection, as prisons could serve as ""incubators"" for the Corona virus. Release Sant Shri Asharamji Bapu and Narayan Sai as soon as possible.
#CoronaRiskInPrisons"
AHANJEET DEY,@iamahanjeet,2021-04-21T20:25:45.000Z,,,,"@ApolloInter
 
@MoHFW_INDIA
 
@HomeBengal
 
@KolkataPolice
 
@CPKolkata
 
@MahuaMoitra
 
@Zee24Ghanta
 
@BanglarGorboMB
 
@MamataOfficial
 
@wbdhfw
 
@WHO
 My father 62+ road accident victim, Diabetes patient gone after registration for COVID 19 vaccine in apollo clinic. But refused to give 1st dose."
Rajlkxmi Datta,@RajlkxmiD,2021-04-21T17:44:16.000Z,,,,"Replying to 
@drharshvardhan
 
@ianuragthakur
 and 10 others"
Sneha Saha,@sahas1301,2021-04-21T16:55:31.000Z,4,,3,"My aunt tested positive for COVID-19 day before yesterday. Her vitals dropped, SPO2 dipped to 37 and we still couldn’t find an ICU bed in Kolkata. Got a bed in a nearby hospital few hours ago. She’s put in ventilator, battling for life. Doctor says, 98% she won’t survive. Pray."
tanima biswas,@_tanima_biswas,2021-04-21T15:56:40.000Z,,,2,"#Bengal records over 10,000 daily #covid cases"
Pooja Mehta,@pooja_news,2021-04-21T14:13:53.000Z,1,3,8,Congress Lok Sabha MP Adhir Chowdhury tests positive for Covid-19.
Ratan Kumar Singh,@RatanKu78842871,2021-04-21T12:11:19.000Z,,,,"Replying to 
@AimraIndia
 
@FinMinIndia
 and 13 others"
Nishit Shaw,@NishitShawHere,2021-04-21T10:49:44.000Z,2,1,1,"Can you believe it?

#SalmanKhan is actually getting the biggest release for his film in #Covid era

With this #Hollywood model, #Radhe will release in Theatres + OTT (paid) + DTH (paid) which means if converted to a single medium, it will have an impact just like 9k+ screens"
YoungIndiansKolkata,@YIndiansKolkata,2021-04-21T10:25:59.000Z,,,1,"The need for wearing a mask had never gone away, and now it's more important than ever!

#youngindians #Yi #India #nationbuilding #youthleadership #thoughtleadership #bethechange #cii #changemakers #wecanwewill #voiceofyoungindiansglobally #Covid #IndiaFightsCorona #Covid_19"
Tamshuk Dutt,@iamTamshuk,2021-04-21T09:56:19.000Z,,,,"@msdhoni
's mother, Devaki Devi and father, Pan Singh have been tested positive for Covid-19. 
Keep them in your prayers, may they get well soon "
Kolkata Cloud Chasers,@KolCloudChasers,2021-04-21T09:35:26.000Z,,1,6,"Amidst the whooping number of Positive Cases, this is our appeal to all -
 WEAR YOUR MASK, Properly
WASH/SANITIZE YOUR HANDS
 MAINTAIN SOCIAL DISTANCING
GET VACCINATED
.
#Corona #MaskUpIndia #WearMask #COVIDSecondWave #Unite2FightCorona #weather"
Adam Ahmed,@AdamAhm27306410,2021-04-21T08:13:28.000Z,,,,"Replying to 
@AdamAhm27306410
 and 
@SonuSood"
Santanu Sengupta শান্তনু সেনগুপ্ত,@Dips_2809,2021-04-21T06:15:25.000Z,,,,Home Care & Pvt hospital contacts for #Covid positive patients in #Kolkata.
Abir Ghoshal,@abirghoshal,2021-04-21T06:15:02.000Z,,1,10,Poet Shankha Ghosh passes away today morning. He had tested positive for Covid-19.
Bideep Banerjee,@bideepbanerjee,2021-04-21T05:48:35.000Z,,3,,"Covid-19 medicine and Injection suppliers - Kolkata
#KolkataCovidCare"
Abhishek Mishra,@abhimishrabjp,2021-04-21T05:46:09.000Z,2,6,7,"Covid-19 Patient has recieved plasma therapy last night in Bhayandar East, Maharashtra.
The son of patient informed by phone just now and he was thankful  for timely help which had  saved life of his mother.

@Tejasvi_Surya
 
@BJYM
 
@The_NehaJoshi
 
@rohit_chahal
 #BJYMCares"
Prasun Bhattacharjee,@Prasun6official,2021-04-21T05:25:09.000Z,,,,Almost 3 lakhs of Indians are officially getting infected by Covid 19 every day and all my neighborhood aunties are worried about is my unmarried status. They are really above earthly matters. #COVID19 #COVIDSecondWaveInIndia
Sekhar Biswas,@SekharB76486652,2021-04-21T04:46:26.000Z,,,,"MY BEST WISHES TO ALL MY FRIENDS, COLLEAGUES AND PLAYERS FRATERNITY ON THE AUSPICIOUS OCCASION  OF 'RAM NAVAMI'.

LET ALL BE GOOD AND THE SEVERE PANDEMIC SITUATION CREATED BY COVID 19 VANISHES FROM THE WORLD AND MANKIND IS SAVED BY THE GRACE OF 'THE ALMIGHTY'."
Arko Denria,@denria_arko,2021-04-21T01:22:28.000Z,,,1,"at this covid-19 situtation CBSE and ICSE cancelled class 10 final board exam thinking of their health,so WBBSE should think of class 10 and 12 students and either cancel their exam or postpone it,hope you guys will take action if you read this..."
Soumick Mondal,@soumick_raj,2021-04-21T00:49:42.000Z,4,,1,"Link: https://sciencedirect.com/science/article/pii/S0306987720333028…

Does face mask prevent the COVID19 transmission?

#science #covid_19 #stayfitstayraw #befitwithraj"
Dips Singhania,@Dips_Singhania,2021-04-20T21:56:50.000Z,1,2,2,"What you always used to say in your election #JobCreation in our country we believed but nothing is happening regarding Job and youth. People are dying and Mr 
@narendramodi
 Ji you're unable to do any kinds of help and more. 
#modihataodeshbachao 
#ModiGovtSeNaHoPayega 
#COVID"
Indranil Aditya,@ipaditya,2021-04-20T19:20:00.000Z,,,,"A Covid-19 patient can be seen with his family member who is carrying an oxygen cylinder, outside a covid-19 emergency ward of a government hospital in Kolkata, India, 20 April, 2021. (Photo by Indranil Aditya/NurPhoto)

@NurPhoto


@GettyImages
 
@AFPphoto
 
@AP
 
@nytimes
 
@epaphotos"
Pooja Mehta,@pooja_news,2021-04-20T18:10:16.000Z,1,21,25,Hospital contact numbers & home care facility for Covid-19 patients under home isolation.
ইন্দ্রজিৎ | INDRAJIT,@iindrojit,2021-04-20T17:16:16.000Z,1,2,35,"Mizoram government orders lockdown in the state for 6 days till April 26 strating from today, April 20 to curb the spread of Covid-19 second wave"
Nitesh Rajak,@NiteshR55534527,2021-04-20T16:49:24.000Z,,,,"Soo I am also requesting to India education minister to cancel the board exam of class 10 due to increasing of covid 19 as 
@SonuSood
 had requested you.

@EduMinOfIndia"
Rahul M Maheswari ,@rahulsofficial,2021-04-20T16:29:46.000Z,,,2,"INDIA WAIVES CUSTOM DUTIES ON COVID-19 DRUG REMDESIVIR, REMDESIVIR API AND INJECTIONS - STATEMENT #CovidIndiaInfo https://twitter.com/askanshul/status/1384066975089917956…"
Surendra chaudhary,@ErSurendrabjp,2021-04-20T15:01:15.000Z,,,4,"Hon Prime Minister Shri 
@narendramodi
 ji will address the nation on the COVID-19 situation at 8:45 PM, today."
Pooja Mehta,@pooja_news,2021-04-20T14:44:57.000Z,3,3,30,"Prime Minister 
@narendramodi
 to address the nation on the COVID-19 situation at 8:45pm."
Agniva Roy,@agnivaroy90,2021-04-20T10:17:39.000Z,,,,"Praying for 
@RahulGandhi
 s quick covid 19 recovery #RahulGandhi #COVIDSecondWaveInIndia"
Soumita Saha,@Soumitaborn2rok,2021-04-20T09:52:40.000Z,,2,2,"I always wondered if we could have a mirror where society could see itself.. Well,  Covid-19 virus IS that mirror and we are facing ourselves. And yes, our very sight is scaring the shit out of us. We are absolute monsters."
Kånchân Dås ,@KnchnDs3,2021-04-20T09:19:46.000Z,,2,,"The Pandemic of COVID-19 is getting worse day by day.

Don't watch that Negative News Channels who Demotivates you. 

Stay Safe, Healthy & Positive. 

#SecondCOVIDWave"
𝚁𝙰𝙷𝚄𝙻 𝙱𝙷𝙰𝚃𝚃𝙰𝙲𝙷𝙰𝚁𝚈𝚈𝙰,@CallmeRAHUL,2021-04-20T08:49:44.000Z,,,1,"Since the second wave of Covid-19 is already here and have started affecting several people, it's extremely important that we strictly follow the safety measures now. STAY SAFE. 
#COVIDSecondWaveInIndia #COVIDSecondWave"
SASWATI PAUL,@SASWATIPAUL4,2021-04-20T08:49:29.000Z,,2,,"Covid 19 cases rises.... Modi Ji Silent! 
Election is important.... Lives Do Not Matter!! What a PM?! 
#ResignModi 
#ModiMadeDisaster 
#ModiHataoDeshBachao"
SASWATI PAUL,@SASWATIPAUL4,2021-04-20T08:49:11.000Z,,,,"Covid 19 cases rises.... Modi Ji Silent! 
Election is important.... Lives Do Not Matter!! What a PM?! 
#ResignModi 
#ModiMadeDisaster"
SASWATI PAUL,@SASWATIPAUL4,2021-04-20T08:47:16.000Z,,,1,"#Covid HELPLINES by #WestBengal govt Health Dept: 

Direct Telemedicine-033 2357 6001

Integrated helpline-1800 313444 222

Ambulance service in Kolkata for Covid patients- 033 4090 2929


@wbdhfw"
Sanskar Singh,@singhsanskar18,2021-04-20T08:25:54.000Z,,1,,"The COVID-19 vaccine is completely safe and effective.

 Do get vaccinated when it is your turn.  If you notice any side effects after getting vaccinated, then tell the health worker / vaccine / officer at the vaccination site.

 #IndiaFightsCorona
 #LargestVaccineDrive"
Ashim Kumar Ghosh,@AshimKu91990763,2021-04-20T04:55:11.000Z,,,,"Replying to 
@narendramodi"
Satadeep Bhattacharyya,@satadeepb,2021-04-20T04:21:33.000Z,,,,"Replying to 
@_pallavighosh"
tanima biswas,@_tanima_biswas,2021-04-20T04:12:52.000Z,,,,"#Bengal #Covid #report State tells pvt #hospitals to mull possibility of shifting out opd and #vaccine centres, to accommodate more beds"
Debasish,@deba6616,2021-04-20T03:34:48.000Z,,,,"Replying to 
@arvindgunasekar"
Debasish,@deba6616,2021-04-20T03:34:33.000Z,,,,"Replying to 
@Zee24Ghanta"
Debasish,@deba6616,2021-04-20T03:32:50.000Z,,,,"Replying to 
@ShekharGupta"
Sanjay Mishra,@SanjayM27389276,2021-04-20T01:47:51.000Z,,,,"Replying to 
@MuraliM2020"
Sarthak Das ,@jai_bhavani_IND,2021-04-19T21:51:13.000Z,,,,"@adgpi
 
@DRDO_India
 
@PMOIndia
 
@HMOIndia
  
@narendramodi
 
@AmitShah
 
@myogioffice
 
@myogiadityanath
 
@rajnathsingh
 
@nitin_gadkari
 Pls Help them sir with all our resources These poor daily wagers will die before covid 19 attacks them pls help them with busses & trains  They need U.."
Sarthak Das ,@jai_bhavani_IND,2021-04-19T21:47:35.000Z,,,,"Shame 
@ArvindKejriwal
  aap inlogo ko zinda mardoge where are ur free govt busses now..Shame on u.. Ur pushing these poor people to death Before Covid 19."
SASWATI PAUL,@SASWATIPAUL4,2021-04-19T21:11:15.000Z,,1,1,"How many more lives before the irresponsible Prime Minister realises what has he done!

India is battling against both COVID-19 and 
@narendramodi
.
#ResignModi"
SASWATI PAUL,@SASWATIPAUL4,2021-04-19T21:10:31.000Z,,,,"Another day, more deaths...
Another day, more sufferings...
Another day, more COVID-19 cases...

#ResignModi, India rejects you."
SASWATI PAUL,@SASWATIPAUL4,2021-04-19T21:04:40.000Z,,2,2,"Second wave of COVID-19 in India = 
@narendramodi
 made disaster.
#ResignModi"
ujjwal saha,@ujjwalsaha1,2021-04-19T18:22:59.000Z,,,,"@CEOWestBengal
 stop rally save us from Covid 19."
Kånchân Dås ,@KnchnDs3,2021-04-19T17:46:06.000Z,,1,1,"Finally SSC CHSL Exam is postponed due Pandemic of COVID-19. 

#SSCExamPostponed"
Dr. Shilpa Basu Roy,@drshilparoy,2021-04-19T17:05:02.000Z,,3,12,"In #Covid Pandemic with #rallies of the dead, more sensibility is expected from the Union Minister of Health 
@drharshvardhan
 ji. This is not the correct time for cheap political gimmick specially when #India is running out of bed, oxygen & healthcare workers!"
 Swapnashis || স্বপ্নাশিষ ,@Swapno73,2021-04-19T16:12:21.000Z,,,1,"Wishing for former prime minister of India 
@PManmohansingh
 speedy recovery from COVID-19"
Kånchân Dås ,@KnchnDs3,2021-04-19T15:51:04.000Z,,15,6,"In this Pandemic of COVID-19, Plz Spread the Love and Humanity & Help Like Sushant. "
Richik Sarkar,@Irichiksarkar,2021-04-19T15:42:17.000Z,,,1,"My best wishes to our former prime minister of India Dr.manmohan Singh ji for your speedy recovery from covid-19.
#ManmohanSingh"
Uday Karmakar,@UdayKar37709464,2021-04-19T15:41:07.000Z,,,,West Bengal last lap of election  is pending. But 2nd wave of COVID-19 is worsen in nature and the same is increasing exponentially. Controlling mechanism is non other than lockdown to impose upon...government shall take preventive measure without 2nd thoughts...
Teenskagram,@teenskagram,2021-04-19T14:52:48.000Z,,,,"Finally!
.
#teenskagram #india #NarendraModi #COVID19 #corona #vaccine #news #BreakingNews #news"
Dr Agnimita Giri Sarkar,@agnimita_giri,2021-04-19T14:33:21.000Z,2,1,3,Lancet supports Covid 19 Airborne!
Rumana Akhtar,@tweetsRumana,2021-04-19T14:24:38.000Z,,4,6,"Covid 19 cases rises.... Modi Silent! 
Election is important.... Lives Do Not Matter!! What a PM?! 
#ResignModi 
#ModiMadeDisaster"
PIB in Tripura,@PIBAgartala,2021-04-19T14:17:53.000Z,,1,1,"Government of India announces a Liberalised and Accelerated Phase 3 Strategy of Covid-19 Vaccination from 1st May https://pib.gov.in/PressReleasePage.aspx?PRID=1712710…

@sonalgoelias
 
@proshillong
 
@nhm_tripura
 
@ica_tripura"
