,tweet,language,hastags,attherate,urls,tokenized_Tweet,filteredToken
2138,"Please clarify if night food delivery is allowed in essential services as per the Covid night curfew norms or not? Police is torturing the food delivery outlets, I ask on behalf of the owners of delivery kitchens in Noida. @noidapolice @Uppolice @CeoNoida @DeptGbn @dmgbnagar",en,[],"['@noidapolice', '@Uppolice', '@CeoNoida', '@DeptGbn', '@dmgbnagar']",[],"['Please', 'clarify', 'if', 'night', 'food', 'delivery', 'is', 'allowed', 'in', 'essential', 'services', 'as', 'per', 'the', 'Covid', 'night', 'curfew', 'norms', 'or', 'not', 'Police', 'is', 'torturing', 'the', 'food', 'delivery', 'outlets', 'I', 'ask', 'on', 'behalf', 'of', 'the', 'owners', 'of', 'delivery', 'kitchens', 'in', 'Noida', 'noidapolice', 'Uppolice', 'CeoNoida', 'DeptGbn', 'dmgbnagar']",
2139,Can’t complain with this sunset before curfew 😍💙  https://t.co/n4lXhmsi9O,en,[],[],['https://t.co/n4lXhmsi9O'],"['Can', '’', 't', 'complain', 'with', 'this', 'sunset', 'before', 'curfew', '😍💙', 'https', 't.co/n4lXhmsi9O']",
2140,Curfew is meant to break the chain of virus transmission: Minister - The Hindu  https://t.co/Gr8xnw1ZjT,en,[],[],['https://t.co/Gr8xnw1ZjT'],"['Curfew', 'is', 'meant', 'to', 'break', 'the', 'chain', 'of', 'virus', 'transmission', 'Minister', 'The', 'Hindu', 'https', 't.co/Gr8xnw1ZjT']",
2141,"•#Bangalore Metro rail services to be closed on saturdays &amp; sundays, in view of weekend curfew  •No weekend lockdown in Chandigarh, only night curfew from 9 PM to 5 AM on all days  •Air India to cancel flights between India &amp; UK from April 24 to 30",en,[],[],[],"['•', 'Bangalore', 'Metro', 'rail', 'services', 'to', 'be', 'closed', 'on', 'saturdays', 'amp', 'sundays', 'in', 'view', 'of', 'weekend', 'curfew', '•No', 'weekend', 'lockdown', 'in', 'Chandigarh', 'only', 'night', 'curfew', 'from', '9', 'PM', 'to', '5', 'AM', 'on', 'all', 'days', '•Air', 'India', 'to', 'cancel', 'flights', 'between', 'India', 'amp', 'UK', 'from', 'April', '24', 'to', '30']",
2142,"To stop the spread in COVID19 cases, District administration has imposed night curfew between 10 pm to 6 am in Poonch &amp; Surankote towns. Night curfew will be imposed strictly. Vehicles can ply with 50% seating capacity: Vinod Kumar, SSP, Poonch (23/4)  #JammuandKashmir",en,['#JammuandKashmir'],[],[],"['To', 'stop', 'the', 'spread', 'in', 'COVID19', 'cases', 'District', 'administration', 'has', 'imposed', 'night', 'curfew', 'between', '10', 'pm', 'to', '6', 'am', 'in', 'Poonch', 'amp', 'Surankote', 'towns', 'Night', 'curfew', 'will', 'be', 'imposed', 'strictly', 'Vehicles', 'can', 'ply', 'with', '50', 'seating', 'capacity', 'Vinod', 'Kumar', 'SSP', 'Poonch', '23/4', 'JammuandKashmir']",
2143,-internet curfew 69th nights  -Mobile data disabled 40 days -Public wifi limited 38 days -Wireless broadband 22 days - Platforms filtered since Feb Speak out for Myanmar. They are violating our human rights everyday #WhatsHappeningInMyanmar #InternetShutdown #ASEANsupportNUG,en,"['#WhatsHappeningInMyanmar', '#InternetShutdown', '#ASEANsupportNUG']",[],[],"['internet', 'curfew', '69th', 'nights', 'Mobile', 'data', 'disabled', '40', 'days', 'Public', 'wifi', 'limited', '38', 'days', 'Wireless', 'broadband', '22', 'days', 'Platforms', 'filtered', 'since', 'Feb', 'Speak', 'out', 'for', 'Myanmar', 'They', 'are', 'violating', 'our', 'human', 'rights', 'everyday', 'WhatsHappeningInMyanmar', 'InternetShutdown', 'ASEANsupportNUG']",
2144,"Govt says curfew is from 9pm friday to 6am monday, news channel says the same, police personnels in markets at 6pm friday "" bandh madro angadi galu curfew start aithu, eeche hodado haagilla"" i mean these people dnt have proper communication and they expect public to follow rules.",en,[],[],[],"['Govt', 'says', 'curfew', 'is', 'from', '9pm', 'friday', 'to', '6am', 'monday', 'news', 'channel', 'says', 'the', 'same', 'police', 'personnels', 'in', 'markets', 'at', '6pm', 'friday', 'bandh', 'madro', 'angadi', 'galu', 'curfew', 'start', 'aithu', 'eeche', 'hodado', 'haagilla', 'i', 'mean', 'these', 'people', 'dnt', 'have', 'proper', 'communication', 'and', 'they', 'expect', 'public', 'to', 'follow', 'rules']",
2145,@Clau83840963 A curfew in effect would do the trick,en,[],['@Clau83840963'],[],"['Clau83840963', 'A', 'curfew', 'in', 'effect', 'would', 'do', 'the', 'trick']",
2146,A MASK IS BETTER THAN A VENTILATOR  HOME IS BETTER THAN ICU   PREVENTION IS BETTER THAN TREATMENT  IT'S NOT A CURFEW  IT'S CARE FOR YOU  #CovidIndia  @msisodia,en,['#CovidIndia'],['@msisodia'],[],"['A', 'MASK', 'IS', 'BETTER', 'THAN', 'A', 'VENTILATOR', 'HOME', 'IS', 'BETTER', 'THAN', 'ICU', 'PREVENTION', 'IS', 'BETTER', 'THAN', 'TREATMENT', 'IT', ""'S"", 'NOT', 'A', 'CURFEW', 'IT', ""'S"", 'CARE', 'FOR', 'YOU', 'CovidIndia', 'msisodia']",
2147,"During curfew around 1:00 am in Tachileik, two unidentified motorcyclists were raiding into Yadanar 2 st, WangKao ward by opening gunfires and swore offensively at whoever looked outside. ASEAN ACCEPT NUG #Apr23Coup #WhatsHappeningInMyanmar  https://t.co/KH9pYrPFBk",en,"['#Apr23Coup', '#WhatsHappeningInMyanmar']",[],['https://t.co/KH9pYrPFBk'],"['During', 'curfew', 'around', '1:00', 'am', 'in', 'Tachileik', 'two', 'unidentified', 'motorcyclists', 'were', 'raiding', 'into', 'Yadanar', '2', 'st', 'WangKao', 'ward', 'by', 'opening', 'gunfires', 'and', 'swore', 'offensively', 'at', 'whoever', 'looked', 'outside', 'ASEAN', 'ACCEPT', 'NUG', 'Apr23Coup', 'WhatsHappeningInMyanmar', 'https', 't.co/KH9pYrPFBk']",
2148,"It's been 10 days of Mahe Ramadan. In this Pandemic situation &amp; the tremendous worst wave of Corona Virus is spreading very wide, I request you guys kindly follow the Curfew rules and the Pray to Almighty to get us out of this situation sooner. #BreakTheChain #CoronavirusPandemic",en,"['#BreakTheChain', '#CoronavirusPandemic']",[],[],"['It', ""'s"", 'been', '10', 'days', 'of', 'Mahe', 'Ramadan', 'In', 'this', 'Pandemic', 'situation', 'amp', 'the', 'tremendous', 'worst', 'wave', 'of', 'Corona', 'Virus', 'is', 'spreading', 'very', 'wide', 'I', 'request', 'you', 'guys', 'kindly', 'follow', 'the', 'Curfew', 'rules', 'and', 'the', 'Pray', 'to', 'Almighty', 'to', 'get', 'us', 'out', 'of', 'this', 'situation', 'sooner', 'BreakTheChain', 'CoronavirusPandemic']",
2149,-internet curfew 69th nights  -Mobile data disabled 40 days -Public wifi limited 38 days -Wireless broadband 22 days - Platforms filtered since Feb Speak out for Myanmar. They are violating our human rights everyday #WhatsHappeningInMyanmar #InternetShutdown #ASEANsupportNUG  https://t.co/bTt29RsRAM,en,"['#WhatsHappeningInMyanmar', '#InternetShutdown', '#ASEANsupportNUG']",[],['https://t.co/bTt29RsRAM'],"['internet', 'curfew', '69th', 'nights', 'Mobile', 'data', 'disabled', '40', 'days', 'Public', 'wifi', 'limited', '38', 'days', 'Wireless', 'broadband', '22', 'days', 'Platforms', 'filtered', 'since', 'Feb', 'Speak', 'out', 'for', 'Myanmar', 'They', 'are', 'violating', 'our', 'human', 'rights', 'everyday', 'WhatsHappeningInMyanmar', 'InternetShutdown', 'ASEANsupportNUG', 'https', 't.co/bTt29RsRAM']",
2150,Yesterday our health minister sh. anil vij sir (@anilvijminister ) guides as and notify for night curfew from today onward. Here are some image of my village to obeying guidelines  #COVID19India #COVIDEmergency2021 #lockdown #NightCurfew  https://t.co/cuPIPCEqlt,en,"['#COVID19India', '#COVIDEmergency2021', '#lockdown', '#NightCurfew']",[],['https://t.co/cuPIPCEqlt'],"['Yesterday', 'our', 'health', 'minister', 'sh', 'anil', 'vij', 'sir', 'anilvijminister', 'guides', 'as', 'and', 'notify', 'for', 'night', 'curfew', 'from', 'today', 'onward', 'Here', 'are', 'some', 'image', 'of', 'my', 'village', 'to', 'obeying', 'guidelines', 'COVID19India', 'COVIDEmergency2021', 'lockdown', 'NightCurfew', 'https', 't.co/cuPIPCEqlt']",
2151,"Whether it is #lockdown or #Curfew . At #mayurvihar1 #Delhi it is like , I Love You but as a friend.   #ArvindKejriwal.",en,"['#lockdown', '#Curfew', '#mayurvihar1', '#Delhi', '#ArvindKejriwal.']",[],[],"['Whether', 'it', 'is', 'lockdown', 'or', 'Curfew', 'At', 'mayurvihar1', 'Delhi', 'it', 'is', 'like', 'I', 'Love', 'You', 'but', 'as', 'a', 'friend', 'ArvindKejriwal']",
2152,@ashokgehlot51 Emitra week end curfew me band rhega ya open rhega,en,[],['@ashokgehlot51'],[],"['ashokgehlot51', 'Emitra', 'week', 'end', 'curfew', 'me', 'band', 'rhega', 'ya', 'open', 'rhega']",
2153,"During curfew around 1:00 am in Tachileik, two unidentified motorcyclists were raiding into Yadanar 2 st, WangKao ward by opening gunfires and swore offensively at whoever looked outside. ASEAN ACCEPT NUG #Apr23Coup #WhatsHappeningInMyanmar  https://t.co/eUCUPjnIAC",en,"['#Apr23Coup', '#WhatsHappeningInMyanmar']",[],['https://t.co/eUCUPjnIAC'],"['During', 'curfew', 'around', '1:00', 'am', 'in', 'Tachileik', 'two', 'unidentified', 'motorcyclists', 'were', 'raiding', 'into', 'Yadanar', '2', 'st', 'WangKao', 'ward', 'by', 'opening', 'gunfires', 'and', 'swore', 'offensively', 'at', 'whoever', 'looked', 'outside', 'ASEAN', 'ACCEPT', 'NUG', 'Apr23Coup', 'WhatsHappeningInMyanmar', 'https', 't.co/eUCUPjnIAC']",
2154,"During curfew around 1:00 am in Tachileik, two unidentified motorcyclists were raiding into Yadanar 2 st, WangKao ward by opening gunfires and swore offensively at whoever looked outside. ASEAN ACCEPT NUG #Apr23Coup #WhatsHappeningInMyanmar  https://t.co/sGFcpylJS2",en,"['#Apr23Coup', '#WhatsHappeningInMyanmar']",[],['https://t.co/sGFcpylJS2'],"['During', 'curfew', 'around', '1:00', 'am', 'in', 'Tachileik', 'two', 'unidentified', 'motorcyclists', 'were', 'raiding', 'into', 'Yadanar', '2', 'st', 'WangKao', 'ward', 'by', 'opening', 'gunfires', 'and', 'swore', 'offensively', 'at', 'whoever', 'looked', 'outside', 'ASEAN', 'ACCEPT', 'NUG', 'Apr23Coup', 'WhatsHappeningInMyanmar', 'https', 't.co/sGFcpylJS2']",
2155,"us at our borders.  We might be facing a lockdown/curfew like situation in many parts of the country. Miscreants will try and disturb the harmony of the country, in dusguise of various protests. Union of India is hereby astrologically advised to handle such miscreants..conti",en,[],[],[],"['us', 'at', 'our', 'borders', 'We', 'might', 'be', 'facing', 'a', 'lockdown/curfew', 'like', 'situation', 'in', 'many', 'parts', 'of', 'the', 'country', 'Miscreants', 'will', 'try', 'and', 'disturb', 'the', 'harmony', 'of', 'the', 'country', 'in', 'dusguise', 'of', 'various', 'protests', 'Union', 'of', 'India', 'is', 'hereby', 'astrologically', 'advised', 'to', 'handle', 'such', 'miscreants', 'conti']",
2156,#gettingfitterwithsandeep  cycling 🚴 office closed early due to night curfew 😌 @SandeepMall @vishyel @Vivekexambekar @MindMassMess  https://t.co/PDybo4jGgR,en,['#gettingfitterwithsandeep'],"['@SandeepMall', '@vishyel', '@Vivekexambekar', '@MindMassMess']",['https://t.co/PDybo4jGgR'],"['gettingfitterwithsandeep', 'cycling', '🚴', 'office', 'closed', 'early', 'due', 'to', 'night', 'curfew', '😌', 'SandeepMall', 'vishyel', 'Vivekexambekar', 'MindMassMess', 'https', 't.co/PDybo4jGgR']",
2157,@swiggy_in Be it lockdown/curfew/rains/thunder/ you have been at all times supporting and delivering essentials/groceries/food. Is there a way to connect with the delivery partner for the order#834229434023 for giving a thankyou tip. Please help to connect  https://t.co/z9tOrQenLc,en,[],['@swiggy_in'],['https://t.co/z9tOrQenLc'],"['swiggy_in', 'Be', 'it', 'lockdown/curfew/rains/thunder', 'you', 'have', 'been', 'at', 'all', 'times', 'supporting', 'and', 'delivering', 'essentials/groceries/food', 'Is', 'there', 'a', 'way', 'to', 'connect', 'with', 'the', 'delivery', 'partner', 'for', 'the', 'order', '834229434023', 'for', 'giving', 'a', 'thankyou', 'tip', 'Please', 'help', 'to', 'connect', 'https', 't.co/z9tOrQenLc']",
2158,"Learnt That One Honest Bold DM who Took Courage To Enforce Crona Curfew in it,s Right Percepective  Has Been Suspended. Such is The Condition ofOur PoliticalLeaders in ourCountryInsteadof AwardingtheHonest OfficerHeisSuspendedWhoWillWorkToEnforceLawThisOfficerMustTurn Kenrewal?",en,[],[],[],"['Learnt', 'That', 'One', 'Honest', 'Bold', 'DM', 'who', 'Took', 'Courage', 'To', 'Enforce', 'Crona', 'Curfew', 'in', 'it', 's', 'Right', 'Percepective', 'Has', 'Been', 'Suspended', 'Such', 'is', 'The', 'Condition', 'ofOur', 'PoliticalLeaders', 'in', 'ourCountryInsteadof', 'AwardingtheHonest', 'OfficerHeisSuspendedWhoWillWorkToEnforceLawThisOfficerMustTurn', 'Kenrewal']",
2159,"Remaining 9 districts of J&amp;K to go #Locked from Tomorrow  #JAMMU: Remaining 9 districts will go under Corona Curfew from tomorrow i.e., 30/4/21 (Friday) evening (7 pm) till Monday morning (7 am).  @diprjk @OfficeOfLGJandK  https://t.co/JRdsEkAB98",en,"['#Locked', '#JAMMU:']","['@diprjk', '@OfficeOfLGJandK']",['https://t.co/JRdsEkAB98'],"['Remaining', '9', 'districts', 'of', 'J', 'amp', 'K', 'to', 'go', 'Locked', 'from', 'Tomorrow', 'JAMMU', 'Remaining', '9', 'districts', 'will', 'go', 'under', 'Corona', 'Curfew', 'from', 'tomorrow', 'i.e', '30/4/21', 'Friday', 'evening', '7', 'pm', 'till', 'Monday', 'morning', '7', 'am', 'diprjk', 'OfficeOfLGJandK', 'https', 't.co/JRdsEkAB98']",
2160,"@DrParulSharma1 @MoHFW_INDIA @PMOIndia Ma'am, but first and foremost we have to reduce the numbers at fast pace and that can only be done by national curfew. All other things are long term measures. By delaying containment we are producing numerous strains which will make situation worse.",en,[],"['@DrParulSharma1', '@MoHFW_INDIA', '@PMOIndia']",[],"['DrParulSharma1', 'MoHFW_INDIA', 'PMOIndia', ""Ma'am"", 'but', 'first', 'and', 'foremost', 'we', 'have', 'to', 'reduce', 'the', 'numbers', 'at', 'fast', 'pace', 'and', 'that', 'can', 'only', 'be', 'done', 'by', 'national', 'curfew', 'All', 'other', 'things', 'are', 'long', 'term', 'measures', 'By', 'delaying', 'containment', 'we', 'are', 'producing', 'numerous', 'strains', 'which', 'will', 'make', 'situation', 'worse']",
2161,Enroute konaseema... Night Curfew and Heavy Rain💦☔️ #Vijayawada  https://t.co/eksLT1kijr,en,['#Vijayawada'],[],['https://t.co/eksLT1kijr'],"['Enroute', 'konaseema', 'Night', 'Curfew', 'and', 'Heavy', 'Rain💦☔️', 'Vijayawada', 'https', 't.co/eksLT1kijr']",
2162,"Remaining 9 districts will go under Corona Curfew from tmrw i.e., 30/4/21 (Friday) evening (7 pm) till Monday morning (7 am).",en,[],[],[],"['Remaining', '9', 'districts', 'will', 'go', 'under', 'Corona', 'Curfew', 'from', 'tmrw', 'i.e', '30/4/21', 'Friday', 'evening', '7', 'pm', 'till', 'Monday', 'morning', '7', 'am']",
2163,"Remaining 9 districts will go under Corona Curfew from tmrw i.e., 30/4/21 (Friday) evening (7 pm) till Monday morning (7 am).",en,[],[],[],"['Remaining', '9', 'districts', 'will', 'go', 'under', 'Corona', 'Curfew', 'from', 'tmrw', 'i.e', '30/4/21', 'Friday', 'evening', '7', 'pm', 'till', 'Monday', 'morning', '7', 'am']",
2164,"9 districts Bandipora, Kupwara, Shopian, Rajouri, Poonch, Samba, Doda, Kishtwar and Ramban will go under Corona Curfew from tomorrow 07:00 pm till Monday 07:00 am.",en,[],[],[],"['9', 'districts', 'Bandipora', 'Kupwara', 'Shopian', 'Rajouri', 'Poonch', 'Samba', 'Doda', 'Kishtwar', 'and', 'Ramban', 'will', 'go', 'under', 'Corona', 'Curfew', 'from', 'tomorrow', '07:00', 'pm', 'till', 'Monday', '07:00', 'am']",
2165,"France to relax nightly curfew on May 19, to scrap it on June 30: Source  https://t.co/SVjHY8esdR #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/SVjHY8esdR'],"['France', 'to', 'relax', 'nightly', 'curfew', 'on', 'May', '19', 'to', 'scrap', 'it', 'on', 'June', '30', 'Source', 'https', 't.co/SVjHY8esdR', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']",
2166,@ShrikantS_H The District Magistrate Leh imposes weekend COVID Curfew from 30 April 9:00 P.M. to 3rd May 5:00 A.M.  Order Copy Attached  https://t.co/qNMdb5DK2q,en,[],['@ShrikantS_H'],['https://t.co/qNMdb5DK2q'],"['ShrikantS_H', 'The', 'District', 'Magistrate', 'Leh', 'imposes', 'weekend', 'COVID', 'Curfew', 'from', '30', 'April', '9:00', 'P.M', 'to', '3rd', 'May', '5:00', 'A.M', 'Order', 'Copy', 'Attached', 'https', 't.co/qNMdb5DK2q']",
2167,"Remaining 9 districts in J&amp;K UT (Bandipore, Doda, Kishtwar, Kupwara, Poonch, Rajouri, Ramban, Samba, Shopian) will go under Corona Curfew from tomorrow i.e., 30/4/21 (Friday) evening (7 pm) till Monday morning (7 am).",en,[],[],[],"['Remaining', '9', 'districts', 'in', 'J', 'amp', 'K', 'UT', 'Bandipore', 'Doda', 'Kishtwar', 'Kupwara', 'Poonch', 'Rajouri', 'Ramban', 'Samba', 'Shopian', 'will', 'go', 'under', 'Corona', 'Curfew', 'from', 'tomorrow', 'i.e', '30/4/21', 'Friday', 'evening', '7', 'pm', 'till', 'Monday', 'morning', '7', 'am']",
2168,@darbhanga_dm No curfew is visible on roads  ... specifically on streets  ... Mr. DM you are a big failure for the common people of Darbhanga  ... would be profitable to politicians and @NitishKumar,en,[],"['@darbhanga_dm', '@NitishKumar']",[],"['darbhanga_dm', 'No', 'curfew', 'is', 'visible', 'on', 'roads', 'specifically', 'on', 'streets', 'Mr', 'DM', 'you', 'are', 'a', 'big', 'failure', 'for', 'the', 'common', 'people', 'of', 'Darbhanga', 'would', 'be', 'profitable', 'to', 'politicians', 'and', 'NitishKumar']",
2169,"'Corona curfew' imposed in 11 districts of #Jammu and #Kashmir from 7pm today till 7am on May 3  3,474 new cases and 26 deaths reported in the Union Territory today  Visuals from Jammu  https://t.co/YHNERqCmi1",en,"['#Jammu', '#Kashmir']",[],['https://t.co/YHNERqCmi1'],"[""'Corona"", 'curfew', 'imposed', 'in', '11', 'districts', 'of', 'Jammu', 'and', 'Kashmir', 'from', '7pm', 'today', 'till', '7am', 'on', 'May', '3', '3,474', 'new', 'cases', 'and', '26', 'deaths', 'reported', 'in', 'the', 'Union', 'Territory', 'today', 'Visuals', 'from', 'Jammu', 'https', 't.co/YHNERqCmi1']",
2170,"Remaining 9 districts in J&amp;K including Bandipora, Doda, Kishtwar, Kupwara, Poonch, Rajouri, Ramban, Samba and Shopian to go under Corona Curfew from tomorrow 7pm till Monday morning 7am",en,[],[],[],"['Remaining', '9', 'districts', 'in', 'J', 'amp', 'K', 'including', 'Bandipora', 'Doda', 'Kishtwar', 'Kupwara', 'Poonch', 'Rajouri', 'Ramban', 'Samba', 'and', 'Shopian', 'to', 'go', 'under', 'Corona', 'Curfew', 'from', 'tomorrow', '7pm', 'till', 'Monday', 'morning', '7am']",
2171,TRS 12th ward Gajwel municipal by-election candidate distributing money to the voters by violating the RP ACT MCC-2019 during night curfew when the Govt. and police has promulgated section 144 CrPC.@revanth_anumula @UttamTPCC @manickamtagore @KomatireddyKVR  https://t.co/1Zf1IFXkhs,en,[],"['@UttamTPCC', '@manickamtagore', '@KomatireddyKVR']",['https://t.co/1Zf1IFXkhs'],"['TRS', '12th', 'ward', 'Gajwel', 'municipal', 'by-election', 'candidate', 'distributing', 'money', 'to', 'the', 'voters', 'by', 'violating', 'the', 'RP', 'ACT', 'MCC-2019', 'during', 'night', 'curfew', 'when', 'the', 'Govt', 'and', 'police', 'has', 'promulgated', 'section', '144', 'CrPC', 'revanth_anumula', 'UttamTPCC', 'manickamtagore', 'KomatireddyKVR', 'https', 't.co/1Zf1IFXkhs']",
2172,@YinonMagal #BREAKING France to lift night-time curfew on June 30: President Macron  https://t.co/ggPvhlczQZ,en,['#BREAKING'],['@YinonMagal'],['https://t.co/ggPvhlczQZ'],"['YinonMagal', 'BREAKING', 'France', 'to', 'lift', 'night-time', 'curfew', 'on', 'June', '30', 'President', 'Macron', 'https', 't.co/ggPvhlczQZ']",
2173,"@MamataOfficial


@narendramodi
 
@DrHVoffice
 
@drharshvardhan
 
@PMOIndia
 Please consider scheduling of  seperate second shot of COVID-19 vaccination slots (Covishield or Covaxin) for above 60 years (senior citizens ) to avoid ongoing hardships and rush in the Vaccination centres.",en,[],"['@MamataOfficial', '@narendramodi', '@DrHVoffice', '@drharshvardhan', '@PMOIndia']",[],"['MamataOfficial', 'narendramodi', 'DrHVoffice', 'drharshvardhan', 'PMOIndia', 'Please', 'consider', 'scheduling', 'of', 'seperate', 'second', 'shot', 'of', 'COVID-19', 'vaccination', 'slots', 'Covishield', 'or', 'Covaxin', 'for', 'above', '60', 'years', 'senior', 'citizens', 'to', 'avoid', 'ongoing', 'hardships', 'and', 'rush', 'in', 'the', 'Vaccination', 'centres']",
2174,"Where is our India'n GOVERNMENT.lack of people are dying every day in road ,home ,hospital due to crisis of oxygen. #ALLHA please save us from this COVID-19. Pandemic.",en,['#ALLHA'],[],[],"['Where', 'is', 'our', ""India'n"", 'GOVERNMENT.lack', 'of', 'people', 'are', 'dying', 'every', 'day', 'in', 'road', 'home', 'hospital', 'due', 'to', 'crisis', 'of', 'oxygen', 'ALLHA', 'please', 'save', 'us', 'from', 'this', 'COVID-19', 'Pandemic']",
2175,"The media has turned a blind eye to the ongoing crisis. Channels are busy predicting the election results rather than focusing on the 18.4 million Covid Cases. This proves that the media cares about nothing but TRP! 

#Covid #coronavirusindia #IndianMedia #TRP2021 #JANTAPOWER",en,"['#Covid', '#coronavirusindia', '#IndianMedia', '#TRP2021', '#JANTAPOWER']",[],[],"['The', 'media', 'has', 'turned', 'a', 'blind', 'eye', 'to', 'the', 'ongoing', 'crisis', 'Channels', 'are', 'busy', 'predicting', 'the', 'election', 'results', 'rather', 'than', 'focusing', 'on', 'the', '18.4', 'million', 'Covid', 'Cases', 'This', 'proves', 'that', 'the', 'media', 'cares', 'about', 'nothing', 'but', 'TRP', 'Covid', 'coronavirusindia', 'IndianMedia', 'TRP2021', 'JANTAPOWER']",
2176,"My dear all twiter friends & My siniour person,In covid 19 we all knows what is happening in our india , so my specially request to all of u plz obey our government rules and social distance must be need for kill/destroy corona virus, and always wear mask on ur face.JayJagannath.",en,[],[],[],"['My', 'dear', 'all', 'twiter', 'friends', 'My', 'siniour', 'person', 'In', 'covid', '19', 'we', 'all', 'knows', 'what', 'is', 'happening', 'in', 'our', 'india', 'so', 'my', 'specially', 'request', 'to', 'all', 'of', 'u', 'plz', 'obey', 'our', 'government', 'rules', 'and', 'social', 'distance', 'must', 'be', 'need', 'for', 'kill/destroy', 'corona', 'virus', 'and', 'always', 'wear', 'mask', 'on', 'ur', 'face.JayJagannath']",
2177,"@KareenaKapoor
 reveals chat with Taimur about Covid-19 vaccines, explains their importance with Tom and Jerry video.

#COVID19 #CoronaVaccine #coronavirus #pandemic #COVID19India #JantaPower",en,"['#COVID19', '#CoronaVaccine', '#coronavirus', '#pandemic', '#COVID19India', '#JantaPower']",['@KareenaKapoor'],[],"['KareenaKapoor', 'reveals', 'chat', 'with', 'Taimur', 'about', 'Covid-19', 'vaccines', 'explains', 'their', 'importance', 'with', 'Tom', 'and', 'Jerry', 'video', 'COVID19', 'CoronaVaccine', 'coronavirus', 'pandemic', 'COVID19India', 'JantaPower']",
2178,"Replying to 
@rohitjswl01
 
@BJP4Bengal
 and 
@AITCofficial",en,[],"['@rohitjswl01', '@BJP4Bengal', '@AITCofficial']",[],"['Replying', 'to', 'rohitjswl01', 'BJP4Bengal', 'and', 'AITCofficial']",
2179,"Do 
@HospitalsApollo
 / 
@MedicaEasternIn
 / Peerless / RN Tagore / Woodlands, and other renowned private hospitals in Kolkata have tele-medicine package for #Covid infected patients? If yes, then how one can book it?


@KunalCardiac
 #COVIDEmergency #Kolkata #IndiaFightsCorona",en,"['#Covid', '#COVIDEmergency', '#Kolkata', '#IndiaFightsCorona']","['@HospitalsApollo', '@MedicaEasternIn', '@KunalCardiac']",[],"['Do', 'HospitalsApollo', 'MedicaEasternIn', 'Peerless', 'RN', 'Tagore', 'Woodlands', 'and', 'other', 'renowned', 'private', 'hospitals', 'in', 'Kolkata', 'have', 'tele-medicine', 'package', 'for', 'Covid', 'infected', 'patients', 'If', 'yes', 'then', 'how', 'one', 'can', 'book', 'it', 'KunalCardiac', 'COVIDEmergency', 'Kolkata', 'IndiaFightsCorona']",
2180,Done! These Thanks giving me power day by day.. #Kolkata #Covid #SOSQabilah,en,"['#Kolkata', '#Covid', '#SOSQabilah']",[],[],"['Done', 'These', 'Thanks', 'giving', 'me', 'power', 'day', 'by', 'day', 'Kolkata', 'Covid', 'SOSQabilah']",
2181,May Allah Bless you a lot! From a non-Muslim..very sweet gesture..This type of things Giving me more power day by day! #Kolkata #Pandemic #Covid #SOSQabilah,en,"['#Kolkata', '#Pandemic', '#Covid', '#SOSQabilah']",[],[],"['May', 'Allah', 'Bless', 'you', 'a', 'lot', 'From', 'a', 'non-Muslim', 'very', 'sweet', 'gesture', 'This', 'type', 'of', 'things', 'Giving', 'me', 'more', 'power', 'day', 'by', 'day', 'Kolkata', 'Pandemic', 'Covid', 'SOSQabilah']",
2182,"Contd. Cases are bound to go down if people start distancing themselves and start wearing masks.
#Covid19 can be defeated. I could see that in polling stations amid #WestBengalElections2021 so I urge everyone in #Mumbai, #Delhi & other parts to help us defeat #Corona. #WestBenha",en,"['#Covid19', '#WestBengalElections2021', '#Mumbai,', '#Delhi', '#Corona.', '#WestBenha']",[],[],"['Contd', 'Cases', 'are', 'bound', 'to', 'go', 'down', 'if', 'people', 'start', 'distancing', 'themselves', 'and', 'start', 'wearing', 'masks', 'Covid19', 'can', 'be', 'defeated', 'I', 'could', 'see', 'that', 'in', 'polling', 'stations', 'amid', 'WestBengalElections2021', 'so', 'I', 'urge', 'everyone', 'in', 'Mumbai', 'Delhi', 'other', 'parts', 'to', 'help', 'us', 'defeat', 'Corona', 'WestBenha']",
2183,Modi is busy holding rallies rather than handling the tough COVID-19 crisis. Think and Vote. #TMC200Paar,en,['#TMC200Paar'],[],[],"['Modi', 'is', 'busy', 'holding', 'rallies', 'rather', 'than', 'handling', 'the', 'tough', 'COVID-19', 'crisis', 'Think', 'and', 'Vote', 'TMC200Paar']",
2184,Seems like the biggest source of #covid spread will soon be the long queues for vaccination where people are exposed to each other for hours waiting to get a token. And we were supposed to register through #CoWin which is now redundant #digitalindia or #indiaqueuesupforvaccine,en,"['#covid', '#CoWin', '#digitalindia', '#indiaqueuesupforvaccine']",[],[],"['Seems', 'like', 'the', 'biggest', 'source', 'of', 'covid', 'spread', 'will', 'soon', 'be', 'the', 'long', 'queues', 'for', 'vaccination', 'where', 'people', 'are', 'exposed', 'to', 'each', 'other', 'for', 'hours', 'waiting', 'to', 'get', 'a', 'token', 'And', 'we', 'were', 'supposed', 'to', 'register', 'through', 'CoWin', 'which', 'is', 'now', 'redundant', 'digitalindia', 'or', 'indiaqueuesupforvaccine']",
