,tweet,language,hastags,attherate,urls,tokenized_Tweet
90,Precautionary Measures! #chaklala #rawalpindi #rawalpindians #Covid_19 #COVIDSecondWave  https://t.co/s2KWjHUSzh,en,"['#chaklala', '#rawalpindi', '#rawalpindians', '#Covid_19', '#COVIDSecondWave']",[],['https://t.co/s2KWjHUSzh'],"['Precautionary', 'Measures', 'chaklala', 'rawalpindi', 'rawalpindians', 'Covid_19', 'COVIDSecondWave', 'https', 't.co/s2KWjHUSzh']"
91,In light of COVID situation we need to start Net Banking😂😀😂😀  https://t.co/E9KQ3o0fIj,en,[],[],['https://t.co/E9KQ3o0fIj'],"['In', 'light', 'of', 'COVID', 'situation', 'we', 'need', 'to', 'start', 'Net', 'Banking😂😀😂😀', 'https', 't.co/E9KQ3o0fIj']"
92,"#Maharashtra reports 43,183 new Covid cases &amp; 249 deaths. New high.  #Mumbai - 8646, #Pune (PMC) - 4109, Pune (PCMC) - 2058, #Nagpur - 1109, Nagpur MC - 2587, #Nashik MC - 1781 #PuneFightsCorona #MaharashtraFightsCorona",en,"['#Maharashtra', '#Mumbai', '#Pune', '#Nagpur', '#Nashik', '#PuneFightsCorona', '#MaharashtraFightsCorona']",[],[],"['Maharashtra', 'reports', '43,183', 'new', 'Covid', 'cases', 'amp', '249', 'deaths', 'New', 'high', 'Mumbai', '8646', 'Pune', 'PMC', '4109', 'Pune', 'PCMC', '2058', 'Nagpur', '1109', 'Nagpur', 'MC', '2587', 'Nashik', 'MC', '1781', 'PuneFightsCorona', 'MaharashtraFightsCorona']"
93,I’ve been waiting at the hospital #Covid testing “ward” aka parking for over 7 hours. You’ll be seeing a bunch of people for haemorrhoids next if this is common practice.,en,['#Covid'],[],[],"['I', '’', 've', 'been', 'waiting', 'at', 'the', 'hospital', 'Covid', 'testing', '“', 'ward', '”', 'aka', 'parking', 'for', 'over', '7', 'hours', 'You', '’', 'll', 'be', 'seeing', 'a', 'bunch', 'of', 'people', 'for', 'haemorrhoids', 'next', 'if', 'this', 'is', 'common', 'practice']"
94,Please take strict action against the DPS &amp;C Premier Campus Faisalabad for opening and calling of the staff endangering their lives as already more than 10 teachers are diagnosed with Covid. @fslsltn @ImranKhanPTI @OfficialNcoc @HealthPunjabGov @nhsrcofficial @PSHDep @DrMuradPTI,en,[],"['@fslsltn', '@ImranKhanPTI', '@OfficialNcoc', '@HealthPunjabGov', '@nhsrcofficial', '@PSHDep', '@DrMuradPTI']",[],"['Please', 'take', 'strict', 'action', 'against', 'the', 'DPS', 'amp', 'C', 'Premier', 'Campus', 'Faisalabad', 'for', 'opening', 'and', 'calling', 'of', 'the', 'staff', 'endangering', 'their', 'lives', 'as', 'already', 'more', 'than', '10', 'teachers', 'are', 'diagnosed', 'with', 'Covid', 'fslsltn', 'ImranKhanPTI', 'OfficialNcoc', 'HealthPunjabGov', 'nhsrcofficial', 'PSHDep', 'DrMuradPTI']"
95,I am a Covid survivor. If you’re too then RT this. #COVIDSecondWave #covidsurvivor #COVID19 #covid,en,"['#COVIDSecondWave', '#covidsurvivor', '#COVID19', '#covid']",[],[],"['I', 'am', 'a', 'Covid', 'survivor', 'If', 'you', '’', 're', 'too', 'then', 'RT', 'this', 'COVIDSecondWave', 'covidsurvivor', 'COVID19', 'covid']"
96,"@OfficeofUT Sir, rising cases of Covid in the State,  we humbly suggest that Nasal Vaccines would be a better and easier option to administer across all age groups. It may prevent the fear of taking a jab. Thanks and best regards. Col PJ Chacko(Retd).",en,[],['@OfficeofUT'],[],"['OfficeofUT', 'Sir', 'rising', 'cases', 'of', 'Covid', 'in', 'the', 'State', 'we', 'humbly', 'suggest', 'that', 'Nasal', 'Vaccines', 'would', 'be', 'a', 'better', 'and', 'easier', 'option', 'to', 'administer', 'across', 'all', 'age', 'groups', 'It', 'may', 'prevent', 'the', 'fear', 'of', 'taking', 'a', 'jab', 'Thanks', 'and', 'best', 'regards', 'Col', 'PJ', 'Chacko', 'Retd']"
97,"@Acosta Best of luck !! The dozen killing sprees nation wide for the last 2 months were the COVID pressure releaser or telling that only White Lives Matter (WLM) as Trump’s legacy.  The word out in Asia &amp; Africa is that it’s bcz of Kamala, Trump didn’t attend the Inaug &amp; not Biden’s win",en,[],['@Acosta'],[],"['Acosta', 'Best', 'of', 'luck', 'The', 'dozen', 'killing', 'sprees', 'nation', 'wide', 'for', 'the', 'last', '2', 'months', 'were', 'the', 'COVID', 'pressure', 'releaser', 'or', 'telling', 'that', 'only', 'White', 'Lives', 'Matter', 'WLM', 'as', 'Trump', '’', 's', 'legacy', 'The', 'word', 'out', 'in', 'Asia', 'amp', 'Africa', 'is', 'that', 'it', '’', 's', 'bcz', 'of', 'Kamala', 'Trump', 'didn', '’', 't', 'attend', 'the', 'Inaug', 'amp', 'not', 'Biden', '’', 's', 'win']"
98,@narendramodi What about COVID-19 increase cases is anyone here @sudhirchaudhary @anjanaomkashyap @navikakumar @SureshChavhanke @AMISHDEVGAN @RubikaLiyaquat @DChaurasia2312 @sardanarohit @yogrishiramdev @AnupamPKher @chitraaum @SwetaSinghAT @RajatSharmaLive @ArnabGoswamiRTv @KanganaTeam  Godi,en,[],"['@narendramodi', '@sudhirchaudhary', '@anjanaomkashyap', '@navikakumar', '@SureshChavhanke', '@AMISHDEVGAN', '@RubikaLiyaquat', '@DChaurasia2312', '@sardanarohit', '@yogrishiramdev', '@AnupamPKher', '@chitraaum', '@SwetaSinghAT', '@RajatSharmaLive', '@ArnabGoswamiRTv', '@KanganaTeam']",[],"['narendramodi', 'What', 'about', 'COVID-19', 'increase', 'cases', 'is', 'anyone', 'here', 'sudhirchaudhary', 'anjanaomkashyap', 'navikakumar', 'SureshChavhanke', 'AMISHDEVGAN', 'RubikaLiyaquat', 'DChaurasia2312', 'sardanarohit', 'yogrishiramdev', 'AnupamPKher', 'chitraaum', 'SwetaSinghAT', 'RajatSharmaLive', 'ArnabGoswamiRTv', 'KanganaTeam', 'Godi']"
99,Our PM fighting with COVID-19 increasing cases not alone even with his supporters as well  Wah modi ji wah   #ModiElectionjivi,en,['#ModiElectionjivi'],[],[],"['Our', 'PM', 'fighting', 'with', 'COVID-19', 'increasing', 'cases', 'not', 'alone', 'even', 'with', 'his', 'supporters', 'as', 'well', 'Wah', 'modi', 'ji', 'wah', 'ModiElectionjivi']"
100,@AAITVMAIRPORT It’s really a torture to arrive at TRV International Airport.. huge que and unprofessional and unpleasant COVID management system.. please try to avoid TRV,en,[],['@AAITVMAIRPORT'],[],"['AAITVMAIRPORT', 'It', '’', 's', 'really', 'a', 'torture', 'to', 'arrive', 'at', 'TRV', 'International', 'Airport', 'huge', 'que', 'and', 'unprofessional', 'and', 'unpleasant', 'COVID', 'management', 'system', 'please', 'try', 'to', 'avoid', 'TRV']"
101,In-Depth | Resurgence of COVID-19 sparks fears of another wave of mental health problems @moneycontrolcom  https://t.co/ONyDm8GdWk,en,[],['@moneycontrolcom'],['https://t.co/ONyDm8GdWk'],"['In-Depth', 'Resurgence', 'of', 'COVID-19', 'sparks', 'fears', 'of', 'another', 'wave', 'of', 'mental', 'health', 'problems', 'moneycontrolcom', 'https', 't.co/ONyDm8GdWk']"
102,Iraq judge who presided over Saddam Hussein’s trial dies of COVID-19  https://t.co/lIkAfCk4Ps,en,[],[],['https://t.co/lIkAfCk4Ps'],"['Iraq', 'judge', 'who', 'presided', 'over', 'Saddam', 'Hussein', '’', 's', 'trial', 'dies', 'of', 'COVID-19', 'https', 't.co/lIkAfCk4Ps']"
103,Jai SULTHAN. @Karthi_Off mass. @Bakkiyaraj_k once again you proved. Mass Action commercial one. @iamRashmika National Crush always 💕. Excellent debut to start her career in Kollywood.  Nearly after a year watched a Night show movie. Followed all covid safety protocols. #Sulthan,en,['#Sulthan'],"['@Karthi_Off', '@Bakkiyaraj_k', '@iamRashmika']",[],"['Jai', 'SULTHAN', 'Karthi_Off', 'mass', 'Bakkiyaraj_k', 'once', 'again', 'you', 'proved', 'Mass', 'Action', 'commercial', 'one', 'iamRashmika', 'National', 'Crush', 'always', '💕', 'Excellent', 'debut', 'to', 'start', 'her', 'career', 'in', 'Kollywood', 'Nearly', 'after', 'a', 'year', 'watched', 'a', 'Night', 'show', 'movie', 'Followed', 'all', 'covid', 'safety', 'protocols', 'Sulthan']"
104,i return to work tomorrow after having covid &amp; idk how to feel about it 🥺😔,en,[],[],[],"['i', 'return', 'to', 'work', 'tomorrow', 'after', 'having', 'covid', 'amp', 'idk', 'how', 'to', 'feel', 'about', 'it', '🥺😔']"
105,Exams should be cancelled due to this disease(Covid-19) that effect the health of young generation. As all students are equal not only Cambridge exams should be cancelled other exams should also be cancelled for the sake of health of all students. #cancelcieexams2021,en,['#cancelcieexams2021'],[],[],"['Exams', 'should', 'be', 'cancelled', 'due', 'to', 'this', 'disease', 'Covid-19', 'that', 'effect', 'the', 'health', 'of', 'young', 'generation', 'As', 'all', 'students', 'are', 'equal', 'not', 'only', 'Cambridge', 'exams', 'should', 'be', 'cancelled', 'other', 'exams', 'should', 'also', 'be', 'cancelled', 'for', 'the', 'sake', 'of', 'health', 'of', 'all', 'students', 'cancelcieexams2021']"
106,Ok so i m currently travelling in lko ndls ac spcl and i would like to say to the authorities that due to covid you have stopped giving blankets &amp; its gud bt why window curtains are removed... paying for 2nd ac and looks like sleeping on road  @PiyushGoyal @indianrailway__  https://t.co/IPZDVeGw1e,en,[],"['@PiyushGoyal', '@indianrailway__']",['https://t.co/IPZDVeGw1e'],"['Ok', 'so', 'i', 'm', 'currently', 'travelling', 'in', 'lko', 'ndls', 'ac', 'spcl', 'and', 'i', 'would', 'like', 'to', 'say', 'to', 'the', 'authorities', 'that', 'due', 'to', 'covid', 'you', 'have', 'stopped', 'giving', 'blankets', 'amp', 'its', 'gud', 'bt', 'why', 'window', 'curtains', 'are', 'removed', 'paying', 'for', '2nd', 'ac', 'and', 'looks', 'like', 'sleeping', 'on', 'road', 'PiyushGoyal', 'indianrailway', 'https', 't.co/IPZDVeGw1e']"
107,Ahmedabad Airport today! 3 hrs flight &amp; 3.5 hrs wait as the Supratech lab servers were down. No accountability!! Social distancing for a toss! Pay only cash after the Covid test. No Debit card or PayTM allowed. Joke! @JayantiRavi @MoHFW_INDIA @MoHFW_GUJARAT @AAI_Official  https://t.co/2UOQV1f2BA,en,[],"['@JayantiRavi', '@MoHFW_INDIA', '@MoHFW_GUJARAT', '@AAI_Official']",['https://t.co/2UOQV1f2BA'],"['Ahmedabad', 'Airport', 'today', '3', 'hrs', 'flight', 'amp', '3.5', 'hrs', 'wait', 'as', 'the', 'Supratech', 'lab', 'servers', 'were', 'down', 'No', 'accountability', 'Social', 'distancing', 'for', 'a', 'toss', 'Pay', 'only', 'cash', 'after', 'the', 'Covid', 'test', 'No', 'Debit', 'card', 'or', 'PayTM', 'allowed', 'Joke', 'JayantiRavi', 'MoHFW_INDIA', 'MoHFW_GUJARAT', 'AAI_Official', 'https', 't.co/2UOQV1f2BA']"
108,"There are 36 States ( Including Union Territories ) in India 🇮🇳!  From Last 18 Months one State Full Of Controversy From - Highest Covid Cases , Highest Corruption #100CroreKiVasooli  ,Mob lynching, Worst Law And Order, Sushant Mystery, Fake TRP Case , Cm VS Kangana &amp; Many More !",en,['#100CroreKiVasooli'],[],[],"['There', 'are', '36', 'States', 'Including', 'Union', 'Territories', 'in', 'India', '🇮🇳', 'From', 'Last', '18', 'Months', 'one', 'State', 'Full', 'Of', 'Controversy', 'From', 'Highest', 'Covid', 'Cases', 'Highest', 'Corruption', '100CroreKiVasooli', 'Mob', 'lynching', 'Worst', 'Law', 'And', 'Order', 'Sushant', 'Mystery', 'Fake', 'TRP', 'Case', 'Cm', 'VS', 'Kangana', 'amp', 'Many', 'More']"
109,"@siva_kumari Hello Ma’am. With the increasing cases of Covid 19 in India, specially in Mumbai, is there some possibility of the exam for IBDP getting cancelled for May21 and anxiety of students brought in control. Some comments will be highly appreciated. @iborganization @IB_DP",en,[],"['@siva_kumari', '@iborganization', '@IB_DP']",[],"['siva_kumari', 'Hello', 'Ma', '’', 'am', 'With', 'the', 'increasing', 'cases', 'of', 'Covid', '19', 'in', 'India', 'specially', 'in', 'Mumbai', 'is', 'there', 'some', 'possibility', 'of', 'the', 'exam', 'for', 'IBDP', 'getting', 'cancelled', 'for', 'May21', 'and', 'anxiety', 'of', 'students', 'brought', 'in', 'control', 'Some', 'comments', 'will', 'be', 'highly', 'appreciated', 'iborganization', 'IB_DP']"
110,CityWatch: Who will be the last New Yorker to die of COVID-19?  https://t.co/ZuTewWLjMZ #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/ZuTewWLjMZ'],"['CityWatch', 'Who', 'will', 'be', 'the', 'last', 'New', 'Yorker', 'to', 'die', 'of', 'COVID-19', 'https', 't.co/ZuTewWLjMZ', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']"
111,CityWatch: Who will be the last New Yorker to die of COVID-19?  https://t.co/BdP19VMw58 #Nifty #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/BdP19VMw58'],"['CityWatch', 'Who', 'will', 'be', 'the', 'last', 'New', 'Yorker', 'to', 'die', 'of', 'COVID-19', 'https', 't.co/BdP19VMw58', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']"
112,"Durring COVId, marriage party gathering 100 plus, funeral 50, and poll campaign... Unlimited.",en,[],[],[],"['Durring', 'COVId', 'marriage', 'party', 'gathering', '100', 'plus', 'funeral', '50', 'and', 'poll', 'campaign', 'Unlimited']"
113,"@juventus have suspended Weston McKennie, Arthur and Paulo Dybala after they attended a party at McKennie’s home in breach of COVID restrictions.  They’ll miss this weekend’s derby against Torino.  GLBSports  https://t.co/cUzeygpuCu",en,[],['@juventus'],['https://t.co/cUzeygpuCu'],"['juventus', 'have', 'suspended', 'Weston', 'McKennie', 'Arthur', 'and', 'Paulo', 'Dybala', 'after', 'they', 'attended', 'a', 'party', 'at', 'McKennie', '’', 's', 'home', 'in', 'breach', 'of', 'COVID', 'restrictions', 'They', '’', 'll', 'miss', 'this', 'weekend', '’', 's', 'derby', 'against', 'Torino', 'GLBSports', 'https', 't.co/cUzeygpuCu']"
114,@marco_verratti92 will miss PSG vs. Bayern Munich next week after testing positive for COVID-19  GLBSports @ Dosa House  https://t.co/QG3VkBIFkI,en,[],"['@marco_verratti92', '@']",['https://t.co/QG3VkBIFkI'],"['marco_verratti92', 'will', 'miss', 'PSG', 'vs', 'Bayern', 'Munich', 'next', 'week', 'after', 'testing', 'positive', 'for', 'COVID-19', 'GLBSports', 'Dosa', 'House', 'https', 't.co/QG3VkBIFkI']"
115,@DrRPNishank @narendramodi Covid cases are increasing day by day so it's are request to take 10 boards online because if we have technology to study online we have technology to give online exam to. We are also same human beings like other class children so your exam should also be online It's are request,en,[],"['@DrRPNishank', '@narendramodi']",[],"['DrRPNishank', 'narendramodi', 'Covid', 'cases', 'are', 'increasing', 'day', 'by', 'day', 'so', 'it', ""'s"", 'are', 'request', 'to', 'take', '10', 'boards', 'online', 'because', 'if', 'we', 'have', 'technology', 'to', 'study', 'online', 'we', 'have', 'technology', 'to', 'give', 'online', 'exam', 'to', 'We', 'are', 'also', 'same', 'human', 'beings', 'like', 'other', 'class', 'children', 'so', 'your', 'exam', 'should', 'also', 'be', 'online', 'It', ""'s"", 'are', 'request']"
116,PTI MNA Sadaqat Abbasi has been tested positive with COVID-19. He is from Rawalpindi.,en,[],[],[],"['PTI', 'MNA', 'Sadaqat', 'Abbasi', 'has', 'been', 'tested', 'positive', 'with', 'COVID-19', 'He', 'is', 'from', 'Rawalpindi']"
117,"@Shivkum34986518 @AdiGulshan @HereOnly4SSR123 Yes ma,am i know .  She got covid !  Karma has saw her . We should not say like that .  We want only justice for SSR. SSR denotes for love , humanity , happiness , kind hearted , peace !  Enquire PBS Trimukhe 4 SSR",en,[],"['@Shivkum34986518', '@AdiGulshan', '@HereOnly4SSR123']",[],"['Shivkum34986518', 'AdiGulshan', 'HereOnly4SSR123', 'Yes', 'ma', 'am', 'i', 'know', 'She', 'got', 'covid', 'Karma', 'has', 'saw', 'her', 'We', 'should', 'not', 'say', 'like', 'that', 'We', 'want', 'only', 'justice', 'for', 'SSR', 'SSR', 'denotes', 'for', 'love', 'humanity', 'happiness', 'kind', 'hearted', 'peace', 'Enquire', 'PBS', 'Trimukhe', '4', 'SSR']"
118,@gaganbiharipal1 This was the only cause of spike of infections in Ganjam last year. This year COVID will rock for sure.,en,[],['@gaganbiharipal1'],[],"['gaganbiharipal1', 'This', 'was', 'the', 'only', 'cause', 'of', 'spike', 'of', 'infections', 'in', 'Ganjam', 'last', 'year', 'This', 'year', 'COVID', 'will', 'rock', 'for', 'sure']"
119,"There is only one CM who speaks the truth and reassures you he's with you without any fear mongering , that is @OfficeofUT Wear a goddamn mask Maharashtra and help the healthcare people out,else Covid-19 is gonna be that toxic ex who keeps coming back , when you think it's gone",en,[],['@OfficeofUT'],[],"['There', 'is', 'only', 'one', 'CM', 'who', 'speaks', 'the', 'truth', 'and', 'reassures', 'you', 'he', ""'s"", 'with', 'you', 'without', 'any', 'fear', 'mongering', 'that', 'is', 'OfficeofUT', 'Wear', 'a', 'goddamn', 'mask', 'Maharashtra', 'and', 'help', 'the', 'healthcare', 'people', 'out', 'else', 'Covid-19', 'is', 'gon', 'na', 'be', 'that', 'toxic', 'ex', 'who', 'keeps', 'coming', 'back', 'when', 'you', 'think', 'it', ""'s"", 'gone']"
120,Be careful. Check covid situation in Pakistan #CoronaVirusUpdates #COVID #MustFollowCovidSops #کرونا_سے_نجات_صرف_احتیاط Coronavirus #coronavirus #COVID19  https://t.co/qpWPcmmq4s,en,"['#CoronaVirusUpdates', '#COVID', '#MustFollowCovidSops', '#کرونا_سے_نجات_صرف_احتیاط', '#coronavirus', '#COVID19']",[],['https://t.co/qpWPcmmq4s'],"['Be', 'careful', 'Check', 'covid', 'situation', 'in', 'Pakistan', 'CoronaVirusUpdates', 'COVID', 'MustFollowCovidSops', 'کرونا_سے_نجات_صرف_احتیاط', 'Coronavirus', 'coronavirus', 'COVID19', 'https', 't.co/qpWPcmmq4s']"
121,"@gaganbiharipal1 It is Ganjam, where COVID get infected (as people say)",en,[],['@gaganbiharipal1'],[],"['gaganbiharipal1', 'It', 'is', 'Ganjam', 'where', 'COVID', 'get', 'infected', 'as', 'people', 'say']"
122,"#covid_19puzzle :  our national parties holding rallies ,posting pics ...#irresponsible . No social distancing , no masks , . I wonder how all these folks don’t get corona and who are the folks who are getting corona ? I am puzzled ! Any body has answers ?  https://t.co/8St5ASFfoo",en,['#covid_19puzzle'],[],['https://t.co/8St5ASFfoo'],"['covid_19puzzle', 'our', 'national', 'parties', 'holding', 'rallies', 'posting', 'pics', 'irresponsible', 'No', 'social', 'distancing', 'no', 'masks', 'I', 'wonder', 'how', 'all', 'these', 'folks', 'don', '’', 't', 'get', 'corona', 'and', 'who', 'are', 'the', 'folks', 'who', 'are', 'getting', 'corona', 'I', 'am', 'puzzled', 'Any', 'body', 'has', 'answers', 'https', 't.co/8St5ASFfoo']"
123,"Biden hails strong jobs report, but warns economy could slow if COVID surges again  https://t.co/1rc9RRIqaE #Sipgrab #UnitingPeopleWithThePossibilities",en,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/1rc9RRIqaE'],"['Biden', 'hails', 'strong', 'jobs', 'report', 'but', 'warns', 'economy', 'could', 'slow', 'if', 'COVID', 'surges', 'again', 'https', 't.co/1rc9RRIqaE', 'Sipgrab', 'UnitingPeopleWithThePossibilities']"
124,"cancellation charges for an year ago ride on a wrong basis is not acceptable. This is not a complaint for the 50 Rs cancellation charge, instead this is an advice to update your system according to current covid scenarios and its affects on travels.   Continue...",en,[],[],[],"['cancellation', 'charges', 'for', 'an', 'year', 'ago', 'ride', 'on', 'a', 'wrong', 'basis', 'is', 'not', 'acceptable', 'This', 'is', 'not', 'a', 'complaint', 'for', 'the', '50', 'Rs', 'cancellation', 'charge', 'instead', 'this', 'is', 'an', 'advice', 'to', 'update', 'your', 'system', 'according', 'to', 'current', 'covid', 'scenarios', 'and', 'its', 'affects', 'on', 'travels', 'Continue']"
125,"Your system doesn't allows to get support for rides taken a year ago. I do understand the reasons for it. But during the covid times, travels are limited and so does the bookings, in this situation where the difference between last two rides are of 1 year, and to ask for ...  https://t.co/YaPhSY0nVk",en,[],[],['https://t.co/YaPhSY0nVk'],"['Your', 'system', 'does', ""n't"", 'allows', 'to', 'get', 'support', 'for', 'rides', 'taken', 'a', 'year', 'ago', 'I', 'do', 'understand', 'the', 'reasons', 'for', 'it', 'But', 'during', 'the', 'covid', 'times', 'travels', 'are', 'limited', 'and', 'so', 'does', 'the', 'bookings', 'in', 'this', 'situation', 'where', 'the', 'difference', 'between', 'last', 'two', 'rides', 'are', 'of', '1', 'year', 'and', 'to', 'ask', 'for', 'https', 't.co/YaPhSY0nVk']"
126,"IPO Report: William Morris parent Endeavor is efforting an IPO again, in spite of COVID disruptions to its key businesses  https://t.co/j8BjJyeOfe #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/j8BjJyeOfe'],"['IPO', 'Report', 'William', 'Morris', 'parent', 'Endeavor', 'is', 'efforting', 'an', 'IPO', 'again', 'in', 'spite', 'of', 'COVID', 'disruptions', 'to', 'its', 'key', 'businesses', 'https', 't.co/j8BjJyeOfe', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']"
127,"IPO Report: William Morris parent Endeavor is seeking an IPO again, even after COVID disrupted its key businesses  https://t.co/Vsd9INfkmg #Nifty #Sipgrab #UnitingPeopleWithThePossibilities",en,"['#Nifty', '#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/Vsd9INfkmg'],"['IPO', 'Report', 'William', 'Morris', 'parent', 'Endeavor', 'is', 'seeking', 'an', 'IPO', 'again', 'even', 'after', 'COVID', 'disrupted', 'its', 'key', 'businesses', 'https', 't.co/Vsd9INfkmg', 'Nifty', 'Sipgrab', 'UnitingPeopleWithThePossibilities']"
128,"Covid19 never affects political campaigns and people!  No covid surge in Westbengal !  Hence to stop covid rise in mahatastra,  delcare a re election   #CoronaVirusUpdates #WestBengalPolls #maharashtralockdown",en,"['#CoronaVirusUpdates', '#WestBengalPolls', '#maharashtralockdown']",[],[],"['Covid19', 'never', 'affects', 'political', 'campaigns', 'and', 'people', 'No', 'covid', 'surge', 'in', 'Westbengal', 'Hence', 'to', 'stop', 'covid', 'rise', 'in', 'mahatastra', 'delcare', 'a', 're', 'election', 'CoronaVirusUpdates', 'WestBengalPolls', 'maharashtralockdown']"
129,@KDMCOfficial Covid-19 restrictions and people are celebrating with noice pollution at 12 AM at shrikhade wadi and you won't take any action @KDMCOfficial @rajupatilmanase @DombivlikarRavi  https://t.co/aI1rmBEXZx,en,[],"['@KDMCOfficial', '@KDMCOfficial', '@rajupatilmanase', '@DombivlikarRavi']",['https://t.co/aI1rmBEXZx'],"['KDMCOfficial', 'Covid-19', 'restrictions', 'and', 'people', 'are', 'celebrating', 'with', 'noice', 'pollution', 'at', '12', 'AM', 'at', 'shrikhade', 'wadi', 'and', 'you', 'wo', ""n't"", 'take', 'any', 'action', 'KDMCOfficial', 'rajupatilmanase', 'DombivlikarRavi', 'https', 't.co/aI1rmBEXZx']"
130,My father Sitaram santhalia has suffered a stroke 6 month back and has gone decomressive cariotomy. Now he is on bed rest. I would request health ministry to arrange for covid vaccine at patient doorstep. Address pin code 813203 @PMOIndia @drharshvardhan @MoHFW_INDIA  https://t.co/cbKx5BMYSu,en,[],"['@PMOIndia', '@drharshvardhan', '@MoHFW_INDIA']",['https://t.co/cbKx5BMYSu'],"['My', 'father', 'Sitaram', 'santhalia', 'has', 'suffered', 'a', 'stroke', '6', 'month', 'back', 'and', 'has', 'gone', 'decomressive', 'cariotomy', 'Now', 'he', 'is', 'on', 'bed', 'rest', 'I', 'would', 'request', 'health', 'ministry', 'to', 'arrange', 'for', 'covid', 'vaccine', 'at', 'patient', 'doorstep', 'Address', 'pin', 'code', '813203', 'PMOIndia', 'drharshvardhan', 'MoHFW_INDIA', 'https', 't.co/cbKx5BMYSu']"
131,"@NarsinghVani When COVID is Man made, made to Destroy Humans from Inside. Permanent ERADICATION is must for Humans to FLOURISH  Let us Unite for the Cause",en,[],['@NarsinghVani'],[],"['NarsinghVani', 'When', 'COVID', 'is', 'Man', 'made', 'made', 'to', 'Destroy', 'Humans', 'from', 'Inside', 'Permanent', 'ERADICATION', 'is', 'must', 'for', 'Humans', 'to', 'FLOURISH', 'Let', 'us', 'Unite', 'for', 'the', 'Cause']"
132,France sees biggest jump in COVID-19 intensive care patients in months  https://t.co/J0RdvlQF64 #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/J0RdvlQF64'],"['France', 'sees', 'biggest', 'jump', 'in', 'COVID-19', 'intensive', 'care', 'patients', 'in', 'months', 'https', 't.co/J0RdvlQF64', 'Sipgrab', 'UnitingPeopleWithThePossibilities']"
133,"Irony is,people who have symptoms of COVID and are aware of it don't get tested for the fear of being quarantined, on top of that,they roam around in public places spreading it rampantly, such people should be charged with some strict punishment, some legislation required",en,[],[],[],"['Irony', 'is', 'people', 'who', 'have', 'symptoms', 'of', 'COVID', 'and', 'are', 'aware', 'of', 'it', 'do', ""n't"", 'get', 'tested', 'for', 'the', 'fear', 'of', 'being', 'quarantined', 'on', 'top', 'of', 'that', 'they', 'roam', 'around', 'in', 'public', 'places', 'spreading', 'it', 'rampantly', 'such', 'people', 'should', 'be', 'charged', 'with', 'some', 'strict', 'punishment', 'some', 'legislation', 'required']"
134,First vaccine of covid-19 ✅💉,en,[],[],[],"['First', 'vaccine', 'of', 'covid-19', '✅💉']"
135,Turkey begins administering Pfizer/BioNTech COVID-19 shots  https://t.co/LcczE4lDph #Sipgrab #UnitingPeopleWithThePossibilities,en,"['#Sipgrab', '#UnitingPeopleWithThePossibilities']",[],['https://t.co/LcczE4lDph'],"['Turkey', 'begins', 'administering', 'Pfizer/BioNTech', 'COVID-19', 'shots', 'https', 't.co/LcczE4lDph', 'Sipgrab', 'UnitingPeopleWithThePossibilities']"
136,@szarabi @PMOIndia @narendramodi Amazing ! Are U saying that it is acceptable to excuse all social distancing norms during political campaigns ? Aren’t all these people in the stadium at a huge risk ? Or if our own PM thinks so then it’s fine ? His speech is more important than the risk of COVID 19 for all ?,en,[],"['@szarabi', '@PMOIndia', '@narendramodi']",[],"['szarabi', 'PMOIndia', 'narendramodi', 'Amazing', 'Are', 'U', 'saying', 'that', 'it', 'is', 'acceptable', 'to', 'excuse', 'all', 'social', 'distancing', 'norms', 'during', 'political', 'campaigns', 'Aren', '’', 't', 'all', 'these', 'people', 'in', 'the', 'stadium', 'at', 'a', 'huge', 'risk', 'Or', 'if', 'our', 'own', 'PM', 'thinks', 'so', 'then', 'it', '’', 's', 'fine', 'His', 'speech', 'is', 'more', 'important', 'than', 'the', 'risk', 'of', 'COVID', '19', 'for', 'all']"
137,"I am told that mobile vans for COVID vaccination has been arranged to vaccinate senior citizens ,80yrs and above !! How can I contact them ? Any telephone number?",en,[],[],[],"['I', 'am', 'told', 'that', 'mobile', 'vans', 'for', 'COVID', 'vaccination', 'has', 'been', 'arranged', 'to', 'vaccinate', 'senior', 'citizens', '80yrs', 'and', 'above', 'How', 'can', 'I', 'contact', 'them', 'Any', 'telephone', 'number']"
