tweet,clean_tweet,hastags,attherate,urls,emojis
"@EasternRailway Sir, travelling in covid special Dated:18.07.21,train no.03153 from SDAH to MLDT, coach:B2 seat no.47,59.The ac is not working for the entire compartment and as per train superintendent this is usual thing due to power supply disruption in neutral zone however ac.  https://t.co/pOFOBaa7OY", Sir travelling in covid special Dated:180721train no03153 from SDAH to MLDT coach:B2 seat no4759The ac is not working for the entire compartment and as per train superintendent this is usual thing due to power supply disruption in neutral zone however ac ,[],['@EasternRailway'],['https://t.co/pOFOBaa7OY'],[]
"Feeling grateful to be honoured by Delhi Police Special Commissioner, Sh. Robin Hibu Ji for offering distinguished services provide aid to the people who were affected by COVID-19 during these difficult circumstances. #DelhiPolice #delhipolicespecialcommissioner  https://t.co/OpxlIHOj3H",Feeling grateful to be honoured by Delhi Police Special Commissioner Sh Robin Hibu Ji for offering distinguished services provide aid to the people who were affected by COVID19 during these difficult circumstances ,"['#DelhiPolice', '#delhipolicespecialcommissioner']",[],['https://t.co/OpxlIHOj3H'],[]
"@EasternRailway  Sir, travelling in GOUR SPECIAL covid special Dated:18.07.21,train no.03153 from SDAH to MLDT, coach:B2.The ac is not working for the entire compartment and as per train superintendent this is usual thing due to power supply disruption in neutral zone however ac.", Sir travelling in GOUR SPECIAL covid special Dated:180721train no03153 from SDAH to MLDT coach:B2The ac is not working for the entire compartment and as per train superintendent this is usual thing due to power supply disruption in neutral zone however ac,[],['@EasternRailway'],[],[]
Aku supposedly dapat AZ first batch but sadly +covid and second batch pon tak lepas nak dapatkan slot 😭,Aku supposedly dapat AZ first batch but sadly +covid and second batch pon tak lepas nak dapatkan slot ,[],[],[],['😭']
Covid-19 2nd Dose Vaccination Campaign Info for Thimphu Dzongkhag.   It’s our Responsibility to Come Forward and Get Vaccinated to Save Ourself and Others.   Stay Safe 🙏 @ BMT Happiness House  https://t.co/diSPOzPTxE,Covid19 2nd Dose Vaccination Campaign Info for Thimphu Dzongkhag It’s our Responsibility to Come Forward and Get Vaccinated to Save Ourself and Others Stay Safe  @ BMT Happiness House ,[],['@'],['https://t.co/diSPOzPTxE'],['🙏']
Delhi Jamia Millia Kabristan ka scene..Last rites of recently departed #DanishSiddique  What happened to Covid guidelines??  https://t.co/NPft2WMjEy,Delhi Jamia Millia Kabristan ka sceneLast rites of recently departed What happened to Covid guidelines ,['#DanishSiddique'],[],['https://t.co/NPft2WMjEy'],[]
"Gujarat reports 33 Covid-19 cases, 1 death, 71 recoveries.",Gujarat reports 33 Covid19 cases 1 death 71 recoveries,[],[],[],[]
"Line BTWN Violence &amp; Non-violence : The Farmers, Ram Vriksh &amp; the FARIDABAD reserved forest occupier--belong to same type of PPL. In fact the farmers are more privileged by GOVT'S implied consent to exempt them from Covid protocol. They r an unhealthy example",Line BTWN Violence amp Nonviolence : The Farmers Ram Vriksh amp the FARIDABAD reserved forest occupierbelong to same type of PPL In fact the farmers are more privileged by GOVTS implied consent to exempt them from Covid protocol They r an unhealthy example,[],[],[],[]
Upward Covid trend in Kerala and Maharashtra cause of grave worry: PM Modi  https://t.co/duLM2E8kKm  https://t.co/7YeHyE0wzl,Upward Covid trend in Kerala and Maharashtra cause of grave worry: PM Modi  ,[],[],"['https://t.co/duLM2E8kKm', 'https://t.co/7YeHyE0wzl']",[]
"It's a really sad day today for my family. My beloved aunt passed away. She was positive. She was also living with diabetes for a couple of years. I want to say all the people throughout the world, don't contempt the corona virus. Get vaccinated soon. @WHO  @devisridhar #COVID",Its a really sad day today for my family My beloved aunt passed away She was positive She was also living with diabetes for a couple of years I want to say all the people throughout the world dont contempt the corona virus Get vaccinated soon ,['#COVID'],"['@WHO', '@devisridhar']",[],[]
Two vaccine doses gave 95% protection from death against Covid-19's Delta variant: Centre  https://t.co/P86Pm2EYfJ  https://t.co/QqQOmYeXp8,Two vaccine doses gave 95% protection from death against Covid19s Delta variant: Centre  ,[],[],"['https://t.co/P86Pm2EYfJ', 'https://t.co/QqQOmYeXp8']",[]
'Test-Track-Treat-Tika': PM Modi's mantra to states with high caseload to flatten Covid curve  https://t.co/MZdKlkyFZ8  https://t.co/LA6WXv8lyV,TestTrackTreatTika: PM Modis mantra to states with high caseload to flatten Covid curve  ,[],[],"['https://t.co/MZdKlkyFZ8', 'https://t.co/LA6WXv8lyV']",[]
"@SonuSood @SoodFoundation Sir please help me too, i need ur help i also have surgery as i have gallstones  Covid me job chali gyi sir or ghr me 2 patients hai already  Please call me 9310375302  https://t.co/zSwF9jhqZo", Sir please help me too i need ur help i also have surgery as i have gallstones Covid me job chali gyi sir or ghr me 2 patients hai already Please call me 9310375302 ,[],"['@SonuSood', '@SoodFoundation']",['https://t.co/zSwF9jhqZo'],[]
"Public Campaign for #IntensifiedMassVaccination for Thongju A/C under the leadership of Shri @BiswajitThongam , Cabinet Minister Govt.Of Manipur. The covid task force of Thongju A/C works day and night to make Thongju A/C a 100% vaccinated constituency. @sambitswaraj @blsanthosh  https://t.co/Z47Huu2yYU",Public Campaign for for Thongju A/C under the leadership of Shri  Cabinet Minister GovtOf Manipur The covid task force of Thongju A/C works day and night to make Thongju A/C a 100% vaccinated constituency ,['#IntensifiedMassVaccination'],"['@BiswajitThongam', '@sambitswaraj', '@blsanthosh']",['https://t.co/Z47Huu2yYU'],[]
Singapore's Marina Bay Sands Casino will shut for two weeks after authorities detected a Covid cluster there  https://t.co/SZvf3pXsts via @business,Singapores Marina Bay Sands Casino will shut for two weeks after authorities detected a Covid cluster there  via ,[],['@business'],['https://t.co/SZvf3pXsts'],[]
@anwaribrahim Some people will never appreciate other people's effort probably just due to ENVIOUSNESS.  Its sad that this desease is as bad as the Covid or worst.  It's contagous amongst politicians all over the earth.  In M'sia it's double sadness because it never stop during the pandemic., Some people will never appreciate other peoples effort probably just due to ENVIOUSNESS Its sad that this desease is as bad as the Covid or worst Its contagous amongst politicians all over the earth In Msia its double sadness because it never stop during the pandemic,[],['@anwaribrahim'],[],[]
@501Awani @DatukKuljit I'd like to know whether @KKMPutrajaya is using the works/whole arsenal to treat #covid patients especially #ivarmectine   @DGHisham, Id like to know whether is using the works/whole arsenal to treat patients especially ,"['#covid', '#ivarmectine']","['@501Awani', '@DatukKuljit', '@KKMPutrajaya', '@DGHisham']",[],[]
Will sports become Covid Nursery Ports ?   https://t.co/6eezXgd3Tp,Will sports become Covid Nursery Ports  ,[],[],['https://t.co/6eezXgd3Tp'],[]
"@nehel_hafeez The sky overcastWi rain-bearg Wayward,stray clouds,unabashedly enticg&amp;invitgThe scantily-dressed, transluscent-limbed beautiesTo come out ofThe Covid-induced Biobubbles in open fields&amp;enjoyToBe drenched in rain-showers&amp;dance wiThem,bec such opportunities seldom comeInThr lives. ,", The sky overcastWi rainbearg Waywardstray cloudsunabashedly enticgampinvitgThe scantilydressed transluscentlimbed beautiesTo come out ofThe Covidinduced Biobubbles in open fieldsampenjoyToBe drenched in rainshowersampdance wiThembec such opportunities seldom comeInThr lives ,[],['@nehel_hafeez'],[],[]
@K_rAzY_ @poppymckenzi @channyp1986 @piersmorgan Covid mutates every 2 weeks. The more unprotected people out there the more the mutations spread, Covid mutates every 2 weeks The more unprotected people out there the more the mutations spread,[],"['@K_rAzY_', '@poppymckenzi', '@channyp1986', '@piersmorgan']",[],[]
This is a GREAT thread. Please read and pass on to help ppl understand what is happening with Covid and vaccines as well as scientific literacy in general.,This is a GREAT thread Please read and pass on to help ppl understand what is happening with Covid and vaccines as well as scientific literacy in general,[],[],[],[]
@robertwiblin @razibkhan A likely scenario amongst others. Other perspective is that Covid could just become another flu by Jan 2022. We don't know., A likely scenario amongst others Other perspective is that Covid could just become another flu by Jan 2022 We dont know,[],"['@robertwiblin', '@razibkhan']",[],[]
179 new locally transmitted COVID-19 cases in Singapore; 2 new clusters including Marina Bay Sands Casino   https://t.co/gFjR2ruPl8,179 new locally transmitted COVID19 cases in Singapore 2 new clusters including Marina Bay Sands Casino ,[],[],['https://t.co/gFjR2ruPl8'],[]
First Covid 19 vaccination.  #covishielded1stdose  #IndiaFightsCorona  #CareIsEssential   COVID-19 vaccines are not experimental. They went through all the required stages of clinical trials. Extensive testing and monitoring have shown that these vaccines are safe and effective.  https://t.co/piTfIfI7NI,First Covid 19 vaccination COVID19 vaccines are not experimental They went through all the required stages of clinical trials Extensive testing and monitoring have shown that these vaccines are safe and effective ,"['#covishielded1stdose', '#IndiaFightsCorona', '#CareIsEssential']",[],['https://t.co/piTfIfI7NI'],[]
@DRDO_India Congratulations for This Test But China  Send a Covid  19 Virus which  Distroying  Whole  world how Biological war Can be Stopped whic is More dangerous  which we cannot  even  see  https://t.co/Bx5owfvhsr, Congratulations for This Test But China Send a Covid 19 Virus which Distroying Whole world how Biological war Can be Stopped whic is More dangerous which we cannot even see ,[],['@DRDO_India'],['https://t.co/Bx5owfvhsr'],[]
@Shafqat_Mahmood Ameen! Indeed it has been a tough year to appear in Exams (Masters) after a long gap in Education due to Covid-19. Hope we are able to witness the reopening of all Educational Institutions after Eid-ul-Azha! @Shafqat_Mahmood, Ameen Indeed it has been a tough year to appear in Exams (Masters) after a long gap in Education due to Covid19 Hope we are able to witness the reopening of all Educational Institutions after EidulAzha ,[],"['@Shafqat_Mahmood', '@Shafqat_Mahmood']",[],[]
Kaka lost her dad 4 days ago &amp; her mom yesterday to covid… And loosing her late moms jewelry at the hospital is just messed up! She’s already having a tough time as it is… Be strong @ka_mht.. ☹️,Kaka lost her dad 4 days ago amp her mom yesterday to covid… And loosing her late moms jewelry at the hospital is just messed up She’s already having a tough time as it is… Be strong ,[],['@ka_mht..'],[],['☹️']
I have chosen to be trapped in Shangri-La and its so far the best decision i’ve made during COVID,I have chosen to be trapped in ShangriLa and its so far the best decision i’ve made during COVID,[],[],[],[]
"And thus, COVID-19 took away my Master's thesis for which I have been striving for so long. A dead-end to the work! #disappointment_overloaded",And thus COVID19 took away my Masters thesis for which I have been striving for so long A deadend to the work ,['#disappointment_overloaded'],[],[],[]
Sameerghoshal  Covid-19 Dead Miss you Bro 🤞🤞  https://t.co/tLTCXQq9Cu,Sameerghoshal Covid19 Dead Miss you Bro  ,[],[],['https://t.co/tLTCXQq9Cu'],"['🤞', '🤞']"
India: To know the number of COVID death due to lack of Oxygen - Sign the Petition!  https://t.co/R6wYz64zTw via @ChangeOrg_India,India: To know the number of COVID death due to lack of Oxygen  Sign the Petition  via ,[],['@ChangeOrg_India'],['https://t.co/R6wYz64zTw'],[]
@jairamthakurbjp  Sir apne himachal Mai chalan ke rate bda diye hai .. to agar poor peoples se mistake ho jate hai to bo kha se itna pesa nikalne. Please change the rules . U know about many people are work in private sector.Due to covid they lose their job, Sir apne himachal Mai chalan ke rate bda diye hai  to agar poor peoples se mistake ho jate hai to bo kha se itna pesa nikalne Please change the rules  U know about many people are work in private sectorDue to covid they lose their job,[],['@jairamthakurbjp'],[],[]
@FLOTUS @Rajbose1 Hon.Jil Biden  Madam its a bad going for India &amp;  Kolkata  the East Bengal club is not being  able create  team the  money is the main criteria and the agitation  going on in this covid pandemic its a dangerous  act.If they  taken Corona  vaccine they should  have rest., HonJil Biden Madam its a bad going for India amp Kolkata the East Bengal club is not being able create team the money is the main criteria and the agitation going on in this covid pandemic its a dangerous actIf they taken Corona vaccine they should have rest,[],"['@FLOTUS', '@Rajbose1']",[],[]
"@JaneRuth_Aceng @UNICEFUganda @gavi @nmsuganda With all due respect minister, covid pick up trucks were bought now refrigerator aided trucks can you in your powers try to put home or localised vaccination that is free of charge to all Ugandans  Which would take approximately less than 40 days .", With all due respect minister covid pick up trucks were bought now refrigerator aided trucks can you in your powers try to put home or localised vaccination that is free of charge to all Ugandans Which would take approximately less than 40 days ,[],"['@JaneRuth_Aceng', '@UNICEFUganda', '@gavi', '@nmsuganda']",[],[]
@sheela2010 @BJP4India Tomorrow expected to be dominated by Covid in Rajya Sabha with 2 MPs trying to move Privilege Motion &amp; also govt attempt to get discussion started in Lok Sabha on the same issue…Pegasus will be picked with Abhishek Banerjee likely to attend Lok Sabha session too, Tomorrow expected to be dominated by Covid in Rajya Sabha with 2 MPs trying to move Privilege Motion amp also govt attempt to get discussion started in Lok Sabha on the same issue…Pegasus will be picked with Abhishek Banerjee likely to attend Lok Sabha session too,[],"['@sheela2010', '@BJP4India']",[],[]
Covid  - 19  https://t.co/vwgRiVXaMm,Covid  19 ,[],[],['https://t.co/vwgRiVXaMm'],[]
✳️ COVID-19 Live Updates: 21/07/2021  @thoddoo_hc  https://t.co/DrErWLcZuY, COVID19 Live Updates: 21/07/2021 ,[],['@thoddoo_hc'],['https://t.co/DrErWLcZuY'],['✳️']
@ANI Fully leading by example in Covid protocol, Fully leading by example in Covid protocol,[],['@ANI'],[],[]
@ShekharGupta My demand is that what has a journalist have to hide . Is it kickbacks to promote fake narrative like Kerala model of COVID care ? Fake narratives are an act of terrorism and journalist should be presenting news the way it actually is and after thorrow investigation., My demand is that what has a journalist have to hide  Is it kickbacks to promote fake narrative like Kerala model of COVID care  Fake narratives are an act of terrorism and journalist should be presenting news the way it actually is and after thorrow investigation,[],['@ShekharGupta'],[],[]
Hi our vaccine makers Immediately stop producing covid vaccines and instead focus on vaccine to heal people like our former IT Minister. Covid can wait. But people like them cannot.  Such levels of insanity is very contagious.  Can spread fast. Can cause a lot o damage,Hi our vaccine makers Immediately stop producing covid vaccines and instead focus on vaccine to heal people like our former IT Minister Covid can wait But people like them cannot Such levels of insanity is very contagious Can spread fast Can cause a lot o damage,[],[],[],[]
21.07.2021 In India #Covid_19 +ve cases surged fastly to414554 during 2nd wave.Then stared falling&amp; in last24hrs rise in fresh cases is 42015-notably higher than y'day 30093. Total cases so far is 31174322;recovery 30390687(97.37%);fatalities- 418480(1.34%)&amp;active- 407170(1.30%).,21072021 In India +ve cases surged fastly to414554 during 2nd waveThen stared fallingamp in last24hrs rise in fresh cases is 42015notably higher than yday 30093 Total cases so far is 31174322recovery 30390687(9737%)fatalities 418480(134%)ampactive 407170(130%),['#Covid_19'],[],[],[]
@ATULBORA2 Where is the  Covid Protocol?  Is this Protocol for the common man only ?, Where is the Covid Protocol Is this Protocol for the common man only ,[],['@ATULBORA2'],[],[]
20.07.2021 TamilNadu's daily  #Covid_19 +ve cases case doped below 2000 after 114 days. Total cases today-1904;fatalities- 30.Chennai has fewer cases-141;marginal dip in Kovai-204. Total cases inTN is253977;Chennai-536471. Total discharged-2478778; fatalities-33782&amp;active- 26717.,20072021 TamilNadus daily +ve cases case doped below 2000 after 114 days Total cases today1904fatalities 30Chennai has fewer cases141marginal dip in Kovai204 Total cases inTN is253977Chennai536471 Total discharged2478778 fatalities33782ampactive 26717,['#Covid_19'],[],[],[]
Even Covid can't separate us  #Throwback #Goodvibe  #Rosei  #Birthdaytreat  #srimantakumar  https://t.co/H0EYcSi6HJ,Even Covid cant separate us ,"['#Throwback', '#Goodvibe', '#Rosei', '#Birthdaytreat', '#srimantakumar']",[],['https://t.co/H0EYcSi6HJ'],[]
"Medical Certification of Cause of Death has standardised format as per International Classification of Diseases- #ICD, no exception for #COVID19 Dr.Gilada  ICMR Guideline Prohibits States From Reporting Covid Deaths Due To Shortage Of Oxygen: Doctors’ Body  https://t.co/RDsFZD0YJV",Medical Certification of Cause of Death has standardised format as per International Classification of Diseases no exception for DrGilada ICMR Guideline Prohibits States From Reporting Covid Deaths Due To Shortage Of Oxygen: Doctors’ Body ,"['#ICD,', '#COVID19']",[],['https://t.co/RDsFZD0YJV'],[]
PM Modi lauds Hardeep Singh Puri's RS speech on Covid pandemic @narendramodi @HardeepSPuri  https://t.co/915od9PUbX  via NaMo App  https://t.co/4ZJOyigiR2,PM Modi lauds Hardeep Singh Puris RS speech on Covid pandemic  via NaMo App ,[],"['@narendramodi', '@HardeepSPuri']","['https://t.co/915od9PUbX', 'https://t.co/4ZJOyigiR2']",[]
@AIESL_protest @RahulGandhi @PMOIndia @Sports_NDTV @ravishndtv @JM_Scindia @TimesNow @ANI @ManjuVTOI @MoCA_GoI Very bad governance... Working day and night Throughout Covid.... Keeping aircraft flying ready...365 days × 24  hrs.... COD arrears pending since 2007....Dharmadhikari wages  pending since 2012....all facilities withdrawn....no 6th pay commission...no 7th pay commission....!!!?, Very bad governance Working day and night Throughout Covid Keeping aircraft flying ready365 days × 24 hrs COD arrears pending since 2007Dharmadhikari wages pending since 2012all facilities withdrawnno 6th pay commissionno 7th pay commission,[],"['@AIESL_protest', '@RahulGandhi', '@PMOIndia', '@Sports_NDTV', '@ravishndtv', '@JM_Scindia', '@TimesNow', '@ANI', '@ManjuVTOI', '@MoCA_GoI']",[],[]
@aniljauhri @MoHFW_INDIA @MSDESkillIndia @HSSC_India @NSDCINDIA launched some initiatives now for Covid fronttline healthcare workers upskilling initiatives. Programs like operating Ventilators etc are not there with Skill Councils ., launched some initiatives now for Covid fronttline healthcare workers upskilling initiatives Programs like operating Ventilators etc are not there with Skill Councils ,[],"['@aniljauhri', '@MoHFW_INDIA', '@MSDESkillIndia', '@HSSC_India', '@NSDCINDIA']",[],[]
"@business Bloomberg « More Covid variants are coming, and the U.S. isn't ready to track them. »   https://t.co/Q9582A0OIA (via @BW)  https://t.co/vDJE5SGbAv", Bloomberg « More Covid variants are coming and the US isnt ready to track them »  (via ,[],"['@business', '@BW)']","['https://t.co/Q9582A0OIA', 'https://t.co/vDJE5SGbAv']",[]
@Rajesh_0670 @MinhazMerchant ...a death certificate will either state COVID or contact morbities. ...the whole theatrics is a farce!, a death certificate will either state COVID or contact morbities the whole theatrics is a farce,[],"['@Rajesh_0670', '@MinhazMerchant']",[],[]
"@MoHFW_INDIA @PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @COVIDNewsByMIB @DDNewslive @airnewsalerts @ICMRDELHI We humbbly requested to @MoHFW_INDIA please bring this vaccine Moderna, P-Fizer &amp; Jhonson&amp;Jhonson in india so india fight against covid &amp; also more people can be vaccinated in less time. #IndiaFightsCorona #indianeedsmorevaccine", We humbbly requested to please bring this vaccine Moderna PFizer amp JhonsonampJhonson in india so india fight against covid amp also more people can be vaccinated in less time ,"['#IndiaFightsCorona', '#indianeedsmorevaccine']","['@MoHFW_INDIA', '@PMOIndia', '@mansukhmandviya', '@ianuragthakur', '@DrBharatippawar', '@PIB_India', '@mygovindia', '@COVIDNewsByMIB', '@DDNewslive', '@airnewsalerts', '@ICMRDELHI', '@MoHFW_INDIA']",[],[]
"Really important to remember this. The impact of COVID isn’t just on who dies but on social units like the family that the individual was a part of. Those who are left ( children, elders) are also victims of COVID.",Really important to remember this The impact of COVID isn’t just on who dies but on social units like the family that the individual was a part of Those who are left ( children elders) are also victims of COVID,[],[],[],[]
Now a days traders were increased Due to covid problems participents Gradually increased They were using poor margin money mode Colletral of DP holding  Or dp pledge amount or Broker fund ..levarge amount using Which resulted FIIs Diis mutual fund High net worth persons acted,Now a days traders were increased Due to covid problems participents Gradually increased They were using poor margin money mode Colletral of DP holding Or dp pledge amount or Broker fund levarge amount using Which resulted FIIs Diis mutual fund High net worth persons acted,[],[],[],[]
@rivoire_julien @heh_hedgehoge Hey julien ! Please take care Covid is very strong nowadays, Hey julien  Please take care Covid is very strong nowadays,[],"['@rivoire_julien', '@heh_hedgehoge']",[],[]
Sarawak to treat all new Covid-19 infections as Delta cases    https://t.co/IdLDE0mYal,Sarawak to treat all new Covid19 infections as Delta cases ,[],[],['https://t.co/IdLDE0mYal'],[]
@DadaSahebPhalkeIconAward Films - DPIAF Present Covid 19 Yodha Award Supported by @MaharashtraBazaarPeth  &amp; Virtual Partner @dsbVirtualWorld Private Limited  https://t.co/oXlasUnt1G, Films  DPIAF Present Covid 19 Yodha Award Supported by amp Virtual Partner Private Limited ,[],"['@DadaSahebPhalkeIconAward', '@MaharashtraBazaarPeth', '@dsbVirtualWorld']",['https://t.co/oXlasUnt1G'],[]
@lewrockwell Did any one research what is the Source of Emission of Covid Radiation ?, Did any one research what is the Source of Emission of Covid Radiation ,[],['@lewrockwell'],[],[]
#DadaSahebPhalkeIconAwardFilms - DPIAF Present Covid 19 Yodha Award Supported by #MaharashtraBazaarPeth  &amp; Virtual Partner @dsbVirtualWorld Private Limited  https://t.co/AJXaPX1vIl,  DPIAF Present Covid 19 Yodha Award Supported by amp Virtual Partner Private Limited ,"['#DadaSahebPhalkeIconAwardFilms', '#MaharashtraBazaarPeth']",['@dsbVirtualWorld'],['https://t.co/AJXaPX1vIl'],[]
"@miami_rick Oh so nice to see. I make that about 60000 fpm descent rate on that video!  Hawaii jumps Colorado on my ""places to go in the USA after Covid"" list", Oh so nice to see I make that about 60000 fpm descent rate on that video Hawaii jumps Colorado on my places to go in the USA after Covid list,[],['@miami_rick'],[],[]
JUNTA USES COVID AS WEAPONS #MyanmarCovidSOS #StopArrestingDoctors #SACWantsCovidUncontrollable #MyanmarNeedsO2,JUNTA USES COVID AS WEAPONS ,"['#MyanmarCovidSOS', '#StopArrestingDoctors', '#SACWantsCovidUncontrollable', '#MyanmarNeedsO2']",[],[],[]
"@matthewfsmith @FortifyRights ‘We can’t breathe... and the whole world is silent’: Myanmar begs for oxygen as Covid crisis worsens  Just like in India, Myanmar's citizens take their desperate pleas for help to social media", ‘We can’t breathe and the whole world is silent’: Myanmar begs for oxygen as Covid crisis worsens Just like in India Myanmars citizens take their desperate pleas for help to social media,[],"['@matthewfsmith', '@FortifyRights']",[],[]
Heart goes out to families affected due to #Maharashtraflood &amp; #BiharFloods  Covid is making the situation difficult on ground.,Heart goes out to families affected due to amp Covid is making the situation difficult on ground,"['#Maharashtraflood', '#BiharFloods']",[],[],[]
Just read the terrible news that mbak Siti Diyah recently died from Covid. Found this photo of us back in 2018 in the Maldives. Lovely lady and wonderful masseuse.  Rest in peace.❤️ @ Maldives Islands  https://t.co/bBfhEMyYj4,Just read the terrible news that mbak Siti Diyah recently died from Covid Found this photo of us back in 2018 in the Maldives Lovely lady and wonderful masseuse Rest in peace @ Maldives Islands ,[],['@'],['https://t.co/bBfhEMyYj4'],['❤️']
What are your thoughts on this?   Via. @Ayezakhan_ak   #vaccine #covid_19 #vaccinationdone✔️ #pakistanicelebrities #ayezakhan #danishtaimoor #lahore #karachi #islamabad,What are your thoughts on this Via ,"['#vaccine', '#covid_19', '#vaccinationdone✔️', '#pakistanicelebrities', '#ayezakhan', '#danishtaimoor', '#lahore', '#karachi', '#islamabad']",['@Ayezakhan_ak'],[],[]
"#AyezaKhan hits back at a troll, who thought that celebrities shouldn’t be posting pics of their Covid Vaccination Certificates online.   It is important to stress the importance of the Covid Vaccine and who better than celebrities and influencers who have millions of fans❗️  https://t.co/p5lppQOhLd", hits back at a troll who thought that celebrities shouldn’t be posting pics of their Covid Vaccination Certificates online It is important to stress the importance of the Covid Vaccine and who better than celebrities and influencers who have millions of fans️ ,['#AyezaKhan'],[],['https://t.co/p5lppQOhLd'],['❗']
Now when Covid-19 PCR test price reduce I hope 🔜?,Now when Covid19 PCR test price reduce I hope ,[],[],[],['🔜']
"Sindh reports 1,683 new Covid cases, 21 deaths -  https://t.co/GhmOPnUC3w  https://t.co/uC7Ya8s7OY",Sindh reports 1683 new Covid cases 21 deaths   ,[],[],"['https://t.co/GhmOPnUC3w', 'https://t.co/uC7Ya8s7OY']",[]
@jaun_online Covid is real indeed. But people are adamant to lose one or two family members to it to believe in its actuality and severity of the situation we are going through. It's really alarming., Covid is real indeed But people are adamant to lose one or two family members to it to believe in its actuality and severity of the situation we are going through Its really alarming,[],['@jaun_online'],[],[]
"However, due to Covid restrictions we are currently providing Flights and Hotels bookings.   For the best deal alongwith the sterling service Please contact :- +918130999044. E-mail: manishpandey@splendidgo.net",However due to Covid restrictions we are currently providing Flights and Hotels bookings For the best deal alongwith the sterling service Please contact : +918130999044 Email: manishpandey ,[],[],[],[]
"Hi @SonuSood @ManMundra @gurruchoudhary , #NarendraModi govt said in Parliament that there was no #OxygenCrisis &amp; even noone died frm the #OxygenShortage So can U tell us ""Why U Guys were Helping people by providing Oxygen amid #COVID19 2nd wave ? #ModiInsultsDemocracy #Covid_19",Hi  govt said in Parliament that there was no amp even noone died frm the So can U tell us Why U Guys were Helping people by providing Oxygen amid 2nd wave  ,"['#NarendraModi', '#OxygenCrisis', '#OxygenShortage', '#COVID19', '#ModiInsultsDemocracy', '#Covid_19']","['@SonuSood', '@ManMundra', '@gurruchoudhary']",[],[]
Pre call stress… COVID is on peak.. :( same things,Pre call stress… COVID is on peak :( same things,[],[],[],[]
Fast forward to year na wala ng covid please!!! ☹️,Fast forward to year na wala ng covid please ,[],[],[],['☹️']
"@BelgiumTron @CryptoKingDavid @_benkaufman But these vaccines don’t protect the vaxxed from Covid, no matter the variant. The natural immune system does however.", But these vaccines don’t protect the vaxxed from Covid no matter the variant The natural immune system does however,[],"['@BelgiumTron', '@CryptoKingDavid', '@_benkaufman']",[],[]
Mint: #UK to review 'red list' travel ban as #India briefs officials on Covid-19 situation.  https://t.co/ypDo5EUecE #COVID19  https://t.co/hhrIRx74fv,Mint: to review red list travel ban as briefs officials on Covid19 situation  ,"['#UK', '#India', '#COVID19']",[],"['https://t.co/ypDo5EUecE', 'https://t.co/hhrIRx74fv']",[]
Simple.Those who want to appear positive to covid should attend the sitting virtually.,SimpleThose who want to appear positive to covid should attend the sitting virtually,[],[],[],[]
@bigspin20 @james00000001 your not playing with covid 19 your playing with covid delta if any infected in that cowd seeded the air you have groups of pepole walking into dropletts unmasked for at least 10-15 min no way will there be no spread first positives will be in.24 hrs and go all the way to day 24, your not playing with covid 19 your playing with covid delta if any infected in that cowd seeded the air you have groups of pepole walking into dropletts unmasked for at least 1015 min no way will there be no spread first positives will be in24 hrs and go all the way to day 24,[],"['@bigspin20', '@james00000001']",[],[]
@benigknowles Medical profs are dying because of these people. The audacity to brawl amidst Covid pandemic. What a shame!!!, Medical profs are dying because of these people The audacity to brawl amidst Covid pandemic What a shame,[],['@benigknowles'],[],[]
"@canokar Leaving Covid discussion aside, which vaccines you needed to take to travel to Brazil ? Excuse my ignorance I didn’t know there was a prerequisite for Brazil", Leaving Covid discussion aside which vaccines you needed to take to travel to Brazil  Excuse my ignorance I didn’t know there was a prerequisite for Brazil,[],['@canokar'],[],[]
Covid vaccination  Done 😁,Covid vaccination Done ,[],[],[],['😁']
@DrShahidRazzaq3 Covid cases data since March 2020????, Covid cases data since March 2020,[],['@DrShahidRazzaq3'],[],[]
Government is gearing up its efforts to fight against the #COVID-19 pandemic. #IndiaFightsCorona  @PMOIndia @drharshvardhan @AmitShah  https://t.co/u2aCpJbloV,Government is gearing up its efforts to fight against the pandemic ,"['#COVID-19', '#IndiaFightsCorona']","['@PMOIndia', '@drharshvardhan', '@AmitShah']",['https://t.co/u2aCpJbloV'],[]
".@MoHFW_INDIA informed parliament that ₹35,000 crore has been budgeted for COVID-19 #VaccinationDrive in FY 2021-22. Meanwhile, govt has collected over ₹94,000 crore in Q1 itself as central excise duty on sale of #petrol &amp; #diesel.", informed parliament that ₹35000 crore has been budgeted for COVID19 in FY 202122 Meanwhile govt has collected over ₹94000 crore in Q1 itself as central excise duty on sale of amp ,"['#VaccinationDrive', '#petrol', '#diesel.']",[],[],[]
Covid cases on 24 July 2021  https://t.co/6TnDMyZd6L,Covid cases on 24 July 2021 ,[],[],['https://t.co/6TnDMyZd6L'],[]
✳️ COVID-19 Live Updates: 24/07/2021  @thoddoo_hc  https://t.co/0TtjIrx6aR, COVID19 Live Updates: 24/07/2021 ,[],['@thoddoo_hc'],['https://t.co/0TtjIrx6aR'],['✳️']
Please Make It A Priority. Get Vaccinated Against COVID Remember  It's SUNDAY 25 July,Please Make It A Priority Get Vaccinated Against COVID Remember Its SUNDAY 25 July,[],[],[],[]
