tweet,clean_tweet,hastags,attherate,urls,emojis
"We support this campaign whole heartedly. https://t.co/89Ctsz7yOY Rana launches ‘TEEKA LAGAO, CORONA BHAGAO’ campaign",We support this campaign whole heartedly  Rana launches ‘TEEKA LAGAO CORONA BHAGAO’ campaign,[],[],['https://t.co/89Ctsz7yOY'],[]
@arstechnica Today there was a business transaction worth $130 B content mammoth Warner bros + Discovery. AT&amp;T failed acquisition due to Corona 19(00) virus 🦠. Avengers: End game like 2023 renewal aspirations to media contents., Today there was a business transaction worth $130 B content mammoth Warner bros + Discovery ATampT failed acquisition due to Corona 19(00) virus  Avengers: End game like 2023 renewal aspirations to media contents,[],['@arstechnica'],[],['🦠']
"@ENercessian @Dhiimmmm Have you heard of tiny, small things that are a more powerful then superpowers?  U dont need to be a big to make a difference! think of Corona Virus!", Have you heard of tiny small things that are a more powerful then superpowers U dont need to be a big to make a difference think of Corona Virus,[],"['@ENercessian', '@Dhiimmmm']",[],[]
@karthickselvaa Yesterday I saw the corona Q&amp;A it's really useful both of the seniors explained very well it's informative. Kindly re telecast this program sir., Yesterday I saw the corona QampA its really useful both of the seniors explained very well its informative Kindly re telecast this program sir,[],['@karthickselvaa'],[],[]
@PrakashJavdekar Overhelmed to know 24 Hour Recoveries out number Daily News Covid Cases for the fourth Time in Last Five days 🙏 Cummulative Number of Covid 19 Vaccine Doses Administered in the Country has exceeded 18 Cr. # Together we will overcome # Unite to fight Corona 🙏, Overhelmed to know 24 Hour Recoveries out number Daily News Covid Cases for the fourth Time in Last Five days  Cummulative Number of Covid 19 Vaccine Doses Administered in the Country has exceeded 18 Cr # Together we will overcome # Unite to fight Corona ,"['#', '#']",['@PrakashJavdekar'],[],"['🙏', '🙏']"
@PrakashJavdekar Overhelmed to know that Our Goverment supports the augmentation of Manufacturing capacity For # Covaxin production under Mission Covid Suraksha 🙏 # Bharath Fights Corona 🙏, Overhelmed to know that Our Goverment supports the augmentation of Manufacturing capacity For # Covaxin production under Mission Covid Suraksha  # Bharath Fights Corona ,"['#', '#']",['@PrakashJavdekar'],[],"['🙏', '🙏']"
@PrakashJavdekar I salute and Thank Our Union Goverment for further enhancing the supply of# Remdesiver to all states and UTs and for Transperency displaying the chart showing allocations to States and UTs 🙏 # Bharath Fights Corona 🙏, I salute and Thank Our Union Goverment for further enhancing the supply of# Remdesiver to all states and UTs and for Transperency displaying the chart showing allocations to States and UTs  # Bharath Fights Corona ,['#'],['@PrakashJavdekar'],[],"['🙏', '🙏']"
"@airnewsalerts @PrakashJavdekar I thank and salute to Our Health Ministry for releasing separate guidelines#.Covid Containment and Management in Peri -- Urban, Rural and Tribal Areas,🙏 # Bharath Fights Corona 🙏", I thank and salute to Our Health Ministry for releasing separate guidelines Containment and Management in Peri  Urban Rural and Tribal Areas # Bharath Fights Corona ,['#'],"['@airnewsalerts', '@PrakashJavdekar']",[],"['🙏', '🙏']"
@airnewsalerts Overhelmed to know National Recovery rate improves to 84.81%. Over 3.78 lakh people Recover from Covid 19 infection in Last 24 Hour's. # India Fights Corona 🙏, Overhelmed to know National Recovery rate improves to 8481% Over 378 lakh people Recover from Covid 19 infection in Last 24 Hours # India Fights Corona ,['#'],['@airnewsalerts'],[],['🙏']
"@shahid_siddiqui When we are in a state of war with corona, we , as people, should not be distracted by any such divisive mischief may be by anto social elements.Mandirs,Mosques, Churches and Gurudwaras all stand equally helpless to combat onslaught of Corona. We should understand the oneness.", When we are in a state of war with corona we  as people should not be distracted by any such divisive mischief may be by anto social elementsMandirsMosques Churches and Gurudwaras all stand equally helpless to combat onslaught of Corona We should understand the oneness,[],['@shahid_siddiqui'],[],[]
Be fit and Fight with Corona  God bless you all ☺️  https://t.co/SBkl4rI3XM,Be fit and Fight with Corona God bless you all  ,[],[],['https://t.co/SBkl4rI3XM'],['☺️']
"Watch: BJP leader Gopal Sharma in Meerut blows 'shankh', does Hawan in streets to chase away Corona Virus.  Go Corona go. 😷 Disgusting, abominable &amp; crappy #CoronaVirusIndia  @MamataOfficial @abhishekaitc @FirhadHakim @PrashantKishor @derekobrienmp @tauseefrahman19  https://t.co/NAvqtXeKuR",Watch: BJP leader Gopal Sharma in Meerut blows shankh does Hawan in streets to chase away Corona Virus Go Corona go  Disgusting abominable amp crappy ,['#CoronaVirusIndia'],"['@MamataOfficial', '@abhishekaitc', '@FirhadHakim', '@PrashantKishor', '@derekobrienmp', '@tauseefrahman19']",['https://t.co/NAvqtXeKuR'],['😷']
@PDChinaLife @PDChina How you guys escaped from corona?????Isn't it a mystery???, How you guys escaped from coronaIsnt it a mystery,[],"['@PDChinaLife', '@PDChina']",[],[]
I think @MumbaiPolice will help us in this matter so that our area will be Corona free n we will safe from this dangerous disease. Thank you 🙏😊,I think will help us in this matter so that our area will be Corona free n we will safe from this dangerous disease Thank you ,[],['@MumbaiPolice'],[],"['🙏', '😊']"
"Public of  ❌Dockyard (Dlima street)❌is  ❌not safe❌ ❌not safe❌ ❌not safe❌people come from outside stay on hourly basis in lodge there is no corona if they come at lodge no mask,no social distance inside but no action by local police station.",Public of Dockyard (Dlima street)is not safe not safe not safepeople come from outside stay on hourly basis in lodge there is no corona if they come at lodge no maskno social distance inside but no action by local police station,[],[],[],"['❌', '❌', '❌', '❌', '❌', '❌', '❌', '❌']"
"Trying to rise up and so is hope, Just hope!!!  Very lazy person, dikhawa sahi kissi ko toh josh bharayega. 😊 And m happy with 😊 #boost #boostimmunity #immunity #lockdown #pandemiclife ##pandemic #life #corona #actor #staysafe #stayhome  https://t.co/2046YmZPGg",Trying to rise up and so is hope Just hope Very lazy person dikhawa sahi kissi ko toh josh bharayega  And m happy with  ,"['#boost', '#boostimmunity', '#immunity', '#lockdown', '#pandemiclife', '##pandemic', '#life', '#corona', '#actor', '#staysafe', '#stayhome']",[],['https://t.co/2046YmZPGg'],"['😊', '😊']"
"ON BEHALF OF MURUGAPPA GROUP, ITS PRESIDENT ARUN MURUGAPPAN  MET  TN  CM  MK STALIN  AND  PRESENTED A CHEQUE OF RS. 6 CROR ES  TO HIM FOR   THE CM RELIEF FUND FOR CORONA  ALONG  WITH MUTHU MURUGAPPAN.     IMAGE AND INFO CREDIT  ARUNACHALAM MUTHIAH  https://t.co/bbZXuEPSfc",ON BEHALF OF MURUGAPPA GROUP ITS PRESIDENT ARUN MURUGAPPAN MET TN CM MK STALIN AND PRESENTED A CHEQUE OF RS 6 CROR ES TO HIM FOR THE CM RELIEF FUND FOR CORONA ALONG WITH MUTHU MURUGAPPAN IMAGE AND INFO CREDIT ARUNACHALAM MUTHIAH ,[],[],['https://t.co/bbZXuEPSfc'],[]
"THIS GROUP ACCUSES JAINS FOR STOPPING RAIN, GETTING FLOODS AND EARTHQUAKE ! THEY ACCUSE JAINS FOR INVENTING ALL VIRUSRS (INCLUDING CORONA) WE DEMAND STRICT ACTION AND IMMEDIATE BAN ON THIS GROUP  #BanAnoopMandal   https://t.co/5g4yavfgTd",THIS GROUP ACCUSES JAINS FOR STOPPING RAIN GETTING FLOODS AND EARTHQUAKE  THEY ACCUSE JAINS FOR INVENTING ALL VIRUSRS (INCLUDING CORONA) WE DEMAND STRICT ACTION AND IMMEDIATE BAN ON THIS GROUP ,['#BanAnoopMandal'],[],['https://t.co/5g4yavfgTd'],[]
@prashanthpsi The only one thing the people should understand and realise is: CORONA / COVID 19 VIRUS DOES NOT AND CANNOT MOBE IN ITS OWN - WE ARE ITS ONLY CARRIED - IF WE DONT MOVE IT CANT MOVE AND SO IT CANT SPREAD.., The only one thing the people should understand and realise is: CORONA / COVID 19 VIRUS DOES NOT AND CANNOT MOBE IN ITS OWN  WE ARE ITS ONLY CARRIED  IF WE DONT MOVE IT CANT MOVE AND SO IT CANT SPREAD,[],['@prashanthpsi'],[],[]
Who is more cruel? CORONA or GOD. #life #death #family #virus #covid,Who is more cruel CORONA or GOD ,"['#life', '#death', '#family', '#virus', '#covid']",[],[],[]
Pain in my heart Save Palestine and Indian People from Corona Ya Allah  https://t.co/Qrb50kOHrL,Pain in my heart Save Palestine and Indian People from Corona Ya Allah ,[],[],['https://t.co/Qrb50kOHrL'],[]
"@TawakkalnaApp   Sir i taken corona vaccine fast dous but don't show immune,,, how to make immune please answer me,, thanks you,,,", Sir i taken corona vaccine fast dous but dont show immune how to make immune please answer me thanks you,[],['@TawakkalnaApp'],[],[]
"We are not human, we will not be corona cancel our class 12 examination! 😨😢😢😢😢",We are not human we will not be corona cancel our class 12 examination ,[],[],[],"['😨', '😢', '😢', '😢', '😢']"
Most Things Worth Doing Are Hard 🔥 . . . @anand_.freak #anandsquad❤ . . . .  #corona #lockdown #coronavirus #covid_19 #love #instagood #fashion #beautiful #tbt #picoftheday #me #selfie #summer #art  #repost #nature #vijaymahar #nsbpictures #pubg #pubgmobile #pubgmobileindia  https://t.co/AN3UKo8Con,Most Things Worth Doing Are Hard         ,"['#anandsquad❤', '#corona', '#lockdown', '#coronavirus', '#covid_19', '#love', '#instagood', '#fashion', '#beautiful', '#tbt', '#picoftheday', '#me', '#selfie', '#summer', '#art', '#repost', '#nature', '#vijaymahar', '#nsbpictures', '#pubg', '#pubgmobile', '#pubgmobileindia']",['@anand_.freak'],['https://t.co/AN3UKo8Con'],['🔥']
@AngelaReiersen Dr probably Covaxin being a traditional inactivated covid vaccine is better suited to handle different variants of novel Corona virus, Dr probably Covaxin being a traditional inactivated covid vaccine is better suited to handle different variants of novel Corona virus,[],['@AngelaReiersen'],[],[]
@SweetAsMoscato @Henroc33 Good night take care with Corona, Good night take care with Corona,[],"['@SweetAsMoscato', '@Henroc33']",[],[]
@RealArnab_ @rcraju04  today our delhi CM tweeted something that would've or did affected our Indian relationship with Singapore call Corona the The Singapore strain from people like Aravind kegerawal we can except this only I can't believe how foolish delhi people are, today our delhi CM tweeted something that wouldve or did affected our Indian relationship with Singapore call Corona the The Singapore strain from people like Aravind kegerawal we can except this only I cant believe how foolish delhi people are,[],"['@RealArnab_', '@rcraju04']",[],[]
@AAPNareshBalyan Abbey 5star title Kejri Par jamta hai.... Biwi ka corona treatment Max saket main aur bolta hai Delhi ke govt hospitals puri tarah se tayar hai... Dogale ho tum sab... Aur sirf fake news aur data se publicity laitey Ho... Shame on you, Abbey 5star title Kejri Par jamta hai Biwi ka corona treatment Max saket main aur bolta hai Delhi ke govt hospitals puri tarah se tayar hai Dogale ho tum sab Aur sirf fake news aur data se publicity laitey Ho Shame on you,[],['@AAPNareshBalyan'],[],[]
Why This Covid Center Was Not In Use in Corona Pandemic.  When it was Very Necessary for People of Thane. In March April Time When it was Peak time Why it has been Closed.  Why Private Hospitals are Giving Services when we already have Facilities to Give @TMCaTweetAway,Why This Covid Center Was Not In Use in Corona Pandemic When it was Very Necessary for People of Thane In March April Time When it was Peak time Why it has been Closed Why Private Hospitals are Giving Services when we already have Facilities to Give ,[],['@TMCaTweetAway'],[],[]
@WqarAhmadGulzar @HafizSohailAli  Corona free service, Corona free service,[],"['@WqarAhmadGulzar', '@HafizSohailAli']",[],[]
@Live_Hindustan Modi govt has failed . Central govt totally failed in this Corona management also. Big big words speech given in Davos. What abt less than 18 yrs?, Modi govt has failed  Central govt totally failed in this Corona management also Big big words speech given in Davos What abt less than 18 yrs,[],['@Live_Hindustan'],[],[]
"@drharshvardhan @narendramodi @PMOIndia @BJP4India @PIBFactCheck @PIB_India @BJP4Delhi @MoHFW_INDIA @AshwiniKChoubey @AyushmanNHA @PIBHindi It should be done earlier, but we are celebrating our winning that in India we fight and we win on Corona virus,this statement was yours and  https://t.co/gDYMOq3Rcv it's just a formalities country suffer a lot.who will fulfill the absence of there Lost one  https://t.co/gDYMOq3Rcv", It should be done earlier but we are celebrating our winning that in India we fight and we win on Corona virusthis statement was yours and  its just a formalities country suffer a lotwho will fulfill the absence of there Lost one ,[],"['@drharshvardhan', '@narendramodi', '@PMOIndia', '@BJP4India', '@PIBFactCheck', '@PIB_India', '@BJP4Delhi', '@MoHFW_INDIA', '@AshwiniKChoubey', '@AyushmanNHA', '@PIBHindi']","['https://t.co/gDYMOq3Rcv', 'https://t.co/gDYMOq3Rcv']",[]
"India Gate, 2019 bc (before corona). Twas one of the most busiest and crowded place, I wonder how I made through without any extra bhayas in this frame.  https://t.co/2a0FosfnKE",India Gate 2019 bc (before corona) Twas one of the most busiest and crowded place I wonder how I made through without any extra bhayas in this frame ,[],[],['https://t.co/2a0FosfnKE'],[]
@performsegue There no Store ....they were suppose to open this year but due to Corona it might be late ...., There no Store they were suppose to open this year but due to Corona it might be late ,[],['@performsegue'],[],[]
When Corona hits Second wave Our Leader Appreciating Huge Crowd. #didi_o_didi  Now Crying on deaths. #CrocodileTears #BJPLiesIndiaCries #ModiFailedIndia  https://t.co/Qu0BRS7uhb,When Corona hits Second wave Our Leader Appreciating Huge Crowd Now Crying on deaths ,"['#didi_o_didi', '#CrocodileTears', '#BJPLiesIndiaCries', '#ModiFailedIndia']",[],['https://t.co/Qu0BRS7uhb'],[]
"Is #Touktae hit north india now... winds are too much scary in delhi  now....  Corona, black n white fungus - corona son now... Aur 18+ vaccine bhi band....",Is hit north india now winds are too much scary in delhi now Corona black n white fungus  corona son now Aur 18+ vaccine bhi band,['#Touktae'],[],[],[]
Corona spreader started to cry. This was obviously expected. Crocodile Tears failed today itself by Mr. Pradhan Prachar Mantri,Corona spreader started to cry This was obviously expected Crocodile Tears failed today itself by Mr Pradhan Prachar Mantri,[],[],[],[]
"What a gesture Kejriwal Ji, though money can’t replace a life lost but it will surely reduce the pain and financial hardships faced by their families - salute to late corona warrior Shri Nithin Ji and Shri Kejriwalji",What a gesture Kejriwal Ji though money can’t replace a life lost but it will surely reduce the pain and financial hardships faced by their families  salute to late corona warrior Shri Nithin Ji and Shri Kejriwalji,[],[],[],[]
"@rsprasad Corona devasted s. Lakhs already died and more to follow the same fate. Medical treatment in shambles for want of  medicine, oxygen and  vaccine. Why meeting was not with scientists, doctors and experts. The DM,Police, Army can provide logistic support. Doctors treat patients", Corona devasted s Lakhs already died and more to follow the same fate Medical treatment in shambles for want of medicine oxygen and vaccine Why meeting was not with scientists doctors and experts The DMPolice Army can provide logistic support Doctors treat patients,[],['@rsprasad'],[],[]
@sardesairajdeep @PreetiChoudhry @IndiaToday If anyone can save rural India from the onslaught of Corona it is ASHA. If she has to struggle for recognition than there is  no Asha (hope). Jai Hind., If anyone can save rural India from the onslaught of Corona it is ASHA If she has to struggle for recognition than there is no Asha (hope) Jai Hind,[],"['@sardesairajdeep', '@PreetiChoudhry', '@IndiaToday']",[],[]
"The ones who survive corona, might die of starvation. Our mission is to reach each door and provide whatever little that we can #RememberingRajivGandhi",The ones who survive corona might die of starvation Our mission is to reach each door and provide whatever little that we can ,['#RememberingRajivGandhi'],[],[],[]
Imagine what kind of a dirty party we have in opposition. “Indian corona”. These illiterate people spread misinformation and want to come back to power because of a human tragedy.,Imagine what kind of a dirty party we have in opposition “Indian corona” These illiterate people spread misinformation and want to come back to power because of a human tragedy,[],[],[],[]
"@Shafqat_Mahmood Vaccine is not the solution,wait for the February 2022.then start to open the school and university.2021 is the death with corona year please take care and keep close the school and universities and promote all the students in the next class thanks", Vaccine is not the solutionwait for the February 2022then start to open the school and university2021 is the death with corona year please take care and keep close the school and universities and promote all the students in the next class thanks,[],['@Shafqat_Mahmood'],[],[]
"@netshrink @Richa071193 I have to write condolences two times in a month (same person) 😔 💔 Sir once the corona over, still the world will not be the same. Never, we are helpless in all ways, we are losing many loved ones every day. #India  https://t.co/Fz6znuJ37H", I have to write condolences two times in a month (same person)   Sir once the corona over still the world will not be the same Never we are helpless in all ways we are losing many loved ones every day ,['#India'],"['@netshrink', '@Richa071193']",['https://t.co/Fz6znuJ37H'],"['😔', '💔']"
@JSRathi17 Seems like. After President issued the statement. The parliament will dissolve and there will be election.  Corona ko bela.. yo crisis solve garnu ta kaha kaha, Seems like After President issued the statement The parliament will dissolve and there will be election Corona ko bela yo crisis solve garnu ta kaha kaha,[],['@JSRathi17'],[],[]
@DrMuradPTI I am not agree how if the students and teachers will die with swear corona covid-19 every one must follow the health care programs and prevention precautions don’t allow the students to go to the schools please pakistani peoples try to understand, I am not agree how if the students and teachers will die with swear corona covid19 every one must follow the health care programs and prevention precautions don’t allow the students to go to the schools please pakistani peoples try to understand,[],['@DrMuradPTI'],[],[]
I REALISED THAT’S I’VE GROWN UP WHEN ON A WEEKEND I’M SITTING AT HOME BY MYSELF WITH A GLASS OF 🍷 WATCHING MY FAV SHOW.  OR NO MAY BE IT’S JUST CORONA 💁🏻‍♀️ I WILL DEFINITELY GO OUT ON WEEKENDS WHEN THIS ALL IS OVER 😂 #StayHome #weekendvibes,I REALISED THAT’S I’VE GROWN UP WHEN ON A WEEKEND I’M SITTING AT HOME BY MYSELF WITH A GLASS OF  WATCHING MY FAV SHOW OR NO MAY BE IT’S JUST CORONA  I WILL DEFINITELY GO OUT ON WEEKENDS WHEN THIS ALL IS OVER  ,"['#StayHome', '#weekendvibes']",[],[],"['🍷', '💁🏻\u200d♀️', '😂']"
@narendramodi Sir kindly informed the Corona medicine of Ayurveda type at .                     B Anandaiah Native of Krishna patnam sum medicine permission to acording country use the government gudilance sir save the people, Sir kindly informed the Corona medicine of Ayurveda type at  B Anandaiah Native of Krishna patnam sum medicine permission to acording country use the government gudilance sir save the people,[],['@narendramodi'],[],[]
@TheOfficialSBI Please drop this disgusting add of Corona. It may lead to panic state. Focuss on customer friendly services to @TheOfficialSBI  Accountant holders at first instance who face a great hardship., Please drop this disgusting add of Corona It may lead to panic state Focuss on customer friendly services to Accountant holders at first instance who face a great hardship,[],"['@TheOfficialSBI', '@TheOfficialSBI']",[],[]
@Vansg22808611 @pjexplained @iamDesiNerd But He Get Recovered From Corona May Be He Don't Want To Face Revealed 😒😒😒, But He Get Recovered From Corona May Be He Dont Want To Face Revealed ,[],"['@Vansg22808611', '@pjexplained', '@iamDesiNerd']",[],"['😒', '😒', '😒']"
"@dtptraffic @jsshunty @raushan89579798 @narendramodi2O @AmitShahOffice @JPNadda @aajtak @ndtv @ANI @CPDelhi @DelhiPolice The general public is troubled by the financial crisis because of Corona. But the police administration is engaged in its illegal earning. On the one side, the government said can get out of the house due to the necessary work .", The general public is troubled by the financial crisis because of Corona But the police administration is engaged in its illegal earning On the one side the government said can get out of the house due to the necessary work ,[],"['@dtptraffic', '@jsshunty', '@raushan89579798', '@narendramodi2O', '@AmitShahOffice', '@JPNadda', '@aajtak', '@ndtv', '@ANI', '@CPDelhi', '@DelhiPolice']",[],[]
@PrakashJavdekar I salute to Our Honourable PM Modiji and GOI for  so.far providing more than 21.80 Crores to States and UTs for free of Cost 🙏 # India Fights Corona 🙏 # Unite 2 fight Corona 🙏, I salute to Our Honourable PM Modiji and GOI for sofar providing more than 2180 Crores to States and UTs for free of Cost  # India Fights Corona  # Unite 2 fight Corona ,"['#', '#']",['@PrakashJavdekar'],[],"['🙏', '🙏', '🙏']"
@PrakashJavdekar I thank Our Goverment of India has so far provided more than 21.80 Crores to States/ UTs Free of Cost 🙏 # India Fights Corona 🙏 # We 4 Vaccine # Unite 2 to fight Corona 🙏, I thank Our Goverment of India has so far provided more than 2180 Crores to States/ UTs Free of Cost  # India Fights Corona  # We 4 Vaccine # Unite 2 to fight Corona ,"['#', '#', '#']",['@PrakashJavdekar'],[],"['🙏', '🙏', '🙏']"
@PIBMumbai @PrakashJavdekar @WTechnovations @IndiaDST @airnews_mumbai @VigyanPrasar @Info_Pune Congratulatons to A Pune Based # Startup @ W Technovations with support from@ India' DST for Devoloping for Devoloping PPE Kits Ventilation Technology Which gives great Relief to# Frontline workers and Health care workers.❤️🙏 # India Fights Corona 🙏, Congratulatons to A Pune Based # Startup @ W Technovations with support from@ India DST for Devoloping for Devoloping PPE Kits Ventilation Technology Which gives great Relief to# Frontline workers and Health care workers # India Fights Corona ,"['#', '#']","['@PIBMumbai', '@PrakashJavdekar', '@WTechnovations', '@IndiaDST', '@airnews_mumbai', '@VigyanPrasar', '@Info_Pune', '@']",[],"['❤️', '🙏', '🙏']"
And we really serious about Corona?,And we really serious about Corona,[],[],[],[]
"I hope this lockdown and corona issue will finish soon. From this time,I must say keep **your house 🏠 clean and sanitize** It's not so difficult. maintain distance when you are out. Living safe and sanitize life is not so difficult ..my first dose vaccination done 👍🙂  https://t.co/hBjU3kl2I2",I hope this lockdown and corona issue will finish soon From this timeI must say keep **your house  clean and sanitize** Its not so difficult maintain distance when you are out Living safe and sanitize life is not so difficult my first dose vaccination done  ,[],[],['https://t.co/hBjU3kl2I2'],"['🏠', '👍', '🙂']"
We support Baba Ramdev  Come with us and support this trend for swadesi..  Allopathy still unable to cure corona using any specific medicine.. treatment corona patients getting still on symptoms they have..  Why we not use ayurveda if we have to treat symptoms #India_With_Ramdev,We support Baba Ramdev Come with us and support this trend for swadesi Allopathy still unable to cure corona using any specific medicine treatment corona patients getting still on symptoms they have Why we not use ayurveda if we have to treat symptoms ,['#India_With_Ramdev'],[],[],[]
"Stop Corona Virus Today 🔴 Boost your immunity with Vanam Health Pack. 🔰Do you want a second or third wave of Corona to not come?  🔰Do you want to get back to the new normal?  ✅Well, you can stop everything that you don't want during this COVID 19.  #tribal #tribalfood  https://t.co/7DVcjWvIX5",Stop Corona Virus Today  Boost your immunity with Vanam Health Pack Do you want a second or third wave of Corona to not come Do you want to get back to the new normal Well you can stop everything that you dont want during this COVID 19 ,"['#tribal', '#tribalfood']",[],['https://t.co/7DVcjWvIX5'],"['🔴', '🔰', '🔰', '✅']"
"@ABPNews 12 cr population in Maharashtra,but finding loose of control since Jan 21by State Government for Corona", 12 cr population in Maharashtrabut finding loose of control since Jan 21by State Government for Corona,[],['@ABPNews'],[],[]
@harbhajan_singh  https://t.co/eo6Q1rlmPA Look at this Pajji what they did just for filling their pockets even in this Corona Time in the name of restrictions they are exploiting citizens. Kanoon ke rakhwalon ne kanoon ko apne jeb me rakh liya h @ANI @dm_patna @IpsPatna,  Look at this Pajji what they did just for filling their pockets even in this Corona Time in the name of restrictions they are exploiting citizens Kanoon ke rakhwalon ne kanoon ko apne jeb me rakh liya h ,[],"['@harbhajan_singh', '@ANI', '@dm_patna', '@IpsPatna']",['https://t.co/eo6Q1rlmPA'],[]
@2309Tam @DrRPNishank @narendramodi @PMOIndia @SonuSood @CarryMinati @ZeeNews Corona can be a super spreader in “Kisaan andolan” !!??? And wow its fuc*in safe to conduct board exams ? Its fine to risk lives of 3 Cr students n staff? #cancelclass12thboardexam2021 @narendramodi i wish u had a family or atleast just a tender heart @DrRPNishank, Corona can be a super spreader in “Kisaan andolan”  And wow its fuc*in safe to conduct board exams  Its fine to risk lives of 3 Cr students n staff i wish u had a family or atleast just a tender heart ,['#cancelclass12thboardexam2021'],"['@2309Tam', '@DrRPNishank', '@narendramodi', '@PMOIndia', '@SonuSood', '@CarryMinati', '@ZeeNews', '@narendramodi', '@DrRPNishank']",[],[]
"@yogrishiramdev first answer the question of Corona, as usual don't divert the topic", first answer the question of Corona as usual dont divert the topic,[],['@yogrishiramdev'],[],[]
"@yogrishiramdev What a disgrace you are..D world was as it is laughing at thali bajao , diya jalao corona bhagao..&amp; this foolishness only was left to say about allopathy . Don't understand y our @drharshvardhan was promoting his Coronil. Bunch of fools !!", What a disgrace you areD world was as it is laughing at thali bajao  diya jalao corona bhagaoamp this foolishness only was left to say about allopathy  Dont understand y our was promoting his Coronil Bunch of fools ,[],"['@yogrishiramdev', '@drharshvardhan']",[],[]
"@Rajeshrules007 @mvmeet When corona cases  rises, they start blaming modi &amp; geting free treatment which is being provided by Modi government.", When corona cases rises they start blaming modi amp geting free treatment which is being provided by Modi government,[],"['@Rajeshrules007', '@mvmeet']",[],[]
@priya_Bshankar @prabhu_sr @nelsonvenkat @Potential_st No It's a motivational photo Priya Sister Keep Clean Keep Hygienic Keep Safe Sanitizing The World Corona Go Back✊...., No Its a motivational photo Priya Sister Keep Clean Keep Hygienic Keep Safe Sanitizing The World Corona Go Back,[],"['@priya_Bshankar', '@prabhu_sr', '@nelsonvenkat', '@Potential_st']",[],['✊']
@davedharmpal @AcharyaPramodk Corona virus treaty with China, Corona virus treaty with China,[],"['@davedharmpal', '@AcharyaPramodk']",[],[]
"@republic Opposition leaders almost all are involved in Anti National activity,Nation becomes prey of Corona and all 12 leaders of Oppositions poring Ghee in fire of Corona.Central Government take actions immrdiately before it is too late.", Opposition leaders almost all are involved in Anti National activityNation becomes prey of Corona and all 12 leaders of Oppositions poring Ghee in fire of CoronaCentral Government take actions immrdiately before it is too late,[],['@republic'],[],[]
"BJP leaders who held funeral ceremonies  Pegerla limbayya goud, who was at the local bustop , was undergoing corona treatment at the hospital.On Sunday Unfortunately he passed away.BJYM MANDAL YUVA MORCHA PRESIDENT Rajanala Madhu kumar(MPTC MAHITAPOOR&amp;CHERLAKONDAPUR)  https://t.co/V2Wao0HQIu",BJP leaders who held funeral ceremonies Pegerla limbayya goud who was at the local bustop  was undergoing corona treatment at the hospitalOn Sunday Unfortunately he passed awayBJYM MANDAL YUVA MORCHA PRESIDENT Rajanala Madhu kumar(MPTC MAHITAPOORampCHERLAKONDAPUR) ,[],[],['https://t.co/V2Wao0HQIu'],[]
"@AIIMSRDA @MoHFW_INDIA Woh bhi kya karen, bahut nak bhi ragdi lekin Baba hai ki Manta nahi. Sir why are you losing sleep over this. Hand over Corona to Babaji he will Trump Ambani and solve population problem of India too. He is far ahead of cheap and spineless human doctors.", Woh bhi kya karen bahut nak bhi ragdi lekin Baba hai ki Manta nahi Sir why are you losing sleep over this Hand over Corona to Babaji he will Trump Ambani and solve population problem of India too He is far ahead of cheap and spineless human doctors,[],"['@AIIMSRDA', '@MoHFW_INDIA']",[],[]
@satya_AmitSingh Make the world as it was....Corona Free !! 🙏🙏, Make the world as it wasCorona Free  ,[],['@satya_AmitSingh'],[],"['🙏', '🙏']"
@NadeebQa Inshallah we will win and Corona will be buried very soon., Inshallah we will win and Corona will be buried very soon,[],['@NadeebQa'],[],[]
The Ahora foundation has recognized our service that we are doing the cremation to those who died due to corona virus. The foundation felicitated samalla sathish and me by providing 21 PPE kits . Rajanala Madhu Kumar  MPTC Mahithapur &amp; cherlakondapur  https://t.co/1kOoFPgsX5,The Ahora foundation has recognized our service that we are doing the cremation to those who died due to corona virus The foundation felicitated samalla sathish and me by providing 21 PPE kits  Rajanala Madhu Kumar MPTC Mahithapur amp cherlakondapur ,[],[],['https://t.co/1kOoFPgsX5'],[]
"Sir can't you find someway, a center one? In which papers can also be conducted and corona SOPs are also strictly applied. It would be a better option.   #Shafqatmehmood  @Shafqat_Mahmood",Sir cant you find someway a center one In which papers can also be conducted and corona SOPs are also strictly applied It would be a better option ,['#Shafqatmehmood'],['@Shafqat_Mahmood'],[],[]
"Yes, this is Corona free event! Right wing is becoming weak in India!",Yes this is Corona free event Right wing is becoming weak in India,[],[],[],[]
@voicesofyouth @UNICEF Vaccinated to all Indians to fight against corona virus. #jitagaindia, Vaccinated to all Indians to fight against corona virus ,['#jitagaindia'],"['@voicesofyouth', '@UNICEF']",[],[]
@vaidyarajsanjay Doctors wanted to counter false claims by Ram Kishan Yadav ....Allopathy is not saving life in corona pandemic...Ram Kishan Yadav claimed his coronil is answer to corona pandemic....If Ram Kishan is so confident on his medicines then prove it in severe cases, Doctors wanted to counter false claims by Ram Kishan Yadav Allopathy is not saving life in corona pandemicRam Kishan Yadav claimed his coronil is answer to corona pandemicIf Ram Kishan is so confident on his medicines then prove it in severe cases,[],['@vaidyarajsanjay'],[],[]
